@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no','yes'}
@attribute zero numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@attribute useless33 numeric
@attribute useless34 numeric
@attribute useless35 numeric
@attribute useless36 numeric
@attribute useless37 numeric
@attribute useless38 numeric
@attribute useless39 numeric
@attribute useless40 numeric
@attribute useless41 numeric
@attribute useless42 numeric
@attribute useless43 numeric
@attribute useless44 numeric
@attribute useless45 numeric
@attribute useless46 numeric
@attribute useless47 numeric
@attribute useless48 numeric
@attribute useless49 numeric
@attribute useless50 numeric
@attribute useless51 numeric
@attribute useless52 numeric
@attribute useless53 numeric
@attribute useless54 numeric
@attribute useless55 numeric
@attribute useless56 numeric
@attribute useless57 numeric
@attribute useless58 numeric
@attribute useless59 numeric
@attribute useless60 numeric
@data
1.18,'yes',0,0.596685835160315,0.135715542128310,0.41801620926708,0.231506754644215,0.0895128110423684,0.99582037446089,0.993463571183383,0.420560164842755,0.637440093792975,0.815531046129763,0.842586032347754,0.80458006146364,0.951732649700716,0.348903635051101,0.581492580939084,0.302265976089984,0.238626878941432,0.411526240408421,0.939726826967672,0.58463291125372,0.158080339431763,0.659529024735093,0.946841367986053,0.285270976601169,0.262258266098797,0.813958106096834,0.224749162094668,0.578432457288727,0.63794797193259,0.737297978485003,0.910838319687173,0.38086306466721,0.33467935747467,0.544263433897868,0.677366758231074,0.182578784413636,0.655408353311941,0.334943453781307,0.832083560759202,0.289139991160482,0.941918669268489,0.647663914831355,0.370434279320762,0.214859149651602,0.879637875361368,0.850142745766789,0.924003437859938,0.482042860006914,0.940976867685094,0.324326136382297,0.828561442438513,0.693864052416757,0.838551669381559,0.443143188720569,0.573927376186475,0.351379078812897,0.876404086127877,0.570015034172684,0.98971043038182,0.900258225854486
0.059,'no',0,0.175945153925568,0.329598903423175,0.793988692807034,0.877184623852372,0.275484828511253,0.421150156762451,0.625250639393926,0.190795325674117,0.75145656731911,0.128426095005125,0.374232704052702,0.629542126553133,0.662197522586212,0.343845644965768,0.814965358003974,0.727866327157244,0.126103183953092,0.856847311835736,0.81718979915604,0.583275943994522,0.898592991521582,0.230648459168151,0.308324116747826,0.118846063502133,0.30068798456341,0.516789485234767,0.80393764260225,0.339054547483101,0.0933770323172212,0.168841524980962,0.577275441028178,0.369287881534547,0.793220851337537,0.259484678739682,0.876767083769664,0.557432844536379,0.778916507260874,0.606629892485216,0.502410172484815,0.230426221387461,0.415014753350988,0.363382995128632,0.0275897225365043,0.637517346302047,0.586183390347287,0.840934442123398,0.46145408693701,0.78557260800153,0.721026965649799,0.475361103657633,0.581778070423752,0.765718906652182,0.268887126818299,0.664403334027156,0.858564618043602,0.256046020891517,0.126680518267676,0.772954711923376,0.913891668897122,0.797183762770146
1.16,'yes',0,0.603531146654859,0.530329707311466,0.0294058201834559,0.512826374731958,0.116094350116327,0.21481289411895,0.324118092656136,0.574236900079995,0.597536610905081,0.599758180323988,0.268599299015477,0.499277508119121,0.471290006069466,0.680711452849209,0.313079979503527,0.465023523196578,0.108162438729778,0.0716203490737826,0.692704062443227,0.0928322486579418,0.600005521904677,0.62890064669773,0.590736560290679,0.439330836059526,0.672727382974699,0.703459877986461,0.879469169303775,0.949059849139303,0.0125516937114298,0.613876452436671,0.926009735558182,0.942936463747174,0.447049155365676,0.237657227320597,0.22508750972338,0.681295129703358,0.366464820224792,0.293079680297524,0.939383264165372,0.828723794780672,0.054037862457335,0.544832132058218,0.728720267768949,0.327559341676533,0.685562835540622,0.926250633550808,0.471967324148864,0.85781835578382,0.960956507828087,0.286356393247843,0.0207375369500369,0.230943182483315,0.935134939150885,0.0713856078218669,0.50948864617385,0.64820330357179,0.939501350512728,0.579995957203209,0.201105805113912,0.660657432395965
1.547,'yes',0,0.860303487628698,0.612282588146627,0.177392119308934,0.563759356038645,0.521441830554977,0.567308414261788,0.118577465880662,0.664156110957265,0.570277728373185,0.558121943380684,0.5678745158948,0.650717061944306,0.863669820828363,0.743762995814905,0.112136635929346,0.232135062105954,0.756235745269805,0.443032127106562,0.9791437915992,0.243654777063057,0.754190116422251,0.659496541600674,0.632784249726683,0.500430850312114,0.574985100189224,0.319934891304001,0.691766925854608,0.818773690843955,0.940526364604011,0.7515275394544,0.9979355877731,0.362123623490334,0.346946965204552,0.405714571708813,0.968682032311335,0.722232511732727,0.393766390392557,0.0117546948604286,0.896217851201072,0.790563117247075,0.261497155297548,0.0931714412290603,0.125504990341142,0.0649324811529368,0.550616419874132,0.7722323006019,0.191585103049874,0.6623579938896,0.410190849564970,0.925526566104963,0.303046587621793,0.658576520625502,0.239927386399359,0.509353751316667,0.194216263247654,0.93608366092667,0.513812139397487,0.474338351748884,0.656414998229593,0.0785546938423067
1.692,'yes',0,0.906561501789838,0.0474076073151082,0.369498441228643,0.818810109281912,0.170795593410730,0.902239514514804,0.325678034219891,0.277892268262804,0.100736840628088,0.96451570210047,0.562975178472698,0.724722238723189,0.621394486399367,0.91219969955273,0.151413460262120,0.700397073989734,0.887375780614093,0.0777441649697721,0.142746719066054,0.699373921612278,0.926813247147948,0.956443696981296,0.0743416214827448,0.604054456343874,0.88557931385003,0.108717643423006,0.42368458234705,0.416108809644356,0.122280440060422,0.615643777418882,0.598323858343065,0.871740572853014,0.799564560875297,0.672103686491027,0.943445652956143,0.566226071678102,0.109059332171455,0.568949806503952,0.496290124719962,0.760765811195597,0.98902106913738,0.0179614957887679,0.411706001730636,0.478985835565254,0.714821041561663,0.0382185541093349,0.650185015518218,0.807967320783064,0.398227691184729,0.361566772451624,0.823871164349839,0.98179669980891,0.200913048349321,0.564934404101223,0.26205658307299,0.00380243360996246,0.181763787986711,0.764362723566592,0.917699904413894,0.466452751774341
3.85,'no',0,0.652016581967473,0.447748036123812,0.176414167508483,0.748785239644349,0.293128278804943,0.591981370700523,0.946202287916094,0.796649540076032,0.430498630274087,0.94583299709484,0.814070839900523,0.802057505585253,0.351190414978191,0.560864308383316,0.767486837226897,0.813341601053253,0.4419226704631,0.876865870319307,0.446336421417072,0.912483282387257,0.316170886857435,0.328594860853627,0.441205419367179,0.892745761200786,0.80603243666701,0.0419325234834105,0.546827791258693,0.881326450500637,0.833312773611397,0.83161756885238,0.531093969009817,0.360473764361814,0.0490281421225518,0.795270922826603,0.186216161586344,0.82074600434862,0.287187437759712,0.877511143917218,0.694651741301641,0.278531075688079,0.715261594159529,0.953965408727527,0.497714477824047,0.878445155918598,0.00928317033685744,0.604634995106608,0.127083136234432,0.323406421113759,0.60975903342478,0.484551978530362,0.187684302218258,0.708823888329789,0.941450853366405,0.46035764249973,0.0270918279420584,0.36437344388105,0.184742843965068,0.394668510183692,0.407506532035768,0.266636705724522
4.109,'no',0,0.827085749711841,0.289631033316255,0.0966830875258893,0.410808713408187,0.451066924957559,0.70317498059012,0.114763959776610,0.556544717401266,0.903047463390976,0.864980976795778,0.502384182531387,0.97739485790953,0.805942644132301,0.392050206428394,0.653012720867991,0.344839123776183,0.450024901190773,0.134131394093856,0.998040282865986,0.987359741935506,0.916046881582588,0.0952457671519369,0.62784881121479,0.655154853127897,0.37478724331595,0.976175997871906,0.0407399910036474,0.655106985941529,0.177460454637185,0.132720805238932,0.342836719937623,0.0112672944087535,0.591451430227607,0.0154383806511760,0.40163680142723,0.934470379725099,0.180602881824598,0.375929476926103,0.529696713201702,0.184199487557635,0.313691338291392,0.0435281493701041,0.200371365761384,0.338681341614574,0.00252486276440322,0.83545232983306,0.720529311569408,0.085146939381957,0.907745218835771,0.744035840965807,0.0728725569788367,0.550098684849218,0.265453804517165,0.472005707677454,0.533539029303938,0.480292343068868,0.660323259886354,0.79098390461877,0.848957163048908,0.889917974825948
2.296,'yes',0,0.285605604993179,0.410654100822285,0.380737985484302,0.09857751079835,0.967968441080302,0.655388093320653,0.958705780329183,0.111655666027218,0.675400235224515,0.553187652258202,0.704290114343166,0.848258979385719,0.377982187550515,0.259414491942152,0.437306564999744,0.913623466389254,0.381910540629178,0.240795184392482,0.864009395241737,0.124643797054887,0.7455883983057,0.798320128582418,0.74093511281535,0.621897774282843,0.378000898519531,0.801927519962192,0.411855477374047,0.282222528476268,0.14548200648278,0.414314149646088,0.305972469737753,0.666161193978041,0.0531442232895643,0.189388283761218,0.622739032376558,0.305160278687254,0.586333304643631,0.135069634998217,0.871454918058589,0.51661547482945,0.771940778940916,0.870119160274044,0.562793496763334,0.209861884126440,0.624628631863743,0.0455879643559456,0.802796565694734,0.80234725982882,0.403833447257057,0.316070928238332,0.945139412768185,0.984962555579841,0.508311129407957,0.540679216617718,0.505467706359923,0.44115959177725,0.0298252762295306,0.149241416947916,0.838779021287337,0.503786731045693
0.6535,'yes',0,0.69372340827249,0.495654189027846,0.900786258280277,0.938311043661088,0.732207427965477,0.766757101053372,0.8968290486373,0.899356728652492,0.992406920995563,0.887573553947732,0.810331357643008,0.0966394583228976,0.0811133151873946,0.319921877933666,0.735912083648145,0.905853592325002,0.572048385161906,0.248541078763083,0.323328264523298,0.0360696089919657,0.706765825627372,0.702894317917526,0.338387917494401,0.399081004085019,0.952712102560326,0.88387416745536,0.597696708748117,0.198934946209192,0.465655330801383,0.174251276068389,0.60196562553756,0.909435361623764,0.840929999947548,0.73240509792231,0.262177092954516,0.228232701541856,0.814638562267646,0.111063636373729,0.210476583335549,0.388344607781619,0.909053679322824,0.293519075494260,0.548036910127848,0.92179349786602,0.788798490306363,0.845541809452698,0.097352321492508,0.46803701040335,0.773925590794533,0.421291442820802,0.878357960376889,0.571190779330209,0.0761161807458848,0.150416295742616,0.599026449490339,0.811355500947684,0.887523433892056,0.741823566379026,0.215569382766262,0.113752018427476
2.711,'yes',0,0.353398476261646,0.250829629367217,0.385906358715147,0.500306423287839,0.958302718121558,0.704637906281278,0.136866418644786,0.530922930920497,0.479337261756882,0.110294578829780,0.459932246943936,0.42571930331178,0.862724596168846,0.412622259231284,0.932285510469228,0.612053990364075,0.137554945424199,0.144246912561357,0.565761875594035,0.888182088267058,0.403051109518856,0.941970254527405,0.549457692308351,0.333301196573302,0.799872359260917,0.0583473041187972,0.230255404021591,0.670193266356364,0.994277559919283,0.4876282971818,0.58807042427361,0.954933755565435,0.586402885150164,0.70986231090501,0.157150275073946,0.440186296356842,0.0915022979024798,0.597412436502054,0.88229447696358,0.821897602872923,0.526499706087634,0.668003959581256,0.455510331550613,0.915635533863679,0.5558505973313,0.170019230339676,0.0328878662548959,0.0774018003139645,0.840510464971885,0.95174311264418,0.121896558674052,0.969154654070735,0.586904748575762,0.502615616424009,0.0723440479487181,0.237092863302678,0.958780550630763,0.253319238545373,0.75090920412913,0.703438691794872
2.452,'yes',0,0.803917652694508,0.150803725235164,0.177864990662783,0.669208379928023,0.731790462275967,0.106401736848056,0.283382663270459,0.591730217216536,0.0689404136501253,0.676794986939058,0.971752212848514,0.929183981381357,0.563545602140948,0.71991238091141,0.392934485338628,0.0963661610148847,0.458373657660559,0.92838624631986,0.288871194934472,0.838790187379345,0.670305722393095,0.469015575014055,0.505496786441654,0.142247082199901,0.628879028838128,0.973295510513708,0.552295333705842,0.0433322226163,0.359354867367074,0.911185281351209,0.533706249203533,0.705819021910429,0.324956772150472,0.182334331097081,0.434826818527654,0.396428348030895,0.813053784193471,0.200936701847240,0.115975724998862,0.000640130136162043,0.0811293644364923,0.716993764741346,0.08290403499268,0.984939309302717,0.0790781055111438,0.508066099602729,0.796904619084671,0.84192583616823,0.6425939144101,0.157701628748327,0.603112930199131,0.562218492617831,0.234148818533868,0.284408721840009,0.753506475128233,0.36725565418601,0.187987725017592,0.722211452201009,0.568491961807013,0.420506590977311
2.641,'yes',0,0.854135466041043,0.549613584997132,0.422278190031648,0.426963793579489,0.343457834329456,0.284787078853697,0.615020058583468,0.136171245714650,0.245525357779115,0.903618780896068,0.956603100290522,0.359462155494839,0.443560886429623,0.995831477688625,0.0772098687011749,0.464287113398314,0.243850762490183,0.268414550926536,0.984848582185805,0.362544560339302,0.809469954110682,0.356639627832919,0.742593723582104,0.96029555494897,0.386533485958353,0.299122775206342,0.903482047142461,0.29904752667062,0.927918952424079,0.71106683742255,0.450262676691636,0.768873733002692,0.946103569120169,0.0664951929356903,0.8172525849659,0.130684896372259,0.796319293323904,0.854599796468392,0.035727177048102,0.71527793770656,0.537092475919053,0.496464472264051,0.309330320684239,0.233555249636993,0.112267147516832,0.410508155124262,0.0237589534372091,0.151008606655523,0.769906461471692,0.819505921564996,0.47029184200801,0.9472268614918,0.0837050161790103,0.184073412558064,0.107590991072357,0.942148183472455,0.225770985241979,0.663974681403488,0.971609407104552,0.385411870898679
4.6497,'no',0,0.175087959971279,0.744629255728796,0.404842250049114,0.498323345324025,0.324347179150209,0.0410610137041658,0.707010587211698,0.97069315891713,0.428209559759125,0.93222164036706,0.86483642901294,0.172669424209744,0.932495360961184,0.648679573321715,0.331896496005356,0.498784281779081,0.342748814029619,0.217154503799975,0.945777404122055,0.0531559460796416,0.561537981498986,0.99876023340039,0.665025512222201,0.857651523780078,0.774618038441986,0.990680736722425,0.0214468769263476,0.649500665720552,0.341091186739504,0.625208170386031,0.900536300148815,0.621666476596147,0.658503063721582,0.75270981201902,0.767935601994395,0.856484826654196,0.232665926683694,0.524969403631985,0.325761109823361,0.0612652061972767,0.581791222793981,0.261812108568847,0.180310806958005,0.637389306444675,0.858537963358685,0.681217763572931,0.83154839137569,0.587541304063052,0.89165722951293,0.133831210434437,0.929080015979707,0.78729762416333,0.985795707674697,0.203273755963892,0.311818702379242,0.107856812188402,0.315281013958156,0.980792994378135,0.374617621535435,0.210790654178709
2.77,'yes',0,0.38653910625726,0.950275665614754,0.724000259069726,0.785495421849191,0.453795309644192,0.627852232661098,0.443676979048178,0.254489572020248,0.595501730684191,0.566969201434404,0.243966673733667,0.698532437905669,0.440535223577172,0.246034902287647,0.327166204806417,0.219698979053646,0.0846608481369913,0.937004447216168,0.345451332628727,0.00102216517552733,0.180214349878952,0.367469348711893,0.685688683530316,0.0554850408807397,0.466970559675246,0.377932366449386,0.682962574530393,0.903410689206794,0.840789402136579,0.874807069543749,0.686342627275735,0.901324034668505,0.120065853931010,0.553495730971918,0.755842300597578,0.0287576115224510,0.261825743597001,0.600113939959556,0.551909434376284,0.550001861294731,0.0748651057947427,0.699073194991797,0.88369191903621,0.451090922812,0.700247828150168,0.93172943382524,0.707587339915335,0.45583099196665,0.473821143619716,0.102404479403049,0.973783700494096,0.131093312753364,0.78224889584817,0.0255531773436815,0.734809019602835,0.664642152842134,0.467900569085032,0.527200809679925,0.0510213088709861,0.468736787326634
4.772,'no',0,0.351777472766116,0.456628543091938,0.419050973607227,0.885069908574224,0.0807667325716466,0.599918438820168,0.419964306522161,0.63729019719176,0.745392969809473,0.601870116079226,0.224522072821856,0.920843202620745,0.813423131592572,0.507182555971667,0.399893154157326,0.972506913356483,0.0266724736429751,0.134592672577128,0.775360242230818,0.0219844004604965,0.82184901717119,0.390607679495588,0.973158235894516,0.0978341677691787,0.418191452510655,0.97344180685468,0.777670489391312,0.846554325893521,0.884451835416257,0.709428796777502,0.298072869656608,0.0830504382029176,0.604798739543185,0.881178044714034,0.478965403046459,0.101379133528098,0.400541700189933,0.114161646924913,0.68113628635183,0.322085369611159,0.491364045999944,0.0673537333495915,0.363086725352332,0.241736610652879,0.771875415463,0.930843621259555,0.901873160619289,0.263262571301311,0.130990238627419,0.0308838193304837,0.940444175852463,0.693494057515636,0.651757409563288,0.097270934144035,0.538245159434155,0.677021509036422,0.460800011875108,0.0265481099486351,0.154240282485262,0.840126949828118
