@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no ','yes'}
@attribute useless numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@data
0.606,'yes',0,0.689795829355717,0.117562334286049,0.320088192587718,0.603421764448285,0.950738669838756,0.332570488797501,0.831556120887399,0.932581960223615
0.4428,'yes',0,0.573813279625028,0.514642043970525,0.982577453134581,0.203749094158411,0.253038357710466,0.894902771804482,0.388100807089359,0.527040129993111
1.545,'yes',0,0.0471693763975054,0.817118187667802,0.364221495343372,0.114403789630160,0.296670229174197,0.175832450855523,0.501094899373129,0.999132612952963
0.783,'no ',0,0.0868316516280174,0.108126086648554,0.424470717320219,0.572544314200059,0.307729103369638,0.314919919939712,0.0895923089701682,0.388948061969131
4.045,'yes',0,0.083093736320734,0.921653809025884,0.103650090750307,0.342127705691382,0.183532217517495,0.632770557655022,0.548446431057528,0.87532883649692
0.947,'no ',0,0.404010567814112,0.176042699953541,0.77806279854849,0.90163652272895,0.391251984518021,0.570642386795953,0.0970669875387102,0.176809669239447
3.221,'yes',0,0.8499970077537,0.0315669500268996,0.555239993147552,0.711906816577539,0.851752338232473,0.944245099788532,0.146450911881402,0.0835613508243114
2.6147,'yes',0,0.936562190297991,0.117224940797314,0.42467218125239,0.701789562823251,0.784148342441767,0.777616295730695,0.841271042823792,0.515424371231347
5.6,'no ',0,0.455472038825974,0.97578215552494,0.764224645448849,0.467114234808832,0.240442640613765,0.702532617142424,0.823629945050925,0.99552552611567
3.2,'no ',0,0.956952782114968,0.843012927565724,0.703119663754478,0.947062789695337,0.931401605950668,0.631232576444745,0.595625488786027,0.418267415370792
2.346,'yes',0,0.237265475792810,0.825455804588273,0.82233467977494,0.56866502459161,0.648008330492303,0.791894040536135,0.0906360922381282,0.407060369150713
0.08,'no ',0,0.375627129571512,0.405874675372615,0.736681882524863,0.503553256159648,0.795567012624815,0.934577032923698,0.775435115443543,0.946887467056513
4.349,'no ',0,0.117212225217372,0.955294953426346,0.682980861281976,0.643917598063126,0.773308224510401,0.0810436273459345,0.277445321436971,0.236293416004628
1.55,'yes',0,0.59619419160299,0.623168450780213,0.616007257252932,0.59950187173672,0.506788426078856,0.747475013136864,0.80584799265489,0.810755033511668
0.97,'yes',0,0.0567004352342337,0.546519664814696,0.0325609038118273,0.077633423730731,0.865957504371181,0.846273812931031,0.456969747319818,0.610582127934322
1.605,'no ',0,0.253095800289884,0.011951073538512,0.741046134149656,0.0247204843908548,0.0910911259707063,0.983098338823766,0.960602499777451,0.237843990325928
0.49,'yes',0,0.155920165358111,0.220818725880235,0.252442361554131,0.0905829404946417,0.54030194808729,0.153894120361656,0.426016314420849,0.374486977001652
1.24,'no ',0,0.200304416008294,0.215555146103725,0.296011314494535,0.700966879259795,0.376091382466257,0.874125327914953,0.737488162936643,0.948169665643945
1.29,'no ',0,0.695242503890768,0.111652094405144,0.600060700671747,0.569105257745832,0.338385673705488,0.0799798821099102,0.802732683951035,0.397770083509386
3.082,'yes',0,0.981846760259941,0.880140826804563,0.949249676661566,0.121869564289227,0.0296093635261059,0.822672350797802,0.706767024006695,0.815602142130956
1.03,'yes',0,0.849604156799614,0.739327697083354,0.53267644578591,0.105423978297040,0.134756939020008,0.411583803594112,0.427947690710425,0.419500424293801
2.45,'no ',0,0.957993606803939,0.733205356169492,0.738675877917558,0.956013194285333,0.459586263168603,0.872407462680712,0.184023665031418,0.269841784844175
0.971,'yes',0,0.423528836341575,0.626612748252228,0.769788294564933,0.431549021275714,0.438816687325016,0.176968385698274,0.994771838653833,0.372912068385631
3.24,'yes',0,0.126895413035527,0.0753964080940932,0.59797697304748,0.831873691407964,0.677019054535776,0.602795294718817,0.265000696294010,0.348069025902078
2.17,'yes',0,0.601134249009192,0.329149920260534,0.573421571869403,0.383633332327008,0.856574064819142,0.117774748709053,0.251075662672520,0.872841406147927
4.667,'yes',0,0.380604524631053,0.0233789505437016,0.512072450015694,0.935567889595404,0.233221453614533,0.685138456523418,0.0299755192827433,0.190750166540965
2.821,'yes',0,0.263559403829277,0.0267368550412357,0.814024198101833,0.814725868403912,0.980862471740693,0.336317715933546,0.62963853799738,0.633145854109898
0.5915,'no ',0,0.288732640212402,0.210098836803809,0.706976575544104,0.403000079095364,0.641748880734667,0.234397714957595,0.295860881684348,0.558589464752004
0.937,'yes',0,0.266337625449523,0.105934363324195,0.725052368361503,0.868695775978267,0.355775196803734,0.316123056458309,0.888951323460788,0.59861268219538
2.68,'yes',0,0.655134903732687,0.171960311476141,0.123066977597773,0.560600802768022,0.300005179597065,0.0954262090381235,0.240298199933022,0.343509518541396
3.78,'yes',0,0.561288335127756,0.684267095988616,0.134670030558482,0.00845043850131333,0.686344832414761,0.059561500325799,0.35249259066768,0.895935948006809
3.375,'yes',0,0.0529863969422877,0.773093642201275,0.243539935909212,0.776332013774663,0.262285263743252,0.430268258554861,0.725334940012544,0.376127447234467
0.836,'yes',0,0.250145218800753,0.771108330460265,0.65852819592692,0.515228890115395,0.678782158298418,0.761670688167214,0.765334858559072,0.213467672001570
3.355,'no ',0,0.0574095877818763,0.796677702572197,0.539271322311834,0.0685731389094144,0.775350354379043,0.511865281732753,0.347353004384786,0.441455025458708
3.626,'yes',0,0.975382280768827,0.934130388079211,0.32772153057158,0.864936329890043,0.0722535448148847,0.522684520576149,0.358096182579175,0.49510057689622
2.641,'yes',0,0.999097608961165,0.539681012043729,0.971523371525109,0.55026817577891,0.840566793223843,0.271558670792729,0.377072691917419,0.629635438555852
1.14,'yes',0,0.684462083270773,0.0245303828269243,0.88593956339173,0.713259638752788,0.160291733220220,0.531572968233377,0.878440197557211,0.96515845018439
1.949,'no ',0,0.582543888129294,0.0518414303660393,0.845838926266879,0.559284255141392,0.338016379158944,0.679481676314026,0.551464819582179,0.936916520120576
1.755,'no ',0,0.890083504607901,0.933336549904197,0.104423728073016,0.750152381602675,0.489501680713147,0.578462432837114,0.383799660485238,0.994634580332786
1.44,'yes',0,0.280244341352955,0.373883234569803,0.87926997593604,0.201024023117498,0.196367358090356,0.999086815631017,0.0232802922837436,0.723392940824851
1.416,'yes',0,0.978601971874014,0.124085835879669,0.861489540431648,0.522157584549859,0.800729324342683,0.224748885026202,0.956222013570368,0.283699448918924
1.6398,'yes',0,0.295516818761826,0.291826164815575,0.92109544412233,0.407120698597282,0.383926100796089,0.566731094149873,0.782403904246166,0.550510068191215
3.036,'yes',0,0.611128754448146,0.656882711686194,0.866084082284942,0.385063873138279,0.396516493987292,0.465222985483706,0.386140472488478,0.158997996943071
0.54,'yes',0,0.0893598152324557,0.351736538810655,0.641897823428735,0.223055896116421,0.365620438707992,0.599363995948806,0.480223363498226,0.00474364566616714
3.038,'no ',0,0.303913561394438,0.634162953356281,0.164098557084799,0.921703364467248,0.513369471067563,0.127241194946691,0.570099935634062,0.0893273139372468
2.352,'yes',0,0.03419448598288,0.264385723043233,0.820268491283059,0.331716204294935,0.666817944031209,0.406843847362325,0.150836772285402,0.30010087415576
4.9,'no ',0,0.460694876033813,0.579882245743647,0.411515955114737,0.548920763889328,0.0536220946814865,0.0530871851369739,0.811757748248056,0.255427614785731
2.71,'yes',0,0.547471606172621,0.352716802153736,0.740995839703828,0.610983282560483,0.0860193115659058,0.424822353757918,0.179727432783693,0.98385635879822
0.82,'yes',0,0.204039569478482,0.117632867768407,0.897190771531314,0.696029958082363,0.131540818605572,0.243253647116944,0.866908532101661,0.446003299672157
3.8479,'yes',0,0.747569581260905,0.933426532894373,0.271064768312499,0.508327825926244,0.545136526925489,0.250289084855467,0.273191556567326,0.302542828256264
2.31,'yes',0,0.075339405797422,0.284661941230297,0.660000644391403,0.506664030952379,0.751888360828161,0.0341885953675956,0.82807554397732,0.0709041657391936
3.91,'no ',0,0.40018300130032,0.349396383157,0.208052892005071,0.62285752943717,0.543703868752345,0.262654273072258,0.418862038990483,0.392729500075802
3.44,'no ',0,0.0127800113987178,0.201590941520408,0.132631044136360,0.656718494137749,0.789110883604735,0.00867720786482096,0.854535926599056,0.596727790310979
0.0331,'yes',0,0.758157038595527,0.0773363215848804,0.62305140751414,0.578572340542451,0.0903772157616913,0.985862932167947,0.621594226919115,0.951715254457667
0.696,'yes',0,0.511111349565908,0.837810521479696,0.391496197320521,0.826730305794626,0.322801120346412,0.773138053249568,0.626162449363619,0.821516514522955
2.512,'yes',0,0.0848221671767533,0.325165249872953,0.68842050479725,0.625774730928242,0.786947424523532,0.132094293367118,0.319052525097504,0.125069099711254
0.83,'yes',0,0.0566533938981593,0.482701420318335,0.493209533626214,0.242110454244539,0.437053722795099,0.986743748188019,0.81324488692917,0.771540846908465
1.165,'no ',0,0.434349324088544,0.15411114692688,0.726942339912057,0.0386292170733213,0.66506661544554,0.185433744220063,0.705128559842706,0.640225086826831
8.1,'no ',0,0.299202469643205,0.506963544990867,0.471910095773637,0.839894386939704,0.493276729015633,0.822617257246748,0.919845162890851,0.739151888526976
1.608,'yes',0,0.619128591148183,0.524522559484467,0.93680253205821,0.543274903437123,0.74861076194793,0.900454518850893,0.785347807686776,0.304945539450273
2.04,'yes',0,0.765700680902228,0.175106481416151,0.762756859883666,0.467144605703652,0.152624845504761,0.415530347963795,0.0206566569395363,0.500384486280382
2.752,'yes',0,0.182008545845747,0.84528505592607,0.0585891255177557,0.195558420848101,0.511267609428614,0.497106063878164,0.9652048565913,0.211391044780612
1.092,'no ',0,0.575639222050086,0.815936696482822,0.189975625369698,0.126542986603454,0.0387304844334722,0.161306319758296,0.39860649802722,0.0713400174863636
0.54,'yes',0,0.406288399593905,0.692374942824244,0.555668628076091,0.760287408251315,0.63286279514432,0.302209183108062,0.0619561732746661,0.48901278548874
1.71,'yes',0,0.572637759149075,0.874680388951674,0.253825471736491,0.638331981142983,0.785797200864181,0.588152625132352,0.341713333269581,0.236700417706743
2.9,'no ',0,0.676630628528073,0.246324983891100,0.353213509079069,0.029755724593997,0.830422091763467,0.340796303469688,0.474978864658624,0.121720597613603
5.3,'no ',0,0.5455453756731,0.301517994841561,0.047008442459628,0.145609429804608,0.187945915851742,0.970665611792356,0.691462896298617,0.903817655751482
0.937,'yes',0,0.183367372257635,0.787571125430986,0.0942016469780356,0.151811225805432,0.0416827669832855,0.0777859974186867,0.241464104037732,0.838120923610404
1.95,'yes',0,0.688458118122071,0.80281396373175,0.00453969370573759,0.336736975004897,0.73127481341362,0.427480377722532,0.161807308439165,0.595843887655064
1.51,'yes',0,0.160959819331765,0.0797072222921997,0.200570788467303,0.535362711409107,0.705776204820722,0.284507329342887,0.498329166555777,0.0973883806727827
0.542,'yes',0,0.272215081844479,0.43140535778366,0.714908987050876,0.0975377873983234,0.915878023486584,0.245731319766492,0.333010877948254,0.393676995299757
0.544,'yes',0,0.0514219889882952,0.341155062895268,0.111146531300619,0.694852318847552,0.687958965543658,0.119936945848167,0.891555317211896,0.604029019363225
0.92,'yes',0,0.0153402178548276,0.391437014332041,0.198405007366091,0.293203804176301,0.555981534300372,0.287772398907691,0.559820070164278,0.804267381317914
