@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no ','yes'}
@attribute useless numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@data
4.109,'no ',0,0.36883933050558,0.290493617765605,0.599750513909385,0.706539730774239,0.604308121837676,0.721331349341199,0.99866144428961,0.394258600426838,0.174305640626699,0.905426128767431,0.0940731877926737,0.193018382415175,0.260072400094941,0.186603204347193,0.28471786971204,0.893540931399912,0.35100751882419,0.920543929096311,0.749502810882404,0.668076590402052,0.142644566949457,0.356824089540169,0.118786621605977,0.849989782087505,0.871164486277848,0.979094979120418,0.0273817505221814,0.837813893565908,0.369164166273549,0.104343298589811,0.256917454535142,0.63301125401631
2.296,'yes',0,0.642591309268028,0.215478725964203,0.384979868074879,0.68021765514277,0.56859913864173,0.87924900627695,0.963338794419542,0.836791143985465,0.313333413330838,0.92869353108108,0.392917032586411,0.901961656985804,0.732166041154414,0.288948438828811,0.172850930131972,0.449821339221671,0.498839150415733,0.941746475640684,0.248875900171697,0.598297782707959,0.661808056058362,0.821317292982712,0.84062934317626,0.192229845561087,0.716774236410856,0.829878685763106,0.63407401740551,0.273086643544957,0.0366446529515088,0.914301936747506,0.228838462848216,0.242605941835791
0.6535,'yes',0,0.488793592434376,0.597483068006113,0.202942626550794,0.41329499008134,0.804674440762028,0.873379471246153,0.317449839320034,0.67480578715913,0.40623048809357,0.690596509026363,0.612755096051842,0.474211069988087,0.567813763162121,0.486485965317115,0.0569822289980948,0.555376375559717,0.157210702076554,0.325307148974389,0.427402398781851,0.201571013079956,0.0823175411205739,0.78364261193201,0.975417736219242,0.152808219660074,0.0844576540403068,0.749533157795668,0.989399113459513,0.138472022954375,0.598186070797965,0.534262680215761,0.71416385518387,0.310747686075047
2.711,'yes',0,0.533742151223123,0.98266678955406,0.485075449803844,0.486266554100439,0.694408488692716,0.858369120396674,0.8958121817559,0.34217919385992,0.093681956641376,0.679298585979268,0.469552657566965,0.422941805794835,0.305544681381434,0.92014319053851,0.746755670756102,0.515053022652864,0.919391470728442,0.575757537269965,0.179002065444365,0.626359235029668,0.543415944557637,0.483481035102159,0.197365736821666,0.821771713905036,0.777977109886706,0.0449592247605324,0.130787821253762,0.959847734309733,0.560013330541551,0.577705479459837,0.670924379955977,0.186216681497172
2.452,'yes',0,0.183221472892910,0.861637826543301,0.342252785572782,0.303140684496611,0.691602430772036,0.286202310817316,0.759069595253095,0.593812898965552,0.813795966794714,0.814078307710588,0.979450438171625,0.188225040445104,0.0890322956256568,0.082288000965491,0.190729170106351,0.537470109527931,0.760663829743862,0.557087143184617,0.475854683900252,0.134796318365261,0.392895320896059,0.813853342318907,0.192921524867415,0.0452818875201046,0.757622936274856,0.0789803660009056,0.633818335598335,0.847172180423513,0.349109649891034,0.805420147487894,0.200183896580711,0.811871936311945
4.6497,'no ',0,0.799039903329685,0.890897931531072,0.802814215654507,0.774353646673262,0.491389914182946,0.0720394768286496,0.00834233476780355,0.786920595914125,0.670813158154488,0.627392013091594,0.791000109631568,0.0940595511347055,0.333272516261786,0.818050370551646,0.84489539428614,0.586948668351397,0.111694699386135,0.75429527554661,0.544181007659063,0.540816934313625,0.663338666781783,0.219138423213735,0.282568989787251,0.745793516747653,0.180334819015115,0.633562820963562,0.281050083925948,0.837132502580062,0.488905407255515,0.925007786834612,0.307500284863636,0.545341365272179
2.77,'yes',0,0.235327946487814,0.635222528595477,0.208080405369401,0.93362838937901,0.445727434474975,0.601613449165598,0.496700157644227,0.258976635057479,0.523438052507117,0.533335743937641,0.258950437884778,0.494882074184716,0.183163763256744,0.675889231730253,0.760943765752017,0.937452961225063,0.289215791737661,0.617117200046778,0.775850761216134,0.229515647748485,0.623057230142877,0.117188872769475,0.525008318480104,0.719893358414993,0.800890765618533,0.452252555638552,0.633474183268845,0.866776391630992,0.617030490189791,0.503028036095202,0.468370174290612,0.0524490557145327
4.772,'no ',0,0.500512302620336,0.645484830718488,0.357274462003261,0.376973912585527,0.268494585296139,0.339637951925397,0.875921077793464,0.107798106269911,0.180965273408219,0.380404776427895,0.0524245542474091,0.590913548599929,0.297738526714966,0.864078945945948,0.244667693739757,0.314438298577443,0.0206358938012272,0.841495814733207,0.637135272845626,0.353574608918279,0.854980071308091,0.487530970480293,0.949049681657925,0.702769247349352,0.418570290086791,0.59329331968911,0.00852525001391768,0.558854260481894,0.312874126713723,0.0404819827526808,0.847969100810587,0.820593875367194
2.58,'no ',0,0.161910911323503,0.438465002924204,0.570792919024825,0.810619809664786,0.0843302132561803,0.485215306282043,0.0302768726833165,0.769515492022038,0.27934637456201,0.62393864360638,0.337236548773944,0.279794272501022,0.119094911031425,0.476023047463968,0.388570666778833,0.644315981538966,0.70865459414199,0.480878963833675,0.75501603865996,0.109341692179441,0.704382447060198,0.503304786747321,0.37247150298208,0.617647120496258,0.122715786565095,0.00279646646231413,0.900240753078833,0.267741974210367,0.495274786604568,0.989616006612778,0.983075285796076,0.558876966359094
1.497,'no ',0,0.26440178276971,0.435299076372758,0.515270767267793,0.319925331743434,0.691675115842372,0.98689356772229,0.268845160491765,0.39939779532142,0.264741828665137,0.0408154879696667,0.868388423928991,0.361264797160402,0.125916324090213,0.194772337330505,0.236271162051708,0.223119347123429,0.778274296084419,0.342059127287939,0.080770310247317,0.333893393166363,0.869672428118065,0.745286801829934,0.745612255530432,0.646142346551642,0.367526711896062,0.817009079968557,0.696784815052524,0.553137807641178,0.989898664643988,0.196979138068855,0.365468870615587,0.492905895458534
0.845,'yes',0,0.970262521412224,0.788602764019743,0.522345846751705,0.498777626547962,0.0492681842297316,0.428863594541326,0.259456142317504,0.394594010431319,0.072427766630426,0.0386438923887908,0.665847921743989,0.261548002017662,0.583408952923492,0.69341997266747,0.921572941821069,0.560883885016665,0.603235060814768,0.977375498507172,0.604651980102062,0.378770785639063,0.57951896218583,0.60551936365664,0.478486096253619,0.0668651880696416,0.231142194708809,0.734805098501965,0.688582750270143,0.685743392445147,0.0313523316290230,0.255627657286823,0.396007189759985,0.827009104657918
0.689,'yes',0,0.58867414155975,0.693049617344514,0.82375411153771,0.72093812818639,0.466010701842606,0.0143119101412594,0.490028065396473,0.0131001637782902,0.911797096254304,0.251311755040661,0.368281178176403,0.297828324604779,0.607231572503224,0.217862865189090,0.345923443790525,0.611420909175649,0.0583429336547852,0.119014238240197,0.321107615949586,0.444999924860895,0.300088005838916,0.605523264501244,0.355486999265850,0.700453389901668,0.285509872017428,0.708469436736777,0.073629445862025,0.0475892880931497,0.997958398191258,0.105379623593763,0.0134429580066353,0.886763582704589
2.03,'no ',0,0.993215831695125,0.834488621912897,0.0579943412449211,0.418412292841822,0.0291876052506268,0.174570299685001,0.634208096889779,0.536641541169956,0.349178361007944,0.379787319805473,0.0746403085067868,0.457166747422889,0.976559507194906,0.15315540577285,0.482018900802359,0.840188684174791,0.185112391831353,0.914623715216294,0.507048117928207,0.0372978770174086,0.415510770631954,0.685470112133771,0.937700654845685,0.688007117249072,0.91860136622563,0.639147302368656,0.734230249654502,0.907104941783473,0.871861472027376,0.776770200580359,0.0881807419937104,0.0236327836755663
3.076,'yes',0,0.125133709283546,0.767126735532656,0.0634665759280324,0.8990992102772,0.201229906873778,0.975124401738867,0.28071220847778,0.933746410533786,0.0745173350442201,0.246705212630332,0.722930352669209,0.793698698980734,0.982484855456278,0.133819892769679,0.854673189576715,0.844561415957287,0.905824037501588,0.514460941310972,0.66906636976637,0.435830529779196,0.085283893160522,0.697675093775615,0.79039786872454,0.193509032716975,0.393862323602661,0.110620393417776,0.727407085709274,0.87334264232777,0.953071853378788,0.706183132249862,0.182210536440834,0.156319884583354
2.145,'no ',0,0.746796243591234,0.0123942284844816,0.0673693579155952,0.511186805320904,0.99555439548567,0.215350282145664,0.661823861300945,0.0169612697791308,0.899735453305766,0.0583325661718845,0.185334486886859,0.606420324416831,0.418739557033405,0.403820735868067,0.266368904151022,0.588083834853023,0.356220928486437,0.892872377997264,0.350558030186221,0.125470219878480,0.95377058768645,0.60072174645029,0.38570733089,0.810373252490535,0.809027337701991,0.884407546371222,0.933580469107255,0.676596897887066,0.809515382861719,0.144271987490356,0.102188095683232,0.524013670394197
0.422,'no ',0,0.377444797195494,0.476062475005165,0.332536995178089,0.119067012332380,0.873374097980559,0.240140210837126,0.618152534356341,0.0414569166023284,0.0206561225932091,0.301798389991745,0.953031401149929,0.845350228482857,0.740762572968379,0.341026957146823,0.923366495640948,0.121259076520801,0.692233129870147,0.752324635861441,0.335213675629348,0.71543980599381,0.767645318992436,0.650405471445993,0.0333717342000455,0.210656685288996,0.522024607285857,0.178261543391272,0.726964822039008,0.528009649831802,0.599084528861567,0.0294755985960364,0.84516845853068,0.245492338202894
1.71,'yes',0,0.405081325676292,0.491640870692208,0.509685265365988,0.982452078256756,0.554177053971216,0.565875010797754,0.290989341214299,0.647321108262986,0.401877601165324,0.283693619305268,0.136995952809229,0.094371396349743,0.456742074806243,0.609646211145446,0.212484332500026,0.113268976332620,0.672247490379959,0.0814575385302305,0.140940178185701,0.707276514265686,0.048234335379675,0.73987073940225,0.517415990587324,0.990897748852149,0.982004020595923,0.297874194337055,0.0550526850856841,0.840770280454308,0.887846022145823,0.95404580165632,0.942617977969348,0.981299877166748
2.1,'yes',0,0.109351716469973,0.478169380920008,0.742503891931847,0.896619095699862,0.550865515368059,0.976875054184347,0.726434213574976,0.867359845666215,0.142273283563554,0.334077165694907,0.850828456692398,0.0194602019619197,0.558573660440743,0.513763982104138,0.727440719725564,0.676510947290808,0.563140318728983,0.398989165201783,0.754641690291464,0.874081535032019,0.170953431166708,0.80641263187863,0.510287222452462,0.69593536388129,0.969869932392612,0.583512617275119,0.746374523965642,0.573066257871687,0.441758119966835,0.551487021613866,0.246206470299512,0.94125456106849
2.954,'yes',0,0.464491387130693,0.82389283995144,0.566183714196086,0.742974302265793,0.662975762505084,0.691478096880019,0.428369030356407,0.373155378736556,0.419588416814804,0.454950048821047,0.997883276082575,0.0371031949762255,0.6691733521875,0.823979969834909,0.989644874120131,0.614325790666044,0.649088284466416,0.360322040505707,0.225312001071870,0.639174823183566,0.244846312562004,0.768383703194559,0.0187909419182688,0.598870798014104,0.804626426659524,0.0164942103438079,0.75082131405361,0.581656129099429,0.281353767728433,0.714740626746789,0.975195419276133,0.194927827222273
0.348,'yes',0,0.779253920074552,0.709593408508226,0.518782552098855,0.856651432812214,0.0657253710087389,0.112264585681260,0.334323570830747,0.851980537408963,0.95237526181154,0.216601551044732,0.612141368445009,0.558653603540733,0.816784939728677,0.478436836274341,0.305148628307506,0.302738623693585,0.377779371105134,0.271634067874402,0.0649906094186008,0.583395049907267,0.304233488161117,0.769415382528678,0.0599700249731541,0.754602293251082,0.661296812817454,0.376083364710212,0.708023530663922,0.748661438236013,0.404484612634405,0.877596027683467,0.194407809292898,0.491124263498932
4.27,'no ',0,0.651943349745125,0.734009131090716,0.168573240516707,0.085328907938674,0.519277402199805,0.984111433615908,0.586097087478265,0.112069717608392,0.221177001483738,0.458303725346923,0.0175670620519668,0.765709189930931,0.272345149889588,0.471915635513142,0.77021466800943,0.083093278342858,0.71677339146845,0.235506325494498,0.123966134851798,0.249037871602923,0.551857907092199,0.941064519342035,0.00888658873736858,0.600530960131437,0.36804626416415,0.902934823650867,0.170256796991453,0.0387571365572512,0.397637107409537,0.872680842876434,0.188852653140202,0.0122214329894632
6.6,'no ',0,0.803708062972873,0.586319807451218,0.745178062003106,0.0722706655506045,0.327244449406862,0.942021999740973,0.450567178661004,0.131799986120313,0.609267201973125,0.549128854880109,0.995951229473576,0.115396353183314,0.385066071525216,0.593019703868777,0.0628529719542712,0.398060152074322,0.161444651894271,0.757294234354049,0.507434324594215,0.638250684598461,0.865623854100704,0.0373905899468809,0.682179562514648,0.437069687061012,0.271654385374859,0.86726640118286,0.815621256595477,0.81438823742792,0.481067137094215,0.765196670079604,0.0906830355525017,0.822256641695276
3.53,'no ',0,0.764144986402243,0.798277424881235,0.11751293647103,0.869154922896996,0.0143067606259137,0.906278216978535,0.236397124594077,0.377233042614534,0.189419854665175,0.604714640416205,0.353756858501583,0.446852302178741,0.521076227072626,0.668943608179688,0.201852276455611,0.992946738144383,0.795167837059125,0.351043680682778,0.505502609536052,0.484263879712671,0.020834423834458,0.728952122153714,0.976402037777007,0.0654601918067783,0.903010962763801,0.0551348500885069,0.767171811079606,0.610373493516818,0.991127205546945,0.157095328439027,0.398010536329821,0.0359774727839977
0.767,'yes',0,0.912602967815474,0.476752731250599,0.671798330266029,0.582286714809015,0.73259459156543,0.037104940507561,0.602755119558424,0.566078139701858,0.576829438097775,0.399816411780193,0.345201229909435,0.856484652962536,0.932534462306648,0.918948781210929,0.885418269783258,0.486111221136525,0.30415201629512,0.383210224565119,0.78440282237716,0.528326035942882,0.652832874562591,0.571993236197159,0.115642194868997,0.999876753659919,0.901809631614015,0.50281949643977,0.0947716170921922,0.36856317310594,0.490156706189737,0.172849137568846,0.64421653188765,0.498754055704921
0.5295,'yes',0,0.176586738787591,0.126643744064495,0.105757713783532,0.0458283359184861,0.964329463429749,0.0800007963553071,0.390861301217228,0.938917207764462,0.0994369715917856,0.114367950940505,0.743363209301606,0.263984227087349,0.0387653671205044,0.585581836523488,0.141345326788723,0.838913748273626,0.90093506523408,0.836831419030204,0.683661095332354,0.433051183121279,0.0423686339054257,0.476649972377345,0.659742505056784,0.831917661242187,0.483230250421911,0.115427366457880,0.372785902814940,0.564300892641768,0.995106379734352,0.0867374734953046,0.0836896263062954,0.343031625030562
2.4996,'yes',0,0.73405906604603,0.0194109461735934,0.300618345616385,0.95749252405949,0.126445223577321,0.983705561608076,0.161150695290416,0.116164717357606,0.291863729478791,0.825008540181443,0.0401242992375046,0.327088268706575,0.61863188771531,0.304407629650086,0.0904396097175777,0.682722033001482,0.256832179846242,0.234847750980407,0.940467691747472,0.591421046992764,0.415135775925592,0.900710629299283,0.157948005711660,0.4358959144447,0.231028791982681,0.856121564749628,0.103389635216445,0.0453500605653971,0.725103803910315,0.656776788411662,0.539197637001052,0.483998687239364
1.9685,'yes',0,0.0824612511787564,0.26529933931306,0.598881938727573,0.668201839085668,0.869028931716457,0.575318584218621,0.910198817262426,0.90659509319812,0.299634116236120,0.605257079238072,0.291013524634764,0.0081450343132019,0.680448600789532,0.192271350184456,0.397001263918355,0.234521684003994,0.63877358334139,0.932343570748344,0.631836265325546,0.294356816448271,0.913535211235285,0.945714980596676,0.73925891215913,0.351640368811786,0.787417381303385,0.763989396160468,0.545360492309555,0.0678197904489934,0.0978070537094027,0.149351393338293,0.142808758886531,0.95623072073795
0.714,'no ',0,0.334612787235528,0.191778645617887,0.701842267764732,0.360066886292771,0.465701556298882,0.280404559569433,0.770528162829578,0.744352204026654,0.276515532517806,0.705292018363252,0.545083606615663,0.439944127108902,0.043685644865036,0.970865954179317,0.614305671770126,0.751220513135195,0.0396330519579351,0.678154246183112,0.445412766886875,0.153561701299623,0.515195052837953,0.800499638309702,0.49052367801778,0.0678208852186799,0.532995209330693,0.963029192993417,0.344499833416194,0.548992985626683,0.967252496164292,0.763094085734338,0.354503744281828,0.931382605805993
3.35,'yes',0,0.797896889736876,0.838790545007214,0.370423196116462,0.392248622374609,0.769810896599665,0.0703700017184019,0.445383593207225,0.264407861977816,0.224181331228465,0.249725386034697,0.444004318909720,0.926808593329042,0.38053518300876,0.383957814890891,0.577405023621395,0.0451464555226266,0.861906272126362,0.126085821771994,0.00445526395924389,0.96838956209831,0.894111996982247,0.807642090832815,0.323236548574641,0.075273249996826,0.864605239359662,0.0118363662622869,0.0230089463293552,0.42973873228766,0.565081078791991,0.784546113805845,0.270567386876792,0.0779136163182557
3.969,'yes',0,0.594605148769915,0.537838117918,0.216767309466377,0.52515005110763,0.445350365247577,0.170081350021064,0.0543847882654518,0.442151785129681,0.220514646498486,0.471916917245835,0.396769994404167,0.139008345315233,0.640481803566217,0.300149268237874,0.550269102212042,0.545169599587098,0.965709646232426,0.984248309629038,0.233849117299542,0.08452453231439,0.555479795439169,0.148720920318738,0.324434592621401,0.420038850279525,0.399396011373028,0.393871339038014,0.00540637876838446,0.501170322299004,0.502526582684368,0.463523498736322,0.704249939415604,0.80091253714636
0.624,'yes',0,0.692224458558485,0.758351567666978,0.528151314239949,0.553286358481273,0.432760659139603,0.621957239229232,0.497373457998037,0.584952340228483,0.123858397593722,0.350587787805125,0.332193814450875,0.859102412359789,0.673989988164976,0.566640262724832,0.620290980208665,0.522682160604745,0.0333274158183485,0.339023742126301,0.421432289294899,0.95980092138052,0.158398285042495,0.992534560384229,0.636688253609464,0.313381651649252,0.0684315380640328,0.488183762645349,0.886521535692737,0.698365183081478,0.574841335881501,0.84646860533394,0.332695560529828,0.794816504232585
