@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no ','yes'}
@attribute useless numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@data
1.331,'no ',0,0.0241815843619406,0.18727521202527,0.189697533613071,0.819781568367034,0.263243477791548,0.379881196888164,0.406344835646451,0.691057751420885,0.581379558891058,0.514647634699941,0.59457082208246,0.96732544270344,0.282836299855262,0.454370372695848,0.681727666640654,0.706546218600124,0.858632487943396,0.560525058535859,0.43581194547005,0.949009782867506
1.18,'yes',0,0.331630181055516,0.506061112741008,0.308424440678209,0.278075212612748,0.917020194930956,0.922538059065118,0.287932035047561,0.337328536668792,0.348858287325129,0.0863171080127358,0.36084220232442,0.364458323922008,0.0173748317174613,0.401514485711232,0.381908527575433,0.6399123466108,0.315180551027879,0.5665627066046,0.347083435859531,0.537947183009237
0.059,'no ',0,0.838523010723293,0.744017551420256,0.951755561400205,0.332887801574543,0.678194845560938,0.574943037005141,0.74484458938241,0.606481140945107,0.65480933827348,0.683177575003356,0.254885107278824,0.93630492547527,0.942537616472691,0.960272447904572,0.883334595244378,0.247669968986884,0.787688509328291,0.835447213845327,0.574650823604316,0.638192577520385
1.16,'yes',0,0.830523330718279,0.814935901900753,0.835743852658197,0.238225722918287,0.117502390407026,0.372311865678057,0.498175238259137,0.167642109328881,0.749068381963298,0.126523809507489,0.630963652627543,0.97080229013227,0.776279232697561,0.8177782620769,0.40490131592378,0.778301440412179,0.446496198652312,0.299584236927330,0.277982301777229,0.699989214772359
1.547,'yes',0,0.107352576451376,0.0801982712000608,0.439315874129534,0.36074082669802,0.107215254334733,0.585741556016728,0.398125479463488,0.908674009144306,0.603959023021162,0.904516579816118,0.79185696109198,0.871309752808884,0.626743619563058,0.996740201255307,0.53509851009585,0.51995504531078,0.970838027540594,0.517371801659465,0.864047999028116,0.404020975111052
1.692,'yes',0,0.229969558771700,0.740898213349283,0.160422092536464,0.102739586960524,0.163729466497898,0.088988697854802,0.91352744656615,0.561763785313815,0.0631010520737618,0.79745582304895,0.862226428696886,0.72834257571958,0.133117861580104,0.703165331855416,0.682692653965205,0.694870261242613,0.269007245777175,0.185140878194943,0.183134153019637,0.402524157194421
3.85,'no ',0,0.120463273255154,0.27461212570779,0.32481727283448,0.302917902823538,0.291169726289809,0.276525515597314,0.442328774603084,0.670570323243737,0.235788027523085,0.199098356533796,0.367538947146386,0.106020989827812,0.726761688943952,0.0815866587217897,0.624065026175231,0.85790236806497,0.293660022318363,0.904693630058318,0.157527918694541,0.49421416874975
4.109,'no ',0,0.54118945193477,0.564907806925476,0.807073662988842,0.805941564030945,0.715580536052585,0.150305560557172,0.375608170637861,0.754140263888985,0.287399520166218,0.4275592349004,0.36971744755283,0.40071134082973,0.275962152285501,0.223025673767552,0.948002346092835,0.0358377743978053,0.315433322684839,0.757900951197371,0.62412126432173,0.476516208145767
2.296,'yes',0,0.798433196963742,0.342653948813677,0.85366599005647,0.50900066900067,0.243538813432679,0.51166465273127,0.804316156543791,0.460731070255861,0.676520296139643,0.976576261222363,0.244549664435908,0.512412800686434,0.481698382645845,0.259949799859896,0.180765320081264,0.492126462981105,0.129040910629556,0.480832095490769,0.0189112962689251,0.858801231952384
0.6535,'yes',0,0.428850539494306,0.297207626281306,0.454076175577939,0.105732870986685,0.0987055751029402,0.289847660809755,0.8982041971758,0.422129432437941,0.804422982037067,0.690709256799892,0.235712792491540,0.427210653899238,0.654962013941258,0.975881065707654,0.603705469984561,0.874263538513333,0.283630636287853,0.0995771903544664,0.117867109365761,0.864065013593063
2.711,'yes',0,0.114686105633155,0.828520794166252,0.867574225645512,0.358984518796206,0.881515566026792,0.203555654734373,0.82628482230939,0.99508179933764,0.96389665035531,0.411436495371163,0.73233003471978,0.148304624948651,0.0651393088046461,0.185078673996031,0.357950757490471,0.589976724470034,0.491359131410718,0.109032908920199,0.697857193648815,0.0205407275352627
2.452,'yes',0,0.328736160648987,0.0251066752243787,0.444094125414267,0.988228318979964,0.0265561905689538,0.0785485785454512,0.931096064625308,0.449289220850915,0.242351236753166,0.803345503518358,0.582302029943094,0.813611272489652,0.414784692227840,0.949595912825316,0.0339995007961988,0.285260160686448,0.527382493950427,0.811402112944052,0.545339253265411,0.405617041280493
4.6497,'no ',0,0.0884330903645605,0.790012657176703,0.91892671934329,0.655538629274815,0.739687647903338,0.91732413484715,0.159663938218728,0.669513480504975,0.534345925785601,0.4844599745702,0.95116784889251,0.851157870376483,0.570306167239323,0.221350942505524,0.291011810535565,0.606262083165348,0.592971151927486,2.47482676059008e-05,0.038138402858749,0.557741643395275
2.77,'yes',0,0.199360718484968,0.832151465816423,0.796498270938173,0.136070991400629,0.167742749908939,0.336938813561574,0.81783344433643,0.105074207531288,0.606273581972346,0.307140331249684,0.53237542277202,0.458967572310939,0.336880730465055,0.264741825638339,0.878360111732036,0.438169710570946,0.0521881261374801,0.503180582774803,0.474956875899807,0.366618961328641
4.772,'no ',0,0.319823222467676,0.465390098979697,0.186060231644660,0.20212729787454,0.91158806416206,0.496446364326403,0.0518621043302119,0.632069997489452,0.118742273189127,0.479077466763556,0.530174246290699,0.478082782588899,0.219802925130352,0.493856932036579,0.0757821002043784,0.360002330038697,0.802465772721916,0.0715511911548674,0.369637134950608,0.527321776375175
2.58,'no ',0,0.112490742933005,0.734165039146319,0.00573347206227481,0.652830620063469,0.921488813357428,0.596827330067754,0.922639039112255,0.394518906949088,0.188761882251129,0.340007020160556,0.360966813983396,0.711474709678441,0.998715312685817,0.688393317395821,0.85808179504238,0.00684954458847642,0.983082987368107,0.163799402303994,0.0804653880186379,0.561146188993007
1.497,'no ',0,0.697195362765342,0.223011500667781,0.602427628356963,0.173417002893984,0.36108119902201,0.59834944200702,0.938866355456412,0.0859162653796375,0.57587531581521,0.759467428084463,0.524051437154412,0.960059587843716,0.752427118364722,0.761295773321763,0.317086592549458,0.586811807006598,0.621349795488641,0.420004640240222,0.493530726758763,0.943665215279907
0.845,'yes',0,0.914483564440161,0.280716723762453,0.0622431382071227,0.601119780680165,0.322490576887503,0.185745702590793,0.495906687574461,0.0271559138782322,0.514500116463751,0.808294289978221,0.521916639292613,0.260929743060842,0.125500944675878,0.797524835215881,0.496408257866278,0.527001235866919,0.89154250593856,0.571607648162171,0.131702729500830,0.0287674835417420
0.689,'yes',0,0.436153633287176,0.597077589016408,0.366093628341332,0.796707577072084,0.350603373488411,0.327403208706528,0.92396425944753,0.995826854370534,0.33531208219938,0.417080507613719,0.144650876754895,0.440548738930374,0.302847161423415,0.354105953592807,0.670063936617225,0.71814833744429,0.756898083491251,0.652729128487408,0.108419301686808,0.847088781418279
2.03,'no ',0,0.985809288686141,0.736090234713629,0.709692586446181,0.776596797630191,0.451772041153163,0.308677622582763,0.822488955687732,0.941162375966087,0.766160771716386,0.135348395444453,0.576637031044811,0.0308818083722144,0.264557548100129,0.671222026227042,0.944221177371219,0.507497831247747,0.124907481251284,0.238722938811406,0.162088424665853,0.925283816177398
3.076,'yes',0,0.494877112098038,0.82511390838772,0.422246341593564,0.700020263902843,0.531424763146788,0.213413208257407,0.396431266330183,0.54070199187845,0.714172044303268,0.0646974069532007,0.211803889134899,0.224265654338524,0.0931801307015121,0.831045311875641,0.837172705447301,0.670215947320685,0.54920150199905,0.608173593878746,0.799643724923953,0.453052720520645
2.145,'no ',0,0.760310576297343,0.377393343951553,0.841899059945717,0.460463325725868,0.968467484461144,0.655489345546812,0.944715823046863,0.393438722239807,0.480400475673378,0.910385719966143,0.516676719300449,0.502744094002992,0.131978870369494,0.490358687238768,0.199225035496056,0.681272686226293,0.587089364184067,0.822655153926462,0.0397878172807395,0.0358130349777639
0.422,'no ',0,0.85999444918707,0.731964022386819,0.286712592002004,0.141862638294697,0.0881025174167007,0.0891657192260027,0.259871735004708,0.31423541973345,0.435099679976702,0.78879515081644,0.0466692224144936,0.75841561681591,0.97388279857114,0.132012130692601,0.212171908700839,0.737378493417054,0.907485393574461,0.613504957407713,0.68802951532416,0.400374465156347
1.71,'yes',0,0.319823395228013,0.148593281395733,0.521835643099621,0.0837547285482287,0.0935295685194433,0.24153317976743,0.334935906343162,0.64035657607019,0.634191003628075,0.366983194835484,0.327199524734169,0.5603017937392,0.68326866463758,0.47086804616265,0.181265720864758,0.407566300127655,0.888690928695723,0.408843170385808,0.716439977986738,0.853208596585318
2.1,'yes',0,0.231506754644215,0.0895128110423684,0.99582037446089,0.993463571183383,0.420560164842755,0.637440093792975,0.815531046129763,0.842586032347754,0.80458006146364,0.951732649700716,0.348903635051101,0.581492580939084,0.302265976089984,0.238626878941432,0.411526240408421,0.939726826967672,0.58463291125372,0.158080339431763,0.659529024735093,0.946841367986053
2.954,'yes',0,0.877184623852372,0.275484828511253,0.421150156762451,0.625250639393926,0.190795325674117,0.75145656731911,0.128426095005125,0.374232704052702,0.629542126553133,0.662197522586212,0.343845644965768,0.814965358003974,0.727866327157244,0.126103183953092,0.856847311835736,0.81718979915604,0.583275943994522,0.898592991521582,0.230648459168151,0.308324116747826
0.348,'yes',0,0.512826374731958,0.116094350116327,0.21481289411895,0.324118092656136,0.574236900079995,0.597536610905081,0.599758180323988,0.268599299015477,0.499277508119121,0.471290006069466,0.680711452849209,0.313079979503527,0.465023523196578,0.108162438729778,0.0716203490737826,0.692704062443227,0.0928322486579418,0.600005521904677,0.62890064669773,0.590736560290679
4.27,'no ',0,0.563759356038645,0.521441830554977,0.567308414261788,0.118577465880662,0.664156110957265,0.570277728373185,0.558121943380684,0.5678745158948,0.650717061944306,0.863669820828363,0.743762995814905,0.112136635929346,0.232135062105954,0.756235745269805,0.443032127106562,0.9791437915992,0.243654777063057,0.754190116422251,0.659496541600674,0.632784249726683
6.6,'no ',0,0.818810109281912,0.170795593410730,0.902239514514804,0.325678034219891,0.277892268262804,0.100736840628088,0.96451570210047,0.562975178472698,0.724722238723189,0.621394486399367,0.91219969955273,0.151413460262120,0.700397073989734,0.887375780614093,0.0777441649697721,0.142746719066054,0.699373921612278,0.926813247147948,0.956443696981296,0.0743416214827448
3.53,'no ',0,0.748785239644349,0.293128278804943,0.591981370700523,0.946202287916094,0.796649540076032,0.430498630274087,0.94583299709484,0.814070839900523,0.802057505585253,0.351190414978191,0.560864308383316,0.767486837226897,0.813341601053253,0.4419226704631,0.876865870319307,0.446336421417072,0.912483282387257,0.316170886857435,0.328594860853627,0.441205419367179
0.767,'yes',0,0.410808713408187,0.451066924957559,0.70317498059012,0.114763959776610,0.556544717401266,0.903047463390976,0.864980976795778,0.502384182531387,0.97739485790953,0.805942644132301,0.392050206428394,0.653012720867991,0.344839123776183,0.450024901190773,0.134131394093856,0.998040282865986,0.987359741935506,0.916046881582588,0.0952457671519369,0.62784881121479
0.5295,'yes',0,0.09857751079835,0.967968441080302,0.655388093320653,0.958705780329183,0.111655666027218,0.675400235224515,0.553187652258202,0.704290114343166,0.848258979385719,0.377982187550515,0.259414491942152,0.437306564999744,0.913623466389254,0.381910540629178,0.240795184392482,0.864009395241737,0.124643797054887,0.7455883983057,0.798320128582418,0.74093511281535
2.4996,'yes',0,0.938311043661088,0.732207427965477,0.766757101053372,0.8968290486373,0.899356728652492,0.992406920995563,0.887573553947732,0.810331357643008,0.0966394583228976,0.0811133151873946,0.319921877933666,0.735912083648145,0.905853592325002,0.572048385161906,0.248541078763083,0.323328264523298,0.0360696089919657,0.706765825627372,0.702894317917526,0.338387917494401
1.9685,'yes',0,0.500306423287839,0.958302718121558,0.704637906281278,0.136866418644786,0.530922930920497,0.479337261756882,0.110294578829780,0.459932246943936,0.42571930331178,0.862724596168846,0.412622259231284,0.932285510469228,0.612053990364075,0.137554945424199,0.144246912561357,0.565761875594035,0.888182088267058,0.403051109518856,0.941970254527405,0.549457692308351
0.714,'no ',0,0.669208379928023,0.731790462275967,0.106401736848056,0.283382663270459,0.591730217216536,0.0689404136501253,0.676794986939058,0.971752212848514,0.929183981381357,0.563545602140948,0.71991238091141,0.392934485338628,0.0963661610148847,0.458373657660559,0.92838624631986,0.288871194934472,0.838790187379345,0.670305722393095,0.469015575014055,0.505496786441654
3.35,'yes',0,0.426963793579489,0.343457834329456,0.284787078853697,0.615020058583468,0.136171245714650,0.245525357779115,0.903618780896068,0.956603100290522,0.359462155494839,0.443560886429623,0.995831477688625,0.0772098687011749,0.464287113398314,0.243850762490183,0.268414550926536,0.984848582185805,0.362544560339302,0.809469954110682,0.356639627832919,0.742593723582104
3.969,'yes',0,0.498323345324025,0.324347179150209,0.0410610137041658,0.707010587211698,0.97069315891713,0.428209559759125,0.93222164036706,0.86483642901294,0.172669424209744,0.932495360961184,0.648679573321715,0.331896496005356,0.498784281779081,0.342748814029619,0.217154503799975,0.945777404122055,0.0531559460796416,0.561537981498986,0.99876023340039,0.665025512222201
0.624,'yes',0,0.785495421849191,0.453795309644192,0.627852232661098,0.443676979048178,0.254489572020248,0.595501730684191,0.566969201434404,0.243966673733667,0.698532437905669,0.440535223577172,0.246034902287647,0.327166204806417,0.219698979053646,0.0846608481369913,0.937004447216168,0.345451332628727,0.00102216517552733,0.180214349878952,0.367469348711893,0.685688683530316
1.37,'yes',0,0.885069908574224,0.0807667325716466,0.599918438820168,0.419964306522161,0.63729019719176,0.745392969809473,0.601870116079226,0.224522072821856,0.920843202620745,0.813423131592572,0.507182555971667,0.399893154157326,0.972506913356483,0.0266724736429751,0.134592672577128,0.775360242230818,0.0219844004604965,0.82184901717119,0.390607679495588,0.973158235894516
1.063,'yes',0,0.870591149665415,0.941462805960327,0.414660503622144,0.149295038310811,0.367175009567291,0.131679704645649,0.237639665370807,0.855951642617583,0.775541689014062,0.280416173860431,0.928525243885815,0.814468711148947,0.212538067484275,0.916400814428926,0.705366315785795,0.899164554895833,0.101786107756197,0.397926504956558,0.335711211431772,0.311326591297984
0.98,'no ',0,0.812467858428136,0.427170040784404,0.591768224956468,0.876958019565791,0.590162380365655,0.694548608968034,0.66912007634528,0.34277506894432,0.267567316535860,0.501845298567787,0.662779945414513,0.575781557010487,0.983473776839674,0.153997821966186,0.354593724245206,0.881371793569997,0.0256601192522794,0.538980348035693,0.679629205726087,0.609645176446065
4.813,'no ',0,0.339050309732556,0.0957666262984276,0.786470745224506,0.509697334375232,0.632868878310546,0.200125027215108,0.787515511969104,0.606053235474974,0.341999866999686,0.644001538865268,0.113278315169737,0.247383898124099,0.856027483241633,0.84227037196979,0.850630207220092,0.327731024241075,0.531146022258326,0.644258555490524,0.615347705548629,0.313987039029598
1.314,'yes',0,0.717115360544994,0.0483772889710963,0.341880150139332,0.325953331310302,0.037753667216748,0.0703015502076596,0.189372951630503,0.0971633717417717,0.509098928421736,0.99297202192247,0.401385824428871,0.399974610190839,0.809768761508167,0.49848683224991,0.813386826310307,0.611327776452526,0.275793701643124,0.071454519405961,0.681416441686451,0.164620682131499
1.159,'yes',0,0.165969166439027,0.734256679192185,0.283297107322142,0.0532687886152416,0.225574918789789,0.900198388844728,0.377705785445869,0.84043124015443,0.998828359181061,0.249485875014216,0.679749148897827,0.272936596767977,0.771769420709461,0.368439772864804,0.86145277111791,0.991316728526726,0.902877000393346,0.253267633728683,0.717977504013106,0.804510562913492
3,'yes',0,0.926546680508181,0.702118885004893,0.631405830616131,0.913017607992515,0.916773785836995,0.340686918236315,0.858497690176591,0.539399990113452,0.781315422384068,0.0978579062502831,0.927571348613128,0.720603647176176,0.48380332137458,0.492330621927977,0.917381663341075,0.986121826572344,0.65693850023672,0.0152566309552640,0.318158744368702,0.97487592883408
6.7,'no ',0,0.835591851267964,0.86922324122861,0.228173807030544,0.412721520056948,0.363854212453589,0.110979229211807,0.635315493447706,0.835825534071773,0.836836133850738,0.155518552521244,0.86605137726292,0.335417383583263,0.603307142155245,0.141981999389827,0.516582772834226,0.957069307100028,0.0949698314070702,0.764430184615776,0.777433055918664,0.175223293947056
1.489,'yes',0,0.407616793643683,0.303124223835766,0.993791747838259,0.370622117538005,0.715850491076708,0.543610888300464,0.751566133461893,0.985931375296786,0.0774294820148498,0.408641301561147,0.0243094160687178,0.486018956638873,0.375677831238136,0.945005039218813,0.277596045518294,0.896839645691216,0.588613362750039,0.819452764466405,0.304332482395694,0.685128978919238
2.625,'yes',0,0.291611668420956,0.524744307389483,0.289545447332785,0.982045428594574,0.311868455028161,0.339048229157925,0.153311625123024,0.311001810478047,0.889871086692438,0.402933666016906,0.697452424326912,0.0465798121877015,0.6087642358616,0.84030595724471,0.847503283061087,0.444607059238479,0.375184478238225,0.934039163170382,0.127628803253174,0.80248894286342
4.41,'yes',0,0.84476461308077,0.54397464194335,0.780179586960003,0.558251223526895,0.634394470369443,0.0632782760076225,0.525834685657173,0.37427042494528,0.077305410290137,0.564825667068362,0.27560091833584,0.0472550885751843,0.981590286828578,0.598364045843482,0.0405455504078418,0.624203118961304,0.132359833456576,0.936222372343764,0.528896448900923,0.8068689473439
5.11,'yes',0,0.147379952250049,0.0866436562500894,0.612781634554267,0.725326355081052,0.0876373331993818,0.569517412921414,0.475649059284478,0.606838792795315,0.92698108847253,0.216288509545848,0.642068676417693,0.816880806116387,0.1135111853946,0.978839915944263,0.100306110922247,0.147564123617485,0.583240646403283,0.285193328978494,0.794490561587736,0.172785629751161
2.737,'yes',0,0.222420948557556,0.841706928331405,0.177140613319352,0.603889484191313,0.106185219017789,0.557838766137138,0.591995927505195,0.469501127721742,0.100517173763365,0.201074703596532,0.617792996112257,0.548654982354492,0.301685286220163,0.588117786217481,0.944944676943123,0.836546286940575,0.605455683777109,0.744623373728245,0.189734034007415,0.670686703873798
1.8,'yes',0,0.106388352112845,0.452333207940683,0.427815475268289,0.671619844855741,0.338736220728606,0.852751001249999,0.406412370735779,0.633570190751925,0.788357954937965,0.694835234899074,0.763729715021327,0.0371947220992297,0.832695243880153,0.494273555697873,0.51094118016772,0.216425999999046,0.471675039501861,0.224524646764621,0.761891841655597,0.340163956163451
3.425,'yes',0,0.999284719349816,0.936801354633644,0.682949566515163,0.552798585500568,0.681831469759345,0.552245419006795,0.28081233240664,0.168596661183983,0.68431606143713,0.0951204248704016,0.491090901428834,0.354512227699161,0.673841449664906,0.36866641510278,0.233992875786498,0.573041607392952,0.180870814714581,0.317860992625356,0.00736104231327772,0.202988926786929
2.4266,'yes',0,0.316922081401572,0.95728071173653,0.187787297181785,0.457089885836467,0.234602017560974,0.682269025361165,0.745894663734362,0.862243645591661,0.463612012797967,0.665282570756972,0.338258303701878,0.922331701265648,0.432372144889086,0.882967234356329,0.42557916091755,0.17914915131405,0.0181591638829559,0.0333459854591638,0.140029172180220,0.0331581684295088
0.383,'yes',0,0.99894576962106,0.306816042400897,0.970945099601522,0.417843238217756,0.494201181922108,0.93086734157987,0.970530381891876,0.870820061769336,0.0618492565117776,0.338802435202524,0.97891807393171,0.0372658695559949,0.394778177142143,0.535186685854569,0.340239465236664,0.427903624018654,0.977875599171966,0.161981240846217,0.079646171303466,0.854194559389725
0.617,'no ',0,0.679952417500317,0.56484014261514,0.354203002294526,0.235786396777257,0.546776688890532,0.454836431657895,0.401566460728645,0.881680847611278,0.691503746667877,0.622069482225925,0.544130041496828,0.522504303604364,0.085310734109953,0.504375588381663,0.470046360976994,0.892050652066246,0.318258161656559,0.48993286723271,0.170056898612529,0.28898060368374
2.198,'yes',0,0.038712051929906,0.860503550618887,0.586139944847673,0.955549079691991,0.812008618144318,0.0875746943056583,0.748546687420458,0.329033744288608,0.796244208933786,0.349996312055737,0.429423866560683,0.369496980682015,0.76283861673437,0.0311931341420859,0.660705563612282,0.352822317974642,0.168567107990384,0.608020504238084,0.861698939464986,0.918431477155536
1.23,'yes',0,0.934020529035479,0.838502476457506,0.333211331628263,0.563828198006377,0.947554776445031,0.250491588376462,0.702750271651894,0.0221644688863307,0.283712542848662,0.76341375359334,0.0211574241984636,0.354419889859855,0.215227121952921,0.676397111732513,0.0402977322228253,0.243207626277581,0.0553063126280904,0.571456065401435,0.504145269747823,0.575629001716152
1.261,'yes',0,0.350198370637372,0.456613439833745,0.236662777140737,0.491205292521045,0.712481954600662,0.55290140886791,0.482251345645636,0.0510091914329678,0.307246473152190,0.101375415222719,0.339627752779052,0.45769170159474,0.730732598574832,0.688433388480917,0.52290842612274,0.444230698747560,0.893260388169438,0.719208183465526,0.976876145228744,0.738124706083909
2.374,'yes',0,0.178288310533389,0.795178439002484,0.343928795773536,0.769431487191468,0.451243840390816,0.0480223381891847,0.156562093412504,0.878582164412364,0.615319655509666,0.474180354503915,0.108937967335805,0.512769921449944,0.233611259143800,0.772127776639536,0.82411695830524,0.0160557380877435,0.00752090313471854,0.773545066826046,0.0678244840819389,0.383330062497407
2.692,'yes',0,0.68625292996876,0.204215247184038,0.887531254673377,0.0138076909352094,0.890476058702916,0.268487455090508,0.953760999022052,0.773295088671148,0.0936182218138129,0.125447196420282,0.769763832911849,0.789987475145608,0.537142147775739,0.104067950509489,0.879914205754176,0.906359596876428,0.58530583535321,0.0677026372868568,0.508594030281529,0.0166252402123064
3.3,'no ',0,0.217322783311829,0.503015963360667,0.0975656581576914,0.823982642265037,0.738527887500823,0.124016301473603,0.342742657987401,0.585531731834635,0.370250636944547,0.0149927800521255,0.837835689075291,0.839193185791373,0.315779135329649,0.517370830988511,0.973510755924508,0.529913137899712,0.747063357150182,0.821521099889651,0.778773827943951,0.285848030354828
0.703,'yes',0,0.265664236620069,0.803028703434393,0.736401163041592,0.0224089771509171,0.203966994071379,0.0501180281862617,0.673684274312109,0.435650175902992,0.509081047028303,0.941773825325072,0.911280377302319,0.68759088520892,0.351443106075749,0.802512504393235,0.633144170278683,0.098298653261736,0.280628095846623,0.658278070623055,0.574258126085624,0.299126298399642
2.69,'yes',0,0.162584105273709,0.518047732999548,0.75253296061419,0.259506309172139,0.207389984512702,0.312446712516248,0.10758119658567,0.0697560319676995,0.0944218672811985,0.182448094943538,0.550158736063167,0.523943343665451,0.910963294561952,0.531097038881853,0.457302002003416,0.837463297648355,0.668632546206936,0.730832556029782,0.140484005212784,0.292980939848348
6.29,'no ',0,0.354419335024431,0.702238436322659,0.145652254112065,0.107223096303642,0.49376268661581,0.750684558879584,0.161872108001262,0.24666631850414,0.674275996629149,0.398786574136466,0.291830190457404,0.585237613180652,0.931131255580112,0.510757350828499,0.341925016371533,0.256960651837289,0.615682598436251,0.504140189150348,0.153596611460671,0.605183260515332
3.35,'yes',0,0.618132588453591,0.0155959955882281,0.346944694407284,0.72440299927257,0.108598950551823,0.771590700373054,0.621371310204268,0.878051346167922,0.121366258477792,0.535519674187526,0.270448117749766,0.756971220951527,0.0481487393844873,0.659506108378991,0.217648012330756,0.715477772522718,0.923564234981313,0.153433990897611,0.22912511928007,0.47739532426931
1.1,'yes',0,0.272796425968409,0.456348376115784,0.911508550634608,0.861778401071206,0.289277108153328,0.255723398178816,0.774061160394922,0.325114546110854,0.80460119037889,0.890428808284923,0.834364274283871,0.818107890663669,0.762854349799454,0.675785141065717,0.591116971801966,0.335020135622472,0.316688919672742,0.906231757486239,0.404569149948657,0.372364839073271
2.433,'yes',0,0.644883637316525,0.933386262739077,0.827782760141417,0.70051028416492,0.665581207023934,0.746730129700154,0.175965413451195,0.350583134917542,0.972514279652387,0.137297201668844,0.164741455111653,0.132581864716485,0.696730665164068,0.348412605468184,0.498102836310863,0.207236550282687,0.681284541962668,0.263446009950712,0.438103908440098,0.122287944192067
