@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no','yes'}
@attribute zero numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@attribute useless33 numeric
@attribute useless34 numeric
@attribute useless35 numeric
@attribute useless36 numeric
@attribute useless37 numeric
@attribute useless38 numeric
@attribute useless39 numeric
@attribute useless40 numeric
@data
1.18,'yes',0,0.371786411385983,0.216117363655940,0.835115302819759,0.996686215512455,0.975572844035923,0.67992007592693,0.58934803167358,0.78506827284582,0.464813495287672,0.627430121181533,0.1225122413598,0.480849019018933,0.967153201345354,0.0216905586421490,0.0430502016097307,0.574884184170514,0.447883156361058,0.445422253105789,0.207580469315872,0.250244304072112,0.127368388930336,0.511005947133526,0.0973939141258597,0.42928039166145,0.0712633130606264,0.307210706872866,0.592337764333934,0.667199283372611,0.0987334607634693,0.476477375719696,0.193559467559680,0.0631327582523227,0.933007371844724,0.542436810908839,0.459781507495791,0.9467794818338,0.441102538025007,0.486627874430269,0.219009964494035,0.450651048449799
0.059,'no',0,0.793073513079435,0.520583271281794,0.683830687776208,0.511818222003058,0.256392194190994,0.793313856469467,0.111223374493420,0.515372656052932,0.654328336706385,0.101338435662910,0.864198591560125,0.208855801494792,0.271138200303540,0.281349911587313,0.27227540849708,0.909317568177357,0.440855058841407,0.0560077694244683,0.207728364272043,0.876894529908895,0.697420187061653,0.161300628213212,0.859138076892123,0.6201403925661,0.476007431047037,0.303486630553380,0.554145452100784,0.915186470607296,0.00677232746966183,0.510748110944405,0.373318173922598,0.230825937585905,0.72116805659607,0.957224369747564,0.811511816224083,0.898127927677706,0.160753699019551,0.932400434045121,0.089602773077786,0.990829437971115
1.16,'yes',0,0.713127341819927,0.454716562060639,0.372233272297308,0.381649888819084,0.480667477706447,0.132156310603023,0.707109262468293,0.503284007310867,0.303356854943559,0.450184297980741,0.449095051735640,0.67440179316327,0.0814866025466472,0.489632222335786,0.361249061534181,0.527554142521694,0.0460893830750138,0.938796299509704,0.104758111992851,0.157241719774902,0.770099923014641,0.593673901865259,0.0249359330628067,0.322143759578466,0.652737860800698,0.0462019762489945,0.235063491156325,0.48936199513264,0.716978180455044,0.856694579822943,0.0317405962850899,0.319924863055348,0.239411765709519,0.952035010326654,0.784918329678476,0.788763722404838,0.920062576420605,0.467263707658276,0.320696854032576,0.137721608160064
1.547,'yes',0,0.492627830710262,0.96897317119874,0.312515424797311,0.628773531178012,0.31194121344015,0.739437652286142,0.621845839545131,0.987623049179092,0.237652693409473,0.912154525285587,0.720966861350462,0.196597198490053,0.363052633823827,0.952960608759895,0.0200638000387698,0.836545614525676,0.644876611419022,0.191595670068637,0.445393201429397,0.459195933770388,0.449494689470157,0.118151576723903,0.136680390220135,0.159977596951649,0.80307552870363,0.43691367120482,0.95509269181639,0.804108490003273,0.115953809116036,0.176777350483462,0.899480403633788,0.933870470151305,0.0086893190164119,0.445610291324556,0.778485986869782,0.68489845097065,0.314415073255077,0.922028282191604,0.853322297800332,0.199329401599243
1.692,'yes',0,0.478221400408074,0.875876716570929,0.815064662368968,0.0143059249967337,0.333037102594972,0.745178592624143,0.744077717885375,0.652200906071812,0.294058522908017,0.434425865067169,0.705522235482931,0.966814493527636,0.210254702484235,0.0288672577589750,0.427053357241675,0.709670664276928,0.852662049932405,0.382649161852896,0.33842985262163,0.0640020994469523,0.409354442264885,0.27931352192536,0.150959415826946,0.64792756177485,0.485513893421739,0.185622165212408,0.957733792252839,0.0977940096054226,0.634185413829982,0.00995245529338717,0.905580409802496,0.534022495849058,0.421250339830294,0.424911543726921,0.850844533881173,0.351616866886616,0.877907309914008,0.3565528918989,0.618969001807272,0.127394147450104
3.85,'no',0,0.770641563460231,0.968832948477939,0.970245032571256,0.168894534232095,0.519159852527082,0.318616584641859,0.877920743776485,0.625042174942791,0.369363283040002,0.023740777047351,0.896420346107334,0.36121815466322,0.155753816477954,0.252193781081587,0.0787499542348087,0.300629764329642,0.456531307194382,0.199793348321691,0.221199866384268,0.698410585522652,0.317820484982803,0.632716436637565,0.850632304791361,0.961838754592463,0.4551827092655,0.451084973290563,0.810101500246674,0.771714510163292,0.5259205091279,0.319598791422322,0.776316086761653,0.150276985717937,0.769594087032601,0.137184182414785,0.216796150198206,0.380419766996056,0.879778491333127,0.201697425683960,0.139800173463300,0.375139062060043
4.109,'no',0,0.0440263440832496,0.3816461507231,0.711583180120215,0.773210438666865,0.487643413711339,0.0920686195604503,0.0372979145031422,0.893715237500146,0.0677879403810948,0.165006621973589,0.768746774177998,0.587742540985346,0.956912658875808,0.333404857199639,0.99895841954276,0.457934872014448,0.734616348519921,0.565509260864928,0.192126504145563,0.67080431454815,0.743869583122432,0.438340601045638,0.968743146630004,0.290471067186445,0.170461709378287,0.722522096475586,0.526467016665265,0.343388841254637,0.621931897010654,0.902475828072056,0.473587240558118,0.70051743532531,0.459701408399269,0.542466287268326,0.241960074286908,0.203104107640684,0.159930555382743,0.150745577178895,0.858735156012699,0.966943108011037
2.296,'yes',0,0.96573819592595,0.449690278386697,0.601210417225957,0.800639126449823,0.456569843227044,0.707114738412201,0.690305858151987,0.346006983658299,0.110941995400935,0.591381910955533,0.498126919846982,0.585178797598928,0.483551501296461,0.169958661543205,0.645534721435979,0.622711909469217,0.28054259927012,0.684523516101763,0.929809154942632,0.695124294376001,0.420996875036508,0.97012761910446,0.842681844020262,0.901475361548364,0.91320006386377,0.433401515241712,0.355995833640918,0.428340969607234,0.484938361914828,0.155191154452041,0.212372474838048,0.184764235047624,0.0575543520972133,0.149810805916786,0.941046370659024,0.167537298286334,0.126982756191865,0.344091739971191,0.117802503751591,0.387120330473408
0.6535,'yes',0,0.0909600502345711,0.148767880396917,0.801154792774469,0.0404558619484305,0.58516419143416,0.182861857349053,0.880556993884966,0.257930556545034,0.102622555801645,0.426215006504208,0.161415637703612,0.308356879046187,0.393282521981746,0.0456478309351951,0.0317390689160675,0.210757698398083,0.0880304670426995,0.278745561139658,0.203968669520691,0.467473671305925,0.266486566513777,0.540593356592581,0.428839107509702,0.322505332995206,0.872503126040101,0.103191676083952,0.300950621487573,0.117183500202373,0.412322331219912,0.657779701985419,0.0889648294541985,0.814919227035716,0.684538276400417,0.887064717011526,0.63000686164014,0.927201136248186,0.87099778209813,0.812154268147424,0.835354448063299,0.267234461614862
2.711,'yes',0,0.729166422970593,0.914586899802089,0.939713024534285,0.868834112305194,0.803551541641355,0.0622760974802077,0.663579902611673,0.740742585156113,0.416852718917653,0.73035475378856,0.412510327063501,0.523509419988841,0.329454284859821,0.794104996370152,0.227020836435258,0.42196286492981,0.545698702801019,0.322513870196417,0.928968276828527,0.956882602069527,0.592815367504954,0.774199237814173,0.252148676896468,0.0810832621064037,0.124100320274010,0.703865131363273,0.454366322141141,0.704339865129441,0.605999336810783,0.184202456614003,0.844408543314785,0.716612743912265,0.508293618215248,0.252205756260082,0.685674777952954,0.864459085511044,0.700876319315284,0.426242380402982,0.757279666839167,0.870062957517803
2.452,'yes',0,0.264968668110669,0.370225541526452,0.250186758581549,0.190016674809158,0.295871572103351,0.308308169944212,0.817889145808294,0.591319197556004,0.565618833061308,0.418578363955021,0.866049393080175,0.185259175952524,0.537329982034862,0.937473721802235,0.89801540109329,0.41832677857019,0.408445403911173,0.0197602114640176,0.869934541871771,0.365972680738196,0.843579306732863,0.121347723994404,0.237724614329636,0.0225289398804307,0.981841574423015,0.672752416925505,0.116492795525119,0.373937959084287,0.552431012038141,0.705930681433529,0.134303006809205,0.474008634919301,0.682267552707344,0.765972015447915,0.820584341417998,0.936985530192032,0.608645512023941,0.368885734817013,0.167301971465349,0.725672666914761
2.641,'yes',0,0.193084487924352,0.583672647597268,0.286550347227603,0.171372624346986,0.80550957028754,0.650179855758324,0.877439455827698,0.875096268253401,0.181911307852715,0.476942798821256,0.106959722936153,0.504152342444286,0.939352569170296,0.418153374455869,0.599745535058901,0.937646768987179,0.937330193817616,0.566673796391115,0.487501692026854,0.0838679496664554,0.878884078934789,0.701838914770633,0.645686988951638,0.448708338430151,0.733897305326536,0.712042486062273,0.96128123998642,0.238386932294816,0.288677029544488,0.479975776746869,0.829548742854968,0.309902405599132,0.826965847052634,0.972511942498386,0.435694349231198,0.481042294297367,0.0269805390853435,0.574351855088025,0.681903825607151,0.0438067689538002
4.6497,'no',0,0.862264664843678,0.805946049978957,0.382499475497752,0.0187811935320497,0.476883019786328,0.880751235876232,0.40319410385564,0.116410965565592,0.191080340649933,0.809828185942024,0.95234207320027,0.952405669959262,0.733549018157646,0.935953644104302,0.214963744394481,0.134071963839233,0.157683472847566,0.0320727464277297,0.0604237862862647,0.582789998501539,0.343480352545157,0.839553317986429,0.247021233430132,0.659442896721885,0.252479728776962,0.70090055745095,0.264406193513423,0.676158338785172,0.48575481493026,0.534367534797639,0.37144901137799,0.655176372732967,0.754507194273174,0.278101863106713,0.151611999608576,0.621383967809379,0.942739342572168,0.923402786720544,0.608873091405258,0.0241269648540765
2.77,'yes',0,0.736228484893218,0.545527542941272,0.241355646401644,0.0711365221068263,0.00610048184171319,0.796161636710167,0.460236957995221,0.51179021038115,0.530452373437583,0.610402391757816,0.899119870271534,0.225729182828218,0.885459054959938,0.323870947351679,8.27547628432512e-05,0.935133498627692,0.0969271932262927,0.292211671592668,0.690192330395803,0.595552755752578,0.901873842347413,0.905816480284557,0.232170251663774,0.958955592708662,0.398507927078754,0.277982824482024,0.347660138038918,0.538710222579539,0.949076092569157,0.670987090561539,0.374162260908633,0.462404477410018,0.192325953859836,0.228668285533786,0.349041677545756,0.522357648704201,0.815086641581729,0.54088775254786,0.287640478694811,0.167840929236263
4.772,'no',0,0.472824996570125,0.349319733679295,0.446688353316858,0.687232930446044,0.462194961030036,0.0473114114720374,0.435993192484602,0.228762089973316,0.537271540844813,0.872745686676353,0.840675099520013,0.75255263550207,0.96916184388101,0.973887734813616,0.626708792988211,0.00412179273553193,0.133495417190716,0.114552686223760,0.180331170558929,0.15193718415685,0.937140924856067,0.457875511609018,0.322529844474047,0.461774685420096,0.938159072771668,0.432707949075848,0.872136208228767,0.424835048615932,0.409519580425695,0.468812090344727,0.0219997460953891,0.0409907831344754,0.5900902019348,0.798278085887432,0.030089242849499,0.0324611596297473,0.364362322492525,0.192820571130142,0.0066867433488369,0.914097905624658
1.497,'no',0,0.76494085136801,0.248031753581017,0.56550461333245,0.598981802118942,0.684652738738805,0.780431093648076,0.740703707793728,0.203818850452080,0.792915816651657,0.120065128663555,0.937687583267689,0.386724443873391,0.174310449976474,0.395363313611597,0.398567091207951,0.76947138342075,0.188284699106589,0.51595296850428,0.150440803496167,0.367496628547087,0.205240295035765,0.102206177543849,0.0424692176748067,0.571287138387561,0.119960057083517,0.0575478367973119,0.662318665301427,0.710826390655711,0.521945975720882,0.70481250854209,0.404876913875341,0.146168732549995,0.305237098829821,0.31718456489034,0.369754754705355,0.722835519816726,0.750420039752498,0.257979458197951,0.569621028378606,0.85297802858986
0.845,'yes',0,0.357493522344157,0.54284664336592,0.492821136489511,0.874310202430934,0.569080929970369,0.266472131945193,0.123764355666935,0.354177382541820,0.37230955157429,0.0445627251174301,0.445628817426041,0.825474803568795,0.835600843187422,0.0465641254559159,0.815638862084597,0.337229564785957,0.555463296128437,0.674992997897789,0.64081192528829,0.0113300965167582,0.407327461522073,0.989989736815915,0.174675947055221,0.126070807455108,0.938051527366042,0.497764785308391,0.907554253470153,0.214385431725532,0.108678078511730,0.29992211679928,0.53017097292468,0.271375973010436,0.259572440059856,0.0068581742234528,0.691969032865018,0.709283590083942,0.561797431437299,0.75846618716605,0.573030071798712,0.651537763420492
0.689,'yes',0,0.131552728125826,0.347878447500989,0.99986501596868,0.825393055798486,0.753514484036714,0.173077137907967,0.819847613805905,0.293690274236724,0.0391100379638374,0.511731950333342,0.247410702053457,0.828796091256663,0.0835573812946677,0.796797149116173,0.803239174420014,0.435257165692747,0.182442667894065,0.101515242364258,0.796043653273955,0.0329439691267908,0.464707449544221,0.568797309650108,0.58111132052727,0.314347541425377,0.219492512522265,0.71228367718868,0.319545382633805,0.908014768268913,0.132979671703652,0.468911521136761,0.580369419651106,0.878710875054821,0.343948905356228,0.142273353412747,0.916098342975602,0.338745400309563,0.647814459865913,0.478392366319895,0.984616914298385,0.958203195827082
2.03,'no',0,0.640366796636954,0.711132971802726,0.778130020247772,0.527100323000923,0.728915505111217,0.4106114145834,0.0541824703104794,0.220852835802361,0.580760453594849,0.97729895543307,0.968484794255346,0.0376462747808546,0.350504705449566,0.757949277525768,0.149912354769185,0.217219322221354,0.828024435322732,0.894899585051462,0.0962572048883885,0.963658563792706,0.498220059555024,0.467618274735287,0.332999658305198,0.88015689398162,0.120636921841651,0.75437634345144,0.980386465555057,0.00705831730738282,0.899052730062976,0.193467188626528,0.69314143084921,0.542045024922118,0.949737082934007,0.031505458522588,0.821309913182631,0.570994426030666,0.386937137693167,0.520682208705693,0.881295184837654,0.384431574959308
2.145,'no',0,0.339079218916595,0.0550473860930651,0.300145627930760,0.0918475876096636,0.0558411220554262,0.694561903597787,0.334054996492341,0.947739678435028,0.807433451758698,0.686364321503788,0.178300659870729,0.910130593692884,0.572163311531767,0.635741611709818,0.62846432463266,0.0472108994144946,0.968894357560202,0.230438072932884,0.510370664065704,0.53718440560624,0.100663625402376,0.362837699241936,0.00127449841238558,0.89878262882121,0.887557426001877,0.475334878312424,0.234105041250587,0.207297884393483,0.405438870890066,0.0416579749435186,0.914539033547044,0.630011485656723,0.264304828131571,0.465255794813856,0.241802502656356,0.505603479687124,0.818719773553312,0.554002986988053,0.483257901389152,0.101406149100512
0.422,'no',0,0.838056896580383,0.0964051664341241,0.263177051208913,0.386536014964804,0.97056309785694,0.48739675222896,0.98249020660296,0.720967414556071,0.266771049005911,0.178073526592925,0.0531318471767008,0.255160691682249,0.168883490609005,0.937531142961234,0.614908762509003,0.101788131287321,0.549220027402043,0.973205528920516,0.398966178763658,0.680254466133192,0.33748928969726,0.970871418714523,0.161275583785027,0.454971719300374,0.336464042076841,0.141795523231849,0.77077629067935,0.484103327617049,0.256435342365876,0.164506286149845,0.737926179310307,0.148768299492076,0.420715895248577,0.927331696031615,0.739861762616783,0.0845381142571568,0.184903727611527,0.908717078855261,0.291809792397544,0.852127373684198
1.71,'yes',0,0.91016667149961,0.609575314214453,0.862657107179984,0.365018179640174,0.242514986544847,0.789128413889557,0.896079638740048,0.496834582649171,0.672654405003414,0.659867441048846,0.337324615800753,0.146386886481196,0.58067465107888,0.126764467451721,0.147137918975204,0.526837447658181,0.369743201881647,0.729093790985644,0.147135932231322,0.431149896932766,0.561413813848048,0.267997543327510,0.36375209572725,0.806693332036957,0.917911696480587,0.069386153947562,0.352123103337362,0.258859840454534,0.960106907878071,0.96818685811013,0.0678567888680845,0.606105620507151,0.982813332462683,0.664165109861642,0.554517011390999,0.476960650412366,0.744014910189435,0.0692655597813427,0.259509194875136,0.98837149119936
2.1,'yes',0,0.86160204000771,0.498099877731875,0.139987683622167,0.398561290698126,0.875961320009083,0.648414588533342,0.791465017711744,0.370216835057363,0.325546559877694,0.490923574427143,0.85585136921145,0.852501885499805,0.187438532244414,0.268172445707023,0.296389085473493,0.0322850125376135,0.36010280251503,0.151054582325742,0.94686404010281,0.364555640146136,0.608692392008379,0.140997527400032,0.268851967295632,0.092663619434461,0.103012090083212,0.927006635116413,0.064280633116141,0.918989052297547,0.00746013643220067,0.977416416397318,0.509254943579435,0.394376561511308,0.437343915458769,0.710507277399302,0.830318905878812,0.0525373483542353,0.81317503633909,0.0715447603724897,0.119398277718574,0.000828719232231379
2.954,'yes',0,0.159462408162653,0.138672045432031,0.94818814075552,0.0749533588532358,0.956317239208147,0.754772012354806,0.28589506004937,0.360184211283922,0.523528052959591,0.233362280996516,0.487503231037408,0.660344381583855,0.241228312952444,0.790188377257437,0.312422282295302,0.641249545617029,0.796300957677886,0.131676727673039,0.529310476733372,0.86036211415194,0.950810770038515,0.756867941236123,0.519065434345976,0.95849665114656,0.829063823446631,0.677391047822312,0.57317624357529,0.901702207280323,0.731391317676753,0.635011636652052,0.515399298630655,0.413713752757758,0.402959922328591,0.303508024662733,0.30247362004593,0.313304398674518,0.14001476415433,0.141779421828687,0.321716740494594,0.824315276695415
0.348,'yes',0,0.430434523383155,0.848740711808205,0.0241457519587129,0.0392846050672233,0.043916606111452,0.354155125329271,0.81578315445222,0.918787891045213,0.773224229225889,0.97388585912995,0.938731438247487,0.0916654199827462,0.875376996118575,0.532675611320883,0.98002823884599,0.425604629330337,0.280862930463627,0.856929290341213,0.405023181578144,0.0730118264909834,0.527592099271715,0.435631544329226,0.369673237437382,0.64843816915527,0.805652719456702,0.987103095045313,0.491321414941922,0.474375363904983,0.677189693553373,0.873598092468455,0.569014289882034,0.178290924988687,0.242514141136780,0.7776719245594,0.131694932468235,0.0593435850460082,0.135057701496407,0.00438419869169593,0.210846928646788,0.337218127213418
4.27,'no',0,0.130163652356714,0.290769260609522,0.710919890552759,0.95016549853608,0.342744485940784,0.183528103865683,0.023699339479208,0.873303447850049,0.886479312786832,0.0641508214175701,0.46003047702834,0.562423217575997,0.167701041093096,0.806769733550027,0.775412735762075,0.304346767487004,0.754307553172112,0.837309776805341,0.656761557096615,0.750454680761322,0.33751156902872,0.0680532939732075,0.351060896879062,0.687126870034263,0.114752592053264,0.418570925015956,0.454975837143138,0.282726369798183,0.127003730740398,0.716357217403129,0.750882131513208,0.932908960618079,0.865418320754543,0.726459993282333,0.131709680194035,0.223087158752605,0.446508848341182,0.665237238397822,0.0100311255082488,0.588767157867551
6.6,'no',0,0.0214051262009889,0.523434789618477,0.466948982561007,0.361190259456635,0.00765831768512726,0.413466984406114,0.949893560027704,0.326304136309773,0.9035615012981,0.0115779128391296,0.285661382600665,0.128404176793993,0.537879708223045,0.0428276758175343,0.396234898595139,0.760908989235759,0.0899307429790497,0.046216675080359,0.214009831659496,0.147199675207958,0.251783328829333,0.678052752744406,0.229665967868641,0.709908632794395,0.0783291505649686,0.015397330513224,0.661929899826646,0.536983953323215,0.843251766636968,0.565575306070969,0.0144358964171261,0.213826488703489,0.539575029397383,0.149055178975686,0.758049421012402,0.3361029275693,0.65124456374906,0.581384071148932,0.110166636295617,0.237427108921111
3.53,'no',0,0.949731049360707,0.0666716257110238,0.929870094871148,0.439926938852295,0.805166190257296,0.0137970987707376,0.347683825297281,0.618256092770025,0.0830379475373775,0.274141429923475,0.401085469638929,0.170664664823562,0.0297298089135438,0.400837148539722,0.0180225861258805,0.867301822407171,0.376826616469771,0.775712137809023,0.24162351177074,0.375342286424711,0.232125805690885,0.145127712748945,0.759171336190775,0.556484878528863,0.259619384538382,0.144442184595391,0.235561422305182,0.507050923537463,0.643528910120949,0.595579470740631,0.52032373775728,0.0068165510892868,0.843627454247326,0.903457324020565,0.547654506284744,0.931810963200405,0.0629996114876121,0.208989007631317,0.153518508421257,0.891292017651722
