@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no ','yes'}
@attribute useless numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@data
2.452,'yes',0,0.115823199972510,0.4816319050733,0.191457599168643,0.838180738734081,0.068804660346359,0.710161802358925,0.855357340769842,0.76459885854274,0.286638668505475,0.339554202975705,0.171267189551145,0.198956026928499,0.760899415705353,0.510357724735513,0.56381446425803,0.679946658434346
4.6497,'no ',0,0.63315020292066,0.257599937496707,0.240237580612302,0.869420659495518,0.758724048966542,0.80966968042776,0.59565692814067,0.111094720428810,0.668163461377844,0.99677673354745,0.329786749556661,0.00675131264142692,0.356130253756419,0.9880459648557,0.458795231068507,0.562499732943252
2.77,'yes',0,0.509668149286881,0.112588147399947,0.42141579836607,0.780429342295974,0.205552370054647,0.678672790527344,0.99314556317404,0.61656317836605,0.247992313932627,0.77364787296392,0.672480151522905,0.830811909865588,0.053844848414883,0.294564947951585,0.281599958892912,0.820178516209126
4.772,'no ',0,0.0205571313854307,0.148570965277031,0.541216327808797,0.103334770537913,0.31989041948691,0.719054952031001,0.93274120776914,0.0677335632499307,0.145542580867186,0.41842791554518,0.59707739460282,0.637824677629396,0.287373493425548,0.745654643746093,0.75096679548733,0.515383656136692
2.58,'no ',0,0.311811666470021,0.277360395528376,0.0357441967353225,0.47246848535724,0.639975000871345,0.720991622190922,0.00471365707926452,0.427668776595965,0.409553529229015,0.364246539538726,0.236770346295089,0.782282497966662,0.0422128725331277,0.797282218001783,0.0565839891787618,0.0882736421190202
1.497,'no ',0,0.597291561076418,0.520568947773427,0.890554631128907,0.869483191054314,0.885679972590879,0.823515095980838,0.684605597052723,0.557518289191648,0.439416964305565,0.103533621877432,0.306659235619009,0.489256464876235,0.693946287501603,0.0207108508329839,0.0958259403705597,0.964202906470746
0.845,'yes',0,0.422695626271889,0.140860447427258,0.762706577312201,0.521710417233407,0.296580995898694,0.118333658669144,0.18234718660824,0.0923125154804438,0.370129456976429,0.0200634496286511,0.181360043352470,0.149213418364525,0.595847896533087,0.862149949418381,0.079171409830451,0.73208123864606
0.689,'yes',0,0.403146573342383,0.690897576976568,0.307337957667187,0.573764346539974,0.908584849908948,0.141018552007154,0.0438630892895162,0.433214483549818,0.557049533585086,0.891558079514652,0.64689114317298,0.712777090026066,0.542275780811906,0.517149727325886,0.86975102336146,0.906825933372602
2.03,'no ',0,0.94422387308441,0.224632445257157,0.476615102961659,0.0400539073161781,0.0851006396114826,0.463683844078332,0.243646585149691,0.997367653995752,0.0383469266816974,0.867075043264776,0.283061377936974,0.00904984818771482,0.136740793474019,0.536288926610723,0.996858078055084,0.717301201308146
3.076,'yes',0,0.84870498930104,0.608893812866881,0.210520777851343,0.946135851321742,0.702509301714599,0.204057051101699,0.294524905504659,0.781787877669558,0.257735494989902,0.594115930842236,0.0397687614895403,0.444778699660674,0.0971763674169779,0.691409180406481,0.644232732011005,0.539816706674173
2.145,'no ',0,0.732694398378953,0.0951013453304768,0.83727048104629,0.552868731552735,0.336989227216691,0.296138499164954,0.377520594047382,0.958185062045231,0.285960840759799,0.296831712825224,0.5138415240217,0.544761675875634,0.0927811085712165,0.871803692774847,0.224296994274482,0.406971592223272
0.422,'no ',0,0.126549714012071,0.788291874108836,0.119917629752308,0.643241142155603,0.79315555980429,0.33033500588499,0.702520846389234,0.406907251570374,0.81575015350245,0.787068421486765,0.686751339351758,0.85059966542758,0.460084463935345,0.59815393271856,0.456176410196349,0.0176044895779341
1.71,'yes',0,0.117834540316835,0.91560048609972,0.720067353220657,0.855263040866703,0.296436361502856,0.838274449808523,0.442716246703640,0.949771060841158,0.266854937188327,0.535397198284045,0.185641913441941,0.273303301073611,0.866349557647482,0.599607878131792,0.0577368710655719,0.93517114710994
2.1,'yes',0,0.548666579648852,0.427991690114141,0.178789604688063,0.937388515332714,0.479504272807389,0.00819836556911469,0.891801682068035,0.704285935731605,0.441353449830785,0.922720294678584,0.547502512577921,0.756880228640512,0.302106568356976,0.593716368312016,0.510470389621332,0.03470239485614
2.954,'yes',0,0.887214694404975,0.437659520888701,0.834133882308379,0.276841622777283,0.77593129943125,0.710192288039252,0.441869263770059,0.848284190986305,0.93002984393388,0.652841478819028,0.995277036214247,0.534461576957256,0.711852118140087,0.554497801465914,0.80327034369111,0.772212824085727
0.348,'yes',0,0.79591144924052,0.922216687584296,0.929495964897797,0.690140167949721,0.50421029725112,0.230510285124183,0.309606081573293,0.399230592185631,0.309958388330415,0.0337760942056775,0.211674172896892,0.157479521352798,0.71621948806569,0.195668458705768,0.501623762538657,0.809855076484382
4.27,'no ',0,0.72911562747322,0.92961330874823,0.160278275609016,0.648031513905153,0.567110538715497,0.0893704623449594,0.814034119714051,0.183228372596204,0.139955601422116,0.114723481005058,0.232684375252575,0.460086973384023,0.0774376729968935,0.672683198936284,0.136886423686519,0.751835528528318
6.6,'no ',0,0.515384613536298,0.251754883676767,0.119190513622016,0.566827418748289,0.750686356797814,0.2091111659538,0.0776808303780854,0.269967944128439,0.820566699840128,0.00167235266417265,0.566435857443139,0.443791021592915,0.654199338285252,0.407444794429466,0.733644565567374,0.444788584718481
3.53,'no ',0,0.713457264006138,0.918201983207837,0.614367058733478,0.274978585075587,0.210644363891333,0.96835869201459,0.609648152953014,0.756003023125231,0.194497324759141,0.0701715399045497,0.128651679726318,0.565875160740688,0.438696742989123,0.509691672865301,0.618813680717722,0.874345715157688
0.767,'yes',0,0.850097566843033,0.874254336347803,0.361104607582092,0.504264254588634,0.172525983070955,0.00345861259847879,0.92973745195195,0.589564012829214,0.110322296153754,0.995762979378924,0.914598250528798,0.84841754566878,0.947994281770661,0.389438370242715,0.314058053307235,0.470562830800191
0.5295,'yes',0,0.273302683606744,0.132565262261778,0.820262469816953,0.301002793479711,0.360838904278353,0.330197622999549,0.855771526694298,0.273655009688810,0.924399655777961,0.320588130271062,0.156084192916751,0.619636440416798,0.64241338847205,0.192618885310367,0.263862901832908,0.554623830597848
2.4996,'yes',0,0.893631578190252,0.238854670198634,0.68938796245493,0.0688670370727777,0.369770605117083,0.60743145714514,0.678005221998319,0.798634592909366,0.726320866495371,0.671052701072767,0.693163753952831,0.219736127182841,0.523584774462506,0.543105034157634,0.30845976062119,0.572938463184983
1.9685,'yes',0,0.889261308824643,0.787151315016672,0.998354234034196,0.695797318592668,0.887856835499406,0.600096671143547,0.590920650167391,0.802520441822708,0.682944537838921,0.903270582202822,0.839512888807803,0.784354942385107,0.135417804820463,0.749373701866716,0.955194405047223,0.776207074057311
0.714,'no ',0,0.0352420441340655,0.574835096951574,0.465356547851115,0.197492748964578,0.476122364867479,0.714395459741354,0.00294809648767114,0.91579930507578,0.81083292257972,0.796134341973811,0.957644999958575,0.67246546363458,0.974337472114712,0.00394660467281938,0.205059103202075,0.612710857298225
3.35,'yes',0,0.818254033569247,0.123405374120921,0.182323239743710,0.240201758453622,0.895596316084266,0.310115652624518,0.877942493883893,0.0715201764833182,0.597334769554436,0.226581520633772,0.853747884044424,0.0288061306346208,0.0603812052868307,0.112347728805616,0.995165541535243,0.615679635899141
3.969,'yes',0,0.702114928979427,0.445942664751783,0.461262449854985,0.392861841944978,0.0952090981882066,0.341388913104311,0.169140303274617,0.338466960703954,0.147811468457803,0.922519093146548,0.119806474540383,0.545269820140675,0.116973301162943,0.449358703102916,0.871851592557505,0.329082660842687
0.624,'yes',0,0.329654669156298,0.0500139056239277,0.914579173317179,0.0851346619892865,0.241834934800863,0.120725665707141,0.743547274498269,0.944634184008464,0.123623380204663,0.905766630545259,0.949086629087105,0.370000515598804,0.104024042142555,0.427491383161396,0.216909055830911,0.127027094131336
1.37,'yes',0,0.81437744363211,0.387109796283767,0.964767409255728,0.219496785197407,0.458132007392123,0.141209396068007,0.528995183762163,0.878024994162843,0.730766907567158,0.753356943838298,0.730192032875493,0.118864024057984,0.411122832912952,0.062129208818078,0.611290144501254,0.451402282575145
1.063,'yes',0,0.341274716192856,0.179666202981025,0.0943407842423767,0.0663406627718359,0.309834265382960,0.147752437973395,0.818579172482714,0.767114913323894,0.63958946429193,0.989653944736347,0.430420912569389,0.504197818459943,0.471011431422085,0.698086891323328,0.81340962764807,0.63994410331361
0.98,'no ',0,0.310839458601549,0.7927608913742,0.490925015183166,0.419430507114157,0.555805394193158,0.188061494613066,0.349290657555684,0.901314900955185,0.674707287689671,0.946130579337478,0.917318330146372,0.911943542771041,0.326893410645425,0.139532141853124,0.0486437270883471,0.49330591224134
4.813,'no ',0,0.548669692594558,0.866912658093497,0.686037637991831,0.723881285171956,0.821159417973831,0.910346602089703,0.0101135219447315,0.0653272233903408,0.567553787259385,0.0679348167032003,0.0312627251259983,0.650634800782427,0.511714834952727,0.917297908803448,0.263401238247752,0.881043327739462
1.314,'yes',0,0.816475646337494,0.752008632058278,0.758172401459888,0.95393754169345,0.396034711040556,0.727726897457615,0.311211267719045,0.571277315495536,0.334937388310209,0.573657174129039,0.735839321278036,0.651573067996651,0.53158745332621,0.651563773397356,0.171841818140820,0.88706573820673
1.159,'yes',0,0.975699741393328,0.580954137723893,0.256539400666952,0.482777243480086,0.33131398470141,0.75468027126044,0.425176144111902,0.883045946015045,0.247647912940010,0.461552143795416,0.251161693362519,0.202973400941119,0.0250609128270298,0.613086066907272,0.343014779267833,0.465735869947821
3,'yes',0,0.461901177186519,0.79749688389711,0.682605598820373,0.737386029446498,0.604407623643056,0.789025116479024,0.9904086724855,0.852114672539756,0.295906480168924,0.455417722696438,0.36344018438831,0.333432040177286,0.0430932154413313,0.62199917435646,0.975168925710022,0.229213209589943
6.7,'no ',0,0.559683557832614,0.100810155738145,0.537868465064093,0.431654892396182,0.0613656002096832,0.0586688814219087,0.29286403930746,0.77791088889353,0.471734174061567,0.980655211023986,0.953409528825432,0.88087234692648,0.174974021036178,0.426756995264441,0.348833153955638,0.644951750524342
1.489,'yes',0,0.0688596377149224,0.329317152732983,0.180829203454778,0.51062510185875,0.645685383118689,0.666132244514301,0.805187062593177,0.678316424135119,0.676301576662809,0.147348145022988,0.344371896237135,0.781621064757928,0.79467242071405,0.671282899565995,0.0828674295917153,0.921325308969244
2.625,'yes',0,0.0198859064839780,0.979974993038923,0.318612065864727,0.00671550584957004,0.126312037697062,0.889251329703256,0.89698368520476,0.157607978908345,0.921117732301354,0.244923347840086,0.284592413343489,0.903271759860218,0.704887575469911,0.0833004147280008,0.508103669853881,0.211496909381822
4.41,'yes',0,0.154691132716835,0.656073340214789,0.0670465352013707,0.741008719662204,0.571565324440598,0.798887526616454,0.456453192280605,0.478217473719269,0.875840025721118,0.415779636707157,0.771139132557437,0.0925738704390824,0.360788066172972,0.549094307003543,0.759465485345572,0.924548086244613
5.11,'yes',0,0.363625175319612,0.254383777966723,0.702987416647375,0.9819530909881,0.73446139600128,0.944486159598455,0.597463986370713,0.306018811883405,0.572697956813499,0.651988547528163,0.847153049893677,0.0702729769982398,0.835101566277444,0.387065468356013,0.693622003076598,0.616046992130578
2.737,'yes',0,0.439750594086945,0.920424734475091,0.57249620067887,0.397673397324979,0.666676399763674,0.88291837181896,0.725677703274414,0.414509124588221,0.42106463923119,0.440541369607672,0.778206291841343,0.921516936039552,0.90452224528417,0.519122124649584,0.895368770463392,0.00928849703632295
1.8,'yes',0,0.222138925455511,0.198362763039768,0.64577506040223,0.460093259811401,0.131278934422880,0.339245423907414,0.598444228060544,0.801558224251494,0.221037884010002,0.72090143756941,0.702985430834815,0.776631731539965,0.703024331713095,0.494526065420359,0.990585220512003,0.0860970497597009
3.425,'yes',0,0.323312503052875,0.341159519273788,0.819743446307257,0.121263148030266,0.540367424488068,0.471987487515435,0.126595321344212,0.626290685031563,0.8740423200652,0.964840301545337,0.971949637169018,0.606205345364287,0.0101287730503827,0.56230116635561,0.566152563784271,0.492349919397384
2.4266,'yes',0,0.652225849684328,0.275807358324528,0.685168048366904,0.93912717164494,0.38836780237034,0.486923104152083,0.54884077119641,0.288073433563113,0.00406023906543851,0.901065032929182,0.0746246865019202,0.287969991797581,0.245955640217289,0.31336091295816,0.909476907923818,0.484736903337762
0.383,'yes',0,0.0647305601742119,0.0380444035399705,0.710354713723063,0.342748530441895,0.115569802932441,0.199442026903853,0.409008695278317,0.216807198943570,0.395269451662898,0.576055014273152,0.301333685871214,0.573905358323827,0.794496211456135,0.674049510853365,0.835320859448984,0.806407740572467
0.617,'no ',0,0.102754235500470,0.770877540344372,0.284855501260608,0.76033727102913,0.321877188282087,0.194693980971351,0.0553737876471132,0.120442569022998,0.452926993137226,0.194237034767866,0.107822669669986,0.562800897983834,0.831797525286674,0.92051700502634,0.542201038217172,0.764979414409027
2.198,'yes',0,0.722889107884839,0.970542822498828,0.503527822671458,0.796772765927017,0.75398789672181,0.346896937815472,0.255473020253703,0.300777225755155,0.797344019636512,0.0560582340694964,0.628590564476326,0.366817824775353,0.382981384638697,0.0120185387786478,0.773266864009202,0.530333809321746
1.23,'yes',0,0.15046688914299,0.228537549963221,0.679718490689993,0.629355171462521,0.216486330376938,0.85404187021777,0.374444941058755,0.186377145815641,0.878467183792964,0.268497618613765,0.804306601407006,0.0569102447479963,0.146515014814213,0.111878780648112,0.645734665449709,0.0243646097369492
1.261,'yes',0,0.874895790824667,0.9928462151438,0.680591912940145,0.323933171574026,0.934908146504313,0.169447422027588,0.757238573860377,0.977758945897222,0.596864148508757,0.889284627046436,0.9470739683602,0.27087290212512,0.670865581603721,0.649903155164793,0.939608556451276,0.411483835894614
2.374,'yes',0,0.638392540393397,0.404219757532701,0.267946808133274,0.540689216228202,0.37732992018573,0.613964030519128,0.257827249122784,0.636376169277355,0.693972015986219,0.49514585826546,0.245247612707317,0.0822884999215603,0.640346843749285,0.346919089090079,0.129051092546433,0.400247296085581
2.692,'yes',0,0.497801625868306,0.699965273961425,0.198103576200083,0.342346722027287,0.993806343758479,0.175409747287631,0.766015782486647,0.0426662766840309,0.91490682051517,0.88831104291603,0.473610654007643,0.243226986378431,0.397319682873785,0.00188735267147422,0.804037766996771,0.0805077981203794
3.3,'no ',0,0.768000186420977,0.882368138525635,0.969358357600868,0.779716958524659,0.333946770988405,0.0622003255411983,0.966952729038894,0.266447868663818,0.682838765438646,0.229736694600433,0.0349845048040152,0.282056684140116,0.573369827587157,0.871581791667268,0.279308259254321,0.807582859415561
0.703,'yes',0,0.150635577039793,0.942409310257062,0.538616142934188,0.0853656486142427,0.055196845671162,0.751431155717,0.974109321599826,0.0204948768950999,0.453571643680334,0.289576127426699,0.625241337576881,0.853891387116164,0.461401798762381,0.630116047803313,0.972383625805378,0.947731581050903
2.69,'yes',0,0.971956513123587,0.105808559339494,0.748763589188457,0.400913929799572,0.771418389398605,0.730848063249141,0.662261490244418,0.477524694288149,0.201264278497547,0.994346079882234,0.624109827214852,0.983503767754883,0.468772683758289,0.318187014432624,0.246137560578063,0.317628987831995
6.29,'no ',0,0.86941514420323,0.118119871476665,0.458987594582140,0.766160185914487,0.330884443363175,0.137329361634329,0.885430343216285,0.055508648045361,0.797794287092984,0.0379909265320748,0.76497196033597,0.988523605512455,0.278590961592272,0.368585752556100,0.597201123135164,0.089077293407172
3.35,'yes',0,0.453832367435098,0.712026273366064,0.898016500519589,0.132641861913726,0.314347629435360,0.354067268548533,0.449823732953519,0.120102219516411,0.565280290087685,0.76490447181277,0.49716937658377,0.398210463579744,0.175076743355021,0.917131356429309,0.296431343303993,0.311820067698136
1.1,'yes',0,0.371367387939245,0.714767489116639,0.0904291614424437,0.539111790480092,0.720754862530157,0.356232669902965,0.648018214153126,0.371532819233835,0.876454246463254,0.798634848557413,0.632929641986266,0.655239832121879,0.91173425479792,0.776574624469504,0.622151145711541,0.302684457041323
2.433,'yes',0,0.0709245908074081,0.702781948493794,0.722317238803953,0.743515958078206,0.526387665420771,0.264666117727757,0.194012402324006,0.194244968239218,0.96135293575935,0.900857167085633,0.287030921084806,0.121278712758794,0.87785658496432,0.157823124434799,0.959892195649445,0.0862548609729856
0.606,'yes',0,0.525699547026306,0.59040738362819,0.112355655524880,0.147077462403104,0.0995232076384127,0.406892154132947,0.829558710334823,0.780686901183799,0.243936490500346,0.232697850093246,0.90624197316356,0.914217402925715,0.793417328735813,0.52943126228638,0.400601052446291,0.351297424640507
0.4428,'yes',0,0.40711799217388,0.771674000658095,0.187550083966926,0.789985440438613,0.486442288616672,0.150982500985265,0.156995309749618,0.261336861178279,0.452053396496922,0.442599286092445,0.808184613473713,0.499492636648938,0.0142399210017174,0.193670919165015,0.0169973548036069,0.83751955255866
1.545,'yes',0,0.787032682681456,0.257885764120147,0.240200908854604,0.740448026917875,0.672944367397577,0.551320982631296,0.517106669023633,0.31929659191519,0.591773172374815,0.149820717982948,0.883758184500039,0.468102704966441,0.60690319002606,0.663647493347526,0.758738240459934,0.734189467737451
0.783,'no ',0,0.675880109192804,0.110860483488068,0.199315027333796,0.445504405070096,0.734714411431924,0.763183282222599,0.748100339667872,0.931706824572757,0.716383134713396,0.295395851833746,0.163397419033572,0.39032943546772,0.0546236864756793,0.82109632063657,0.975609619403258,0.558516383171082
4.045,'yes',0,0.245948333758861,0.545950382715091,0.973038651281968,0.517315271543339,0.988348559243605,0.323735502315685,0.363067775731906,0.247203029925004,0.368895854568109,0.744176129344851,0.433850199449807,0.373109997948632,0.319675511447713,0.489746797829866,0.841457388130948,0.57807925157249
0.947,'no ',0,0.984264997765422,0.891063234070316,0.309923107735813,0.485565447015688,0.583920867182314,0.522891353350133,0.472449264256284,0.342533140676096,0.516181117622182,0.383819931186736,0.923292798455805,0.800658368738368,0.844611759064719,0.0481093567796052,0.741053840145469,0.76995350793004
3.221,'yes',0,0.777353369398043,0.0680366344749928,0.117905455175787,0.177402928238735,0.270113674690947,0.716089591151103,0.955068332375959,0.873085856204852,0.355852310545743,0.0736687481403351,0.463871537009254,0.663606066256762,0.241141964681447,0.958166212541983,0.0943218211177737,0.728784253122285
2.6147,'yes',0,0.452484282664955,0.69675624370575,0.161697043571621,0.258781392592937,0.452625077217817,0.84780041524209,0.884274202166125,0.635820686584339,0.888544198358431,0.164773616706952,0.900126239750534,0.130922959418967,0.05069077340886,0.287887561833486,0.234278734773397,0.0483487762976438
5.6,'no ',0,0.551552045857534,0.828822802985087,0.0221978195477277,0.0151588832959533,0.695522835478187,0.363184107467532,0.176157981157303,0.79469292331487,0.527716839453205,0.78298085811548,0.610553755192086,0.158996340818703,0.784011542098597,0.590196684934199,0.789859930751845,0.000287146773189306
3.2,'no ',0,0.840844621649012,0.755539272911847,0.98856909875758,0.0316772712394595,0.723653209162876,0.688480547163635,0.746583722066134,0.79920675768517,0.217343603959307,0.457875802181661,0.733196386601776,0.0460119978524745,0.586513156769797,0.157614129129797,0.0413614616263658,0.901593897026032
2.346,'yes',0,0.813114956719801,0.128925063647330,0.639119698433205,0.37341587850824,0.531289257109165,0.570590903051198,0.67697351728566,0.41308049694635,0.871078538242728,0.448064825730398,0.970444018952549,0.230596662731841,0.321141247870401,0.758620221400633,0.846283280989155,0.737354422919452
0.08,'no ',0,0.584646313916892,0.177625020965934,0.787711840122938,0.434587135445327,0.534142320975661,0.0418481174856424,0.8839105211664,0.664011168759316,0.599243631586432,0.438940696418285,0.0377608917187899,0.96579456422478,0.954371272586286,0.731911120237783,0.345455823931843,0.288616588106379
4.349,'no ',0,0.215511052403599,0.915499978000298,0.898683633422479,0.518411444732919,0.298693355638534,0.581892708549276,0.791746118338779,0.133663042914122,0.334964310983196,0.849106799345464,0.261301712132990,0.551518196240067,0.405761960195377,0.576302370289341,0.205437100958079,0.927911921869963
1.55,'yes',0,0.468965619569644,0.535870838211849,0.943147112615407,0.606688632862642,0.719789296621457,0.684441098710522,0.551785371499136,0.737975312629715,0.403013188857585,0.0267782278824598,0.999079332919791,0.554714992409572,0.587404309306294,0.722156025934964,0.73640916775912,0.00232074363157153
0.97,'yes',0,0.395662673516199,0.0133114235941321,0.791204016888514,0.00157959037460387,0.118055038852617,0.814598448807374,0.994814428500831,0.516997184371576,0.56065517407842,0.813322548056021,0.353337844833732,0.179356211330742,0.688936065416783,0.0445577891077846,0.414943139534444,0.0614061041269451
1.605,'no ',0,0.530184939270839,0.105695343343541,0.0799511279910803,0.0908374276477844,0.0192180334124714,0.07653957628645,0.603239511139691,0.728585271164775,0.772102603688836,0.964195904089138,0.454871536232531,0.634897359646857,0.791149628115818,0.683075536973774,0.971216801553965,0.8014072033111
0.49,'yes',0,0.733342764200643,0.4396968241781,0.418318182928488,0.371473849518225,0.0917296193074435,0.635890292702243,0.747030490543693,0.3697190429084,0.652181440265849,0.59872674732469,0.775458795716986,0.34615237521939,0.0104193354491144,0.753928571473807,0.69794148649089,0.693848924944177
1.24,'no ',0,0.489160594530404,0.730953215854242,0.622241636971012,0.341639938065782,0.22497600922361,0.148475238587707,0.488165514310822,0.230801711324602,0.694416042417288,0.401171743869781,0.990850692614913,0.126306738005951,0.562577670905739,0.454894963884726,0.103684319881722,0.899888168787584
