@relation input_data
@attribute Z numeric
@attribute A numeric
@attribute B numeric
@attribute EP0 numeric
@attribute FL numeric
@attribute FLX_PC_LATE numeric
@attribute GAM_PC numeric
@attribute MAX_SNR numeric
@attribute NH_PC numeric
@attribute T90 numeric
@attribute bat_image_signif numeric
@attribute bat_img_peak numeric
@attribute bat_trigger_dur numeric
@attribute PROB_Z_GT_5 numeric
@attribute PROB_Z_GT_4 numeric
@attribute PROB_Z_GT_3 numeric
@attribute PROB_Z_GT_2 numeric
@attribute PROB_Z_GT_1 numeric
@attribute bat_is_rate_trig {'no','yes'}
@attribute uvot_detection {'no','yes'}
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@attribute useless33 numeric
@attribute useless34 numeric
@attribute useless35 numeric
@attribute useless36 numeric
@attribute useless37 numeric
@attribute useless38 numeric
@attribute useless39 numeric
@attribute useless40 numeric
@data
1.18,?,-2.287,?,?,?,2.2253,18,?,?,9.1,189,0.512,0.0203331,0.0586255,0.145546,0.319514,0.719367,'yes','yes',0.894706876017153,0.933544174069539,0.764260325115174,0.534869573544711,0.196591165615246,0.224171650595963,0.329181424807757,0.823749218368903,0.657727446872741,0.180297523736954,0.77065449138172,0.559720510384068,0.596164674730971,0.926046176580712,0.402680472703651,0.978101621149108,0.48220257461071,0.106545382179320,0.158033434068784,0.553881416795775,0.700285173486918,0.0678472735453397,0.593718484044075,0.368991092778742,0.711844860110432,0.106627571629360,0.110860945889726,0.153611921938136,0.0678434276487678,0.827914897585288,0.480687409872189,0.282560525694862,0.707266522571445,0.31658352422528,0.702633026987314,0.128755326149985,0.659287310671061,0.344265730818734,0.427321064053103,0.281964139081538
0.059,?,-2.3481,?,?,?,?,7.6,?,?,7.83,1835,64,0.0892773,0.181122,0.323466,0.506618,0.812567,'no','no',0.911231105681509,0.719268269371241,0.72891230485402,0.0192300770431757,0.319251448847353,0.498360904864967,0.914416491985321,0.540832410799339,0.472174774855375,0.629718011245131,0.793048329418525,0.419210523134097,0.329298182157800,0.573308003833517,0.823187777539715,0.399553276598454,0.069845469435677,0.977652878500521,0.944277437636629,0.78192858537659,0.988345195073634,0.386493024881929,0.581268585054204,0.289709079312161,0.404358485946432,0.10334389237687,0.155884156702086,0.516297874972224,0.385481342906132,0.384182503912598,0.140839587198570,0.94020659616217,0.547913271468133,0.742736584041268,0.300612856633961,0.0209827653598040,0.251824247883633,0.491465185536072,0.170612695394084,0.831502961460501
1.16,?,-2.1268,?,?,?,?,10.1,?,?,?,?,?,0.0353661,0.099199,0.232357,0.45406,0.814919,?,'yes',0.787400172557682,0.312079033348709,0.851836701855063,0.0358939243014902,0.153157078428194,0.125180134549737,0.0781442518346012,0.502841168316081,0.99183663725853,0.202859489247203,0.828564551426098,0.90052512800321,0.764877816662192,0.90904845832847,0.605496420525014,0.169755198061466,0.625254078535363,0.602136999135837,0.860579915111884,0.43084911769256,0.457565690157935,0.887081821449101,0.391674955608323,0.0672477565240115,0.165368844522163,0.801051254849881,0.565416069701314,0.542881516972557,0.831468483433127,0.343104776460677,0.106968114618212,0.653519232524559,0.146434028865770,0.8798096771352,0.131566209252924,0.738400901900604,0.660054348642007,0.492932645836845,0.401694194413722,0.478722896659747
1.547,-1.3593,?,?,?,6.504e-05,1.7717,35.5,?,?,9.37,239,2.048,0.024325,0.0797668,0.212409,0.459386,0.847845,'yes','yes',0.516959033440799,0.329591888003051,0.435048436047509,0.0167001616209745,0.791524584172294,0.153315197909251,0.651097952853888,0.443271962460130,0.120684450957924,0.178543077316135,0.195945204468444,0.8672236551065,0.105736286146566,0.0495218366850168,0.324119100812823,0.940740793244913,0.954527919879183,0.68898616079241,0.109662719769403,0.154306714655831,0.875269312411547,0.553131068591028,0.494015735108405,0.747674943180755,0.422010137699544,0.475241112522781,0.280271704541519,0.911799772642553,0.824245450552553,0.644466076046228,0.0300535706337541,0.337457737652585,0.0372176503296942,0.664514032425359,0.729395378846675,0.45126290875487,0.206115313339978,0.489168612053618,0.0929071416612715,0.224719516700134
1.692,-1.7327,?,?,?,0.0001098,2.1169,39.8,?,?,8.92,2444,112,0.082864,0.202398,0.408279,0.665804,0.93079,'no','yes',0.277995973359793,0.936491238884628,0.61507195350714,0.390445451484993,0.78674367046915,0.572058845777065,0.00821659713983536,0.0458556546363980,0.717910924460739,0.167218445334584,0.794664873508736,0.811261404771358,0.539184770314023,0.308835588861257,0.115884975995868,0.621238652383909,0.0314868106506765,0.0530181520152837,0.743157412158325,0.188520363532007,0.81572582386434,0.522261813515797,0.200434728991240,0.0537427810486406,0.569548173807561,0.122247071005404,0.990571439964697,0.0880585929844528,0.271009985357523,0.275580257410184,0.697752211242914,0.751754225464538,0.656260456424206,0.132226776098832,0.609832850517705,0.666685102973133,0.826342031592503,0.0401696600019932,0.95510694780387,0.163106639171019
3.85,-0.981,?,?,?,?,1.7634,15.2,?,?,8.61,647,12.16,0.0356824,0.108463,0.265136,0.518273,0.869925,'yes','no',0.911972445668653,0.407631083857268,0.514525639358908,0.911572479642928,0.470901835011318,0.67949115531519,0.183350801700726,0.412903075572103,0.856461039977148,0.624134049750865,0.154404503758997,0.256744481623173,0.20614745025523,0.00511210970580578,0.09899490326643,0.182063387008384,0.184067500056699,0.402155645657331,0.48059812001884,0.897143125999719,0.426840169588104,0.325262870173901,0.908627858618274,0.705848113633692,0.256768037099391,0.970540959620848,0.337379587581381,0.401405640179291,0.16598327527754,0.0889057673048228,0.423266091383994,0.555589558789507,0.77346816053614,0.205081232823431,0.00288607412949204,0.807943176245317,0.510790210450068,0.703867180971429,0.00153737212531269,0.438225282356143
4.109,-1.5604,?,?,?,0.0001171,2.1406,24,?,?,8.83,554,26.88,0.0577652,0.154407,0.340195,0.604896,0.914813,'yes','no',0.266313868341967,0.163948431611061,0.814152431674302,0.373912268783897,0.684676839737222,0.162897835019976,0.530830949777737,0.948700011475012,0.0820906036533415,0.72129518399015,0.481140700634569,0.669799197930843,0.382924624485895,0.520069227553904,0.639526035869494,0.78272623475641,0.502996791852638,0.94580467324704,0.366775807691738,0.51362339197658,0.0536418550182134,0.829362156335264,0.568560451967642,0.0370173018891364,0.724108347436413,0.799426650861278,0.933658394264057,0.81874932651408,0.414785069413483,0.400307146832347,0.649826168781146,0.94043088098988,0.109050640137866,0.941759593551978,0.98482628678903,0.360988076077774,0.7917393038515,0.701380036538467,0.929963774979115,0.0175260836258531
2.296,?,-2.0001,?,?,0.0001794,2.0113,5.4,?,?,6.59,166,1.024,0.0438734,0.125147,0.289047,0.536701,0.870017,'yes','yes',0.404776670504361,0.443266736110672,0.317216803319752,0.870808491716161,0.346664780750871,0.781562383752316,0.71494209417142,0.149765702662989,0.602936774957925,0.941432442516088,0.646834682440385,0.174364215927199,0.00561994477175176,0.0295233966317028,0.248683503363281,0.539393668528646,0.987736009294167,0.617103968979791,0.881905049318448,0.728399621322751,0.336339184083045,0.988199633080512,0.105093555292115,0.953851975500584,0.886453859740868,0.217055047396570,0.84161672135815,0.307954531861469,0.814091637730598,0.912379513727501,0.532562345499173,0.61033767578192,0.7491086111404,0.121792094316334,0.122511022724211,0.385642453795299,0.0903022508136928,0.254107519518584,0.688510657986626,0.274956574197859
0.6535,-0.864,?,?,?,2.559e-05,2.076,17.5,?,?,11,?,0.512,0.00140169,0.00434538,0.0118313,0.0307959,0.12153,'yes','yes',0.216730806976557,0.272724119480699,0.526437461143360,0.288441049167886,0.279402215732262,0.891148027963936,0.358975097769871,0.363461409462616,0.282504368340597,0.335756724700332,0.816721359035,0.259773790836334,0.586077922955155,0.0417225523851812,0.00280064181424677,0.0467356236185879,0.456695126835257,0.0700836114119738,0.0336107192561030,0.733129273168743,0.984164320630953,0.699560792185366,0.56362305697985,0.0136479712091386,0.52520389505662,0.16139634558931,0.0446958695538342,0.82760091777891,0.156395202968270,0.727722503943369,0.490797715261579,0.207290928578004,0.851590610807762,0.0348755205050111,0.529882372124121,0.275324505520985,0.713378264335915,0.479212971404195,0.134005557512864,0.0808183867484331
2.711,-1.9028,?,?,?,1.251e-05,2.0368,44,?,?,8.78,363,4.096,0.0611277,0.146599,0.299483,0.519938,0.85878,'yes','yes',0.00799937453120947,0.834678707644343,0.926789784338325,0.547475513769314,0.860748655628413,0.34530010051094,0.414146388182417,0.240656866692007,0.582644741749391,0.478894513333216,0.923076315084472,0.625225773081183,0.224784174934030,0.794061568798497,0.716000819113106,0.48943753214553,0.855981277301908,0.694463248131797,0.552366765215993,0.0360703852493316,0.849349341355264,0.737612385535613,0.121819258434698,0.0531649701297283,0.82034640898928,0.972596691222861,0.535671751247719,0.827940177172422,0.549027962377295,0.836639106739312,0.325211564544588,0.461981873726472,0.692029496422037,0.717842082725838,0.516171732684597,0.56792812468484,0.551376803545281,0.233601731713861,0.450494694756344,0.942547499900684
2.452,-1.2922,?,?,?,0.000124,1.8173,78.5,?,?,10.25,260,1.024,0.0439328,0.128584,0.303109,0.566691,0.89404,'yes','yes',0.879262326983735,0.861496622441337,0.400380070786923,0.404622776200995,0.793108662590384,0.427779039135203,0.129330581752583,0.0198429767042398,0.684881436405703,0.764514423441142,0.384752586018294,0.716094399103895,0.929552369751036,0.949922543484718,0.80420255055651,0.632788151269779,0.860292642377317,0.297695201123133,0.709951639408246,0.0927157395053655,0.85733870556578,0.412445056019351,0.949586409376934,0.165860155131668,0.38668173388578,0.284950428642333,0.18594041117467,0.08222153945826,0.219077183865011,0.293688896112144,0.87650424707681,0.224018914625049,0.44011441944167,0.496402053162456,0.12227100902237,0.603227508021519,0.728890117490664,0.548520814161748,0.485815695254132,0.666255129268393
2.641,-1.7522,?,?,?,3.994e-05,2.2039,36.6,?,?,17.85,4514,80,0.0566354,0.153451,0.338519,0.597887,0.902958,'no','yes',0.343884365400299,0.994222142500803,0.289507354609668,0.741930974880233,0.918147165561095,0.604573009768501,0.5197024543304,0.703133648261428,0.953748302534223,0.545630546752363,0.0687398128211498,0.250590624986216,0.536177349509671,0.595593010308221,0.65744672040455,0.70640426571481,0.0502969867084175,0.892202018760145,0.877631271025166,0.745807093800977,0.321349631762132,0.86709574982524,0.605231198947877,0.311963115353137,0.633975833887234,0.870530874468386,0.761825642315671,0.755088606150821,0.320131071843207,0.073361047776416,0.462999435141683,0.217958529945463,0.711365905823186,0.75570169952698,0.683782592182979,0.63018525345251,0.715375339845195,0.295197066385299,0.232104842551053,0.0291003396268934
4.6497,-0.8902,?,?,?,?,2.0445,13,?,?,8.16,397,4.096,0.0477577,0.125617,0.278609,0.515954,0.859135,'yes','no',0.517566334456205,0.662080778973177,0.773734521353617,0.215614701388404,0.520609476603568,0.402976852608845,0.520787778776139,0.508880037814379,0.198749488918111,0.452329599065706,0.116092593641952,0.415970172267407,0.897676845546812,0.221574173541740,0.684602065011859,0.778531667310745,0.239404287422076,0.368130615679547,0.394826496718451,0.214804989518598,0.324105659499764,0.894787516677752,0.285946247866377,0.351380170555785,0.522052995860577,0.804969463730231,0.880820766091347,0.411358075682074,0.510847319616005,0.628621256444603,0.0636630649678409,0.559177200542763,0.570070069516078,0.832886245334521,0.455088707851246,0.528404809068888,0.370351279387251,0.132264042273164,0.693290225462988,0.322706286795437
2.77,-1.0366,?,?,?,9.527e-05,2.0069,147.6,?,?,8.08,115,0.256,0.0172983,0.0565464,0.155269,0.36841,0.812793,'yes','yes',0.26210467540659,0.643580556847155,0.235668797278777,0.387294988846406,0.91226915945299,0.532779051922262,0.0138881448656321,0.779122077161446,0.0314023946411908,0.0123616408091038,0.0235831825993955,0.662629281869158,0.317123974440619,0.551580600440502,0.80607617739588,0.407392163295299,0.249612412648275,0.419127885019407,0.110846589552239,0.399987053591758,0.453870082972571,0.610810247715563,0.442336787004024,0.566302252467722,0.344435252482072,0.46122169890441,0.195827238960192,0.7833710918203,0.271110185189173,0.291270437184721,0.327791888499632,0.0602945124264807,0.388296282151714,0.888778985245153,0.472332046134397,0.874125238042325,0.652361096814275,0.561018554260954,0.408215451985598,0.410573869943619
4.772,-1.6523,?,?,?,2.559e-05,2.2197,23.3,?,?,10.4,928,12.16,0.0943802,0.227631,0.447391,0.700737,0.938118,'yes','no',0.892824927344918,0.0415598349645734,0.000352659029886127,0.876610282342881,0.309260965324938,0.555559070315212,0.473043835954741,0.587640055222437,0.958429630612954,0.267926779342815,0.258783034281805,0.0491717143449932,0.105326376389712,0.621359034674242,0.575311854248866,0.418923985678703,0.0401090353261679,0.901846724329516,0.369821169180796,0.4656788026914,0.124263989040628,0.195716649759561,0.820491700898856,0.801023577107117,0.96330566657707,0.342337650712579,0.0997064667753875,0.910105611430481,0.943355010356754,0.148976152064279,0.908061539987102,0.0247920770198107,0.549148380989209,0.91311668464914,0.404697108315304,0.863311884226277,0.194438839331269,0.754097018856555,0.881361637962982,0.80313610122539
1.497,-1.671,?,?,?,8.937e-05,2.0101,85.4,?,?,9.85,705,12.16,0.0444502,0.126068,0.293583,0.553367,0.893372,'yes','no',0.946555896662176,0.500343039166182,0.708581468323246,0.159034556942061,0.358899837126955,0.486940978560597,0.465642668073997,0.379117697710171,0.789273656439036,0.903099212329835,0.254702220903710,0.167604010552168,0.575441938824952,0.441737918183208,0.640667147934437,0.0869929199106991,0.953338388586417,0.242750143865123,0.251027649501339,0.560593429254368,0.693628571927547,0.385062320157886,0.96885731909424,0.790917390491813,0.819054816151038,0.172269450733438,0.395234922645614,0.979264305671677,0.351635471219197,0.479681766359136,0.997018065303564,0.151239794213325,0.323309638071805,0.777524632168934,0.685062513453886,0.369374108733609,0.63174990308471,0.300778489792719,0.769019547384232,0.385790651431307
0.845,-1.26,?,?,?,6.028e-05,1.9986,12.6,?,?,8.57,387,4.096,0.0672015,0.177203,0.378322,0.640143,0.919468,'yes','yes',0.201115252450109,0.343248029472306,0.0849949880503118,0.696619833586738,0.869563214713708,0.0906088484916836,0.259010207373649,0.572043327381834,0.197519263252616,0.844284331426024,0.253119598142803,0.577417136635631,0.366588767152280,0.136268096277490,0.832598730456084,0.672123472206295,0.146633695811033,0.889024165458977,0.47368160285987,0.297608651919290,0.762526427861303,0.496839459985495,0.573537418153137,0.296915728598833,0.949106416432187,0.381184117868543,0.327057528309524,0.237099385121837,0.334873947780579,0.648941369028762,0.526867671869695,0.971127340802923,0.0126949455589056,0.0106439585797489,0.202810650924221,0.229813580866903,0.578382422914729,0.655838890466839,0.133695328375325,0.532929196488112
0.689,-1.0842,?,?,?,2.176e-05,1.9171,89.3,?,?,20.32,860,1.024,0.0511773,0.140844,0.319149,0.585781,0.907877,'yes','yes',0.745977589860559,0.448375734733418,0.125020771287382,0.731852835742757,0.278300937032327,0.559304249705747,0.853680083528161,0.25358664104715,0.199677023570985,0.589683944126591,0.462123052915558,0.97669133823365,0.299056648043916,0.554586883634329,0.303018343867734,0.538240620866418,0.711226128973067,0.100884075043723,0.747188976733014,0.586521741934121,0.372957211220637,0.432096131145954,0.983207314042374,0.335731165483594,0.961632864549756,0.284631614806131,0.605722737265751,0.384364657802507,0.387108019320294,0.0397193105891347,0.805872404715046,0.169219755101949,0.497683827532455,0.923305534990504,0.841839695116505,0.851490903645754,0.961493286304176,0.102806946495548,0.434974990552291,0.586293696891516
2.03,?,-2.0098,?,?,2.395e-05,2.1024,20.5,?,?,8.51,242,1.024,0.0544613,0.141504,0.306831,0.547973,0.871854,'yes','no',0.0699555920436978,0.882611695677042,0.198490827577189,0.00196145800873637,0.505809553200379,0.446015387075022,0.542772658867761,0.553339911624789,0.117003354476765,0.451526588294655,0.563917255727574,0.00953102856874466,0.263159376569092,0.75363210728392,0.484565002843738,0.881055063102394,0.251500169048086,0.517940409714356,0.866298556793481,0.564883190207183,0.424946025013924,0.567447409965098,0.0565751357935369,0.729295606957749,0.384686860255897,0.665365691296756,0.940349300159141,0.327034010319039,0.172209226991981,0.389051016187295,0.719475905643776,0.0940730129368603,0.99155442044139,0.237755361944437,0.276113074505702,0.412159975152463,0.718447399092838,0.688937521539629,0.138196253450587,0.450289410538971
2.145,-1.0514,?,?,?,3.638e-05,1.7495,100.3,?,?,22.19,1245,0.512,0.00907489,0.0362426,0.114982,0.30185,0.731597,'yes','no',0.199897182406858,0.463475915370509,0.834594869986176,0.367878169286996,0.0745813730172813,0.202752055367455,0.128712150501087,0.5401690909639,0.0442038816399872,0.35367661062628,0.408074828330427,0.610474871937186,0.94314594520256,0.676313573727384,0.36804886511527,0.130420051282272,0.867004034807906,0.0600726502016187,0.170387943508103,0.94298154884018,0.309148813365027,0.430249324301258,0.0364276531618088,0.440151389921084,0.724504200043157,0.33821873459965,0.745052895043045,0.693183248862624,0.475001611048356,0.506081145023927,0.356579224579036,0.924600986531004,0.191749433288351,0.903708619996905,0.939781254623085,0.671147536253557,0.502685108920559,0.141650420846418,0.616043534595519,0.666480705142021
0.422,-1.3283,?,?,?,5.242e-05,1.9686,19.9,?,?,7.61,1450,72,0.0512637,0.144508,0.328505,0.591575,0.90218,'no','no',0.412036568857729,0.365831031929702,0.234823618782684,0.446764322696254,0.142780774971470,0.440577071392909,0.0145505312830210,0.547391338041052,0.837784054456279,0.574999463977292,0.04884316585958,0.151554671116173,0.682171575259417,0.374962412985042,0.211561745498329,0.703158445423469,0.901833422249183,0.257487290771678,0.609264155616984,0.65061901230365,0.66210968629457,0.152697647921741,0.777990156551823,0.0397845443803817,0.0618878605309874,0.625771259423345,0.010595717234537,0.912554933223873,0.0799064997117966,0.965486720204353,0.694019451271743,0.783844879595563,0.546407950110734,0.78744215797633,0.107279204530641,0.515179303707555,0.112340851919726,0.746866441797465,0.197451064363122,0.308730785036460
