@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no','yes'}
@attribute zero numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@data
1.18,'yes',0,0.949557652696967,0.215970080578700,0.898243338102475,0.444774677511305,0.161064985906705,0.482517139986157,0.311408409150317,0.176622159779072,0.435791750904173,0.0257249295245856,0.465855225455016,0.0100866411812603,0.717902995180339,0.936571531696245,0.705032185418531,0.231573574943468,0.179096198175102,0.641173163196072,0.8546966498252,0.317855318076909,0.468844986287877,0.992078743875027,0.637335333740339,0.289550637593493,0.297759853070602,0.87862892751582,0.632546617649496,0.380179497180507,0.779628039104864,0.701531035127118
0.059,'no',0,0.926251807482913,0.442931196419522,0.0539157164748758,0.229547309689224,0.340459114173427,0.81603630585596,0.200027769897133,0.58354579238221,0.226635277271271,0.127159691415727,0.0985194374807179,0.0463524949736893,0.81566112744622,0.599833130137995,0.118347300449386,0.45393364620395,0.082167879678309,0.517568795010448,0.59978465270251,0.839938384247944,0.235986641608179,0.802462269784883,0.00599015643820167,0.595512513304129,0.0408275239169598,0.320337494369596,0.752736263209954,0.363933489657938,0.797609037719667,0.310601888690144
1.16,'yes',0,0.153562287101522,0.594000283163041,0.06865020445548,0.273686230881140,0.63670358271338,0.453689062269405,0.289992781588808,0.601690394571051,0.355085687479004,0.173844307661057,0.117102008778602,0.666466433787718,0.813126674853265,0.59863454871811,0.668926568469033,0.242314811330289,0.346169104101136,0.242564028128982,0.462619474157691,0.92083315551281,0.244428490055725,0.602366270730272,0.819227718515322,0.0980234630405903,0.619332515401766,0.785875868750736,0.688252738909796,0.00561986886896193,0.475993912899867,0.687264973297715
1.547,'yes',0,0.145770826609805,0.996537575032562,0.441939845914021,0.694899460533634,0.0376405727583915,0.452159323729575,0.303583062486723,0.776046032318845,0.299821525812149,0.908838086761534,0.79125216556713,0.931312713539228,0.133168801432475,0.752449372783303,0.598957921611145,0.81393735925667,0.428100970806554,0.572269379394129,0.836150878109038,0.558064807904884,0.553327808855101,0.344268544111401,0.845980792073533,0.321033770451322,0.983165183803067,0.237327054375783,0.0761748210061342,0.818525293143466,0.983619001461193,0.939194138161838
1.692,'yes',0,0.61328292125836,0.283751632086933,0.957244114484638,0.572474570479244,0.541418162407354,0.865030596964061,0.507972419261932,0.907725407043472,0.452452332247049,0.422095930669457,0.37637300346978,0.663098461460322,0.447610001312569,0.660120619926602,0.833462312584743,0.417093270923942,0.411087415413931,0.84223213000223,0.614452636800706,0.167356696911156,0.653609382919967,0.375357328448445,0.629937860416248,0.90677034528926,0.0650589866563678,0.983558630105108,0.421590771060437,0.362818320514634,0.114365263609216,0.409253067802638
3.85,'no',0,0.280758338281885,0.206570821348578,0.0582703554537147,0.327985017560422,0.490866284118965,0.59568143566139,0.653936519986019,0.0119123777840286,0.518732310039923,0.0942211102228612,0.193402486387640,0.713367925956845,0.642152087530121,0.534683768171817,0.293066606624052,0.243826892925426,0.776824213331565,0.00256111635826528,0.721767281880602,0.252488496247679,0.596292784204707,0.904556892812252,0.201347901020199,0.99852780229412,0.696185133419931,0.259367390535772,0.451056962367147,0.95670739444904,0.574051741277799,0.167215465568006
4.109,'no',0,0.298193015158176,0.441192089347169,0.0965516190044582,0.00394482281990349,0.527463617967442,0.414262973703444,0.839096760842949,0.109816817799583,0.632058597868308,0.168752436293289,0.571108385920525,0.0430606498848647,0.860640465747565,0.63382604601793,0.79691971722059,0.909865216584876,0.75002098060213,0.137473935028538,0.332048237789422,0.362128278939053,0.0222130385227501,0.556215480901301,0.884819954633713,0.341741723939776,0.660652492661029,0.91834996198304,0.221358330687508,0.230018558446318,0.111741267377511,0.00434708944521844
2.296,'yes',0,0.890655569266528,0.863902166485786,0.0815556494053453,0.71642486914061,0.178735484369099,0.272855095332488,0.4736335107591,0.738103911513463,0.908120306674391,0.322849097894505,0.104038419434801,0.706028128275648,0.711320478934795,0.173621653579175,0.630011200904846,0.48301306925714,0.139937447849661,0.942690402735025,0.518385247793049,0.935678847832605,0.780245025642216,0.344633792992681,0.731327183544636,0.467026375466958,0.744019738398492,0.300837247632444,0.392172790830955,0.830545505741611,0.736808118410408,0.501045935321599
0.6535,'yes',0,0.947745702927932,0.698379130568355,0.761449647136033,0.126662674127147,0.645522720878944,0.619601183338091,0.657168165314943,0.966835806611925,0.339118811767548,0.600517434766516,0.85074357688427,0.514206621795893,0.0233688962180167,0.824700820958242,0.268048108788207,0.510247287573293,0.891380836023018,0.0440340784844011,0.622126816073433,0.484565559308976,0.448282031575218,0.519711796194315,0.844790564384311,0.069788382621482,0.386529103619978,0.182939813006669,0.602252848213539,0.634563418803737,0.561375296674669,0.498712418600917
2.711,'yes',0,0.60686069750227,0.316203181399032,0.632136471103877,0.808578537078574,0.908705657580867,0.294938652543351,0.774914095178246,0.987270291894674,0.342976397369057,0.631978267803788,0.358749872539192,0.0141372629441321,0.256081890780479,0.20358824217692,0.443164834287018,0.964042923180386,0.754838836379349,0.252199154114351,0.151169001124799,0.387408214388415,0.514188027242199,0.768557173432782,0.90347067383118,0.83006766345352,0.397591292392462,0.371996562695131,0.914411822101101,0.58778538974002,0.355609911959618,0.757929228944704
2.452,'yes',0,0.607178376289085,0.556404702132568,0.160883172880858,0.548867372563109,0.656214628135785,0.274909408064559,0.120605771662667,0.00985502870753407,0.74348143930547,0.294831426581368,0.606206415221095,0.101745787076652,0.981611647643149,0.459136116318405,0.120760224759579,0.501082151196897,0.965754751581699,0.842746874084696,0.949599819490686,0.669462608871982,0.306325776968151,0.221367328427732,0.62562154699117,0.463003793731332,0.264917742926627,0.0938083189539611,0.778791065327823,0.183255391195416,0.100663771620020,0.646682374645025
2.641,'yes',0,0.414175403770059,0.634263826999813,0.560586649924517,0.320244919741526,0.867777206003666,0.204645143821836,0.27592079131864,0.102359323995188,0.175723375286907,0.627193277701735,0.430647317320108,0.38140637264587,0.964668446686119,0.389430316863582,0.848575315438211,0.136364254401997,0.0184225884731859,0.0115796101745218,0.383912471588701,0.279368560295552,0.538235391257331,0.513693818356842,0.647872501285747,0.922566346824169,0.175149747170508,0.912417734507471,0.315531296888366,0.657125911442563,0.41286611976102,0.136616847943515
4.6497,'no',0,0.244421910261735,0.282945252489299,0.657701216405258,0.939593089278787,0.91251934459433,0.726412103977054,0.934916388941929,0.0310343520250171,0.558988206088543,0.821052270242944,0.763574281707406,0.572558603482321,0.576817004941404,0.568822027882561,0.801790455821902,0.847180525306612,0.410586242564023,0.84173197299242,0.649150526151061,0.948285005055368,0.492402391741052,0.329654871020466,0.37961059063673,0.969968949677423,0.686310498509556,0.715196264442056,0.288987709907815,0.802182462299243,0.913859000662342,0.585409346036613
2.77,'yes',0,0.454741828842089,0.68798672920093,0.82806610967964,0.0901455043349415,0.713448490947485,0.517997132847086,0.94087286409922,0.739211534149945,0.261057803174481,0.5271875646431,0.389347688294947,0.261752947932109,0.805180759634823,0.784617711557075,0.972368668066338,0.196106348885223,0.928425685269758,0.108589628711343,0.592644849093631,0.0208985663484782,0.688668379792944,0.78387069166638,0.836657579056919,0.81542838877067,0.55540443980135,0.164126940537244,0.0839168787933886,0.152634990867227,0.76640473632142,0.195010748924688
4.772,'no',0,0.220944593427703,0.540907404385507,0.0486672162078321,0.520985179813579,0.500885451911017,0.65803216653876,0.164398573804647,0.731244510272518,0.899082771036774,0.4035796856042,0.079027830157429,0.546951562631875,0.769666178151965,0.117761825211346,0.643635828047991,0.406716633820906,0.489905575290322,0.76130146952346,0.922355797607452,0.572136269649491,0.769359791185707,0.841944663552567,0.534220833797008,0.944312339881435,0.580539081245661,0.463068390032277,0.98477432387881,0.028314663330093,0.193668027408421,0.127639521146193
1.497,'no',0,0.763859933475032,0.745040633250028,0.713770561851561,0.280807757982984,0.237810091814026,0.0279807995539159,0.420932210516185,0.401848471723497,0.973170079290867,0.9420119097922,0.135136653436348,0.637052946723998,0.359002602286637,0.929418532876298,0.0493194742593914,0.226941242814064,0.253760907100514,0.681884193094447,0.556055568624288,0.750716193113476,0.640361033612862,0.808945489814505,0.614192089997232,0.296902885427698,0.577944877790287,0.909672694280744,0.621911605587229,0.574755263747647,0.363839291734621,0.503281006822363
0.845,'yes',0,0.0498789197299629,0.437132263788953,0.406669026240706,0.537186420056969,0.679482490988448,0.416941546369344,0.222919735359028,0.551696853013709,0.367505243979394,0.95608339109458,0.586638741428033,0.319284434663132,0.461958547821268,0.737786274403334,0.879700634395704,0.381200089817867,0.372900392394513,0.285870175343007,0.541734983678907,0.4825360015966,0.903063649078831,0.721942266216502,0.256089742761105,0.58937894529663,0.423633756116033,0.604771078797057,0.855732566909865,0.399103801697493,0.804976127110422,0.245455385185778
0.689,'yes',0,0.927609768463299,0.954509829636663,0.686342949746177,0.958032588707283,0.0353687037713826,0.101949348114431,0.444928900338709,0.682629080023617,0.375002122716978,0.96981703909114,0.539011909393594,0.235209200764075,0.589988646795973,0.0636689767707139,0.340169628383592,0.141489729750901,0.142373237293214,0.80592640163377,0.310694223502651,0.619645592290908,0.301790840690956,0.600090073188767,0.248720810050145,0.079638440394774,0.441003463231027,0.216785094002262,0.000974784372374415,0.852088863728568,0.302381252171472,0.476226210128516
2.03,'no',0,0.633278934750706,0.119803873822093,0.180604018736631,0.081683834316209,0.749107310781255,0.216331033036113,0.680370173649862,0.123494348954409,0.279939353466034,0.888170261634514,0.249123830581084,0.96795170637779,0.12032400816679,0.558803957421333,0.885092670563608,0.307981539983302,0.380814444972202,0.195749432081357,0.231886620633304,0.128003598656505,0.685026036342606,0.951644070446491,0.261399219511077,0.116244091652334,0.899982568342239,0.810057767201215,0.429012730484828,0.984806722262874,0.494274705881253,0.433494559489191
2.145,'no',0,0.103934150887653,0.456198036205024,0.438066474394873,0.994926844956353,0.843408972257748,0.984877758892253,0.801893047755584,0.0542647435795516,0.774519013939425,0.236611713888124,0.0282854684628546,0.192751582711935,0.662904004566371,0.337602335494012,0.416644175769761,0.641638292232528,0.0765494343359023,0.367708468576893,0.652059825137258,0.631601834669709,0.66705428273417,0.882142391987145,0.827986978692934,0.83267851988785,0.756896439706907,0.361021484714001,0.457595553714782,0.401490369113162,0.801720927702263,0.304243451217189
0.422,'no',0,0.00163944414816797,0.0178656314965338,0.489005107199773,0.400702476035804,0.100119572365656,0.290162519784644,0.449271594872698,0.815459482604638,0.858166540740058,0.435814656084403,0.250993402674794,0.541645464487374,0.968609214993194,0.509302900871262,0.817028475692496,0.744867815868929,0.131744590355083,0.476632829755545,0.369196020532399,0.477220100117847,0.328501121606678,0.290698248893023,0.0545378511305898,0.498950886307284,0.769551338860765,0.672149835154414,0.886593662435189,0.34823331842199,0.529002170544118,0.697898495476693
1.71,'yes',0,0.665856844512746,0.318096398608759,0.856024208245799,0.888137044617906,0.668889916036278,0.741164525039494,0.0516826945822686,0.275194616988301,0.077605688245967,0.995924215763807,0.184605194721371,0.321209907531738,0.571427566697821,0.0211748918518424,0.461426723049954,0.0762239550240338,0.734943453921005,0.353283824864775,0.306220000609756,0.974992626579478,0.64385972940363,0.962823687819764,0.929210691479966,0.230665833922103,0.836424742592499,0.760494854068384,0.659890146227553,0.951156119117513,0.548726370558143,0.492767280898988
2.1,'yes',0,0.436059676809236,0.235855528619140,0.122761925216764,0.36128094070591,0.00674229208379984,0.53264680178836,0.226773703470826,0.305250044213608,0.558876782190055,0.989758984185755,0.322542115813121,0.752917477162555,0.314452164573595,0.241417709272355,0.0431255118455738,0.884031380759552,0.140002558939159,0.732833792455494,0.52559527894482,0.218160894233733,0.313459098571911,0.501955724321306,0.395952890627086,0.959085704293102,0.668674936983734,0.171850564656779,0.749077932909131,0.558087353827432,0.269889099057764,0.420635929098353
2.954,'yes',0,0.612418314209208,0.466110494919121,0.0345561786089092,0.401208452647552,0.124171452363953,0.571707061026245,0.649474617559463,0.839575953548774,0.354923461331055,0.70079333963804,0.00194531655870378,0.897135597653687,0.593270536046475,0.482503326842561,0.110223833005875,0.57818456273526,0.931473162956536,0.115722238551825,0.4131751623936,0.878234060946852,0.738936690846458,0.760120955994353,0.152143260696903,0.119196479907259,0.48523141304031,0.190168505301699,0.479220713721588,0.539376406464726,0.725292811868712,0.902414456941187
0.348,'yes',0,0.46975056361407,0.383608295116574,0.543182661058381,0.731492216698825,0.897818735102192,0.541504667839035,0.221871229819953,0.312134851701558,0.895504755433649,0.851424040272832,0.799675696063787,0.0626931476872414,0.671510955318809,0.994522279594094,0.92514814902097,0.091088006971404,0.551185949938372,0.314842963824049,0.71457994543016,0.903086150996387,0.671374398982152,0.206025980878621,0.425235040020198,0.960224573733285,0.00710754143074155,0.374407338211313,0.473150929901749,0.48860628856346,0.279784488026053,0.481907851994038
4.27,'no',0,0.0386918422300369,0.202559174969792,0.79663694347255,0.189318476244807,0.875622090185061,0.0844060152303427,0.0153709000442177,0.327429285505787,0.0250083100982010,0.959608209785074,0.384141408838332,0.491824521450326,0.903371180640534,0.988247162662446,0.863435546634719,0.54264251771383,0.253790597198531,0.651681841816753,0.388875925214961,0.893693340942264,0.522362295771018,0.942997245583683,0.196248061954975,0.969234585529193,0.350078083574772,0.563423432875425,0.400547393597662,0.680596756283194,0.719765485730022,0.262076204875484
6.6,'no',0,0.430824784794822,0.67775915749371,0.947172064566985,0.73585232719779,0.836200766032562,0.871158219641075,0.754208511672914,0.0399323031306267,0.842586076818407,0.962085566483438,0.839708794374019,0.180395323783159,0.674527255818248,0.848068667575717,0.489075839519501,0.712403174489737,0.98012282536365,0.14209996862337,0.501358464360237,0.965319956187159,0.0257654348388314,0.0480188436340541,0.356061823433265,0.279005168704316,0.00770840770564973,0.131464834092185,0.327401260379702,0.926291995216161,0.927999125793576,0.988159985980019
3.53,'no',0,0.303093087393790,0.868929358199239,0.746553803561255,0.181104922667146,0.16980012296699,0.0328522280324250,0.759432076942176,0.148363692453131,0.345298864878714,0.754209315637127,0.736599802738056,0.737367824651301,0.729328303132206,0.4352178175468,0.593577148625627,0.647208214737475,0.337603084277362,0.0125513947568834,0.623663160251454,0.852978507988155,0.092395847896114,0.756482301745564,0.446120698936284,0.420128684956580,0.289512188639492,0.815676333848387,0.465992850018665,0.167873279424384,0.938388761365786,0.82158036250621
0.767,'yes',0,0.92197467177175,0.798777684103698,0.331205375725403,0.990656208479777,0.114525249460712,0.388363546691835,0.885247765108943,0.0841932960320264,0.801916962023824,0.57774300314486,0.252182156313211,0.890633880160749,0.796009461628273,0.81397547526285,0.951946761691943,0.231532113160938,0.422541997395456,0.114184405887499,0.899175248574466,0.653138566063717,0.30204932554625,0.394078967859969,0.399786403402686,0.317469106521457,0.252306707203388,0.774537798250094,0.542858472792432,0.784630015259609,0.051988607738167,0.78672115597874
0.5295,'yes',0,0.0221719015389681,0.806126323994249,0.656736081000417,0.234263412421569,0.0853963396511972,0.151123738614842,0.573560475837439,0.88643789337948,0.248619825346395,0.588304650038481,0.529731922317296,0.242002091603354,0.372299472102895,0.449430128093809,0.760869205230847,0.2060935376212,0.616240166127682,0.655165252275765,0.0869780499488115,0.82828741054982,0.481349837034941,0.518738345010206,0.877393443370238,0.387159591075033,0.340797547018155,0.872053956612945,0.538987484527752,0.253358846530318,0.56227577617392,0.636671695159748
1.9685,'yes',0,0.495680251857266,0.815935951890424,0.605369179975241,0.859025552636012,0.351923562819138,0.845187609316781,0.8623542485293,0.630370858358219,0.854975673137233,0.875353160547093,0.0175008981022984,0.562866492895409,0.134918502299115,0.455410891212523,0.42132902587764,0.97396949119866,0.77466170839034,0.691045125946403,0.392650451511145,0.270551742520183,0.86250131088309,0.52008496504277,0.579501955304295,0.766049584839493,0.817557902541012,0.227924297796562,0.133191637229174,0.772716168081388,0.078157818177715,0.0174581033643335
0.714,'no',0,0.676004152046517,0.564627713989466,0.687591855414212,0.666402210015804,0.724668405484408,0.871236003004014,0.147451379103586,0.69655569922179,0.75775320455432,0.645847383886576,0.708279842045158,0.697291457559913,0.714401080971584,0.804926137672737,0.51220648502931,0.619418523740023,0.506367291556671,0.312346544582397,0.0895373192615807,0.0247497283853590,0.780905276304111,0.776735693681985,0.631431929767132,0.390433978522196,0.436124857980758,0.881221676943824,0.705824581673369,0.276669333921745,0.612067488254979,0.0552010799292475
3.35,'yes',0,0.495302398456261,0.662488545989618,0.116753530455753,0.0669805759098381,0.842760929837823,0.903414570726454,0.92479782155715,0.346102590672672,0.642391354544088,0.419036049861461,0.0351549105253071,0.471712643513456,0.0237771251704544,0.631063645705581,0.97753570578061,0.106065979925916,0.510976533172652,0.308279213029891,0.349779045907781,0.0239130712579936,0.000359972240403295,0.121927684405819,0.108176795998588,0.824440892087296,0.897238165838644,0.522367567289621,0.555757253197953,0.0909234606660903,0.49328013905324,0.522264106664807
3.082,'yes',0,0.280233476776630,0.315577058820054,0.62078383914195,0.0639575102832168,0.672905615065247,0.0579504175111651,0.133387162582949,0.980874319560826,0.924287924310192,0.148645776789635,0.336662806104869,0.845448055071756,0.987701143836603,0.510944627923891,0.244906917680055,0.75982250017114,0.538017377257347,0.577789197443053,0.993014908861369,0.0274425256066024,0.999589377082884,0.677337877685204,0.127290391130373,0.931601132266223,0.939386330079287,0.270715449238196,0.427019921364263,0.185606808867306,0.581394010456279,0.916296733310446
3.969,'yes',0,0.336019626120105,0.75822309940122,0.0569433902855963,0.191716211615130,0.140807071933523,0.216911292634904,0.370995189761743,0.19164145225659,0.782636306248605,0.435436673695222,0.908036266686395,0.66043733083643,0.379613888449967,0.309463882353157,0.471499576000497,0.79638539860025,0.569642448332161,0.834556214278564,0.475190253928304,0.74599139392376,0.926256355596706,0.865728920791298,0.241658212384209,0.948591655120254,0.452348222956061,0.426736029563472,0.422521779080853,0.906002605566755,0.554400663590059,0.222865394083783
0.624,'yes',0,0.86231805337593,0.263508952455595,0.0614454380702227,0.457060050219297,0.413753438275307,0.407902194419876,0.242841525701806,0.711846406338736,0.440135043114424,0.874809029744938,0.0957708160858601,0.393668452044949,0.634225235553458,0.0511165061034262,0.660323552787304,0.0677590186242014,0.0272950669750571,0.974617950152606,0.388961435062811,0.529278988251463,0.617129273246974,0.931415467523038,0.707304248819128,0.749106172705069,0.71283795684576,0.570895690936595,0.453250509221107,0.575778457103297,0.623453941894695,0.771365461638197
1.37,'yes',0,0.515548164956272,0.431461481377482,0.417091689072549,0.656771685229614,0.157829834613949,0.9713479783386,0.442065370967612,0.86292591248639,0.534325318410993,0.00838582450523973,0.755260735517368,0.620553461369127,0.485438228119165,0.272154687670991,0.223766530398279,0.165787490317598,0.525487117934972,0.64767442829907,0.089343995321542,0.729065479710698,0.316345170140266,0.156226895749569,0.330946037778631,0.215437786886469,0.593002241570503,0.629960057325661,0.908670630306005,0.660936205647886,0.84751964500174,0.885109005263075
1.063,'yes',0,0.97125309612602,0.854699653806165,0.870265177218243,0.682064127177,0.663037884514779,0.731122029013932,0.85469086212106,0.222822796087712,0.0678145044948906,0.932668142253533,0.404309136560187,0.970491230953485,0.957959541818127,0.854642986319959,0.71466836379841,0.627421169308946,0.413157639326528,0.319095390150324,0.319984345464036,0.0257799648679793,0.319974917219952,0.431774677941576,0.195960155455396,0.125877955695614,0.765894731972367,0.413019967265427,0.161387167405337,0.826240663882345,0.585847411770374,0.486223608721048
1.71,'yes',0,0.655814747093245,0.636255015386268,0.62006071722135,0.889395606936887,0.655752757098526,0.262495896313339,0.745652666781098,0.859757997561246,0.182897650636733,0.517183917108923,0.155772286234424,0.81899409997277,0.162563900230452,0.64725424000062,0.998883360996842,0.785568665945902,0.937258823309094,0.273340217769146,0.0630540051497519,0.309238029411063,0.396003634203225,0.344359800452366,0.193922293838114,0.364970485912636,0.303170725237578,0.301308340160176,0.491742888232693,0.85220826882869,0.442156694130972,0.635028661228716
0.98,'no',0,0.939392814412713,0.512276697903872,0.288609383627772,0.960182887967676,0.188806482125074,0.692132735392079,0.791658234549686,0.321959795895964,0.908533722627908,0.356221164111048,0.206679763272405,0.406777241034433,0.924165852833539,0.317600537091494,0.0986846184823662,0.200866787461564,0.527062699664384,0.915168276056647,0.12614461267367,0.91342291678302,0.356480797054246,0.208720346447080,0.385038821492344,0.446069375611842,0.404553421773016,0.103908434510231,0.238970653852448,0.598105311859399,0.222502192016691,0.483947791391984
4.813,'no',0,0.833235934143886,0.810193428536877,0.40451206988655,0.123583803884685,0.181661024224013,0.778258777689189,0.563248772639781,0.466583422385156,0.00385459722019732,0.226672193501145,0.440513509092852,0.907137991162017,0.986502574989572,0.737319260137156,0.471701672766358,0.640700118150562,0.784599781734869,0.0826020662207156,0.219189605908468,0.423496943665668,0.345407458255067,0.97991775488481,0.766090323915705,0.935438568936661,0.651026133913547,0.324826856143773,0.577368485508487,0.130103428149596,0.661314708180726,0.294101980980486
3.076,'yes',0,0.427313846535981,0.730480693047866,0.229094226611778,0.825228850590065,0.932309389580041,0.00743953324854374,0.485107556916773,0.263719164766371,0.986666488694027,0.681901458417997,0.502132932888344,0.49999603908509,0.472802148666233,0.609027466736734,0.869461751310155,0.836393084609881,0.433686853386462,0.333600799785927,0.605812792899087,0.144906087545678,0.0407061669975519,0.0699683809652925,0.496166419005021,0.335758811561391,0.385143317747861,0.83378596487455,0.541443596826866,0.603972338605672,0.729336062679067,0.96192732756026
