@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no','yes'}
@attribute zero numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@attribute useless33 numeric
@attribute useless34 numeric
@attribute useless35 numeric
@attribute useless36 numeric
@attribute useless37 numeric
@attribute useless38 numeric
@attribute useless39 numeric
@attribute useless40 numeric
@attribute useless41 numeric
@attribute useless42 numeric
@attribute useless43 numeric
@attribute useless44 numeric
@attribute useless45 numeric
@attribute useless46 numeric
@attribute useless47 numeric
@attribute useless48 numeric
@attribute useless49 numeric
@attribute useless50 numeric
@data
1.18,'yes',0,0.941756431711838,0.391548529267311,0.778914405265823,0.981774791842327,0.164431791519746,0.932769348844886,0.901633565546945,0.827967719873413,0.0737286261282861,0.0268703240435570,0.288672001101077,0.053309774491936,0.175939086126164,0.0268760863691568,0.673762443242595,0.169115845812485,0.0134740232024342,0.569001155905426,0.862676952499896,0.940824777353555,0.938930986216292,0.154304747236893,0.878646650584415,0.66398860188201,0.908442434854805,0.383170329034328,0.98086250689812,0.918143406510353,0.40015129535459,0.652472234796733,0.97665358055383,0.0663852517027408,0.914279101183638,0.652792758774012,0.989183653146029,0.978700208244845,0.799168326891959,0.673089132877067,0.626329767983407,0.880218922160566,0.0507284868508577,0.31682647834532,0.885626505827531,0.00897174701094627,0.528012531111017,0.160829429049045,0.079876696690917,0.121622106991708,0.0337241219822317,0.151220691157505
0.059,'no',0,0.574691325426102,0.681194424629211,0.543438695371151,0.256933823227882,0.704825636930764,0.641711327945814,0.543253995943815,0.977232765872031,0.495492444140837,0.311986316693947,0.659758200403303,0.74898084322922,0.0760426074266434,0.658980679232627,0.88569002202712,0.744094070512801,0.569627115037292,0.583526810165495,0.408981921616942,0.343510003527626,0.496511593926698,0.94172660401091,0.904850878519937,0.797061401186511,0.905007299501449,0.590329217258841,0.00113393622450531,0.856325331842527,0.932361299172044,0.724812633823603,0.620052086655051,0.354154161876068,0.90282966173254,0.38683683029376,0.704463133588433,0.114100211765617,0.490896285045892,0.137756306678057,0.612599791726097,0.501530894311145,0.192335866624489,0.803285649744794,0.623460021102801,0.139068926917389,0.0685501918196678,0.374623741954565,0.5818396077957,0.788550432771444,0.393294885056093,0.868817808572203
1.16,'yes',0,0.702024776721373,0.143254993949085,0.804458875907585,0.680774135282263,0.471357179339975,0.370674101868644,0.55202300613746,0.0583583766128868,0.601443319348618,0.712401221739128,0.352170926053077,0.861475206445903,0.470283617265522,0.0946079664863646,0.856974789872766,0.785581775708124,0.295863176463172,0.464227884309366,0.465897011104971,0.0266646237578243,0.333041968289763,0.796759514603764,0.165057704551145,0.0821658608037978,0.00467720231972635,0.481273534009233,0.124747514491901,0.563749979017302,0.359462690772489,0.699228630634025,0.344193256692961,0.205875299870968,0.296116262674332,0.0389683351386338,0.0235308525152504,0.240970146842301,0.652257030829787,0.85486779990606,0.471924592508003,0.648316674865782,0.75272398116067,0.560668644728139,0.552521675825119,0.123674316797405,0.807469700463116,0.675548625877127,0.197199530433863,0.663729425985366,0.435690396698192,0.505317311035469
1.547,'yes',0,0.798070836579427,0.40395352197811,0.26395066967234,0.75566492183134,0.583903584396467,0.512572926003486,0.252106493571773,0.881779024144635,0.09309541573748,0.184161748038605,0.163420357508585,0.693044416606426,0.333256862824783,0.889737233752385,0.437199917854741,0.66298927552998,0.906477172160521,0.650640621082857,0.567455839831382,0.905638290336356,0.0620484808459878,0.436938341939822,0.52943802322261,0.893097061663866,0.259635094553232,0.723572126589715,0.0390115906484425,0.762357771862298,0.174875693395734,0.76244812970981,0.993422018829733,0.543731993762776,0.968202058691531,0.753359199035913,0.90795977273956,0.501969802891836,0.640204108785838,0.240996326785535,0.534628453897312,0.898795881075785,0.593526364071295,0.873227574396878,0.348056473303586,0.378667869139463,0.306309843901545,0.321177246514708,0.153908146312460,0.703484398080036,0.691039215540513,0.0190046369098127
1.692,'yes',0,0.907612388720736,0.175208472181112,0.75827953685075,0.449516750173643,0.118552959989756,0.118279451504350,0.597181843360886,0.0197264503221959,0.196867989841849,0.70305205276236,0.896006600698456,0.800220028031617,0.434215500717983,0.0359385376796126,0.0363952892366797,0.810270714340732,0.217896949732676,0.497659796383232,0.630983503069729,0.117712966632098,0.546486873878166,0.0533315890934318,0.767038163496181,0.198529243236408,0.665918513201177,0.313797469018027,0.3207987700589,0.151685639983043,0.501294597284868,0.750656196381897,0.387634938349947,0.0145246074534953,0.702950183069333,0.239448366919532,0.56494525494054,0.063375603640452,0.598685045726597,0.542199614457786,0.698128629708663,0.42364250915125,0.0114237300585955,0.419894380262122,0.309784776298329,0.366614686325192,0.936325907707214,0.114279848290607,0.146173719316721,0.0844438967760652,0.600541855208576,0.366387854330242
3.85,'no',0,0.759434700012207,0.745087065501139,0.643549812724814,0.196519367396832,0.409746527671814,0.0281570197548717,0.243637079838663,0.0604725333396345,0.128163930261508,0.329686836339533,0.676434728782624,0.254982443992049,0.784111107699573,0.693542522843927,0.330381154082716,0.497368946904317,0.391723512206227,0.911628684727475,0.353624951094389,0.346866906853393,0.323985099326819,0.320323819993064,0.916438611922786,0.128657413879409,0.824017432285473,0.0511953542008996,0.287333371583372,0.192408219445497,0.326766206417233,0.779769946355373,0.744144751224667,0.081718102330342,0.198767873458564,0.291723531205207,0.745509152999148,0.631327392766252,0.212067929329351,0.717716451967135,0.99483995232731,0.729456925066188,0.169965329812840,0.786282503278926,0.638330777874216,0.319641467183828,0.0739345524925739,0.107429070165381,0.0835002148523927,0.682964943349361,0.220605300972238,0.103683393681422
4.109,'no',0,0.751521603902802,0.584947955328971,0.0698835109360516,0.11423246585764,0.657372804591432,0.724011868005618,0.226852911757305,0.672301237471402,0.106768585275859,0.0448906477540731,0.284710363019258,0.994634142378345,0.308728271396831,0.829557697288692,0.161802377086133,0.596898701507598,0.135161570971832,0.500901545630768,0.0693312895018607,0.381403186591342,0.633269171230495,0.509596835821867,0.648595012258738,0.503782235318795,0.59760164655745,0.389862979762256,0.642730735475197,0.947311649797484,0.438110963674262,0.202196025988087,0.320224879775196,0.76687846169807,0.414571444503963,0.294942142674699,0.582455571973696,0.484084581490606,0.462580304360017,0.47133663110435,0.52562652155757,0.0988811561837792,0.972922112094238,0.612685929983854,0.63146944809705,0.627564401365817,0.665306075243279,0.604067518608645,0.611352426698431,0.380976922344416,0.789301578188315,0.318657031748444
2.296,'yes',0,0.00286020804196596,0.6930771835614,0.163731879089028,0.775281715672463,0.872469398425892,0.787133005913347,0.940770868444815,0.106648647692055,0.333113277098164,0.600003956351429,0.875892674317583,0.150482944212854,0.676603993168101,0.505718976492062,0.683166441274807,0.866055298829451,0.389474738622084,0.808545202948153,0.904380881693214,0.378858746262267,0.97615395160392,0.856452600797638,0.458612065529451,0.424475965090096,0.153270188486204,0.0419883814174682,0.625426000449806,0.197433990426362,0.300883655669168,0.72628187155351,0.629116983152926,0.696331962710246,0.752565033966675,0.85059041203931,0.975622643716633,0.405673389090225,0.149529394460842,0.470627464819700,0.648816063068807,0.613697592634708,0.781231658067554,0.103290712693706,0.483011975651607,0.200626216828823,0.627115809591487,0.378839049953967,0.765612145187333,0.0925228474661708,0.312117628986016,0.941055920440704
0.6535,'yes',0,0.460790865356103,0.951220413204283,0.179291201289743,0.557032878510654,0.784487371565774,0.848468008451164,0.265172992832959,0.342972774989903,0.98076760279946,0.747266648337245,0.864722643978894,0.795724244788289,0.757113881641999,0.252421974902973,0.229672079440206,0.209619705798104,0.0810970852617174,0.106931702699512,0.914016663795337,0.864390813047066,0.658143300563097,0.513102936558425,0.440120536834002,0.523526154691353,0.148425400257111,0.00985564850270748,0.498305862536654,0.960074372123927,0.763471484417096,0.647075308021158,0.766197971068323,0.379931870847940,0.546680721687153,0.752777585526928,0.665568851632997,0.0673104242887348,0.628366872435436,0.0871136807836592,0.634556837379932,0.398056843783706,0.197944156359881,0.912107364740223,0.261636113282293,0.346209325827658,0.641483150422573,0.090839352691546,0.777365257497877,0.642344472231343,0.353096363367513,0.885099454782903
2.711,'yes',0,0.497858955757692,0.846478590508923,0.366732227383181,0.488896935712546,0.655888627748936,0.176807973533869,0.530126087833196,0.400697269942611,0.762481460813433,0.514930256875232,0.067992553813383,0.873844823101535,0.826740671182051,0.567375912098214,0.62898911954835,0.425016506342217,0.922605091705918,0.618381828535348,0.584021943388507,0.887725781882182,0.516290677478537,0.205037138890475,0.929264213657007,0.289201761595905,0.97499331831932,0.545063413446769,0.468350990209728,0.467810876434669,0.42305131140165,0.166359434137121,0.09743318031542,0.124694375554100,0.935151304816827,0.121035064570606,0.602887017419562,0.169486032566056,0.650804559001699,0.135933738667518,0.189645650563762,0.66434263670817,0.408348796423525,0.351336500141770,0.982311176368967,0.319062110967934,0.209600331727415,0.319165957858786,0.825017108116299,0.466569486772642,0.371087564621121,0.149751598248258
2.452,'yes',0,0.259446692885831,0.740955273155123,0.953396868892014,0.227931512286887,0.292361531872302,0.942796054063365,0.876260568154976,0.855310428887606,0.384027770720422,0.0618991025257856,0.334238004405051,0.960644844220951,0.408611400984228,0.429877148242667,0.302779408870265,0.356359787750989,0.256495197303593,0.100137124070898,0.223663990851492,0.343293228885159,0.731169919483364,0.0411888258531690,0.645126258023083,0.712277211248875,0.360119737451896,0.821581167867407,0.896218511275947,0.571569996187463,0.84246670268476,0.683161915978417,0.683667259756476,0.143667135853320,0.211358271539211,0.997811002889648,0.483243643771857,0.816522847628221,0.895448195748031,0.522470414638519,0.423994269920513,0.856235682731494,0.413467213744298,0.0732601028867066,0.860233646817505,0.471448050113395,0.152918079169467,0.399652813095599,0.24341997387819,0.52810912556015,0.133861266542226,0.675430473638698
2.641,'yes',0,0.531631719553843,0.531682106899098,0.832156980410218,0.106353994691744,0.943456841399893,0.927483179373667,0.661800148664042,0.570219071349129,0.538970147492364,0.650866047479212,0.691546638030559,0.724094811128452,0.0170160767156631,0.916241925908253,0.138761935988441,0.587426056154072,0.129573478130624,0.0260145391803235,0.944397393148392,0.89576942822896,0.869057469069958,0.833195655839518,0.689748810837045,0.6506226148922,0.780781758017838,0.673574765212834,0.512742369202897,0.90939174219966,0.246626159641892,0.918269869405776,0.805077102966607,0.793605635641143,0.825697461143136,0.0449611013755202,0.76655085128732,0.126140726264566,0.314429553924128,0.327071602223441,0.153696019435301,0.688936664490029,0.184171926928684,0.295202402863652,0.296721169725060,0.694856177316979,0.0174319599755108,0.202523862710223,0.771678759017959,0.204859135905281,0.810644181678072,0.205267225159332
4.6497,'no',0,0.566947878804058,0.687380700837821,0.505790131166577,0.359436582541093,0.93438805709593,0.0321258269250393,0.60426834016107,0.8660400332883,0.725456837099046,0.330116504337639,0.0229310037102550,0.318418297218159,0.910902204690501,0.871051012305543,0.822390120010823,0.564182674046606,0.43552363361232,0.55633132182993,0.0352521806489676,0.822620982537046,0.106955508003011,0.666664286982268,0.80136664560996,0.017019733088091,0.0215183186810464,0.850671280408278,0.899973269784823,0.270550529705361,0.665645780041814,0.987389408284798,0.0730853194836527,0.459644847549498,0.795444137882441,0.202730034710839,0.750861551612616,0.447024877183139,0.790833190316334,0.0153827206231654,0.984140509972349,0.937040345044807,0.80103369988501,0.159592838026583,0.99674164596945,0.96105616306886,0.404615724692121,0.962195106316358,0.583970750449225,0.458334497408941,0.911642592633143,0.832531588850543
2.77,'yes',0,0.844819497084245,0.104840776184574,0.174624501960352,0.432888931594789,0.0449396292679012,0.601955633843318,0.824530892074108,0.265260471962392,0.15197450411506,0.260279480135068,0.399618112947792,0.199449303327128,0.815604554954916,0.39737234567292,0.134577204938978,0.321322077652439,0.451601631939411,0.923892731312662,0.69465912040323,0.108596058329567,0.98646281287074,0.714668376604095,0.226086746435612,0.933295585215092,0.807115470292047,0.872346247779205,0.830162862548605,0.890202371869236,0.357161769177765,0.0196121814660728,0.233077363343909,0.386562443338335,0.169910743599758,0.643230076180771,0.208552523516119,0.926109789172187,0.846921864897013,0.49998681480065,0.739735963288695,0.331036154879257,0.694454277167097,0.456982594216242,0.767414588248357,0.492494631325826,0.612755414098501,0.351823400240391,0.106731067877263,0.478444688720629,0.235909480368719,0.116223040269688
4.772,'no',0,0.358314750017598,0.483188906917349,0.861726898234338,0.916817103046924,0.069404774112627,0.338107782881707,0.286513358354568,0.887193387607113,0.191361556295305,0.580317726824433,0.894587374059483,0.541621838929132,0.496260786429048,0.0480786054395139,0.383365290239453,0.324483382515609,0.816917764022946,0.346076649846509,0.984470335068181,0.0171015490777791,0.0385199065785855,0.643924873089418,0.56514118402265,0.306959544075653,0.685064667835832,0.65178978536278,0.561173273716122,0.524559310637414,0.25919680390507,0.458450300619006,0.280219224747270,0.135696614161134,0.223014342132956,0.795887449290603,0.159938992233947,0.963081118417904,0.657108436804265,0.235459651099518,0.041126151336357,0.7889523813501,0.467631825711578,0.399859227705747,0.0107302530668676,0.389562504831702,0.264741206075996,0.602848141686991,0.269850290380418,0.95565791381523,0.820940937381238,0.769058362348005
1.497,'no',0,0.386718023801222,0.0190485441125929,0.560187058988959,0.301850661402568,0.324780047172680,0.230364868650213,0.404222251614556,0.75254720938392,0.092054430861026,0.896279036067426,0.761990218190476,0.148311168421060,0.0238676560111344,0.765410644002259,0.899762934306636,0.625480790389702,0.0551602523773909,0.0671250415034592,0.960405219811946,0.236765202600509,0.4498729435727,0.924382343655452,0.323627296369523,0.559677032520995,0.409943848615512,0.66119266091846,0.756473009474576,0.434731627348810,0.451876605628058,0.500930982874706,0.584316376363859,0.408115015132353,0.131563687697053,0.779013794381171,0.262817929266021,0.989941785577685,0.946592453634366,0.954169606789947,0.533166044391692,0.795537207275629,0.808421846246347,0.0860240121837705,0.864271468250081,0.255579004529864,0.828785287449136,0.474038132932037,0.894611409632489,0.0737935961224139,0.170739597408101,0.5279221823439
0.845,'yes',0,0.388059822376817,0.275030486052856,0.802039302652702,0.524252891773358,0.867385963443667,0.370009650010616,0.667646223912016,0.265625874511898,0.998479639180005,0.445078443270177,0.170616348739713,0.83824561117217,0.292120118159801,0.398508364567533,0.829745953669772,0.434390605427325,0.100456415908411,0.422048901673406,0.0839957711286843,0.98646202776581,0.575319872004911,0.577764649409801,0.688710702350363,0.476418735925108,0.157843650318682,0.324100029189140,0.457009173231199,0.130587583407760,0.701966340187937,0.352690053172410,0.645882125478238,0.807513223960996,0.630816468968987,0.975135640241206,0.264591034268960,0.550229329615831,0.447923995321617,0.0328064667992294,0.106751720653847,0.208762728376314,0.0278961060103029,0.938093886245042,0.129053898854181,0.312517007580027,0.984880323521793,0.806191427633166,0.0786238578148186,0.421724100830033,0.265963287791237,0.680106595158577
0.689,'yes',0,0.513757769716904,0.440111526753753,0.94012444280088,0.144224178045988,0.771044643595815,0.307848675874993,0.957631352124736,0.127272100187838,0.159556765574962,0.857327298028395,0.879350721137598,0.464628836605698,0.735691101057455,0.904214933514595,0.749497273704037,0.194358505774289,0.886946662794799,0.384932225802913,0.0905432170256972,0.318656504387036,0.60380145884119,0.864225538214669,0.251991948811337,0.489651038311422,0.211647005751729,0.915740228490904,0.950055613415316,0.355645933421329,0.734721892978996,0.991909408476204,0.19141085119918,0.906158960657194,0.0600475003011525,0.161769938888028,0.433215304045007,0.537418625550345,0.0310455744620413,0.143493070267141,0.41434398945421,0.129389823414385,0.359653073828667,0.606544363312423,0.87177028390579,0.533629497280344,0.167200937867165,0.532287012785673,0.210738264024258,0.0635607799049467,0.918863526312634,0.616928315721452
2.03,'no',0,0.815635167527944,0.26396223786287,0.787518497789279,0.829160739900544,0.505116882035509,0.225386456819251,0.928396904841065,0.436400454025716,0.493597394321114,0.639019339811057,0.997473339783028,0.419601316563785,0.359267503488809,0.78844923665747,0.695955594535917,0.463035054504871,0.423807675018907,0.000481749186292291,0.230859990231693,0.978368943557143,0.117796852951869,0.609199615428224,0.679112559650093,0.790768116246909,0.951293596997857,0.82672130339779,0.586512608686462,0.88264497043565,0.935564888641238,0.220427451189607,0.169473663438112,0.728442627005279,0.186778830597177,0.486569356638938,0.669944075169042,0.278834385098889,0.846829851157963,0.509724073112011,0.8697154649999,0.267053558491170,0.740088855382055,0.965526250656694,0.164061974268407,0.240326961269602,0.742541396524757,0.296301158610731,0.0349858996924013,0.123531714081764,0.233400797471404,0.190496017225087
2.145,'no',0,0.355198829201981,0.137236912036315,0.922224397072569,0.789889214327559,0.896991060581058,0.0560887535102665,0.378649512073025,0.529887371463701,0.0669316614512354,0.792338025290519,0.955317588988692,0.909913805080578,0.295820499770343,0.6816302142106,0.564817891689017,0.931845927378163,0.608508958714083,0.108263604110107,0.68918334459886,0.00398371019400656,0.44961858773604,0.995879829628393,0.764891608152539,0.493469300912693,0.88459427584894,0.293788658687845,0.788462235126644,0.882195721147582,0.369392802007496,0.368499738164246,0.198433756828308,0.876861379481852,0.732728089904413,0.832838987233117,0.612005526665598,0.367293341550976,0.750809260644019,0.189550079172477,0.024930048501119,0.395423588110134,0.0105395379941911,0.0744828721508384,0.065622282680124,0.64860952179879,0.845090822782367,0.704009420936927,0.852410316001624,0.0600974918343127,0.080127284862101,0.677592986961827
