@relation input_data
@attribute Z numeric
@attribute A numeric
@attribute B numeric
@attribute EP0 numeric
@attribute FL numeric
@attribute FLX_PC_LATE numeric
@attribute GAM_PC numeric
@attribute MAX_SNR numeric
@attribute NH_PC numeric
@attribute T90 numeric
@attribute bat_image_signif numeric
@attribute bat_img_peak numeric
@attribute bat_trigger_dur numeric
@attribute PROB_Z_GT_5 numeric
@attribute PROB_Z_GT_4 numeric
@attribute PROB_Z_GT_3 numeric
@attribute PROB_Z_GT_2 numeric
@attribute PROB_Z_GT_1 numeric
@attribute bat_is_rate_trig {'no','yes'}
@attribute uvot_detection {'no','yes'}
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@data
1.18,?,-2.287,?,?,?,2.2253,18,?,?,9.1,189,0.512,0.0203331,0.0586255,0.145546,0.319514,0.719367,'yes','yes',0.97499883081764,0.0526791694574058,0.572028817608953,0.841145456768572,0.289582267636433,0.145367787685245,0.544893653132021,0.404167771339417,0.161306967260316,0.774721775203943,0.94677531439811,0.767247257754207,0.312973495572805,0.292923612520099,0.759543609805405,0.511106568621472,0.25044176611118,0.1120837230701,0.897145224036649,0.195177139015868,0.427493836497888,0.142589492257684,0.141936123603955,0.342742909910157,0.965835734736174,0.864167721243575,0.961950172437355,0.140365653438494,0.106118691386655,0.151261930121109
0.059,?,-2.3481,?,?,?,?,7.6,?,?,7.83,1835,64,0.0892773,0.181122,0.323466,0.506618,0.812567,'no','no',0.12639663903974,0.00251403800211847,0.913291237782687,0.672495813341811,0.34712012228556,0.705077519407496,0.561016420368105,0.932323046028614,0.0818367844913155,0.403713319683447,0.481008060276508,0.146467374404892,0.0412341756746173,0.939202750800177,0.36264520813711,0.453402029117569,0.229462007526308,0.608459316659719,0.613489224109799,0.83156004617922,0.51497894525528,0.627388941589743,0.311354014789686,7.37514346837997e-06,0.620606332784519,0.513443788979203,0.343739137519151,0.208773080259562,0.0825200555846095,0.389194892253727
1.16,?,-2.1268,?,?,?,?,10.1,?,?,?,?,?,0.0353661,0.099199,0.232357,0.45406,0.814919,?,'yes',0.746054750168696,0.949895227095112,0.75339858001098,0.81732636434026,0.149502888089046,0.566215408733115,0.783686698647216,0.994546815054491,0.866357578663155,0.324763609329239,0.426914078183472,0.770547358784825,0.569976347265765,0.397786430548877,0.291713646845892,0.395335554843768,0.313072564778849,0.403201502049342,0.385779804550111,0.0136369331739843,0.765139490133151,0.478944112081081,0.907176792854443,0.632615722017363,0.495070038828999,0.159641132224351,0.405474623898044,0.790853570215404,0.127979398239404,0.777697715442628
1.547,-1.3593,?,?,?,6.504e-05,1.7717,35.5,?,?,9.37,239,2.048,0.024325,0.0797668,0.212409,0.459386,0.847845,'yes','yes',0.682918654056266,0.632809902308509,0.566023356746882,0.526074612746015,0.322272304445505,0.827516376040876,0.157307158689946,0.755683976691216,0.389557563699782,0.419482851168141,0.283210381865501,0.987212194595486,0.710402811178938,0.322966101113707,0.864316653227434,0.727844174252823,0.574872671859339,0.514308227458969,0.719543956918642,0.84156970307231,0.00703201442956924,0.901594806928188,0.335926790023223,0.858764429809526,0.471706647891551,0.712209762772545,0.487712427973747,0.0400267557706684,0.648435927927494,0.882189108524472
1.692,-1.7327,?,?,?,0.0001098,2.1169,39.8,?,?,8.92,2444,112,0.082864,0.202398,0.408279,0.665804,0.93079,'no','yes',0.38114576949738,0.323640942573547,0.138933956623077,0.383998122531921,0.202798730228096,0.615683088544756,0.73900081939064,0.178594572935253,0.906557695707306,0.716098567470908,0.418473443947732,0.99095344170928,0.331018533091992,0.205712181748822,0.321767928311601,0.435138936154544,0.920438154833391,0.76691311923787,0.436364327091724,0.731501295696944,0.255454966798425,0.853781143436208,0.578940013889223,0.812461760127917,0.0648247932549566,0.24842832563445,0.861227384768426,0.821554576046765,0.61627679830417,0.121857882244512
3.85,-0.981,?,?,?,?,1.7634,15.2,?,?,8.61,647,12.16,0.0356824,0.108463,0.265136,0.518273,0.869925,'yes','no',0.263680261326954,0.87750261533074,0.455205259146169,0.185502488166094,0.216144126141444,0.657966951839626,0.292285081930459,0.0562889096327126,0.315303161274642,0.118220454780385,0.618691021576524,0.192986657610163,0.421768667409196,0.156146150548011,0.70695330761373,0.547533939126879,0.339217596454546,0.119745380477980,0.95186514290981,0.77673917869106,0.663006176706403,0.49488445231691,0.880781391169876,0.402152427239344,0.146537505788729,0.271269653225318,0.568388903979212,0.366596696199849,0.950505060143769,0.916773266158998
4.109,-1.5604,?,?,?,0.0001171,2.1406,24,?,?,8.83,554,26.88,0.0577652,0.154407,0.340195,0.604896,0.914813,'yes','no',0.559667446184903,0.788694846211001,0.925557762384415,0.0423735482618213,0.962433686014265,0.866756686242297,0.852429589023814,0.270417055347934,0.670758239459246,0.388329471461475,0.920790572883561,0.422206280985847,0.318626103922725,0.638233324047178,0.3026496283710,0.436570790596306,0.853040864458308,0.496706782607362,0.940187230007723,0.220961781451479,0.0508126216009259,0.831334145972505,0.119251010706648,0.369861619547009,0.872317105531693,0.676032265881076,0.782151622930542,0.071898811031133,0.328076258767396,0.89550095004961
2.296,?,-2.0001,?,?,0.0001794,2.0113,5.4,?,?,6.59,166,1.024,0.0438734,0.125147,0.289047,0.536701,0.870017,'yes','yes',0.436518986010924,0.0440695255529135,0.26313376869075,0.557184355100617,0.433222832623869,0.89132574107498,0.517173217376694,0.878979695495218,0.534535457612947,0.981513352133334,0.86410108092241,0.559484090423211,0.525493676774204,0.58360988041386,0.97884676605463,0.744252806995064,0.59597021411173,0.241497463779524,0.394904269604012,0.734671594575047,0.460398239083588,0.543851353460923,0.0477199200540781,0.905484263086691,0.438783674500883,0.813765242462978,0.0634626362007111,0.434618823928759,0.00120504060760140,0.559510020771995
0.6535,-0.864,?,?,?,2.559e-05,2.076,17.5,?,?,11,?,0.512,0.00140169,0.00434538,0.0118313,0.0307959,0.12153,'yes','yes',0.849978043930605,0.450073855230585,0.179653102532029,0.969969554338604,0.431233014911413,0.769731609150767,0.756524747237563,0.605266369413584,0.205831290921196,0.820947422878817,0.375787251163274,0.555812124395743,0.569645973620936,0.672747895587236,0.16433710209094,0.145035282941535,0.514553973916918,0.0647479705512524,0.229522423353046,0.244524491485208,0.296750777866691,0.683464476140216,0.756017221137881,0.252683536848053,0.113814742770046,0.735995938070118,0.733818306820467,0.425423461711034,0.994410743704066,0.841178775532171
2.711,-1.9028,?,?,?,1.251e-05,2.0368,44,?,?,8.78,363,4.096,0.0611277,0.146599,0.299483,0.519938,0.85878,'yes','yes',0.890169052639976,0.321280967211351,0.312636647839099,0.277495275950059,0.211351201403886,0.0319127447437495,0.814463155344129,0.916887941770256,0.432718395022675,0.39825298008509,0.27276692353189,0.909348326269537,0.317000371171162,0.249782028375193,0.0999734131619334,0.79633009294048,0.119494730606675,0.558105516247451,0.28142147581093,0.88133924966678,0.341190800536424,0.505343606229872,0.152827847050503,0.313822663854808,0.342435216531157,0.836504523642361,0.591088564367965,0.378042067168280,0.970204469747841,0.440689311129972
2.452,-1.2922,?,?,?,0.000124,1.8173,78.5,?,?,10.25,260,1.024,0.0439328,0.128584,0.303109,0.566691,0.89404,'yes','yes',0.078475377522409,0.330379367806017,0.0178477696608752,0.821720966603607,0.783443396911025,0.133740229997784,0.831287370761856,0.544440291589126,0.394664198160172,0.333714727312326,0.0122754208277911,0.779968357644975,0.452110386220738,0.696537411771715,0.592570914886892,0.413984092418104,0.225759272696450,0.282405107282102,0.215480118291453,0.955991787137464,0.688878330867738,0.634494457626715,0.0252962098456919,0.88976660836488,0.09269117587246,0.298801376717165,0.289120794972405,0.389165205182508,0.738392338389531,0.247290175640956
2.641,-1.7522,?,?,?,3.994e-05,2.2039,36.6,?,?,17.85,4514,80,0.0566354,0.153451,0.338519,0.597887,0.902958,'no','yes',0.169341795844957,0.976972664007917,0.885668356670067,0.115925934398547,0.785217040684074,0.876938166329637,0.00282416259869933,0.899606527527794,0.840846397448331,0.281802157172933,0.577918894821778,0.938168280525133,0.410596586065367,0.583482598420233,0.0554870259948075,0.305628563044593,0.621719668619335,0.286617837613449,0.149160300381482,0.415227398043498,0.981682026060298,0.530015562893823,0.969956466695294,0.522636991925538,0.557405797066167,0.767601943574846,0.90068879025057,0.647550837602466,0.961220409953967,0.504871452925727
4.6497,-0.8902,?,?,?,?,2.0445,13,?,?,8.16,397,4.096,0.0477577,0.125617,0.278609,0.515954,0.859135,'yes','no',0.88331774296239,0.173808353254572,0.806581024313346,0.0240089679136872,0.867984882323071,0.269551245030016,0.558923811186105,0.599590788828209,0.933334479108453,0.766591489780694,0.279139929916710,0.998628574656323,0.198384769959375,0.492503667483106,0.49914764566347,0.71495199110359,0.821879494236782,0.874326725723222,0.439671816537157,0.189886317355558,0.0177314686588943,0.0477722159121186,0.613130343379453,0.519957206211984,0.6858876850456,0.604677830589935,0.249724205583334,0.416266407817602,0.718268455006182,0.347128088120371
2.77,-1.0366,?,?,?,9.527e-05,2.0069,147.6,?,?,8.08,115,0.256,0.0172983,0.0565464,0.155269,0.36841,0.812793,'yes','yes',0.522747916635126,0.823977461084723,0.539207760244608,0.0256549993064255,0.0999429647345096,0.408247615443543,0.275091614341363,0.95986647461541,0.214430381311104,0.873697489267215,0.443684346275404,0.88112100912258,0.549747403012589,0.165551669197157,0.200146783376113,0.4868691614829,0.48028514161706,0.408985011279583,0.861747888149694,0.0537917013280094,0.088470253860578,0.301825103815645,0.286199506139383,0.323842462385073,0.5949667962268,0.101824709447101,0.74844661843963,0.90554816648364,0.466956780524924,0.792471423745155
4.772,-1.6523,?,?,?,2.559e-05,2.2197,23.3,?,?,10.4,928,12.16,0.0943802,0.227631,0.447391,0.700737,0.938118,'yes','no',0.302927850745618,0.744550286093727,0.691954925656319,0.157845024717972,0.968849616358057,0.451004803879187,0.253407310694456,0.530675548361614,0.664554157061502,0.434928933624178,0.679941713111475,0.706947488477454,0.163649764843285,0.632478717947379,0.460442767245695,0.228362114401534,0.706828725989908,0.291276049101725,0.377683549886569,0.669620699016377,0.56819872953929,0.399139505345374,0.78057663096115,0.279667844064534,0.718493424355984,0.618663199944422,0.372511366149411,0.0369729953818023,0.934466460952535,0.157368396408856
1.497,-1.671,?,?,?,8.937e-05,2.0101,85.4,?,?,9.85,705,12.16,0.0444502,0.126068,0.293583,0.553367,0.893372,'yes','no',0.734642524737865,0.797172272810712,0.59709499985911,0.649311614455655,0.383633690420538,0.59602701663971,0.803964854218066,0.517291201977059,0.973692074650899,0.60836392804049,0.674484082031995,0.192215374903753,0.630204793298617,0.144635754637420,0.505105165299028,0.596623867051676,0.50922471517697,0.264260283671319,0.77709291363135,0.339573667850345,0.208212037105113,0.552096788305789,0.124315112363547,0.0303082892205566,0.483714434085414,0.86146925133653,0.229632112663239,0.39325328823179,0.585115937050432,0.273311074590310
0.845,-1.26,?,?,?,6.028e-05,1.9986,12.6,?,?,8.57,387,4.096,0.0672015,0.177203,0.378322,0.640143,0.919468,'yes','yes',0.305521632544696,0.421686753630638,0.206912878202274,0.0122985332272947,0.140623450279236,0.061072199139744,0.52036153129302,0.423669896787032,0.749811609275639,0.225181708810851,0.0215162183158100,0.277904208749533,0.0487770212348551,0.623709736857563,0.682323362212628,0.183442358393222,0.825128049124032,0.33987140818499,0.927827947074547,0.525831972016022,0.84625764330849,0.565844976808876,0.591869900235906,0.262501019984484,0.222856463165954,0.836609681835398,0.347190397325903,0.934742564801127,0.752956992248073,0.222228990169242
0.689,-1.0842,?,?,?,2.176e-05,1.9171,89.3,?,?,20.32,860,1.024,0.0511773,0.140844,0.319149,0.585781,0.907877,'yes','yes',0.90591376228258,0.642245587194338,0.198381102411076,0.229089634027332,0.842330264858902,0.66916675795801,0.578798561589792,0.425757143413648,0.656209978275001,0.017098531126976,0.0558106466196477,0.616954049794003,0.285297087626532,0.473764273105189,0.97897831699811,0.879844135604799,0.228031840408221,0.731656071729958,0.590980758192018,0.522539164405316,0.332181362668052,0.246914397226647,0.494698859518394,0.0298502503428608,0.341670189518481,0.578539981972426,0.57743435469456,0.791574969654903,0.114276197040454,0.531595655018464
2.03,?,-2.0098,?,?,2.395e-05,2.1024,20.5,?,?,8.51,242,1.024,0.0544613,0.141504,0.306831,0.547973,0.871854,'yes','no',0.925685263704509,0.250901845982298,0.0463733403012156,0.925803472520784,0.634826263412833,0.098765992326662,0.478128612041473,0.821688401978463,0.774837553501129,0.595027125440538,0.501895247492939,0.902055968297645,0.0412558310199529,0.775883365655318,0.333226183429360,0.98501107399352,0.31995067326352,0.0580456375610083,0.64833916677162,0.524481156375259,0.883287945296615,0.314235092373565,0.92074881750159,0.206670732935891,0.916301202727482,0.127500203205273,0.577905637444928,0.432248805882409,0.960420276038349,0.802316448418424
2.145,-1.0514,?,?,?,3.638e-05,1.7495,100.3,?,?,22.19,1245,0.512,0.00907489,0.0362426,0.114982,0.30185,0.731597,'yes','no',0.123331079259515,0.335778146050870,0.791265985229984,0.551510622724891,0.391788165317848,0.876834788359702,0.546968596987426,0.170653267530724,0.400285004870966,0.382875584298745,0.034763406496495,0.260939760133624,0.488736551022157,0.938437065575272,0.58704413450323,0.272171065909788,0.426127180689946,0.741000328678638,0.545616164570674,0.941300424048677,0.369888196699321,0.171960907056928,0.796219357289374,0.537570817861706,0.829296393785626,0.928006334463134,0.915310404729098,0.4719286353793,0.18492646003142,0.714155375258997
0.422,-1.3283,?,?,?,5.242e-05,1.9686,19.9,?,?,7.61,1450,72,0.0512637,0.144508,0.328505,0.591575,0.90218,'no','no',0.304598009679466,0.441277645993978,0.0685468798037618,0.677272378932685,0.584028263576329,0.625935623189434,0.854746853699908,0.759852506686002,0.287244830979034,0.303838025545701,0.990225736051798,0.682858628686517,0.132438522065058,0.811421033460647,0.887158644618466,0.154757690848783,0.619022574508563,0.68764205253683,0.761595926946029,0.733879163628444,0.717014418682083,0.0396810611709952,0.398572184378281,0.527189777465537,0.248033521696925,0.147423383081332,0.606159189948812,0.622088918462396,0.981134027941152,0.308243349893019
1.71,-1.5861,?,?,?,3.886e-05,1.8295,18.6,?,?,8.05,206,1.024,0.0443109,0.128117,0.298919,0.556056,0.884128,'yes','yes',0.443939125165343,0.476245478959754,0.844211454503238,0.848635473521426,0.292649923823774,0.125914224656299,0.643407891271636,0.794707156950608,0.273086967412382,0.134675474371761,0.408597001573071,0.0143687068484724,0.108520876383409,0.680244925897568,0.53960133716464,0.36884681857191,0.883061068831012,0.946875762892887,0.0158077199012041,0.598570690955967,0.447447448503226,0.513595471857116,0.331329908454791,0.297636841889471,0.806888296967372,0.109102878486738,0.680655083153397,0.0166857242584229,0.728458787780255,0.122713559307158
2.1,-1.4359,?,?,?,6.028e-05,2.0223,80.3,?,?,7.56,187,1.024,0.0575577,0.158196,0.353578,0.625533,0.919728,'yes','yes',0.497510252986103,0.666733139194548,0.831295415526256,0.300796421710402,0.0307281408458948,0.967908357735723,0.982625179225579,0.25484336912632,0.299700491363183,0.809284444665536,0.289509854977950,0.882092166459188,0.909863515989855,0.894608377013355,0.225104351527989,0.392501191934571,0.402800821699202,0.597439318662509,0.87310199229978,0.908998144092038,0.110655658412725,0.413377317832783,0.355724115390331,0.053821744164452,0.236526221735403,0.295091821113601,0.483251150464639,0.0672521055676043,0.971596127841622,0.394728009821847
2.954,-1.7048,?,?,?,2.118e-05,2.0629,30.4,?,?,10.52,600,4.096,0.0875329,0.216848,0.4362,0.695007,0.938412,'yes','yes',0.185827861074358,0.0458373744040728,0.913446871796623,0.541775501798838,0.895772294374183,0.693904507672414,0.432277616579086,0.969695483334363,0.0720062737818807,0.648333868011832,0.66796335298568,0.871582892956212,0.634218056453392,0.63744946825318,0.392988094361499,0.0263609455432743,0.948326733661816,0.821560037322342,0.752828687429428,0.644788969075307,0.0417510957922786,0.971535313175991,0.446686309529468,0.594320232514292,0.874669935787097,0.9159924343694,0.179997049039230,0.303517567459494,0.759935418143868,0.330058986321092
0.348,?,-3.073,?,?,9.431e-06,1.9209,5.4,?,?,14.21,4775,128,0.027668,0.0688052,0.150119,0.29503,0.673159,'no','yes',0.133852281142026,0.419955268036574,0.539242452941835,0.119771225145087,0.273594833677635,0.683704956900328,0.718539857072756,0.910791088128462,0.98647468117997,0.465819642413408,0.780291136121377,0.286449455423281,0.718691018410027,0.56424495857209,0.236521621467546,0.717715991195291,0.580928483046591,0.633362461347133,0.39196140319109,0.0407991351094097,0.320788446580991,0.59123913384974,0.991377481259406,0.220304265851155,0.652355524711311,0.582581133348867,0.663837993284687,0.672382313990965,0.451856682309881,0.829496018122882
4.27,-1.4072,?,?,?,9.087e-05,2.0258,21.8,?,?,10,?,2.048,0.0523922,0.147656,0.334419,0.597405,0.903208,'yes','no',0.41884023649618,0.992043024860322,0.978476853109896,0.0417991755530238,0.196381069486961,0.7804924340453,0.373989160172641,0.42746411729604,0.340033268788829,0.525588690536097,0.303915929747745,0.287674326449633,0.581715884618461,0.854634371586144,0.411969440523535,0.455070238560438,0.46479634870775,0.578951064962894,0.526008357526734,0.832319491542876,0.10079509858042,0.603861241135746,0.159845115151256,0.487438784446567,0.608607705449685,0.139989712275565,0.29400544334203,0.658265931298956,0.449005133006722,0.33622138411738
6.6,-1.3997,?,?,?,?,2.1942,11.5,?,?,6.58,454,16.384,0.0518948,0.145486,0.328473,0.588253,0.898535,'yes','no',0.69737817812711,0.537307585589588,0.875915278214961,0.951770384097472,0.807925567263737,0.800212636124343,0.884207527386025,0.077431783080101,0.100005104672164,0.94239210523665,0.574963129824027,0.324101278092712,0.514755714219064,0.966504629701376,0.287232744274661,0.932034648489207,0.696883481461555,0.86155483382754,0.416144848335534,0.282908239401877,0.390571844764054,0.520450016483665,0.375527284340933,0.816637243609875,0.967446101596579,0.216996541479602,0.035133951343596,0.921817410737276,0.0233527645468712,0.780913077993318
3.53,-1.1476,?,?,?,?,2.1864,27.4,?,?,10.48,775,8.192,0.0910875,0.217816,0.430556,0.686339,0.934499,'yes','no',0.996584599372,0.66389807430096,0.6405811002478,0.959730932489038,0.155137272784486,0.236380921909586,0.825286102946848,0.0396906372625381,0.952436999417841,0.224426268134266,0.80522876395844,0.676068246131763,0.806127458345145,0.419206773862243,0.908650007331744,0.737216835608706,0.0441277984064072,0.638235852122307,0.872329339152202,0.35422981553711,0.916685285745189,0.899179672822356,0.189618987031281,0.997003700118512,0.443552948301658,0.786158088361844,0.234929845435545,0.197712349006906,0.072384679922834,0.0802604802884161
0.767,-1.7404,?,?,?,4.772e-05,2.0446,52.7,?,?,10.83,262,0.512,0.0354683,0.10734,0.261613,0.510469,0.86172,'yes','yes',0.440113592427224,0.142282801913098,0.427121768007055,0.195794844999909,0.276857625460252,0.453808073187247,0.854937953641638,0.936948458198458,0.179935405729339,0.380506921792403,0.793575897812843,0.591298482613638,0.892022283282131,0.576004586648196,0.384681742172688,0.740023899823427,0.882082193857059,0.306648434605449,0.689281904138625,0.894813099410385,0.212234010687098,0.795479281572625,0.00783361541107297,0.443493750412017,0.152693012263626,0.89518839889206,0.322190467501059,0.210686639649794,0.674586323555559,0.0312869111075997
