@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no ','yes'}
@attribute useless numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@attribute useless33 numeric
@attribute useless34 numeric
@attribute useless35 numeric
@attribute useless36 numeric
@attribute useless37 numeric
@attribute useless38 numeric
@attribute useless39 numeric
@attribute useless40 numeric
@attribute useless41 numeric
@attribute useless42 numeric
@attribute useless43 numeric
@attribute useless44 numeric
@attribute useless45 numeric
@attribute useless46 numeric
@attribute useless47 numeric
@attribute useless48 numeric
@attribute useless49 numeric
@attribute useless50 numeric
@attribute useless51 numeric
@attribute useless52 numeric
@attribute useless53 numeric
@attribute useless54 numeric
@attribute useless55 numeric
@attribute useless56 numeric
@attribute useless57 numeric
@attribute useless58 numeric
@attribute useless59 numeric
@attribute useless60 numeric
@attribute useless61 numeric
@attribute useless62 numeric
@attribute useless63 numeric
@attribute useless64 numeric
@attribute useless65 numeric
@attribute useless66 numeric
@attribute useless67 numeric
@attribute useless68 numeric
@attribute useless69 numeric
@attribute useless70 numeric
@data
1.331,'no ',0,0.731959572061896,0.40235826629214,0.313298822613433,0.380070590414107,0.722924359608442,0.609846809180453,0.140389870386571,0.783113684272394,0.595617359504104,0.725974377244711,0.103475321317092,0.288580426713452,0.370669941185042,0.55543135269545,0.816722658928484,0.41574282804504,0.452967363409698,0.686672338517383,0.387069365708157,0.493669926188886,0.501125504029915,0.192681638291106,0.762186731444672,0.859271210385486,0.297320166137069,0.697410626104102,0.75952642899938,0.466196365421638,0.50697576161474,0.397000325378031,0.0723807744216174,0.533775097923353,0.298589443555102,0.624793892260641,0.74634481430985,0.945522332098335,0.651196742197499,0.397190078394488,0.762790492270142,0.102117567090318,0.841720773372799,0.792685570660979,0.342219543177634,0.524143234826624,0.545311337336898,0.335518343606964,0.501108769560233,0.640277088619769,0.200171909527853,0.389071324607357,0.346490579191595,0.226199816446751,0.920840621227399,0.519174155779183,0.245888398494571,0.115243640495464,0.600771338213235,0.27658284525387,0.548307251883671,0.430959285702556,0.453394367126748,0.0875992581713945,0.0613262774422765,0.418407561490312,0.769435442751274,0.476201296085492,0.30138011649251,0.576878297608346,0.689645909937099,0.221925483550876
1.18,'yes',0,0.647240011021495,0.850729977013543,0.319769141497090,0.255389648256823,0.0277050274889916,0.47093527764082,0.792787345126271,0.963630756596103,0.860288122203201,0.350693161133677,0.651488406816497,0.415005550486967,0.538923579035327,0.184431943111122,0.581300590652972,0.554312090622261,0.798482110723853,0.546474362490699,0.772774059325457,0.55270898481831,0.108366163214669,0.223569551017135,0.352407042402774,0.254986800719053,0.476965169655159,0.253863155841827,0.867639521602541,0.653656657785177,0.703732932917774,0.94601535005495,0.269290599273518,0.310937163420022,0.499492235248908,0.614352123811841,0.333980460185558,0.72913657524623,0.424499019281939,0.733163638738915,0.285709295421839,0.361248178174719,0.114740026183426,0.620138824451715,0.56236970750615,0.614674950018525,0.211822502315044,0.145971894729882,0.86670843954198,0.875024248845875,0.716673696413636,0.00335121620446444,0.19794730306603,0.172603874467313,0.700121039524674,0.922133463667706,0.697657004464418,0.612492330372334,0.368113330798224,0.491137898061424,0.675986007321626,0.0429676868952811,0.83462104271166,0.210981394629925,0.878757497761399,0.878449782030657,0.974543384741992,0.222233825363219,0.797264048829675,0.901447459124029,0.452011276734993,0.918677763780579
0.059,'no ',0,0.141919070621952,0.0160172735340893,0.780660588527098,0.947025118395686,0.281518767820671,0.111357582733035,0.345500687835738,0.942212327383459,0.846884365892038,0.87865657126531,0.19117690785788,0.258341871667653,0.638604276115075,0.179023533361033,0.183492614887655,0.403726447140798,0.909945525927469,0.466354124015197,0.606864773202688,0.243787588784471,0.686622758163139,0.904774950351566,0.997376565355808,0.0773438208270818,0.369216549443081,0.633977667661384,0.578399484977126,0.937285628868267,0.445291651180014,0.340737960301340,0.0188340065069497,0.495545173995197,0.299052165588364,0.0363935322966427,0.0153393012005836,0.109975057654083,0.825907738646492,0.00712586333975196,0.48041708022356,0.305804715957493,0.652628791285679,0.641396968159825,0.34208311419934,0.717429862823337,0.464401730336249,0.587947814026847,0.167938650352880,0.525804595788941,0.693770228419453,0.135937017854303,0.0318740650545806,0.942696837708354,0.881025367649272,0.323676302330568,0.540752224624157,0.73990099877119,0.604960018303245,0.693777258275077,0.415960685815662,0.0280809418763965,0.433113872539252,0.350735350744799,0.817788265412673,0.676361652091146,0.649146239738911,0.966953328577802,0.698828854830936,0.291122020222247,0.976751734036952,0.466363134561107
1.16,'yes',0,0.674770157784224,0.852914086077362,0.980620469897985,0.264203035738319,0.329842454753816,0.64679281739518,0.941917851334438,0.596730234334245,0.8984657835681,0.0420222114771605,0.483231364283711,0.519293055171147,0.878760586259887,0.055295655503869,0.407323010731488,0.38259957684204,0.818478521658108,0.375469104852527,0.270485958084464,0.534062626538798,0.907404324272648,0.0768455236684531,0.349326938856393,0.790714038303122,0.705494440626353,0.801042403792962,0.794258908834308,0.0675865679513663,0.772104437230155,0.223605213221163,0.116889178054407,0.452897063223645,0.108262780588120,0.172913135262206,0.274449181975797,0.675625006202608,0.810943990014493,0.183775766519830,0.572065405780450,0.849738975055516,0.453785357065499,0.110181093215942,0.0436756245326251,0.585734402993694,0.328320573084056,0.73435998801142,0.756216706940904,0.778907507425174,0.496137748239562,0.0499150271061808,0.468795147491619,0.344767784234136,0.182797371875495,0.867569925263524,0.097485013306141,0.967860918259248,0.335713462205604,0.415892370743677,0.0296085320878774,0.0632984752301127,0.907326837535948,0.0666875748429447,0.770671012112871,0.558283140650019,0.0828034691512585,0.987185129895806,0.221792733296752,0.370815540896729,0.139001184375957,0.0467750758398324
1.547,'yes',0,0.073975550942123,0.39268351579085,0.0693255690857768,0.0800063889473677,0.59886035695672,0.0408890321850777,0.129508676705882,0.138655442977324,0.389646251220256,0.691934762755409,0.838392426259816,0.948775214608759,0.392606888432056,0.565512108849362,0.207242430886254,0.533704047556967,0.380752047756687,0.772637571906671,0.27417533332482,0.206076852278784,0.398942861706018,0.341878294479102,0.624296911992133,0.174931047018617,0.365948718041182,0.752926810877398,0.76468997541815,0.537853910820559,0.286322394153103,0.649121205788106,0.540380029473454,0.750107127474621,0.325820872094482,0.211533884285018,0.559230927377939,0.899059185758233,0.532186415046453,0.404539895709604,0.31339996913448,0.095285845687613,0.366900974651799,0.84062867704779,0.775699004298076,0.394178366055712,0.208953818539158,0.125025548040867,0.280615921365097,0.861409776145592,0.200578045798466,0.509329495020211,0.945182617753744,0.0453480121213943,0.342658206820488,0.112158762291074,0.351438167504966,0.877381704282016,0.254803455434740,0.580547109246254,0.702125522773713,0.821524222847074,0.123660618672147,0.116284376010299,0.278688102029264,0.0262909994926304,0.990683751180768,0.0439070391003042,0.404841406969354,0.94682415551506,0.521529731806368,0.768881727010012
1.692,'yes',0,0.51246165856719,0.316497168503702,0.907694448716938,0.344460864551365,0.875758997863159,0.554455644218251,0.733151341089979,0.416470896685496,0.0608479208312929,0.520838326774538,0.669118242803961,0.618387015769258,0.395718114450574,0.599456340074539,0.570302538108081,0.97484483779408,0.420575115131214,0.655459758127108,0.105703214881942,0.804497107164934,0.34277796628885,0.847898859297857,0.886100311065093,0.0610091518610716,0.740057617425919,0.749961455119774,0.5639280481264,0.941385364159942,0.317850718041882,0.522977553540841,0.600148349767551,0.747783905128017,0.801259295083582,0.130426597548649,0.379199114162475,0.744645619764924,0.213863431941718,0.7172374764923,0.969263734528795,0.581778811756521,0.228571363259107,0.730229324894026,0.196322452975437,0.329194766934961,0.062891210662201,0.988162672612816,0.318144194548950,0.800264506135136,0.0925182704813778,0.0678090914152563,0.465296551818028,0.854762751609087,0.75631608790718,0.585441725794226,0.470728893065825,0.337657351745293,0.892182588810101,0.92723995540291,0.180504028452560,0.325181466992944,0.750774804968387,0.860908209579065,0.640239944681525,0.850659762974828,0.995280638569966,0.043764469679445,0.342689679702744,0.393542874604464,0.179063935065642,0.704344743397087
3.85,'no ',0,0.0363140827976167,0.00536778010427952,0.757951328065246,0.216041774488986,0.903917555697262,0.475110360654071,0.52365129138343,0.521671744063497,0.88703248463571,0.396475595422089,0.0956178181804717,0.375543006462976,0.128146088216454,0.934405396226794,0.381931244861335,0.64824901195243,0.88289217860438,0.43008701573126,0.381712522124872,0.662766181631014,0.289254400413483,0.250364172505215,0.0853371920529753,0.945784156443551,0.495037897722796,0.358801791677251,0.433610188541934,0.500314092263579,0.881460982374847,0.67727199359797,0.328186183003709,0.756055111531168,0.892366608371958,0.441508731804788,0.588704883586615,0.227696378249675,0.76887676701881,0.40269964793697,0.271080802427605,0.628389180172235,0.788478240836412,0.465790946269408,0.135982669889927,0.353951368480921,0.928790416801348,0.709268731763586,0.509412315674126,0.729168197140098,0.315458477241918,0.208411118946970,0.716527288081124,0.755103319650516,0.548327927710488,0.851215169532225,0.281167005188763,0.0682583244051784,0.15107326884754,0.936707672430202,0.567776455776766,0.33224250539206,0.380813654279336,0.186398735269904,0.275713612092659,0.61955479439348,0.0925589040853083,0.679149451898411,0.818860480329022,0.563749274704605,0.882770086172968,0.76940445159562
4.109,'no ',0,0.298882358474657,0.135326671181247,0.83588552637957,0.511268722591922,0.190973026212305,0.439199444837868,0.078913867007941,0.745686350623146,0.698657448636368,0.624561072094366,0.791398315224797,0.990287037100643,0.655760140856728,0.73835847969167,0.0483605931513011,0.328570741228759,0.444891158025712,0.334699703147635,0.993031396297738,0.455229630228132,0.679967716569081,0.0668780368287116,0.554385664639995,0.216767237754539,0.0861670575104654,0.935465999878943,0.267484223702922,0.500404365360737,0.247122933156788,0.548502870602533,0.345447205705568,0.762121623614803,0.516090542310849,0.0195713099092245,0.516428499249741,0.424964024685323,0.796976783312857,0.187009284505621,0.592559577897191,0.853055875282735,0.294736328534782,0.185484312940389,0.71524036442861,0.818110035732388,0.0780041823163629,0.100146661978215,0.924174819607288,0.422275928780437,0.152931979391724,0.746178555767983,0.795585637912154,0.463129200274125,0.949754174333066,0.485376633703709,0.235222724964842,0.793245576089248,0.223201356828213,0.644610201008618,0.861755546415225,0.857822155114263,0.4693947522901,0.575202124426141,0.161698682932183,0.915582302724943,0.154994589742273,0.183291621506214,0.576035689329728,0.321087026735768,0.037484485656023,0.887507130159065
2.296,'yes',0,0.427250242093578,0.0137829573359340,0.141477396711707,0.973127291770652,0.620769864413887,0.243042646208778,0.427233998896554,0.748009188799188,0.183274929178879,0.292240546783432,0.958472159225494,0.00103532895445824,0.672954186564311,0.00365245458669960,0.149504618020728,0.4947137942072,0.994067175546661,0.233271574135870,0.676054820418358,0.0192224467173219,0.426915060728788,0.0895229172892869,0.88154976000078,0.10635427525267,0.532074241200462,0.583012451650575,0.053346537053585,0.88649358227849,0.89715204690583,0.0315087139606476,0.573942648014054,0.498024941189215,0.89295634906739,0.694056812673807,0.778616669820622,0.486642493866384,0.499767974484712,0.923795378999785,0.828040942316875,0.361925311852247,0.900766652775928,0.95888010179624,0.784078186145052,0.873206046642736,0.695171976229176,0.117655927082524,0.207534759771079,0.612211954547092,0.276605445658788,0.0468507690820843,0.690341415582225,0.584502657409757,0.299824025016278,0.495886877411976,0.416663521435112,0.199689415981993,0.734243800630793,0.902430384187028,0.62038551340811,0.606098490068689,0.982199028134346,0.0623411715496331,0.507210876792669,0.816289922688156,0.869780543260276,0.196957012871280,0.124374811537564,0.221570114139467,0.50597123731859,0.874957225518301
0.6535,'yes',0,0.0106639459263533,0.430772188818082,0.46010894770734,0.154887000564486,0.324965725187212,0.562731167534366,0.668788080336526,0.0381640354171395,0.173319410532713,0.318871298804879,0.149374607717618,0.606962541583925,0.453936504898593,0.691997679881752,0.712842407869175,0.156745117856190,0.194200002355501,0.444426690926775,0.286875445861369,0.536642216611654,0.944437688682228,0.918869795044884,0.613215528195724,0.590860928408802,0.821310175349936,0.884946441743523,0.909138459246606,0.50426966464147,0.84876326750964,0.782571549527347,0.0712256957776845,0.391617045737803,0.206647711107507,0.828608779702336,0.548294400563464,0.787237437907606,0.0492353013250977,0.963583722244948,0.502625962952152,0.0386534484568983,0.162332448642701,0.772570698987693,0.082354437559843,0.800976971397176,0.171221863944083,0.326921431347728,0.940437895711511,0.867842298699543,0.0268357002642006,0.90458649233915,0.327611465472728,0.349177984986454,0.8816509982571,0.86774339294061,0.897431388730183,0.344343167962506,0.272807295899838,0.481131654698402,0.608658974291757,0.685506206937134,0.708014275645837,0.36221098061651,0.748307960107923,0.0822447317186743,0.39897152245976,0.487975554773584,0.718496652785689,0.596320051234215,0.431643252959475,0.683657542103902
2.711,'yes',0,0.461572656407952,0.765480888308957,0.273008373565972,0.546007565688342,0.96279730182141,0.415456358343363,0.594345132820308,0.92183138919063,0.315872520906851,0.102136720437557,0.784985614474863,0.370706344489008,0.339671104447916,0.453817962901667,0.659100059885532,0.290486581157893,0.0996277099475265,0.312294493895024,0.510663684457541,0.749807483982295,0.0366789563558996,0.951091022696346,0.130164916161448,0.0971839705016464,0.133773876354098,0.67163937096484,0.083300415892154,0.94245332479477,0.791713535320014,0.846399765927345,0.287311621708795,0.0982123159337789,0.251846245490015,0.395040347008035,0.502036102116108,0.799466980155557,0.914206924382597,0.79638348496519,0.842309920815751,0.639394013443962,0.317281156312674,0.152100374456495,0.551564399618655,0.304100622422993,0.717665039468557,0.967528719455004,0.616209585219622,0.00482990429736674,0.665262212743983,0.627039649058133,0.890986343147233,0.354083618847653,0.372998579172418,0.632055838126689,0.0506301273126155,0.257307305699214,0.88032633648254,0.558457847451791,0.0845550964586437,0.203367214417085,0.322501340648159,0.512073751073331,0.809253767831251,0.807728694519028,0.209056461229920,0.470631897216663,0.867545609129593,0.141074397368357,0.0416603030171245,0.7369299759157
