@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no','yes'}
@attribute zero numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@data
2.641,'yes',0,0.169674607459456,0.940132045885548,0.362708496628329,0.620440474711359,0.915058782557026,0.376833737362176,0.263411238789558,0.717008334351704,0.807562240632251,0.289732440141961
4.6497,'no',0,0.814965191064402,0.765988146420568,0.279696825891733,0.00596053502522409,0.553344948915765,0.752602650551125,0.905046556377783,0.901268330402672,0.874493209412321,0.303247741656378
2.77,'yes',0,0.189501773333177,0.648482119431719,0.715045280288905,0.677246271632612,0.907316860044375,0.179366559023038,0.955674252705649,0.559782798402011,0.516105300979689,0.182607115712017
4.772,'no',0,0.284856929210946,0.912279957672581,0.151748527307063,0.0156703635584563,0.677892861189321,0.350040287477896,0.294407278532162,0.538373165996745,0.728775270283222,0.943545198300853
1.497,'no',0,0.297764027956873,0.173445735825226,0.862302854424343,0.926211133832112,0.670411601662636,0.450023263227195,0.6702933779452,0.644409729866311,0.0539485884364694,0.451871199766174
0.845,'yes',0,0.250266819261014,0.961027121637017,0.66887167445384,0.098720757290721,0.929939065594226,0.578011041041464,0.624910487560555,0.669914143159986,0.537195515818894,0.339514788240194
0.689,'yes',0,0.978417680133134,0.495829802937806,0.0103983478620648,0.352567148162052,0.215422185603529,0.599562620744109,0.450736368307844,0.741693873656914,0.148898354033008,0.756186538608745
2.03,'no',0,0.287708629388362,0.74878204986453,0.991423575673252,0.323996290098876,0.868194109760225,0.230531346285716,0.131350280717015,0.453676346689463,0.747130552539602,0.24559477600269
2.145,'no',0,0.129216284723952,0.73821412306279,0.45770651451312,0.73764944402501,0.866058787098154,0.790374894160777,0.28933858894743,0.652165434788913,0.813860009657219,0.973383555188775
0.422,'no',0,0.509814957389608,0.575914940796793,0.0323573164641857,0.205441511236131,0.39312047790736,0.89270822587423,0.374382870038971,0.96268682111986,0.876477848738432,0.763236250262707
1.71,'yes',0,0.599352120887488,0.619774070335552,0.454505508998409,0.406313607702032,0.631348959868774,0.743289953330532,0.266422285931185,0.603658840060234,0.878683756804094,0.415429363492876
2.1,'yes',0,0.0330055337399244,0.864648730959743,0.0865164047572762,0.818791093071923,0.272270717890933,0.378842520294711,0.90455853799358,0.732234054245055,0.856169316917658,0.347054146928713
2.954,'yes',0,0.408207589294761,0.0861926528159529,0.203237551730126,0.691160335205495,0.0623646310996264,0.698911763029173,0.0245503671467304,0.0257097601424903,0.51435912004672,0.826192683307454
0.348,'yes',0,0.0659891173709184,0.0882964883930981,0.125892338342965,0.105902121169493,0.0913412282243371,0.55505280313082,0.207520304946229,0.626994208665565,0.329733058810234,0.539533423027024
4.27,'no',0,0.412349040387198,0.202881900127977,0.910320959519595,0.171079744817689,0.355532344896346,0.0567684730049223,0.635727233020589,0.452391503611580,0.413104498991743,0.98574076523073
6.6,'no',0,0.518510628025979,0.653363382443786,0.524940487230197,0.436620617518201,0.231522171990946,0.155057614436373,0.143195274053141,0.60435335082002,0.996355140116066,0.0330451249610633
3.53,'no',0,0.52088095061481,0.439160054083914,0.65279748220928,0.704299734439701,0.597438525641337,0.262581758433953,0.41407380765304,0.546236290596426,0.952434686245397,0.925975518068299
0.767,'yes',0,0.29724264331162,0.0549677307717502,0.230503656202927,0.104704558616504,0.0147902823518962,0.982325180666521,0.472566454671323,0.537008960032836,0.137155168224126,0.778165389318019
0.5295,'yes',0,0.209812274435535,0.719476795988157,0.726382248336449,0.496819324791431,0.291916754562408,0.4727458585985,0.940672217402607,0.229655275586993,0.125809743301943,0.220940825296566
1.9685,'yes',0,0.605986566282809,0.0700630105566233,0.543350770603865,0.858422005549073,0.283555322559550,0.0482980234082788,0.795991648454219,0.199558488558978,0.286500581772998,0.62501116655767
0.714,'no',0,0.788030444877222,0.497261130949482,0.598346579587087,0.974849298829213,0.412602866068482,0.185303728794679,0.509757822845131,0.214403434889391,0.791996248532087,0.292087367037311
3.35,'yes',0,0.88022172334604,0.845344242174178,0.588977347128093,0.299073615111411,0.709991704672575,0.184292965801433,0.566704264143482,0.299053856637329,0.136095110327005,0.702293044421822
3.082,'yes',0,0.643733901437372,0.880248288391158,0.523858129745349,0.559780929237604,0.421896538697183,0.435745886527002,0.636141233379021,0.950019699987024,0.213134038960561,0.417885607806966
3.969,'yes',0,0.717229648726061,0.665017764549702,0.881722678430378,0.844638599315658,0.522757119266316,0.0305188754573464,0.531801229575649,0.153252676827833,0.710978556191549,0.229525559348986
0.624,'yes',0,0.218272675294429,0.862662140512839,0.560390267521143,0.554466317640617,0.0158425876870751,0.820462166331708,0.320874656317756,0.55028705811128,0.780797994229943,0.831112424144521
1.37,'yes',0,0.656158532714471,0.852264699526131,0.676758437883109,0.169717517448589,0.63046810310334,0.334897434804589,0.579509642440826,0.218427556566894,0.0513538219965994,0.951305013149977
1.063,'yes',0,0.0519906892441213,0.157391324406490,0.286104958970100,0.525216162903234,0.349424554267898,0.91802873276174,0.226119341794401,0.961121874162927,0.00289861881174147,0.922375764232129
1.71,'yes',0,0.176969738444313,0.56278892676346,0.70801493874751,0.939071374945343,0.330843080766499,0.248875697841868,0.765761681599542,0.74940894311294,0.481253370875493,0.565645912662148
0.98,'no',0,0.168898246483877,0.929737156257033,0.361152623780072,0.0814869871828705,0.974583150120452,0.167988056316972,0.60562696121633,0.189193513942882,0.113391045946628,0.0598728151526302
4.813,'no',0,0.630892531946301,0.00910012098029256,0.119418987771496,0.359476604266092,0.085583386477083,0.497722285566851,0.966287055751309,0.0433822670020163,0.773134957067668,0.5130191068165
3.076,'yes',0,0.443427526159212,0.845382526749745,0.126101973699406,0.220903767971322,0.126136219361797,0.519415304064751,0.368584509938955,0.869183604838327,0.597707682522014,0.406443304847926
1.314,'yes',0,0.922792367637157,0.315420888131484,0.790642869891599,0.543130899313837,0.576884584967047,0.467518670950085,0.895692271646112,0.662134583573788,0.80395032116212,0.602772350190207
1.159,'yes',0,0.861773255979642,0.234338908456266,0.897628893144429,0.953037004219368,0.244798064930364,0.93591583124362,0.995597204193473,0.764059112407267,0.69623223785311,0.863972313003615
3,'yes',0,0.67167567065917,0.973875587107614,0.800413442542776,0.0145672401413321,0.168023739708588,0.535414366051555,0.695079006953165,0.453424284234643,0.410072607919574,0.126660879002884
1.489,'yes',0,0.572810124838725,0.999683901434764,0.267172278370708,0.0193032147362828,0.795935742324218,0.382121587404981,0.884037153795362,0.587312031304464,0.221658748108894,0.161874702898785
2.625,'yes',0,0.81210135598667,0.42123570619151,0.727190394653007,0.770848134765401,0.965889079496264,0.727425271645188,0.719675859669223,0.116266272030771,0.809001137502491,0.324998657917604
4.41,'yes',0,0.0856254242826253,0.368313094368204,0.463672483572736,0.250235405517742,0.636034606490284,0.146489915903658,0.541330253705382,0.767971826484427,0.267854885896668,0.853354564169422
2.737,'yes',0,0.289084088755772,0.439438122790307,0.914472332689911,0.0214857219252735,0.141957371961325,0.974095254437998,0.59038635971956,0.703394217882305,0.310111624887213,0.231943434802815
6.7,'no',0,0.071776082739234,0.879894830519333,0.765366926556453,0.681137616978958,0.861609610496089,0.736970032565296,0.264221886871383,0.989870694465935,0.391911387909204,0.645916417008266
1.8,'yes',0,0.714231986319646,0.0461842727381736,0.0507804956287146,0.0681612673215568,0.616605210583657,0.88542895251885,0.0179603300057352,0.329888856504112,0.383130871225148,0.359732383629307
3.425,'yes',0,0.906504285288975,0.0540312672965229,0.422261394793168,0.266203287988901,0.48416961892508,0.34338776441291,0.289639256661758,0.722014251863584,0.143471845425665,0.965927863726392
2.4266,'yes',0,0.553379736142233,0.849263535346836,0.673760873964056,0.824401552556083,0.517109404783696,0.0478799901902676,0.135150115238503,0.56538445269689,0.775958376936615,0.885962899075821
0.383,'yes',0,0.262643225025386,0.778626093408093,0.515385250095278,0.601737156277522,0.458227237919345,0.132307207444683,0.654717894736677,0.337226087925956,0.473687509307638,0.54915595985949
0.617,'no',0,0.725582174258307,0.223745392868295,0.936557155800983,0.580695297569036,0.554795291973278,0.809856994077563,0.435620168689638,0.375702937832102,0.842241164995357,0.665316923055798
2.198,'yes',0,0.490530386334285,0.165792015846819,0.750032673589885,0.944158000173047,0.91647461312823,0.728886507917196,0.180194556945935,0.921767791267484,0.789644327480346,0.0303336505312473
1.23,'yes',0,0.641204169252887,0.313022918766364,0.094435976119712,0.343437845818698,0.703493702923879,0.310626678401604,0.167377874953672,0.828476592199877,0.123796742176637,0.192484856117517
1.261,'yes',0,0.399399172747508,0.148217900888994,0.0183452456258237,0.00127990124747157,0.404869607649744,0.699600064894184,0.69146030396223,0.94034196739085,0.367052558111027,0.0257855912204832
2.374,'yes',0,0.98718262417242,0.579892557580024,0.472695542965084,0.908531620632857,0.163519290508702,0.435858507873490,0.257228445727378,0.339315355289727,0.179344680160284,0.647667680401355
2.692,'yes',0,0.672611926915124,0.111015173606575,0.228936133207753,0.873502120841295,0.634225878166035,0.0294916981365532,0.186062540626153,0.106270672753453,0.776016771327704,0.208360392134637
3.3,'no',0,0.181882443837821,0.324374383082613,0.302345827687532,0.229432612890378,0.591336928540841,0.0282597236800939,0.614254478132352,0.320048626046628,0.00891284528188407,0.867294644471258
0.703,'yes',0,0.0321661264169961,0.740986390039325,0.206105934921652,0.172152253799140,0.55980956600979,0.0387425827793777,0.876726718852296,0.203751391498372,0.377461451804265,0.604799658991396
2.69,'yes',0,0.486411520978436,0.646563466405496,0.130572563502938,0.863098486093804,0.375048199668527,0.131978933932260,0.346316020237282,0.601436918135732,0.640037829522043,0.0676522071007639
6.29,'no',0,0.0136350027751178,0.517892237054184,0.31557626882568,0.800115813268349,0.167235331377015,0.246190706035122,0.623119127936661,0.588173827854916,0.428790330188349,0.412451694952324
3.35,'yes',0,0.182479793438688,0.172277953708544,0.590234025148675,0.0537096033804119,0.793909421889111,0.937537165591493,0.559838606510311,0.444131928961724,0.684760943055153,0.120092609897256
1.1,'yes',0,0.788549151970074,0.14982715039514,0.125607143621892,0.274522644234821,0.857647982425988,0.924733117921278,0.610998273361474,0.0614780529867858,0.440579670714214,0.85805063857697
2.433,'yes',0,0.953040678054094,0.996235324069858,0.475948121864349,0.486057018395513,0.319901398383081,0.050207549938932,0.239223012235016,0.361510412534699,0.461511942092329,0.0417369762435555
0.606,'yes',0,0.851957999169827,0.0916321326512843,0.278536861995235,0.316686522914097,0.791593107627705,0.680269276490435,0.142306948546320,0.392946359468624,0.994843205669895,0.102078438736498
0.4428,'yes',0,0.252291056327522,0.0986432840581983,0.301560113904998,0.168795743491501,0.209846547571942,0.544165714411065,0.721839976962656,0.683196634054184,0.538223317591473,0.447338816476986
1.545,'yes',0,0.391975012142211,0.898724435595796,0.55345892906189,0.499167846282944,0.431894690031186,0.578455267474055,0.818528902716935,0.680280469823629,0.883700505364686,0.0516094139311463
0.783,'no',0,0.446245100582018,0.899319955613464,0.440007611177862,0.0144085302017629,0.0144969406537712,0.0135190216824412,0.375504511874169,0.652385578956455,0.871359748300165,0.886422645999119
4.045,'yes',0,0.3749790918082,0.195116331800818,0.00372509611770511,0.924312081886455,0.81778069329448,0.106701847165823,0.160940806847066,0.552173898788169,0.00314782792702317,0.492431453894824
0.947,'no',0,0.493409295799211,0.946125202812254,0.249650073936209,0.576415311777964,0.831772510427982,0.276536524761468,0.751900105504319,0.997544722864404,0.691756857326254,0.0566483007278293
3.221,'yes',0,0.95514603657648,0.711392037803307,0.898132306756452,0.315926606301218,0.285778076387942,0.957698959391564,0.0300998573657125,0.784094010479748,0.405082633253187,0.343614598968998
2.6147,'yes',0,0.197464837925509,0.0530841306317598,0.0293439510278404,0.0848212691489607,0.210259384242818,0.601067405892536,0.0108289672061801,0.928117925068364,0.332301560090855,0.458421122049913
5.11,'yes',0,0.230495610041544,0.742778728250414,0.904613371239975,0.72989859408699,0.637219849741086,0.95048907934688,0.187582204584032,0.264069820987061,0.201823538867757,0.167163851903751
5.6,'no',0,0.375249287812039,0.967795059317723,0.595434512943029,0.219828007044271,0.865854344097897,0.739998592296615,0.391745949629694,0.285361716290936,0.0704278559423983,0.409020585473627
3.2,'no',0,0.790950004244223,0.677060232497752,0.656645429786295,0.491934763267636,0.526433614082634,0.267737348098308,0.633561069145799,0.262869326397777,0.0517883871216327,0.299472137587145
2.346,'yes',0,0.660942688584328,0.605178576195613,0.954314244911075,0.330422837985680,0.943301949184388,0.0366630209609866,0.128288103733212,0.965811565285549,0.469327953411266,0.925392505712807
0.08,'no',0,0.794239038601518,0.198071753140539,0.229178188368678,0.982093738159165,0.102469894103706,0.478975565638393,0.378513221163303,0.74870774592273,0.315451212227345,0.376462177140638
2.4996,'yes',0,0.229109900537878,0.051036620978266,0.367049509659410,0.247954869177192,0.728400930762291,0.619070253800601,0.683045718353242,0.620325846364722,0.148394483141601,0.649494722951204
4.349,'no',0,0.996247375616804,0.94696142943576,0.311203418765217,0.109118160326034,0.607596781337634,0.814390956889838,0.79279507137835,0.847845430718735,0.705690476344898,0.75827632797882
0.83,'yes',0,0.992613256210461,0.0358412156347185,0.213730822550133,0.0679138738196343,0.431473706848919,0.985041649313644,0.274213593453169,0.673772618174553,0.39812391763553,0.739355858648196
0.297,'no',0,0.728426962392405,0.0840829103253782,0.265040570870042,0.248454896965995,0.718732298118994,0.489136435789987,0.614016636973247,0.9312215722166,0.242697621695697,0.309834856539965
1.605,'no',0,0.788747858256102,0.203046201961115,0.443166717188433,0.650101011618972,0.699535983381793,0.449663761770353,0.0131678639445454,0.545298591023311,0.901040452998132,0.919477492570877
1.14,'yes',0,0.00432724971324205,0.365753332618624,0.168693918269128,0.71166938636452,0.152684362139553,0.661081244470552,0.987393774557859,0.389950934099033,0.685633047483861,0.562109010992572
0.49,'yes',0,0.386026697931811,0.355926163494587,0.535369111225009,0.90920893009752,0.94136233953759,0.480924014700577,0.513999293092638,0.0926739361602813,0.0756906666792929,0.680978586431593
1.24,'no',0,0.230164729990065,0.373209485318512,0.493406855501235,0.538439117372036,0.758642818778753,0.260473839240149,0.0437394462060183,0.324948051245883,0.393572908593342,0.105910759419203
1.29,'no',0,0.262574761640280,0.723126380471513,0.646700694225729,0.649569165427238,0.0357112577185035,0.327448283089325,0.741078915307298,0.303787685697898,0.471719099208713,0.179098622873425
2.58,'no',0,0.342020342359319,0.253782289801165,0.215319381793961,0.209000909235328,0.455510926665738,0.825610779691488,0.176025568507612,0.376964235678315,0.857284095836803,0.855898945592344
1.03,'yes',0,0.744307641871274,0.466536368243396,0.233327159425244,0.436882249079645,0.565113295568153,0.0170765283983201,0.680080751422793,0.293476163642481,0.873774780659005,0.828158502932638
2.45,'no',0,0.208521493012086,0.464139853138477,0.770304590230808,0.576051546027884,0.980812036199495,0.764534306246787,0.644089858280495,0.0900343833491206,0.185581801459193,0.591976679628715
0.971,'yes',0,0.297358010662720,0.421862195478752,0.326257115462795,0.205438290024176,0.227673606015742,0.376582427881658,0.516779546625912,0.241676113335416,0.985197436995804,0.704052064800635
3.24,'yes',0,0.99342937185429,0.537772198673338,0.794792973669246,0.946131432894617,0.679284772835672,0.986031419597566,0.872993323719129,0.844533468363807,0.721792214084417,0.714804070536047
2.17,'yes',0,0.799222830450162,0.687323368852958,0.996694406494498,0.549431993626058,0.328547773184255,0.8303638829384,0.0348866467829794,0.954212622018531,0.486097063636407,0.733271135948598
4.667,'yes',0,0.904739218065515,0.724531786050647,0.672562084160745,0.625860941363499,0.588279750663787,0.50126409297809,0.432273035869002,0.539883714867756,0.963073153048754,0.472048043971881
2.821,'yes',0,0.799168326891959,0.673089132877067,0.626329767983407,0.880218922160566,0.0507284868508577,0.31682647834532,0.885626505827531,0.00897174701094627,0.528012531111017,0.160829429049045
0.5915,'no',0,0.490896285045892,0.137756306678057,0.612599791726097,0.501530894311145,0.192335866624489,0.803285649744794,0.623460021102801,0.139068926917389,0.0685501918196678,0.374623741954565
0.937,'yes',0,0.652257030829787,0.85486779990606,0.471924592508003,0.648316674865782,0.75272398116067,0.560668644728139,0.552521675825119,0.123674316797405,0.807469700463116,0.675548625877127
2.68,'yes',0,0.640204108785838,0.240996326785535,0.534628453897312,0.898795881075785,0.593526364071295,0.873227574396878,0.348056473303586,0.378667869139463,0.306309843901545,0.321177246514708
3.78,'yes',0,0.598685045726597,0.542199614457786,0.698128629708663,0.42364250915125,0.0114237300585955,0.419894380262122,0.309784776298329,0.366614686325192,0.936325907707214,0.114279848290607
3.375,'yes',0,0.212067929329351,0.717716451967135,0.99483995232731,0.729456925066188,0.169965329812840,0.786282503278926,0.638330777874216,0.319641467183828,0.0739345524925739,0.107429070165381
0.836,'yes',0,0.462580304360017,0.47133663110435,0.52562652155757,0.0988811561837792,0.972922112094238,0.612685929983854,0.63146944809705,0.627564401365817,0.665306075243279,0.604067518608645
3.355,'no',0,0.149529394460842,0.470627464819700,0.648816063068807,0.613697592634708,0.781231658067554,0.103290712693706,0.483011975651607,0.200626216828823,0.627115809591487,0.378839049953967
3.626,'yes',0,0.628366872435436,0.0871136807836592,0.634556837379932,0.398056843783706,0.197944156359881,0.912107364740223,0.261636113282293,0.346209325827658,0.641483150422573,0.090839352691546
1.949,'no',0,0.650804559001699,0.135933738667518,0.189645650563762,0.66434263670817,0.408348796423525,0.351336500141770,0.982311176368967,0.319062110967934,0.209600331727415,0.319165957858786
1.755,'no',0,0.895448195748031,0.522470414638519,0.423994269920513,0.856235682731494,0.413467213744298,0.0732601028867066,0.860233646817505,0.471448050113395,0.152918079169467,0.399652813095599
1.44,'yes',0,0.314429553924128,0.327071602223441,0.153696019435301,0.688936664490029,0.184171926928684,0.295202402863652,0.296721169725060,0.694856177316979,0.0174319599755108,0.202523862710223
1.416,'yes',0,0.790833190316334,0.0153827206231654,0.984140509972349,0.937040345044807,0.80103369988501,0.159592838026583,0.99674164596945,0.96105616306886,0.404615724692121,0.962195106316358
1.6398,'yes',0,0.846921864897013,0.49998681480065,0.739735963288695,0.331036154879257,0.694454277167097,0.456982594216242,0.767414588248357,0.492494631325826,0.612755414098501,0.351823400240391
3.036,'yes',0,0.657108436804265,0.235459651099518,0.041126151336357,0.7889523813501,0.467631825711578,0.399859227705747,0.0107302530668676,0.389562504831702,0.264741206075996,0.602848141686991
0.54,'yes',0,0.946592453634366,0.954169606789947,0.533166044391692,0.795537207275629,0.808421846246347,0.0860240121837705,0.864271468250081,0.255579004529864,0.828785287449136,0.474038132932037
3.038,'no',0,0.447923995321617,0.0328064667992294,0.106751720653847,0.208762728376314,0.0278961060103029,0.938093886245042,0.129053898854181,0.312517007580027,0.984880323521793,0.806191427633166
1.55,'yes',0,0.0310455744620413,0.143493070267141,0.41434398945421,0.129389823414385,0.359653073828667,0.606544363312423,0.87177028390579,0.533629497280344,0.167200937867165,0.532287012785673
2.352,'yes',0,0.846829851157963,0.509724073112011,0.8697154649999,0.267053558491170,0.740088855382055,0.965526250656694,0.164061974268407,0.240326961269602,0.742541396524757,0.296301158610731
4.9,'no',0,0.750809260644019,0.189550079172477,0.024930048501119,0.395423588110134,0.0105395379941911,0.0744828721508384,0.065622282680124,0.64860952179879,0.845090822782367,0.704009420936927
2.71,'yes',0,0.75721711711958,0.352651869645342,0.317855948349461,0.194660077337176,0.79246517457068,0.729636847507209,0.999253197340295,0.0308576147072017,0.796696664299816,0.417445655912161
0.82,'yes',0,0.975842102663592,0.730783115606755,0.840094137704,0.623479385860264,0.306716629071161,0.80277516786009,0.556375600164756,0.0949432516936213,0.576560073764995,0.81592085165903
3.8479,'yes',0,0.318201058777049,0.598741882480681,0.634061321150512,0.747288541868329,0.819117439677939,0.566501938039437,0.0649374376516789,0.631209169281647,0.0627200421877205,0.955968755297363
2.31,'yes',0,0.0510745046194643,0.720144535182044,0.00131839560344815,0.281332087004557,0.745247655315325,0.462933813687414,0.309307073242962,0.916847226209939,0.724346778355539,0.570453799562529
3.91,'no',0,0.269069710047916,0.916964864591137,0.754415548872203,0.0810780844185501,0.59174521220848,0.340170044451952,0.527914375532418,0.94513495429419,0.532403143122792,0.873640983598307
3.44,'no',0,0.0641208926681429,0.98576448741369,0.125580913852900,0.633537660120055,0.404081437271088,0.259389837738127,0.296125974040478,0.706485957605764,0.00496513140387833,0.57680740673095
0.0331,'yes',0,0.332518310751766,0.00914826989173889,0.609431684017181,0.67357524856925,0.589875654317439,0.0420547439716756,0.112902271328494,0.865993699291721,0.529948493931442,0.274094811175019
0.696,'yes',0,0.0322601918596774,0.253621142357588,0.742728991666809,0.0687078246846795,0.413770021405071,0.833105883095413,0.439602681202814,0.55502065224573,0.67884204373695,0.220732334768400
2.512,'yes',0,0.820193044142798,0.228586670476943,0.0768757860641927,0.81417858786881,0.953595144907013,0.257956156739965,0.653199728578329,0.203060595784336,0.51891709305346,0.762772881425917
1.165,'no',0,0.143280246295035,0.616560624912381,0.208525607595220,0.638761494774371,0.985181733733043,0.302064285147935,0.348653822671622,0.306256013689563,0.176860193954781,0.712751752464101
8.1,'no',0,0.690616123378277,0.570621566846967,0.33674974180758,0.349266659235582,0.394181035924703,0.578892811900005,0.81179692549631,0.426717439899221,0.401109654456377,0.440049247816205
1.608,'yes',0,0.315956924576312,0.952959549846128,0.447721441043541,0.983195079956204,0.744985823286697,0.171481454744935,0.381724396022037,0.0616835192777216,0.675314448075369,0.436503765406087
2.04,'yes',0,0.812034449540079,0.778289816109464,0.59698808612302,0.773170384578407,0.910549012711272,0.490696952212602,0.546857936307788,0.155983308097348,0.65589465550147,0.424230040051043
0.97,'yes',0,0.00366804725490510,0.175606861943379,0.0375578403472900,0.631385212298483,0.178141981828958,0.206708970945328,0.71257624332793,0.428561312379315,0.864369513932616,0.716557621723041
2.752,'yes',0,0.423113835277036,0.461077378131449,0.95613116514869,0.663295448059216,0.22411647439003,0.629383068764582,0.334957090904936,0.722726119449362,0.848547919420525,0.061718288809061
1.092,'no',0,0.754375879885629,0.448654978303239,0.746868040179834,0.851704944856465,0.130715571111068,0.607305804500356,0.576805374352261,0.499461688334122,0.527949719224125,0.597245150944218
0.54,'yes',0,0.227136559784412,0.900111046852544,0.357720610219985,0.753829832188785,0.202462373767048,0.387396947015077,0.603727990295738,0.604198857909068,0.251159505452961,0.0508230635896325
2.9,'no',0,0.0170662996824831,0.458177323685959,0.0453176135197282,0.0634142723865807,0.464256343897432,0.89401477505453,0.660481671569869,0.987314405851066,0.320237411186099,0.579774198355153
5.3,'no',0,0.291795821627602,0.85614494024776,0.957485156366602,0.038816443644464,0.88130865432322,0.304285819875076,0.0185840080957860,0.363186054863036,0.448559929151088,0.798086756141856
0.937,'yes',0,0.896855463273823,0.251685135997832,0.177342751994729,0.474378394428641,0.337017483543605,0.993070266675204,0.307116511045024,0.902684550033882,0.0137440587859601,0.673026809701696
1.95,'yes',0,0.185722459340468,0.58029101206921,0.551649430766702,0.311362044885755,0.311828328063712,0.619683959521353,0.35544385202229,0.265874390490353,0.73020714125596,0.225552174495533
1.51,'yes',0,0.605902093928307,0.993544604862109,0.827393800253049,0.462854175129905,0.871725788107142,0.0971461657900363,0.440210457192734,0.366056813858449,0.330199054675177,0.592683142283931
0.542,'yes',0,0.524990016594529,0.518388077849522,0.858686289051548,0.0811652683187276,0.771752685075626,0.782078717369586,0.789782741805539,0.0145078864879906,0.213619897142053,0.593512874562293
0.544,'yes',0,0.200431323843077,0.905189324868843,0.0408592997118831,0.685527008958161,0.645233238581568,0.514775891788304,0.427429593866691,0.460602533770725,0.106062413658947,0.685348382685333
