@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no ','yes'}
@attribute useless numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@attribute useless33 numeric
@attribute useless34 numeric
@attribute useless35 numeric
@attribute useless36 numeric
@attribute useless37 numeric
@attribute useless38 numeric
@attribute useless39 numeric
@attribute useless40 numeric
@attribute useless41 numeric
@attribute useless42 numeric
@attribute useless43 numeric
@attribute useless44 numeric
@attribute useless45 numeric
@attribute useless46 numeric
@attribute useless47 numeric
@attribute useless48 numeric
@attribute useless49 numeric
@attribute useless50 numeric
@attribute useless51 numeric
@attribute useless52 numeric
@attribute useless53 numeric
@attribute useless54 numeric
@attribute useless55 numeric
@attribute useless56 numeric
@attribute useless57 numeric
@attribute useless58 numeric
@attribute useless59 numeric
@attribute useless60 numeric
@attribute useless61 numeric
@attribute useless62 numeric
@attribute useless63 numeric
@attribute useless64 numeric
@data
1.331,'no ',0,0.722841841401532,0.935629955492914,0.0116284543182701,0.307144804624841,0.757121090544388,0.797246802831069,0.469859720906243,0.0847049695439637,0.135592587292194,0.538233554922044,0.839437051210552,0.283059750683606,0.473629800835624,0.326598253566772,0.533194404328242,0.790469453670084,0.335557027021423,0.96724677667953,0.327421096153557,0.829581575701013,0.99890304892324,0.657029546331614,0.144191520754248,0.640352917835116,0.400837293127552,0.520491607254371,0.424147573998198,0.785953721264377,0.73507738346234,0.874428274808452,0.918471882352605,0.0805670425761491,0.348353957757354,0.768559335265309,0.980695266509429,0.245530102169141,0.687159536872059,0.941501799272373,0.265301483683288,0.823075259570032,0.157264988869429,0.0789535697549582,0.533959718421102,0.336054267827421,0.608579461928457,0.64689103513956,0.861153959529474,0.720873082056642,0.715663134353235,0.104018390877172,0.732868123566732,0.259305908344686,0.124969314550981,0.185946399811655,0.0553908434230834,0.78068370721303,0.166956508532166,0.430046529276296,0.736091738333926,0.839168810285628,0.200447124661878,0.635861824965104,0.895175271900371,0.120002237381414
1.18,'yes',0,0.940391239477322,0.91168600693345,0.367389613529667,0.991098656551912,0.0998050153721124,0.825255716685206,0.696023288881406,0.577562636928633,0.827141464687884,0.378824735293165,0.240780619904399,0.979930172907189,0.167756165144965,0.667949052061886,0.73434927337803,0.84046324971132,0.734347296645865,0.0303320765960962,0.998332618037239,0.803503182716668,0.586748186964542,0.754123308928683,0.529848603298888,0.807110089575872,0.194890285842121,0.344648608006537,0.744629458989948,0.272478498984128,0.830148806096986,0.463267524261028,0.494559523882344,0.911775402259082,0.498859672807157,0.875656995223835,0.876734553137794,0.957535718102008,0.180701633216813,0.589066208107397,0.000414558919146657,0.280723290052265,0.0322105104569346,0.535194069379941,0.230343502014875,0.571013465058059,0.229143830481917,0.805177829228342,0.354153185617179,0.57936579384841,0.807715423870832,0.0934756833594292,0.527101082727313,0.424892068142071,0.351843017153442,0.060629258165136,0.0110432750079781,0.720891488483176,0.0138121834024787,0.00207992619834840,0.649788299109787,0.794765864731744,0.0478506560903043,0.916980831651017,0.859872640576214,0.294835896696895
0.059,'no ',0,0.611655460903421,0.499108387390152,0.81152175879106,0.274380896240473,0.052924151532352,0.493605978088453,0.286520884139463,0.842599165160209,0.227122659329325,0.915755110094324,0.618901828303933,0.741992608178407,0.29762621759437,0.841344661545008,0.122734240954742,0.688055405626073,0.4275971443858,0.780281010316685,0.365643633529544,0.599112908355892,0.243154074298218,0.98502386151813,0.0725040526594967,0.438482170458883,0.776709957281128,0.458555404795334,0.323800725396723,0.00669134501367807,0.103440507547930,0.418609625659883,0.546350299147889,0.96814292971976,0.0390730479266495,0.915479660732672,0.826229023514315,0.487005735281855,0.925385152222589,0.335269535426050,0.223034692928195,0.690762541722506,0.59408909198828,0.154015752952546,0.592466163448989,0.189195173792541,0.343981049023569,0.528621229808778,0.0359543017111719,0.376582604367286,0.768132337136194,0.501457720762119,0.520662674214691,0.0372037063352764,0.757677003508434,0.396732229506597,0.731329014524817,0.565041524823755,0.454174796584994,0.765843708999455,0.770871595479548,0.265275011304766,0.898703801678494,0.551571708871052,0.961707717506215,0.497561178868636
1.16,'yes',0,0.857269214699045,0.0423507504165173,0.429840608267114,0.88651866465807,0.976375969359651,0.589576415950432,0.623001877451316,0.586591255152598,0.86198065825738,0.391063329996541,0.909105553058907,0.162833945825696,0.724667894188315,0.370740832528099,0.481476856861264,0.414629722712561,0.063204504083842,0.409509974066168,0.372226460138336,0.513249041512609,0.968496652087197,0.318495844490826,0.943847820628434,0.717120489338413,0.321674551349133,0.893263766309246,0.366146317915991,0.379166273400187,0.719729003729299,0.828839344670996,0.388197047635913,0.724415857112035,0.286284170579165,0.608820765279233,0.0332469397690147,0.584197400370613,0.405423937132582,0.831568985944614,0.951405468164012,0.278992757434025,0.161268601892516,0.66119859344326,0.0261827663052827,0.471682148519903,0.801533121382818,0.451669938862324,0.442984456429258,0.333398737711832,0.124825775157660,0.666091865627095,0.24206387414597,0.943119561299682,0.324081016937271,0.0774565576575696,0.656236017122865,0.523833866929635,0.335368169937283,0.971679874463007,0.341339377919212,0.490226587513462,0.83897236827761,0.654930826276541,0.726586469681934,0.664075261680409
1.547,'yes',0,0.0906975334510207,0.838922741822898,0.0817479502875358,0.957954492187127,0.260147279128432,0.230400146450847,0.102646950865164,0.741034736623988,0.916819475125521,0.143584470730275,0.260780031094328,0.983402678044513,0.981358246412128,0.687162104528397,0.288669425528497,0.296739435987547,0.794199849944562,0.125752171734348,0.941525945672765,0.694059516303241,0.361041378928348,0.541584454011172,0.802613508887589,0.649456994608045,0.883236310910434,0.354922499042004,0.412340602837503,0.523530964739621,0.314469973091036,0.76360990316607,0.860440539196134,0.369363134261221,0.522837477503344,0.886385881341994,0.810565691208467,0.799264792818576,0.409343731822446,0.613402476534247,0.969662396004423,0.972902028588578,0.227822422515601,0.169534428510815,0.534067096654326,0.618460536934435,0.0837915705051273,0.0792200025171041,0.580951425712556,0.547907523810863,0.983350532129407,0.279298573033884,0.614290539873764,0.696997672086582,0.813341241562739,0.227438729023561,0.491102331085131,0.0251220564823598,0.212672244291753,0.638276152778417,0.988288073800504,0.595351773081347,0.18888395302929,0.510122985113412,0.367422715993598,0.74298916105181
1.692,'yes',0,0.591493708081543,0.865470292046666,0.317632186459377,0.453068155329674,0.399859477998689,0.0539103555493057,0.87054623127915,0.277484237449244,0.995179205667228,0.445123827084899,0.351944121997803,0.101768243359402,0.318758727051318,0.319212730741128,0.139189229113981,0.883833118481562,0.154876019107178,0.0406740382313728,0.510405879002064,0.952632624888793,0.266318681649864,0.491213285829872,0.464520261855796,0.630913962842897,0.915312083205208,0.491522169671953,0.143041331553832,0.184553143568337,0.390034742187709,0.479403550270945,0.804620766779408,0.322976263007149,0.251583866309375,0.322731411317363,0.878561409423128,0.278228197479621,0.171681388979778,0.0504437913186848,0.929100664332509,0.0971679969225079,0.488680653972551,0.905882926890627,0.849715502001345,0.473480937303975,0.461878323694691,0.123199185356498,0.764891621889547,0.953301856061444,0.770043860422447,0.63380037737079,0.199627598980442,0.596897618146613,0.629578256281093,0.611811378970742,0.263518066611141,0.207800108008087,0.335116683272645,0.160826327046379,0.874690784141421,0.161418952513486,0.436687863431871,0.419305502437055,0.00837834482081234,0.0122494809329510
3.85,'no ',0,0.941268147202209,0.922312709037215,0.803310234099627,0.105996364727616,0.170199613086879,0.360982831101865,0.298277199734002,0.307101140497252,0.12123083579354,0.196868697879836,0.0288859268184751,0.0656018303707242,0.141262045362964,0.378066693199798,0.431767666945234,0.267699876567349,0.374238190706819,0.234130707336590,0.122982251225039,0.163151840912178,0.413032060023397,0.293529745656997,0.515834808116779,0.248830903088674,0.977585210464895,0.313354269601405,0.939969887491316,0.29834643448703,0.743963804561645,0.625594130484387,0.0735977224539965,0.0447190571576357,0.252145288744941,0.775124192005023,0.98266221000813,0.676981050288305,0.704693238949403,0.466010699281469,0.738412315491587,0.547556681325659,0.503116630716249,0.97709926427342,0.297291349386796,0.385415494441986,0.618987880181521,0.321339863352478,0.84028942650184,0.130752935074270,0.771087004803121,0.471268251538277,0.0752408350817859,0.705458793789148,0.069994512014091,0.361973948776722,0.228246601065621,0.199509600875899,0.790775073459372,0.383115668315440,0.066724122967571,0.067149584647268,0.9803186270874,0.863519258098677,0.235591587610543,0.247361036017537
4.109,'no ',0,0.609326583798975,0.677179388003424,0.0562577159143984,0.367623367113993,0.673897178377956,0.926125094061717,0.595473705558106,0.389935387764126,0.82298311800696,0.904636649880558,0.84355919668451,0.494152163155377,0.218894922640175,0.327192298369482,0.264524226076901,0.94821820803918,0.92575272754766,0.979721748270094,0.638400950934738,0.345646462170407,0.16126711666584,0.887541610980406,0.904763169120997,0.374991626711562,0.0828466536477208,0.390044968342409,0.578376136953011,0.0924358386546373,0.154022931819782,0.479310564696789,0.242477371823043,0.506927101640031,0.756340853869915,0.398171021137387,0.557548099197447,0.0219777799211442,0.417789321392775,0.432771551888436,0.313287477940321,0.0727373552508652,0.433930389583111,0.84421870415099,0.420476259896532,0.722853763727471,0.352583444444463,0.318432955536991,0.651468254858628,0.116077289683744,0.108451609266922,0.295784614281729,0.625935519346967,0.956172480015084,0.134268141584471,0.0365648893639445,0.00727743515744805,0.411659787641838,0.22193219861947,0.174355410039425,0.138386974809691,0.744274503551424,0.139060953864828,0.417691258713603,0.480931748170406,0.371199203887954
2.296,'yes',0,0.147496490506455,0.92307378235273,0.763056388590485,0.833290808601305,0.112607885617763,0.702760820277035,0.650565836345777,0.795219823950902,0.230548766907305,0.674357607262209,0.405246351612732,0.260002617491409,0.420295029412955,0.0670457624364644,0.0672234501689672,0.868044683942571,0.168614385183901,0.0832683567423373,0.63414325308986,0.94308678433299,0.587366285035387,0.80959431733936,0.863904954632744,0.632679701317102,0.436092129908502,0.00590626825578511,0.529575420776382,0.465614139568061,0.843118252931163,0.908166344510391,0.640745908720419,0.89488028571941,0.826494922162965,0.190751114394516,0.160990263568237,0.469388247467577,0.416167147923261,0.865775696234778,0.659587593749166,0.30285473074764,0.622587522491813,0.841714319773018,0.838333156658337,0.925165547756478,0.0568984486162663,0.0116215643938631,0.607392575358972,0.843012573197484,0.766678366810083,0.179021904943511,0.625950283370912,0.335212838836014,0.57498337700963,0.530761279864237,0.208131776656955,0.290173581335694,0.335910074878484,0.601032075006515,0.727544446242973,0.582936096005142,0.570561124710366,0.641268596053123,0.134541518986225,0.768816545372829
0.6535,'yes',0,0.904464807594195,0.125961517682299,0.258074723882601,0.997633734717965,0.632266662083566,0.2939891256392,0.219022481003776,0.731768481666222,0.92204071674496,0.48961843457073,0.769670785637572,0.367034395225346,0.572785428725183,0.779085990041494,0.451815987937152,0.702064177952707,0.0676222429610789,0.450076760258526,0.32723983656615,0.658209170214832,0.927961635403335,0.388412882108241,0.00357830361463130,0.110646319109946,0.746141354786232,0.0475255406927317,0.64918626844883,0.596216171281412,0.898144035367295,0.203358941944316,0.342775467783213,0.858029415365309,0.801896241493523,0.300681265071034,0.0188961708918214,0.215819712728262,0.094402574468404,0.358018103288487,0.560538679594174,0.0315526232589036,0.830666015157476,0.925387036288157,0.268089375924319,0.417966752778739,0.00847904570400715,0.303021774860099,0.476363947382197,0.245778145734221,0.664408882614225,0.387648270931095,0.888969567371532,0.778643657453358,0.120572599116713,0.839923502644524,0.714966447092593,0.138952226378024,0.916850759182125,0.499926727963611,0.85272314073518,0.532440182054415,0.365592995658517,0.0264047670643777,0.406912989215925,0.548897079657763
2.711,'yes',0,0.58950417698361,0.636057963594794,0.81159816076979,0.187166938558221,0.0407334021292627,0.827323476783931,0.245527399936691,0.208068233681843,0.393813844071701,0.547078905394301,0.765713232802227,0.852745540440083,0.428753181360662,0.342013431945816,0.981504996540025,0.543103459756821,0.744465737836435,0.89829871430993,0.542308201547712,0.507878120522946,0.746069780550897,0.403503827983513,0.0957663264125586,0.291888121748343,0.848742658738047,0.653451837366447,0.921485560247675,0.638120731571689,0.152534676250070,0.884333691326901,0.109869863372296,0.114602647256106,0.995973943267018,0.712291494943202,0.631225852761418,0.219054671004415,0.747451434843242,0.951000042725354,0.416922688949853,0.972264709416777,0.71209697634913,0.720712324604392,0.219473039498553,0.360962742241099,0.937837303848937,0.00787953403778374,0.980432327603921,0.695234592538327,0.617689391598105,0.782508181873709,0.336726114386693,0.738373504718766,0.0886448291130364,0.412440003827214,0.205696784891188,0.98527634749189,0.77833102713339,0.486928852740675,0.942791826790199,0.0249428746756166,0.721044493606314,0.868012056685984,0.933844903251156,0.523731756256893
2.452,'yes',0,0.152465966530144,0.803446234902367,0.9251000280492,0.691287011140957,0.862190049607307,0.525140564423054,0.214053814532235,0.826761374715716,0.133110795868561,0.623059895122424,0.330345167312771,0.733681853860617,0.978735400130972,0.731813541380689,0.150764895835891,0.169474588008597,0.187715261010453,0.170386272016913,0.335226190742105,0.564130870858207,0.535846490645781,0.931953759863973,0.955896994099021,0.022764042718336,0.640256415121257,0.0982488780282438,0.49749117391184,0.97475977265276,0.638924224535003,0.403439880115911,0.389419315615669,0.279994828393683,0.813336809165776,0.770595640875399,0.232174171600491,0.283672124147415,0.519856103463098,0.969112652121112,0.748295095283538,0.445294795092195,0.638802471803501,0.156082317698747,0.871552494587377,0.104042850900441,0.0942740766331553,0.481346093118191,0.983944669831544,0.48631310206838,0.299372412264347,0.316620727768168,0.756891640368849,0.565244757104665,0.196994150988758,0.626231756992638,0.868076542392373,0.458472474711016,0.378106652060524,0.567993538221344,0.0617047816049308,0.397388723911718,0.495008394354954,0.417730595218018,0.418445804156363,0.477148214587942
4.6497,'no ',0,0.534828684758395,0.522484941873699,0.569970643147826,0.771344405831769,0.937960680341348,0.407053893897682,0.0223018385004252,0.372304067015648,0.184783446835354,0.801194813800976,0.223413833184168,0.275757135357708,0.423908189870417,0.79367581824772,0.552058504428715,0.139493470545858,0.798668216913939,0.303622682346031,0.195555675076321,0.0562129551544785,0.374322886811569,0.368294155690819,0.168677877401933,0.746915382100269,0.788061496568844,0.508656240301207,0.902979653328657,0.601793155539781,0.216485486598685,0.64211185858585,0.492660043761134,0.687303175684065,0.760082938708365,0.947530091973022,0.495748469606042,0.670873510884121,0.304311217973009,0.455556924687698,0.0027512121014297,0.486454081954435,0.0298564909026027,0.140534806996584,0.254748723469675,0.461775771575049,0.129949315683916,0.0154636590741575,0.8712247624062,0.193635220639408,0.146448429906741,0.914190728217363,0.622466158587486,0.112398921279237,0.337777398759499,0.8596210940741,0.880101914750412,0.916208197595552,0.956147545715794,0.984637203160673,0.0324464107397944,0.0987737872637808,0.529056903906167,0.219440245302394,0.43607415095903,0.994226256385446
