@relation input_data
@attribute Z numeric
@attribute A numeric
@attribute EP0 numeric
@attribute FL numeric
@attribute MAX_SNR numeric
@attribute NH_PC numeric
@attribute T90 numeric
@attribute bat_image_signif numeric
@attribute bat_img_peak numeric
@attribute bat_trigger_dur numeric
@attribute PROB_Z_GT_4 numeric
@attribute bat_is_rate_trig {'no','yes'}
@attribute uvot_detection {'no','yes'}
@attribute triggerid_str {'106709','111063','111529','111622','114753','117504','130088','148225','148646','148833','150314','151207','152113','153514','154112','156467','163136','163170','174738','176453','177408','177533','178750','179968','180455','180977','191157','192059','205851','207399','208169','209352','209755','211117','211957','213486','213630','213823','214805','217704','217805','219101','221755','228006','228316','228581','229185','231231','231362','232339','232683','238108','238174','239899','240766','252593','255445','259714','263361','271019','275087','276205','278693','278854','279592','280706','282003','284856','285654','286809','287364','295670','296805','297114','299787','301981','302888','305288','306757','306778','308041','309096','309111','310613','312047','313087','313116','313299','313417','316204','316534','317508','319016','319036','319584','323898','324561','324895','326115','330856','331093','332851','332931','334877','335105','336489','337914','338895','342121','349510','350184','350311','352190','352648','353540','355083','357512','359530','359711','359951','370791','370846','373172','373458','374210','375246','377179','378559','412982','414592','416103','416135','419797','420398','421814','425151'}
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@attribute useless33 numeric
@attribute useless34 numeric
@attribute useless35 numeric
@attribute useless36 numeric
@attribute useless37 numeric
@attribute useless38 numeric
@attribute useless39 numeric
@attribute useless40 numeric
@attribute useless41 numeric
@attribute useless42 numeric
@attribute useless43 numeric
@attribute useless44 numeric
@attribute useless45 numeric
@attribute useless46 numeric
@attribute useless47 numeric
@attribute useless48 numeric
@attribute useless49 numeric
@attribute useless50 numeric
@attribute useless51 numeric
@attribute useless52 numeric
@attribute useless53 numeric
@attribute useless54 numeric
@attribute useless55 numeric
@attribute useless56 numeric
@attribute useless57 numeric
@attribute useless58 numeric
@attribute useless59 numeric
@attribute useless60 numeric
@attribute useless61 numeric
@attribute useless62 numeric
@attribute useless63 numeric
@attribute useless64 numeric
@data
0.059,?,32.42,2.23e-06,7.6,1.212,422,7.83,1835,64,0.1811,'no','no','416135',0.326175495050848,0.329621061682701,0.568109176587313,0.403342846315354,0.183786411071196,0.86952636973001,0.649866996798664,0.777407987508923,0.987627538153902,0.72987840231508,0.795403846539557,0.238405826734379,0.262362566078082,0.952633584616706,0.243720243917778,0.9930750511121,0.17728315689601,0.921835063723847,0.19501625536941,0.753359173657373,0.968746901955456,0.277448898646981,0.697735974099487,0.0885673011653125,0.904543402604759,0.610860206652433,0.364772857632488,0.766156560275704,0.143392863683403,0.253599925199524,0.823586768470705,0.184586373157799,0.561035953462124,0.922401219373569,0.744418431073427,0.584267831640318,0.86838634731248,0.76318042143248,0.293000606819987,0.303331054979935,0.792730987304822,0.0431932106148452,0.0732481116428971,0.075430179014802,0.807508596684784,0.8741761429701,0.941285877721384,0.59835093212314,0.107200034661219,0.0400629290379584,0.996211959980428,0.78658502153121,0.898835585918278,0.570286763133481,0.575955309672281,0.72574906446971,0.901769019896165,0.485786251258105,0.869264752836898,0.742230496369302,0.243824707809836,0.799793013138697,0.699631820432842,0.356526581337675
1.16,?,41.97,2.059e-07,10.1,0.091,5.34,?,?,?,0.0992,?,'yes','279592',0.406414603581652,0.135214640060440,0.502932358067483,0.112143046455458,0.222029745811597,0.644390557194129,0.277992442715913,0.00300088291987777,0.468526405980811,0.969836621312425,0.0426033141557127,0.0403531373012811,0.552211231319234,0.842420643661171,0.236527062486857,0.941473440965638,0.0163272751960903,0.66354212234728,0.0779102379456162,0.773447821149603,0.869678936665878,0.969740603351966,0.852862615603954,0.667297134874389,0.121351381996647,0.316391943255439,0.894524808740243,0.994267977541313,0.392242175526917,0.107180248480290,0.711222355719656,0.343049604445696,0.993313093669713,0.339382698992267,0.505729629192501,0.949822429567575,0.765159199712798,0.424853980075568,0.784035071497783,0.221744129899889,0.501843156991526,0.471393432468176,0.0668646262492985,0.117542630527169,0.282792850164697,0.051430749706924,0.549824917688966,0.152444899315014,0.575612953165546,0.299900078214705,0.592220300110057,0.257065439363942,0.181659916881472,0.316060863668099,0.567806234350428,0.0642063533887267,0.23998905508779,0.912536927964538,0.92061087070033,0.167278833920136,0.0172317943070084,0.026710684876889,0.625466054072604,0.544310802826658
1.547,-1.359,182.3,1.424e-05,35.5,0.079,30.69,9.37,239,2.048,0.07977,'yes','yes','338895',0.484801285201684,0.95096039911732,0.646981900325045,0.925142127322033,0.626007694052532,0.624723176239058,0.848276369739324,0.898042707005516,0.736452914308757,0.942642440320924,0.852181216934696,0.845271524274722,0.065085232257843,0.593468505889177,0.153007894521579,0.943236053921282,0.672434320906177,0.396479720715433,0.411005110479891,0.902070033596829,0.456376498332247,0.792847002623603,0.212638347875327,0.510265426244587,0.315990267321467,0.114716483047232,0.738267751876265,0.566563414176926,0.360350383911282,0.263058130862191,0.0747633194550872,0.801195259438828,0.698026161175221,0.543860114645213,0.875214736443013,0.940968269249424,0.0402418109588325,0.41146228578873,0.275826008757576,0.681490042246878,0.189060957869515,0.457742125960067,0.714680899633095,0.528655894799158,0.921397308353335,0.637424685293809,0.942004203563556,0.0279399647843093,0.0692675493191928,0.0237029418349266,0.885537807131186,0.68802219349891,0.887421428458765,0.219523635227233,0.440284208627418,0.634156153537333,0.358617515070364,0.164693044498563,0.911752842599526,0.61800348944962,0.496920404024422,0.347882868954912,0.868253986584023,0.963934175437316
1.692,-1.733,63.32,3.959e-06,39.8,0.064,284.9,8.92,2444,112,0.2024,'no','yes','326115',0.802459424594417,0.819934168132022,0.155238550156355,0.144020001869649,0.748204745585099,0.333472474478185,0.0873762210831046,0.896883660461754,0.0131740216165781,0.344139413675293,0.486452730838209,0.541983597213402,0.545102218398824,0.69617227348499,0.976779202464968,0.0923625549767166,0.696313570486382,0.134801428532228,0.224169396562502,0.6738402612973,0.537842772668228,0.95568474335596,0.79637667699717,0.923970169387758,0.933376210043207,0.905643323203549,0.417094019241631,0.67051268578507,0.433362793177366,0.294497126247734,0.856444515753537,0.336848332546651,0.900472315959632,0.134751826757565,0.796319615561515,0.632620653137565,0.414405357325450,0.00215189973823726,0.443432346452028,0.447243730304763,0.106279123108834,0.55850779497996,0.731340647442266,0.262204663129523,0.712295644218102,0.378009802196175,0.207533334614709,0.375359029276296,0.554856195114553,0.893245306098834,0.902357501210645,0.677065265364945,0.721516065765172,0.429452379699796,0.707171990303323,0.122229420347139,0.853857189416885,0.412403677823022,0.777640401851386,0.3257695233915,0.876048989826813,0.220650909468532,0.958472739672288,0.0186125501058996
3.85,-0.981,129,3.254e-06,15.2,-0.032,81.77,8.61,647,12.16,0.1085,'yes','no','352648',0.0397823094390333,0.178988994332030,0.377642101142555,0.996629042550921,0.750684591941535,0.879317423561588,0.805349097587168,0.0445604929700494,0.744681977201253,0.0431305959355086,0.357275673886761,0.0144513889681548,0.559374796226621,0.142622173763812,0.66500369971618,0.80851551424712,0.82953452016227,0.422019201796502,0.505250539863482,0.546316041378304,0.152900292770937,0.0585628324188292,0.204052461544052,0.986974517814815,0.380454756086692,0.475387746701017,0.340862473472953,0.476991766132414,0.0856438253540546,0.90907351882197,0.205453241709620,0.144859845517203,0.5453698518686,0.460009963717312,0.385762725956738,0.757837100187317,0.525719838915393,0.679971881909296,0.631996449548751,0.964489174773917,0.509408008074388,0.058920560637489,0.66283194697462,0.232918175170198,0.923636398045346,0.346379016060382,0.944704184308648,0.771980667021126,0.342192471958697,0.174541305052117,0.853938124142587,0.96066256519407,0.00777961383573711,0.0484704538248479,0.96124524017796,0.169082878390327,0.720894277794287,0.575059488648549,0.107167100766674,0.710959670133889,0.0267868381924927,0.561899416614324,0.348291929578409,0.445519892498851
4.109,-1.56,101.2,1.49e-05,24,0.055,228.5,8.83,554,26.88,0.1544,'yes','no','352190',0.595643105916679,0.569327243138105,0.367038555443287,0.79144061007537,0.881177785806358,0.903874876908958,0.192489780252799,0.240798768121749,0.104389123618603,0.243695416022092,0.353412607451901,0.784567351685837,0.640819191932678,0.71340966084972,0.774120703339577,0.057444678619504,0.970938093494624,0.481039240024984,0.318557445658371,0.494166034273803,0.0990554390009493,0.0874544214457273,0.0719908885657787,0.828391117509454,0.676691617118195,0.287110267672688,0.685188457835466,0.369187622331083,0.768365699099377,0.981129763415083,0.0550978765822947,0.0507022235542536,0.932988413143903,0.36759855481796,0.828313808422536,0.81650853692554,0.0940104599576443,0.856851427350193,0.838816399220377,0.377215128624812,0.95141178695485,0.555738001130521,0.186695297015831,0.852532827993855,0.867731640813872,0.432536528678611,0.255849205655977,0.709809152875096,0.577033917186782,0.87558636534959,0.781403429806232,0.980759234167635,0.343905456364155,0.628947438206524,0.893504799110815,0.123641133308411,0.983140570344403,0.268138634739444,0.624119775369763,0.0453902289737016,0.277700348524377,0.460721048759297,0.983313116244972,0.163050541421399
2.296,4.996,29.64,4.757e-07,5.4,0.058,8.16,6.59,166,1.024,0.1251,'yes','yes','178750',0.0934408146422356,0.305224593961611,0.40909680724144,0.87023525708355,0.250381603837013,0.510481271659955,0.983653331641108,0.087112670764327,0.441333581227809,0.965051621664315,0.485274947248399,0.47875739983283,0.822225759504363,0.515915682539344,0.405017310986295,0.0955557473935187,0.462158399168402,0.0853958018124104,0.986052428139374,0.616495301248506,0.934782799100503,0.848623574711382,0.93766932701692,0.368508467217907,0.948729568626732,0.202159730019048,0.757234299788252,0.61583140050061,0.912273425143212,0.163867894792929,0.70802421728149,0.603954528225586,0.245430233189836,0.793798813363537,0.98111475375481,0.583736760541797,0.381145113613456,0.79248794238083,0.650920081418008,0.701060457387939,0.59074396151118,0.0205211064312607,0.537842402234674,0.312290308531374,0.587159667862579,0.171674504643306,0.00552289863117039,0.649562426609918,0.689846348948777,0.183468183036894,0.330353103810921,0.0838591146748513,0.62692094175145,0.663428022991866,0.140183294890448,0.627435855334625,0.0346786705777049,0.166283716447651,0.575755094876513,0.234674312407151,0.0337739193346351,0.412502537248656,0.649930400541052,0.395078077446669
0.6535,-0.864,24.18,3.512e-07,17.5,0.234,2.91,11,?,0.512,0.004345,'yes','yes','114753',0.918448225595057,0.604712715372443,0.586733326781541,0.773768851300701,0.390611151000485,0.926238460931927,0.629954847041517,0.42958970181644,0.938980682753026,0.743312017526478,0.00964284571819007,0.510944939916953,0.0586632168851793,0.489866365678608,0.721577301155776,0.216562248300761,0.39289155905135,0.412453097989783,0.263023191597313,0.742960887728259,0.417068996001035,0.170975133311003,0.500192251987755,0.577798982383683,0.896875107195228,0.215774690033868,0.131854997016490,0.295803372282535,0.127174127614126,0.522396859712899,0.246914746006951,0.332635532831773,0.82464620610699,0.0887795069720596,0.338486988563091,0.149741260800511,0.212743382900953,0.103922002483159,0.465754676377401,0.229316884884611,0.331864284584299,0.971903139259666,0.480324526317418,0.355130061972886,0.113274072529748,0.867453529965132,0.843643811065704,0.446966567076743,0.238369179656729,0.581568610854447,0.463355090701953,0.872059053508565,0.126986196031794,0.0639864294789732,0.154994148761034,0.322282227221876,0.0689812910277396,0.844329732237384,0.566593296127394,0.765090120024979,0.97104509640485,0.839787897886708,0.68816728121601,0.893809594446793
2.711,-1.903,?,4.299e-06,44,0.056,118.7,8.78,363,4.096,0.1466,'yes','yes','219101',0.884789916919544,0.203036349965259,0.955077721970156,0.119775750674307,0.294804994249716,0.931053474545479,0.453599208034575,0.420083343284205,0.302220163168386,0.604831068310887,0.387367887888104,0.602728897472844,0.548557323636487,0.946363595081493,0.821648182580248,0.0496017725672573,0.299593923147768,0.669191646855325,0.39118032855913,0.225261029321700,0.0203580085653812,0.743091081734747,0.957494109170511,0.508638822240755,0.25551590975374,0.323495293036103,0.662818839540705,0.304300752701238,0.874843223951757,0.261241345433518,0.311106799636036,0.605029114289209,0.167835520114750,0.882059287745506,0.768673121230677,0.24464991572313,0.941262817243114,0.828181928023696,0.604921456426382,0.419682564679533,0.273335521342233,0.451731281355023,0.375744433840737,0.256874601356685,0.00851090275682509,0.736684185452759,0.320754470070824,0.75831855321303,0.597941113170236,0.444802409270778,0.648446586215869,0.0920256092213094,0.298548609716818,0.938102893764153,0.629694132134318,0.862182503798977,0.888175887055695,0.829165343893692,0.360142890363932,0.829458217835054,0.151641480857506,0.701215800829232,0.457887044642121,0.593683711020276
2.452,-1.292,151.5,1.173e-05,78.5,0.023,99.76,10.25,260,1.024,0.1286,'yes','yes','359711',0.863945599412546,0.183489343617111,0.969580427510664,0.384831399889663,0.369302334263921,0.605018425732851,0.874798984266818,0.155913858674467,0.0593096616212279,0.0402388928923756,0.775190215092152,0.418366498546675,0.129362082574517,0.618891365127638,0.0844836239703,0.518349228659645,0.552590761333704,0.963870943058282,0.512810505228117,0.367481337860227,0.648911630967632,0.067336728097871,0.142080919584259,0.984276833478361,0.691180017078295,0.235650076065212,0.869993170024827,0.693614535499364,0.469854179769754,0.518296700436622,0.444627981632948,0.111898222239688,0.0402893908321857,0.731719047529623,0.29414308257401,0.950774030061439,0.197678581345826,0.317750771297142,0.651322004618123,0.374024439137429,0.691072206478566,0.658771796151996,0.545312380418181,0.366667842492461,0.665231622988358,0.774101005401462,0.432808926329017,0.236461850116029,0.651566492626444,0.842654208885506,0.0997800007462502,0.938854338834062,0.728875014232472,0.37686494528316,0.0230731766205281,0.226097939768806,0.923471715999767,0.240754400147125,0.364410429028794,0.465077310567722,0.871685541700572,0.529011709848419,0.437734908424318,0.71314622508362
2.641,-1.752,90.02,2.738e-06,36.6,0.117,43.89,17.85,4514,80,0.1535,'no','yes','302888',0.378435478778556,0.223929087864235,0.656203238060698,0.754078867845237,0.9264076333493,0.169931971933693,0.690599727910012,0.557921461760998,0.425577948568389,0.190226052189246,0.94150296621956,0.157710736850277,0.97230140143074,0.908312764018774,0.0616818687412888,0.250716177280992,0.391034368891269,0.060571187408641,0.363587549421936,0.661330110626295,0.0294204605743289,0.89845341979526,0.180390142137185,0.308387152152136,0.306194592500106,0.633240378228948,0.628379025729373,0.565531580941752,0.245774091454223,0.67849594517611,0.335433942498639,0.466936353361234,0.491694502998143,0.828959784237668,0.516385913826525,0.527258528629318,0.854511324316263,0.239434649702162,0.640013927360997,0.822170943953097,0.495659620733932,0.0445745449978858,0.447795832995325,0.85655505140312,0.0405077247414738,0.98514810227789,0.409353937022388,0.493255793116987,0.420709512196481,0.158897614339367,0.570901412749663,0.385388432303444,0.248779551824555,0.674009018577635,0.360482685035095,0.745923441136256,0.0666545038111508,0.0494654278736562,0.919449269305915,0.722823241958395,0.830640051979572,0.369544243440032,0.415924899745733,0.179629114922136
4.65,-0.8902,44.91,1.923e-07,13,0.041,10.68,8.16,397,4.096,0.1256,'yes','no','342121',0.587005430599675,0.368216063827276,0.0098026308696717,0.747925170930102,0.126178578240797,0.650045762769878,0.199570204364136,0.634113657521084,0.420064356178045,0.0344331650994718,0.114434276241809,0.223362123826519,0.32421375438571,0.585022885119542,0.279354013269767,0.239983897889033,0.797020237892866,0.232054862426594,0.162935455562547,0.919597561471164,0.884340117685497,0.148076658369973,0.303999646333978,0.160856069065630,0.280378608265892,0.91956423386,0.33915568026714,0.2610475984402,0.87432332825847,0.745682728243992,0.77993838256225,0.514200729317963,0.97767642699182,0.359689175151289,0.0958726475946605,0.256001655710861,0.519653444178402,0.971567067084834,0.433331552427262,0.633825044613332,0.167774616973475,0.258571017766371,0.186099037528038,0.0971505034249276,0.106768460478634,0.401637863134965,0.903128748293966,0.208164043957368,0.111332737142220,0.753728581825271,0.0177580795716494,0.39900441095233,0.857961112866178,0.620620482135564,0.714305957779288,0.365247768582776,0.491592565085739,0.438572575105354,0.360713947564363,0.851729184389114,0.0163078403566033,0.862853569444269,0.954127268632874,0.423235143302009
2.77,-1.037,136.2,7.306e-06,147.6,0.031,33.48,8.08,115,0.256,0.05655,'yes','yes','337914',0.375574092613533,0.413700381061062,0.0291108312085271,0.659987807972357,0.141674228245392,0.504801478935406,0.490491947159171,0.928276344202459,0.075372104300186,0.0486723855137825,0.350205728085712,0.836844574660063,0.0948079866357148,0.988335398258641,0.182486230740324,0.75011739693582,0.388554594945163,0.853597249602899,0.181607206119224,0.224936426384374,0.322925935033709,0.586523274425417,0.14285894529894,0.745469661662355,0.866683399071917,0.700501049868762,0.8799491901882,0.85087331221439,0.454537682933733,0.995200533419847,0.718087514862418,0.613496396690607,0.677186954300851,0.444756487151608,0.395059152971953,0.211926025571302,0.0160021996125579,0.666356171714142,0.720131622627378,0.602535957703367,0.0230133098084480,0.465769364498556,0.589383545797318,0.158047385280952,0.524370295694098,0.441794964950532,0.688942786306143,0.489312327699736,0.484220647253096,0.834721272811294,0.0285535636357963,0.159324703970924,0.236714995233342,0.328447083476931,0.780994518427178,0.563982154941186,0.0603096508421004,0.826772785745561,0.274221691768616,0.199190453859046,0.149535981006920,0.210731947328895,0.799447745317593,0.245023587718606
4.772,-1.652,64.52,2.075e-06,23.3,0.014,65.1,10.4,928,12.16,0.2276,'yes','no','421814',0.723261812701821,0.395936520304531,0.338318561436608,0.243995201075450,0.516461186809465,0.771920592989773,0.349536908091977,0.253306429833174,0.883463408332318,0.222741900244728,0.0949948094785213,0.875692739151418,0.110193347325549,0.741207728395239,0.148996909148991,0.462524599395692,0.293393395608291,0.781989976530895,0.838257989147678,0.236912553431466,0.172031504102051,0.843403744744137,0.88223277661018,0.258230693638325,0.689946615835652,0.903397613903508,0.798595745116472,0.187537049409002,0.369159769965336,0.48206927976571,0.305286047048867,0.693176202941686,0.801893913885579,0.881430520443246,0.633058188250288,0.91489495546557,0.156082086730748,0.122287450125441,0.938326326198876,0.0422925797756761,0.865513775730506,0.962592327268794,0.675617080414668,0.220901174237952,0.911437287228182,0.61856106785126,0.577302818885073,0.166963641066104,0.782202146714553,0.468538997927681,0.718819677829742,0.0841414537280798,0.838057821849361,0.0870832994114608,0.95554254273884,0.670717071276158,0.962761733680964,0.438230370637029,0.868931548902765,0.272387634031475,0.0731297547463328,0.362618569983169,0.762180362828076,0.801250814693049
2.58,?,51.81,1.574e-06,19.8,-0.041,66.55,?,?,?,0.1536,?,'no','334877',0.565219073323533,0.653031511697918,0.789694288279861,0.487322143279016,0.92410294758156,0.42300944426097,0.256220374256372,0.212304652202874,0.817154347663745,0.313631991622970,0.933621062431484,0.382200033869594,0.858657518401742,0.130804445827380,0.712514279643074,0.429353806423023,0.67940810113214,0.865925652207807,0.993682531407103,0.768060155911371,0.708758937427774,0.944504465674981,0.595179088646546,0.178536017425358,0.165627669775859,0.102854619733989,0.649860556935892,0.587587337009609,0.880673868348822,0.488084405660629,0.525524584576488,0.771720082266256,0.95958844339475,0.56840636394918,0.540023342939094,0.684308133786544,0.20213187742047,0.921512904809788,0.142486860277131,0.52276498102583,0.300652492791414,0.742642808938399,0.511698339367285,0.314563363557681,0.194731926545501,0.496453219791874,0.154622097266838,0.79106015036814,0.726422595791519,0.524119605310261,0.873928255634382,0.299172259867191,0.206327302381396,0.398726083338261,0.477610185975209,0.0555627902504057,0.421926152426749,0.870720737846568,0.00695755425840616,0.28225254942663,0.856363548431545,0.705661354586482,0.215563879115507,0.865495793754235
1.497,-1.671,105,9.043e-06,85.4,0.316,261.4,9.85,705,12.16,0.1261,'yes','no','263361',0.376171230571344,0.573007820406929,0.548304456053302,0.62672356958501,0.412554416572675,0.681792099261656,0.972923879045993,0.416750478558242,0.809995685936883,0.00485261273570359,0.231758892768994,0.30153598706238,0.588559611001983,0.410275258822367,0.490050190826878,0.0504390876740217,0.642386653227732,0.356699516065419,0.810537525219843,0.478419795399532,0.155128470156342,0.949447988066822,0.121732942992821,0.0510798126924783,0.360038223676383,0.535526247229427,0.76506386208348,0.335481238551438,0.99645340628922,0.370200196513906,0.0470086762215942,0.389528933214024,0.356673458591104,0.609700498171151,0.969998503802344,0.689339832868427,0.716568878851831,0.661734929075465,0.192436730256304,0.831070552114397,0.528622553683817,0.0927052334882319,0.616361532593146,0.720564501360059,0.103363356320187,0.873047736706212,0.412161914864555,0.90916151413694,0.705366899492219,0.329014033544809,0.423275858862326,0.685030319029465,0.509019962744787,0.947998389834538,0.759865787578747,0.739297571592033,0.970787650207058,0.350334767019376,0.9550441254396,0.607187582179904,0.407537655904889,0.913453220855445,0.0772597680334002,0.551075801486149
0.845,-1.26,80.54,3.242e-06,12.6,0.042,139.1,8.57,387,4.096,0.1772,'yes','yes','316534',0.0754895452409983,0.67425062530674,0.662550841923803,0.713309556245804,0.0730989328585565,0.499989827396348,0.206235131947324,0.0880990722216666,0.78054314525798,0.918093397282064,0.403755514184013,0.688208110164851,0.505677931942046,0.740821224171668,0.507421871647239,0.686239215778187,0.156852412736043,0.739356718957424,0.300626982003450,0.0812807455658913,0.893681019777432,0.884259162703529,0.549666577251628,0.909803490154445,0.617286523338407,0.78494521905668,0.0138188214041293,0.851436177734286,0.703445309540257,0.857090443838388,0.27134067309089,0.784877319587395,0.357281862990931,0.863153014797717,0.144010286778212,0.466262957779691,0.825175766134635,0.744376126211137,0.0182673977687955,0.3301944185514,0.777255573077127,0.667648755479604,0.720157601172104,0.88291369122453,0.556876580230892,0.811605471652001,0.618059691041708,0.81118499301374,0.127455970505252,0.408569141756743,0.569345315219834,0.168590609449893,0.115803173743188,0.598052020184696,0.545877000084147,0.170136757427827,0.665870673954487,0.216889678267762,0.101684868335724,0.824736951151863,0.203015638049692,0.110340162646025,0.44063138240017,0.0438777992967516
0.689,-1.084,107.6,5.551e-06,89.3,0.184,62.53,20.32,860,1.024,0.1408,'yes','yes','324895',0.96488736756146,0.524647875456139,0.877390963258222,0.941413783468306,0.838087420677766,0.499356121057644,0.832404483342543,0.887723088264465,0.747120863525197,0.643112639896572,0.49477612436749,0.424943772377446,0.826390029862523,0.25653441878967,0.900679720332846,0.0621728603728116,0.144439324736595,0.987214760156348,0.0798555500805378,0.67253248160705,0.118926323950291,0.775358930928633,0.96757104084827,0.226495388662443,0.810650763101876,0.785418949788436,0.0248641718644649,0.626362139591947,0.691943728830665,0.348962842719629,0.631334242178127,0.662992794532329,0.027105720480904,0.338753056945279,0.861481724306941,0.06712358398363,0.814973102882504,0.435622449498624,0.875883280299604,0.208559467690066,0.601287295576185,0.0506388717330992,0.250554461963475,0.316185684641823,0.268613719847053,0.237744692014530,0.766954741440713,0.916294932831079,0.121882330626249,0.866232188884169,0.934862897032872,0.0583626695442945,0.618532935157418,0.906784368446097,0.90081721241586,0.236851979512721,0.260217364644632,0.336297687143087,0.656106420792639,0.469487665919587,0.0660343260969967,0.314084557583556,0.690451047383249,0.270653563085943
2.03,?,432.9,5.119e-07,20.5,0.062,15.28,8.51,242,1.024,0.1415,'yes','no','176453',0.231578852515668,0.900030627148226,0.225568688474596,0.426605920074508,0.113903248216957,0.133496447000653,0.421950232703239,0.498233479680493,0.959619763772935,0.0457326730247587,0.682105663232505,0.789145671064034,0.356825912371278,0.138515587430447,0.900861184112728,0.472240382805467,0.547018140088767,0.734452999895439,0.083609000314027,0.762140633538365,0.54914798727259,0.612131939036772,0.492749599739909,0.598217224469408,0.410447740461677,0.299584065796807,0.377857557497919,0.898206735262647,0.551286097848788,0.346246755449101,0.506498459726572,0.154856205219403,0.113062516786158,0.265551681397483,0.349898628890514,0.377404976636171,0.629358618985862,0.937191465403885,0.387431663228199,0.447887677699327,0.0811777641065419,0.409883844899014,0.341895924881101,0.360948281362653,0.417288224445656,0.122405858244747,0.418968577170745,0.248867116635665,0.945134840207174,0.893837510142475,0.806809759698808,0.471159210661426,0.774531435687095,0.0771149573847651,0.141298683593050,0.185877526411787,0.542638999642804,0.202258099336177,0.808773181401193,0.402279183035716,0.595877785934135,0.272294909227639,0.291422859532759,0.771395572228357
3.076,-1.232,200.4,3.625e-06,13,0.069,49.68,7.64,494,16.38,0.1011,'yes','yes','375246',0.922056379495189,0.396408481057733,0.789123309543356,0.47550910175778,0.549831545213237,0.0840088310651481,0.738079654984176,0.483519376954064,0.197423292323947,0.567933487938717,0.110240025445819,0.350896609248593,0.14915109006688,0.546183753758669,0.408644162351266,0.0016631034668535,0.326677399687469,0.335043342784047,0.483381948433816,0.735982114914805,0.490166844101623,0.00680103502236307,0.8593406425789,0.311747367493808,0.884693823056296,0.056667068041861,0.220584326190874,0.654535471228883,0.965146879199892,0.605434997472912,0.214414426591247,0.293509928043932,0.305180133553222,0.552482038969174,0.216662882361561,0.301639882614836,0.938883227063343,0.410070768324658,0.124564743135124,0.29088684450835,0.320436332141981,0.79846789361909,0.391904226504266,0.655034740222618,0.807377748424187,0.0406970356125385,0.206276940181851,0.0908611121121794,0.714530466357246,0.136619311757386,0.511862800922245,0.110603868030012,0.80004915385507,0.544381167041138,0.364324562251568,0.0236816182732582,0.926952132955194,0.458205502247438,0.411060845479369,0.530411059968174,0.737005842383951,0.700483361491933,0.899355197325349,0.142718691378832
0.422,-1.328,122.6,4.423e-06,19.9,0.129,88.2,7.61,1450,72,0.1445,'no','no','148833',0.872714868281037,0.0591371993068606,0.999870386440307,0.0476061068475246,0.818299141479656,0.547506844857708,0.156327434116974,0.092721797293052,0.144548988668248,0.859422407578677,0.863373131025583,0.359381344635040,0.68638980272226,0.268714619567618,0.978148841997609,0.7277086249087,0.470644757384434,0.103372019249946,0.526854799129069,0.998533225618303,0.756410682806745,0.122500905767083,0.721299615921453,0.885123433778062,0.824946782318875,0.105910915415734,0.291940211551264,0.252654978074133,0.887328255921602,0.908607840770856,0.8018816660624,0.404855886008590,0.096603758400306,0.89050978817977,0.765702819917351,0.737478650873527,0.304126393282786,0.0541849255096167,0.728191591566429,0.592320138355717,0.197826667223126,0.76566296373494,0.257986193988472,0.761564160231501,0.797247180482373,0.473393428837880,0.64490677206777,0.711826948216185,0.217986138304695,0.218305519083515,0.1916501482483,0.0854209060780704,0.85082756425254,0.0886054579168558,0.270085981115699,0.226977795362473,0.96711218287237,0.763088521081954,0.975513738347217,0.0817386738490313,0.59610814973712,0.0500333129893988,0.596685835160315,0.00509585975669324
1.71,-1.586,71.12,2.737e-06,18.6,0.027,14.25,8.05,206,1.024,0.1281,'yes','yes','148646',0.00517643406055868,0.066823661327362,0.266062389360741,0.965049208374694,0.570516728796065,0.568310304079205,0.619664955185726,0.885551841463894,0.0902031692676246,0.121891503687948,0.0876432256773114,0.731771717546508,0.290038986830041,0.894048605812714,0.183992778183892,0.820084622129798,0.430623505264521,0.762108786031604,0.090152295306325,0.655455507338047,0.0414819563739002,0.542715165065601,0.650169214699417,0.488907313439995,0.892736573470756,0.533310833852738,0.965772640658543,0.6219991450198,0.773884752066806,0.962849118746817,0.590367746073753,0.245523879071698,0.281145463697612,0.851721149636433,0.358745154226199,0.998686398612335,0.00824390584602952,0.99748849007301,0.873680376214907,0.782479302957654,0.854375511640683,0.255108012584969,0.111814066534862,0.494348184671253,0.130556619726121,0.175588102079928,0.517794588580728,0.636553753865883,0.444929136894643,0.613043275196105,0.399011585395783,0.672805312322453,0.69036739715375,0.0282870340161026,0.31075974390842,0.358602703781798,0.571883566910401,0.804475272540003,0.219349360326305,0.138078658841550,0.0302847409620881,0.204868649132550,0.175945153925568,0.0541727226227522
