@relation input_data
@attribute Z numeric
@attribute A numeric
@attribute EP0 numeric
@attribute FL numeric
@attribute MAX_SNR numeric
@attribute NH_PC numeric
@attribute T90 numeric
@attribute bat_image_signif numeric
@attribute bat_img_peak numeric
@attribute bat_trigger_dur numeric
@attribute PROB_Z_GT_4 numeric
@attribute bat_is_rate_trig {'no','yes'}
@attribute uvot_detection {'no','yes'}
@attribute triggerid_str {'106709','111063','111529','111622','114753','117504','130088','148225','148646','148833','150314','151207','152113','153514','154112','156467','163136','163170','174738','176453','177408','177533','178750','179968','180455','180977','191157','192059','205851','207399','208169','209352','209755','211117','211957','213486','213630','213823','214805','217704','217805','219101','221755','228006','228316','228581','229185','231231','231362','232339','232683','238108','238174','239899','240766','252593','255445','259714','263361','271019','275087','276205','278693','278854','279592','280706','282003','284856','285654','286809','287364','295670','296805','297114','299787','301981','302888','305288','306757','306778','308041','309096','309111','310613','312047','313087','313116','313299','313417','316204','316534','317508','319016','319036','319584','323898','324561','324895','326115','330856','331093','332851','332931','334877','335105','336489','337914','338895','342121','349510','350184','350311','352190','352648','353540','355083','357512','359530','359711','359951','370791','370846','373172','373458','374210','375246','377179','378559','412982','414592','416103','416135','419797','420398','421814','425151'}
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@data
1.692,-1.733,63.32,3.959e-06,39.8,0.064,284.9,8.92,2444,112,0.2024,'no','yes','326115',0.925765121122822,0.417632922064513,0.219269057968631,0.378595520509407,0.418977616820484,0.31306440057233,0.436943351058289,0.413839740213007,0.585693249711767,0.78650805563666,0.329320284305140,0.775265145348385,0.311072338139638,0.341523723909631,0.083765440620482,0.224669946357608,0.726642299443483,0.220262244809419,0.566593477735296,0.57796687213704,0.909725892590359,0.600634375819936,0.121583653613925,0.333851773990318,0.327813281212002,0.0833284899126738,0.697072421433404,0.544910810887814,0.414820604259148,0.850363983772695,0.76618989976123,0.534771300386637
3.85,-0.981,129,3.254e-06,15.2,-0.032,81.77,8.61,647,12.16,0.1085,'yes','no','352648',0.814020726829767,0.90127491299063,0.811152881011367,0.878819230478257,0.96345807891339,0.0490279868245125,0.914354662643746,0.0970483692362905,0.0582630480639637,0.436802530195564,0.787521606311202,0.431216196389869,0.44605179107748,0.283784653292969,0.00253889476880431,0.650337494676933,0.918264731066301,0.634354466106743,0.368538436479867,0.442741333972663,0.496833144221455,0.6979626044631,0.708073907531798,0.236340694827959,0.533980779582635,0.405558659462258,0.536375052062795,0.0661481388378888,0.380515665281564,0.0369388142134994,0.453386800596491,0.701389302965254
4.109,-1.56,101.2,1.49e-05,24,0.055,228.5,8.83,554,26.88,0.1544,'yes','no','352190',0.105267496779561,0.0607995225582272,0.883054252015427,0.660587090300396,0.0730401126202196,0.356100054224953,0.70821603643708,0.649501224514097,0.0886974357999861,0.239303059410304,0.427768686786294,0.480115223210305,0.229835354024544,0.713224590057507,0.774173701414838,0.637229497311637,0.52563043194823,0.322085666004568,0.0156606044620275,0.651118618203327,0.130446259398013,0.683764280285686,0.718303407309577,0.700628126272932,0.389339514775202,0.276653666747734,0.870671165175736,0.566538882674649,0.0566025038715452,0.929766933666542,0.530965224374086,0.133916735649109
2.296,4.996,29.64,4.757e-07,5.4,0.058,8.16,6.59,166,1.024,0.1251,'yes','yes','178750',0.224039327818900,0.044247486628592,0.748450625455007,0.822337279329076,0.116641872329637,0.638872815063223,0.95071654045023,0.0423676082864404,0.335781629197299,0.910591064952314,0.52564283227548,0.477162752533332,0.151897820644081,0.602779540000483,0.78401719336398,0.242752664489672,0.509217057842761,0.190354357240722,0.589653250295669,0.637034510495141,0.549002537736669,0.450009558582678,0.76598980743438,0.484303047414869,0.49280999135226,0.695729173487052,0.320706249913201,0.0254558394663036,0.189975489629433,0.602937112562358,0.407554511912167,0.072065836051479
0.6535,-0.864,24.18,3.512e-07,17.5,0.234,2.91,11,?,0.512,0.004345,'yes','yes','114753',0.215196669567376,0.558548594359308,0.440047366544604,0.354297158541158,0.855569806182757,0.133785373298451,0.455131439259276,0.796480294317007,0.0645626976620406,0.696692892350256,0.898223972413689,0.676771017024294,0.728064869297668,0.98032910306938,0.0902414454612881,0.74728858214803,0.133267836179584,0.164959101937711,0.209640450542793,0.285584425088018,0.312793870689347,0.0560772661119699,0.366962232161313,0.8675539100077,0.501976441126317,0.885011918377131,0.495711796684191,0.117128468118608,0.385525327175856,0.438499694457278,0.0425179423764348,0.973106973106042
2.711,-1.903,?,4.299e-06,44,0.056,118.7,8.78,363,4.096,0.1466,'yes','yes','219101',0.529820122523233,0.282785919029266,0.364486432401463,0.612049590796232,0.99706299463287,0.967858212301508,0.959938857937232,0.6592171555385,0.745219848817214,0.0699001729954034,0.0462225519586354,0.709167853463441,0.672423979267478,0.459412211785093,0.791517917765304,0.344547075452283,0.841079491889104,0.376319122966379,0.569923740345985,0.0157009747345001,0.445275427773595,0.0848959577269852,0.989728579530492,0.647570404689759,0.556700648739934,0.0119373830966651,0.969598202733323,0.205782007891685,0.521366221131757,0.182381314923987,0.535438036778942,0.0676461535040289
2.452,-1.292,151.5,1.173e-05,78.5,0.023,99.76,10.25,260,1.024,0.1286,'yes','yes','359711',0.478057770291343,0.379111330490559,0.215452369302511,0.33574729738757,0.805839660344645,0.0789753692224622,0.977235587546602,0.51356026250869,0.268505732296035,0.894344842759892,0.150011627469212,0.530559443403035,0.60615545627661,0.580508241662756,0.925972644472495,0.63725748588331,0.735110432840884,0.617483547423035,0.790261983172968,0.553520466433838,0.369471003534272,0.423295566346496,0.485858554020524,0.591907722875476,0.46796804969199,0.676535649923608,0.20254788803868,0.960468266159296,0.968099356396124,0.435433211736381,0.986758508719504,0.880243699997663
2.641,-1.752,90.02,2.738e-06,36.6,0.117,43.89,17.85,4514,80,0.1535,'no','yes','302888',0.260159274097532,0.292758222436532,0.820074411574751,0.0809864832554013,0.190229745116085,0.256789887323976,0.792486890219152,0.824264465132728,0.730822151061147,0.843725244514644,0.458819488063455,0.206794791622087,0.556963719660416,0.355551626300439,0.575740439584479,0.510745892068371,0.789164882618934,0.700092653278261,0.852987504098564,0.59420249494724,0.505687903147191,0.593884544447064,0.341854439117014,0.0602542399428785,0.654965352499858,0.733284625224769,0.458319139666855,0.41138638718985,0.100611643865705,0.610458425013348,0.854941103141755,0.417661665240303
4.65,-0.8902,44.91,1.923e-07,13,0.041,10.68,8.16,397,4.096,0.1256,'yes','no','342121',0.426164302742109,0.376779927639291,0.698991833021864,0.145091681974009,0.936823403462768,0.578331675147638,0.373936298070475,0.507210794370621,0.885753797134385,0.950872044777498,0.780456598615274,0.993640544824302,0.704170641954988,0.270055352710187,0.183656913461164,0.69829784031026,0.421897339867428,0.304510185029358,0.643756821751595,0.280702360440046,0.385639780201018,0.964479059446603,0.072310462826863,0.671357063110918,0.574123837985098,0.258804631652310,0.512675624806434,0.484724463429302,0.247113502584398,0.785568682709709,0.464399239048362,0.357515481300652
2.77,-1.037,136.2,7.306e-06,147.6,0.031,33.48,8.08,115,0.256,0.05655,'yes','yes','337914',0.949585739988834,0.159930438036099,0.223139940993860,0.654388611670583,0.717534246155992,0.480869251303375,0.128087240038440,0.97537593333982,0.776009884662926,0.549297590274364,0.466675945557654,0.0154411126859486,0.447988705243915,0.989435967756435,0.962987520033494,0.990178941981867,0.0859261332079768,0.946808972628787,0.485723657999188,0.151610448723659,0.344896411290392,0.900406633503735,0.380528509849682,0.920042695011944,0.231068341759965,0.0767391703557223,0.535434396006167,0.903625810984522,0.686368820955977,0.97705337847583,0.9265416697599,0.392199185444042
4.772,-1.652,64.52,2.075e-06,23.3,0.014,65.1,10.4,928,12.16,0.2276,'yes','no','421814',0.94286478171125,0.477623663144186,0.357372952625155,0.239591186866164,0.78463386488147,0.190531871747226,0.301992864813656,0.782581055769697,0.686672814423218,0.314154784195125,0.744287203066051,0.614314339589328,0.469824642175809,0.869084504200146,0.630371807608753,0.119832241674885,0.41555354045704,0.973238056525588,0.884281979640946,0.886632218724117,0.676927794702351,0.537008305313066,0.21837066183798,0.521825012052432,0.0789846554398537,0.108392799738795,0.533028228208423,0.585798134794459,0.80336443008855,0.0635306390468031,0.754975705873221,0.211070778546855
2.58,?,51.81,1.574e-06,19.8,-0.041,66.55,?,?,?,0.1536,?,'no','334877',0.180328040849417,0.782426801277325,0.99066140735522,0.456834899494424,0.734458974562585,0.209297838620842,0.000242929439991713,0.220302394824103,0.487332296790555,0.143728698138148,0.914966728771105,0.753779099322855,0.96418669121340,0.115409934427589,0.855325169861317,0.562866621185094,0.772451150929555,0.462389222113416,0.831978613045067,0.487732594367117,0.249670224962756,0.126314925029874,0.707487074425444,0.556300673866645,0.359905054792762,0.457646675175056,0.60510165989399,0.729633279144764,0.590289494721219,0.386480577290058,0.562659764662385,0.464389508590102
1.497,-1.671,105,9.043e-06,85.4,0.316,261.4,9.85,705,12.16,0.1261,'yes','no','263361',0.336202244274318,0.516048576915637,0.887736350530759,0.443397150142118,0.957923575304449,0.28056965675205,0.321734593948349,0.517231389414519,0.980426802067086,0.757575976895168,0.244210044387728,0.717533582588658,0.759377306327224,0.257817894686013,0.641967617208138,0.767012191005051,0.145026726881042,0.509827883215621,0.517720041796565,0.308648375561461,0.419985797721893,0.147603832418099,0.332551919855177,0.662113112630323,0.892324400134385,0.7138171561528,0.548645976930857,0.951689836801961,0.877896243473515,0.784573652083054,0.891822717385367,0.936232822947204
0.845,-1.26,80.54,3.242e-06,12.6,0.042,139.1,8.57,387,4.096,0.1772,'yes','yes','316534',0.373660816112533,0.530970249092206,0.905505015980452,0.257813334697857,0.132845707703382,0.061307817697525,0.996981434058398,0.131304121576250,0.268099346430972,0.106614027172327,0.393567437306046,0.156982027227059,0.872518887743354,0.796794249676168,0.755412847734988,0.921113540651277,0.506422163685784,0.132763444213197,0.628345185192302,0.478570633335039,0.491591709665954,0.0289160558022559,0.987137268530205,0.479366571875289,0.37558359419927,0.332371182972565,0.476112618809566,0.0806476147845387,0.188610451761633,0.000355061376467347,0.629699502373114,0.387738299788907
0.689,-1.084,107.6,5.551e-06,89.3,0.184,62.53,20.32,860,1.024,0.1408,'yes','yes','324895',0.352101291762665,0.380161594599485,0.911517593078315,0.649419119814411,0.63719827029854,0.829295858275145,0.834894096013159,0.700937205459923,0.23063243040815,0.0442625037394464,0.0281314742751420,0.0323891346342862,0.703260250855237,0.270495984703302,0.00938401627354324,0.393032667227089,0.352267023641616,0.211064934730530,0.0851502029690892,0.470760367345065,0.157687147380784,0.514912511454895,0.366133728995919,0.932826902717352,0.568233337253332,0.834146011155099,0.804921372327954,0.414158165920526,0.0843679571989924,0.172158351633698,0.728770541260019,0.647316128248349
2.03,?,432.9,5.119e-07,20.5,0.062,15.28,8.51,242,1.024,0.1415,'yes','no','176453',0.814048072323203,0.772255421150476,0.700593841262162,0.383220864459872,0.288311453768983,0.99447131343186,0.714619365287945,0.445000601233914,0.596803690306842,0.923600900685415,0.531017347471789,0.917014850303531,0.858172743814066,0.747671046992764,0.360922653926536,0.376743189990520,0.960530215408653,0.164481993997470,0.45715094381012,0.32196284388192,0.199356159428135,0.337734871543944,0.476135851349682,0.478635696461424,0.914308397099376,0.405209781369194,0.964771541999653,0.318183357827365,0.699840933317319,0.509499054169282,0.70193394063972,0.618156039621681
3.076,-1.232,200.4,3.625e-06,13,0.069,49.68,7.64,494,16.38,0.1011,'yes','yes','375246',0.0995356729254127,0.190198555123061,0.72724177269265,0.362771131331101,0.819956481922418,0.23502253764309,0.652631565695629,0.234354898799211,0.402944158529863,0.218484722077847,0.269840388325974,0.425025035860017,0.971327075734735,0.793733129743487,0.0639128657057881,0.308039735769853,0.619950029766187,0.775067189708352,0.458556224359199,0.789637464797124,0.694686966249719,0.875675176270306,0.156842631986365,0.689645800739527,0.0469619347713888,0.77043604454957,0.776562905404717,0.395806326530874,0.499292717548087,0.611565673723817,0.342092616250739,0.597423487808555
0.422,-1.328,122.6,4.423e-06,19.9,0.129,88.2,7.61,1450,72,0.1445,'no','no','148833',0.92040942888707,0.346529620699584,0.156857411144301,0.593642783816904,0.513662402285263,0.432810238562524,0.853360892040655,0.477033223956823,0.767646585823968,0.982699216576293,0.404943225672469,0.0760186982806772,0.605783561244607,0.287224873434752,0.531898079207167,0.489778300747275,0.311888931319118,0.321312509011477,0.271977388765663,0.321183822350577,0.688384746434167,0.229862946085632,0.569837188813835,0.960215408122167,0.807625494198874,0.726806730497628,0.563446147600189,0.911021696403623,0.648868488147855,0.380922759417444,0.496413516579196,0.231187497265637
1.71,-1.586,71.12,2.737e-06,18.6,0.027,14.25,8.05,206,1.024,0.1281,'yes','yes','148646',0.63487176806666,0.648037280188873,0.799244378926232,0.835498310625553,0.396855833241716,0.770686256466433,0.172091309912503,0.664506684523076,0.137445700354874,0.357077475870028,0.354382534977049,0.750680901343003,0.37794048525393,0.995218042749912,0.731496929423884,0.98436590586789,0.734378142980859,0.816032664850354,0.728087570052594,0.97341123665683,0.982221701182425,0.685615532333031,0.671737090451643,0.660759486025199,0.18535252683796,0.165388042805716,0.0911246945615858,0.91189570329152,0.425531060667709,0.729396890150383,0.965521676233038,0.484799268189818
2.1,-1.436,128,1.356e-05,80.3,0.058,254.3,7.56,187,1.024,0.1582,'yes','yes','336489',0.694195307092741,0.992831074399874,0.664683867013082,0.907331785419956,0.0551171964034438,0.380926184589043,0.0812868808861822,0.841285968199372,0.148742557736114,0.616233056876808,0.411273101577535,0.437132000690326,0.387733647599816,0.479180712252855,0.543785971589386,0.979041802464053,0.559395933989435,0.258292762795463,0.260066012619063,0.361669379519299,0.7376856028568,0.858846073271707,0.42305409302935,0.0203477286268026,0.820816696621478,0.990235815756023,0.929768059402704,0.110480414004996,0.651864442741498,0.587974841473624,0.988729251781479,0.236138546373695
2.954,-1.705,107.8,4.23e-06,30.4,-0.028,108.6,10.52,600,4.096,0.2168,'yes','yes','275087',0.242422249400988,0.392572448821738,0.400480954675004,0.132249789545313,0.636516676284373,0.849569550249726,0.428304353030398,0.0144562122877687,0.211388246389106,0.794339259155095,0.913806916447356,0.715796502074227,0.45262723765336,0.179622966330498,0.326140062883496,0.0115497433580458,0.23424496431835,0.0614452743902802,0.196072615683079,0.885260844603181,0.210867701563984,0.11856366856955,0.695372549118474,0.0270907601807266,0.708123923745006,0.821858790935948,0.744352042907849,0.374256719602272,0.204320131801069,0.452994054881856,0.917684631887823,0.809120558435097
0.348,4.998,23.88,3.608e-07,5.4,-0.046,20.46,14.21,4775,128,0.06881,'no','yes','207399',0.325040847528726,0.606859061866999,0.651438355911523,0.693392262328416,0.98842725600116,0.441605783067644,0.240504736779258,0.565269010141492,0.545215440681204,0.0448967581614852,0.0336397676728666,0.363259620033205,0.486553414957598,0.573953725164756,0.0547121183481067,0.455789754632860,0.706632476998493,0.813102222979069,0.504316615872085,0.795270916307345,0.656000829767436,0.407546607544646,0.285869863815606,0.970349200535566,0.11494647199288,0.521739124553278,0.923688965849578,0.892898431280628,0.75857317703776,0.257569940295070,0.85620365687646,0.561286306241527
4.27,-1.407,89.43,4.836e-06,21.8,0.048,60.2,10,?,2.048,0.1477,'yes','no','117504',0.944500468671322,0.449913716409355,0.512374985031784,0.465435147751123,0.94752287492156,0.219134581508115,0.749886830337346,0.412551620276645,0.52073982427828,0.377206217730418,0.185945227509364,0.289603348588571,0.916516464203596,0.380555373383686,0.134619898395613,0.720251685706899,0.237748097395524,0.231514690443873,0.308582013007253,0.265448633814231,0.900677766650915,0.243332358775660,0.397488792659715,0.434505909914151,0.803365575615317,0.201352274278179,0.486789175309241,0.82602050085552,0.31360133853741,0.251991479191929,0.790903127752244,0.185114149469882
6.6,-1.4,95.32,2.878e-06,11.5,0.762,36,6.58,454,16.38,0.1455,'yes','no','177533',0.0581672512926161,0.664566675201058,0.92337699001655,0.486555661307648,0.685965109849349,0.121881222585216,0.0222831629216671,0.658611352089792,0.374166813446209,0.151104608085006,0.496619142824784,0.621999100549147,0.0758148820605129,0.877844736445695,0.067601318936795,0.0664763646200299,0.574541141744703,0.0538198321592063,0.257018590578809,0.0673925562296063,0.506919685285538,0.44402584200725,0.331632611108944,0.97766601643525,0.503793144365773,0.249122017296031,0.0146202349569649,0.299850640119985,0.698720838641748,0.909283518092707,0.188054234022275,0.510624951682985
3.53,-1.148,69.81,1.873e-06,27.4,-0.048,109.9,10.48,775,8.192,0.2178,'yes','no','177408',0.491974266245961,0.745132914977148,0.367219236912206,0.57709873188287,0.59629391762428,0.0723747746087611,0.576548781478778,0.0368798424024135,0.226815422764048,0.774765340145677,0.275831050937995,0.480215919436887,0.58784464513883,0.704726540483534,0.689437331398949,0.133188029052690,0.399897833121940,0.192926966119558,0.554520584177226,0.291195883182809,0.0961670419201255,0.75161256082356,0.243979000952095,0.670294068520889,0.941769293276593,0.247599667636678,0.982641524868086,0.755550023866817,0.736387587850913,0.347962186438963,0.549177286447957,0.642059738980606
