@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no','yes'}
@attribute triggerid_str {'103780  ','106709  ','111063  ','111529 ','111622 ','113120  ','114753 ','117504  ','130088 ','131560 ','147478  ','148225 ','148646 ','148833  ','150314  ','151207 ','151905 ','152113  ','153514  ','154112 ','156467 ','163136 ','163170  ','163438 ','174738  ','176453  ','177408  ','177533  ','178750 ','179968  ','180455 ','180977  ','191157 ','192059 ','205851 ','207399 ','208169 ','209352  ','209755 ','211117 ','211957 ','213486 ','213630 ','213823 ','214805 ','217704 ','217805 ','219101 ','221755 ','228006 ','228316  ','228581 ','229185 ','231231  ','231362  ','232339  ','232683 ','238108  ','238174  ','239899 ','240766 ','252593  ','255445 ','259714  ','263361  ','271019 ','275087 ','276205 ','278693 ','278854 ','279592 ','280706 ','282003 ','282066  ','284856 ','285654 ','286809  ','287364 ','292934  ','293707  ','293795  ','294835  ','295670 ','296805  ','297114 ','299787 ','301981  ','302888 ','305288 ','306757 ','306778 ','308041 ','309010 ','309096 ','309111 ','310613 ','312047 ','313087 ','313116 ','313299 ','313417 ','316204 ','316534 ','317508 ','319016 ','319036  ','319584 ','323898 ','324561  ','324895 ','326115 ','330856 ','331093 ','332851  ','332931 ','334877  ','335105 ','336489 ','337914 ','338895 ','342121  ','346386 ','349510 ','350184  ','350311 ','352190  ','352648  ','353540 ','355083 ','357512 ','358422 ','359530 ','359711 ','359951 ','370791  ','370846 ','373172 ','373458 ','373674  ','374210 ','375246 ','377179 ','378559 ','412982 ','414592  ','416103 ','416135  ','419797 ','420398  ','421814  ','425151 '}
@attribute useless numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@data
1.331,'no','296805  ',0,0.799194685881957,0.587436999194324,0.180894925724715,0.545865498948842,0.73726465087384,0.254391819471493,0.23233917937614,0.934220704017207,0.0121089734602720,0.557822648668662,0.212349673034623,0.0578840642701834,0.182646710425615,0.425839652772993,0.932096764212474,0.107998413033783,0.17802967550233,0.536902649793774,0.417763056699187,0.378465559799224,0.953862459398806,0.939654773799703,0.00986748933792114,0.685389919672161,0.213959153275937,0.422211732249707,0.613322264514863,0.77782006887719,0.0267298948019743,0.838059304049239,0.0527959207538515,0.243931154720485
1.18,'yes','416103 ',0,0.732408153824508,0.0696785575710237,0.227162644267082,0.743723227409646,0.492467150324956,0.228649630211294,0.582791325403377,0.326607896247879,0.265939603559673,0.404513830319047,0.92982624983415,0.429366478463635,0.622067612363026,0.387354003731161,0.159128638682887,0.433089648373425,0.551547662355006,0.704344402998686,0.876506577944383,0.0320455564651638,0.916528000961989,0.254778566770256,0.95709528774023,0.321707795141265,0.176495238672942,0.764781306963414,0.620369814103469,0.235233596991748,0.0992714981548488,0.893571134423837,0.185487906914204,0.796653137775138
0.059,'no','416135  ',0,0.9755715909414,0.684501481475309,0.368787368759513,0.746693514287472,0.945477973902598,0.0245622799266130,0.285807009320706,0.610102291218936,0.764615088002756,0.0830909900832921,0.382836331613362,0.39504954055883,0.152371492469683,0.406388179631904,0.151563833002001,0.0209742404986173,0.75704216514714,0.0102696099784225,0.0116607425734401,0.0232905030716211,0.863350362051278,0.336516280425712,0.175028628669679,0.866786249447614,0.707410424016416,0.101035216357559,0.669451047666371,0.733128385385498,0.39906046888791,0.524801881052554,0.761811488540843,0.967164085712284
1.16,'yes','279592 ',0,0.810872366884723,0.365810276474804,0.0910731824114919,0.94325506966561,0.090740961022675,0.703793097054586,0.345524257514626,0.64609405095689,0.340676733059809,0.310101414099336,0.570514389313757,0.294764903374016,0.0427701340522617,0.0531296494882554,0.364228580379859,0.0489513350185007,0.520114362239838,0.824021216249093,0.121776437619701,0.158089061733335,0.42903837794438,0.190361714921892,0.451302706031129,0.122162102721632,0.786442856770009,0.513023296836764,0.237623561639339,0.565197692252696,0.580446727341041,0.446199747966602,0.738769015064463,0.587013034150004
1.547,'yes','338895 ',0,0.794811899540946,0.79749494115822,0.696793017908931,0.97681066696532,0.817855106666684,0.209102539345622,0.279699504608288,0.660434063989669,0.221505447756499,0.280976191395894,0.523320189444348,0.154912068042904,0.135811910731718,0.612580428365618,0.434871327131987,0.410119843669236,0.559966957895085,0.665905045345426,0.992216495331377,0.99244572687894,0.782553852070123,0.127832609461620,0.758746210485697,0.657085940707475,0.997226170264184,0.853474382776767,0.924135964130983,0.857601122697815,0.331668923376128,0.312401965260506,0.0556551218032837,0.712889602407813
1.692,'yes','326115 ',0,0.773373940493912,0.43862809590064,0.55462494213134,0.243246482918039,0.00353100895881653,0.793159332126379,0.0623118511866778,0.0486272182315588,0.541727493749931,0.189147303113714,0.329279822995886,0.0247459206730127,0.825767455389723,0.116125160129741,0.289131610654294,0.898547948803753,0.406081530964002,0.306818897137418,0.560034816386178,0.97306317393668,0.559149433160201,0.219690276542678,0.0438377819955349,0.764452300034463,0.829523778287694,0.435652567539364,0.753467947244644,0.0652782609686255,0.855440534418449,0.393756701843813,0.814396791160107,0.736494391458109
3.85,'no','352648  ',0,0.034114935901016,0.336007815320045,0.82459571911022,0.829824743093923,0.666139801731333,0.642414619447663,0.910749124828726,0.767958257114515,0.96803507511504,0.390869001857936,0.875453769927844,0.162762715946883,0.973793438170105,0.281950996955857,0.760333462851122,0.793788944371045,0.76044808072038,0.304675098974258,0.335406929953024,0.557737532071769,0.751993961632252,0.653042851947248,0.147289300104603,0.987081441096961,0.265488414093852,0.264195350930095,0.952900213887915,0.475219313986599,0.382994953542948,0.843072484945878,0.329934545094147,0.0648795873858035
4.109,'no','352190  ',0,0.65343792643398,0.12439679261297,0.279508215142414,0.371518341358751,0.74189123348333,0.39013931597583,0.831016475800425,0.729705840582028,0.832488952903077,0.568006512476131,0.137646558927372,0.256490412866697,0.422268361318856,0.884688861202449,0.714159671915695,0.758494639303535,0.9357790350914,0.410083376569673,0.84585873852484,0.380117999622598,0.746536381077021,0.716641099890694,0.54347522649914,0.771162273362279,0.315427805529907,0.133547516539693,0.757338682189584,0.596372334519401,0.725521370302886,0.7304187475238,0.612831748323515,0.793273534160107
2.296,'yes','178750 ',0,0.318431659368798,0.990354860434309,0.96713748970069,0.651978699956089,0.75057035847567,0.466505099087954,0.980277777416632,0.853605997981504,0.736119134351611,0.293163643218577,0.28717276873067,0.162498836405575,0.184384153224528,0.424654577393085,0.0315406282898039,0.169723740778863,0.974867657758296,0.697807491756976,0.997101538116112,0.709550305036828,0.138928381726146,0.40654973895289,0.353194708935916,0.207874261075631,0.850288285641,0.278145320480689,0.924929877975956,0.240225915564224,0.689296367811039,0.681315586902201,0.0209262575954199,0.956455327337608
0.6535,'yes','114753 ',0,0.104572184849530,0.838938458124176,0.545908655738458,0.817820652853698,0.534602387808263,0.393455925397575,0.100212989142165,0.895606589503586,0.283720324514434,0.739730565110222,0.124817842384800,0.697976746130735,0.913076678290963,0.0976992822252214,0.66856315988116,0.394162598066032,0.790613661520183,0.881783958524466,0.311272426275536,0.221509517403319,0.896778382128105,0.137602518312633,0.434389007743448,0.594179906649515,0.276572352740914,0.11647414509207,0.266821985365823,0.0855832330416888,0.482755981618538,0.420068484265357,0.34920566692017,0.172955602873117
2.711,'yes','219101 ',0,0.325974734500051,0.237897313199937,0.215741164516658,0.447905113222077,0.618027199991047,0.0293041663244367,0.372453374788165,0.476118073333055,0.754682615865022,0.312994399806485,0.779412148753181,0.608462848700583,0.632915761321783,0.490877042524517,0.113504188368097,0.329216406447813,0.532019073842093,0.809755254769698,0.0840738033875823,0.453761017648503,0.466706780949607,0.041335137328133,0.0251010758802295,0.939670799998567,0.873138102237135,0.463345710886642,0.278188198106363,0.276422280352563,0.126864277292043,0.16701397462748,0.301780608249828,0.124471260700375
2.452,'yes','359711 ',0,0.377206394448876,0.183966606622562,0.444655328756198,0.584057609550655,0.748000707710162,0.910885079065338,0.801602012477815,0.412983908550814,0.52345633180812,0.607644349802285,0.875058598350734,0.596069738967344,0.656456013442948,0.644269866403192,0.181879418902099,0.725325925275683,0.81871999334544,0.260038424748927,0.931426480645314,0.67713891970925,0.0571337658911943,0.867149168858305,0.76101976307109,0.394907855661586,0.849573396379128,0.720309944124892,0.653730113524944,0.384052984183654,0.411014778306708,0.592594027286395,0.72563685849309,0.099602796137333
4.6497,'no','342121  ',0,0.646315779536963,0.0449575679376721,0.0943032565992326,0.808571595232934,0.753533040406182,0.770264133345336,0.0175766001921147,0.149457688210532,0.958484698086977,0.833321748767048,0.22180121159181,1.11744739115238e-05,0.673637123312801,0.166679599322379,0.0508059177082032,0.478751672198996,0.912177531048656,0.689671073574573,0.0235424072016031,0.501746464287862,0.571717345388606,0.446279372554272,0.91384768486023,0.90657256077975,0.447738797171041,0.744701642543077,0.379122812533751,0.805441658012569,0.755180723732337,0.194060778710991,0.209035436622798,0.399048687890172
2.77,'yes','337914 ',0,0.274376106448472,0.783625144511461,0.431443901732564,0.665038938866928,0.827764114597812,0.38878641766496,0.332961897365749,0.0705614723265171,0.994849794311449,0.851426650071517,0.85936670913361,0.823849079664797,0.166974177351221,0.345339685212821,0.381376508623362,0.596960077062249,0.461537848459557,0.894695749273524,0.616303275339305,0.380285441176966,0.782368143089116,0.832634016405791,0.856383987003937,0.197618238627911,0.489483612589538,0.656736481701955,0.760361581807956,0.588519990211353,0.161381066311151,0.292083616834134,0.118187688989565,0.182852164842188
4.772,'no','421814  ',0,0.189312597736716,0.728939040098339,0.856081485748291,0.947641246253625,0.541358008049428,0.0103039948735386,0.46328526455909,0.859546473249793,0.782728449907154,0.72491754218936,0.00645941658876836,0.176016240613535,0.367010496556759,0.149681796086952,0.253951935796067,0.985859068576247,0.676246082643047,0.498395977076143,0.295140577945858,0.391917914617807,0.808946783654392,0.349075808655471,0.153483848553151,0.278777297120541,0.367004388011992,0.125807989621535,0.0308366320095956,0.48029125877656,0.238684565993026,0.160851104417816,0.190773434471339,0.646448307204992
2.58,'no','334877  ',0,0.267864572349936,0.06427515973337,0.322371358517557,0.236086366698146,0.288553875172511,0.296493523288518,0.65794540126808,0.76625293167308,0.672380760777742,0.0976601634174585,0.331385642522946,0.117489081807435,0.577881497563794,0.71732657845132,0.229113649111241,0.673700965475291,0.551207205746323,0.214452861109748,0.822550852783024,0.207681697094813,0.810337104834616,0.525985195301473,0.457056436222047,0.830163406673819,0.0680052759125829,0.151691918028519,0.731388077139854,0.702356612542644,0.793600485427305,0.819664638955146,0.129312141332775,0.474627421237528
1.497,'no','263361  ',0,0.197331393603235,0.356843134853989,0.58944666897878,0.341128581902012,0.571690342854708,0.0599006959237158,0.75147465756163,0.00249574985355139,0.0737932678312063,0.57344955811277,0.154826372629032,0.996660537086427,0.326177751179785,0.962863630848005,0.151625181082636,0.753342537675053,0.502932379953563,0.946063056821004,0.352400387870148,0.401416027918458,0.937262414954603,0.624533012975007,0.635017771273851,0.997565903700888,0.407024732790887,0.683140214299783,0.436765434453264,0.24897357984446,0.436606020200998,0.165394363692030,0.687157356413081,0.304350831545889
0.845,'yes','316534 ',0,0.57888668961823,0.239393912721425,0.444699953775853,0.104324165731668,0.262662958819419,0.81773344334215,0.176546300062910,0.766567988321185,0.579206444090232,0.919444596627727,0.00933737005107105,0.891057945322245,0.119261636864394,0.414011843269691,0.526838018326089,0.221644985023886,0.0290048241149634,0.0552509364206344,0.109540494391695,0.220069491071627,0.185451771365479,0.148194017820060,0.245147182838991,0.200279076816514,0.695137047441676,0.0987968046683818,0.320983974495903,0.805575367528945,0.218322106171399,0.0990828066132963,0.528181746602058,0.589684075675905
0.689,'yes','324895 ',0,0.362111601978540,0.572223221883178,0.78455938748084,0.285473529016599,0.737846653210,0.762958057690412,0.56265615997836,0.660700895125046,0.897921126103029,0.223667423939332,0.157670058775693,0.446504599880427,0.710061742924154,0.844875378068537,0.959190574008971,0.825848947511986,0.444927500095218,0.991398931480944,0.171747233252972,0.763044932391495,0.576686427230015,0.168823307845742,0.722630846314132,0.186339982552454,0.749092563521117,0.0920323624741286,0.825151227880269,0.263370760949329,0.79336438770406,0.404779820237309,0.227570972638205,0.233749951934442
2.03,'no','176453  ',0,0.217508462723345,0.993552583968267,0.992664326680824,0.95571747655049,0.234877501148731,0.491085758898407,0.894378205295652,0.414996445877478,0.231272009201348,0.652885405346751,0.858408672967926,0.744198221946135,0.801334663992748,0.598039737669751,0.113252351293340,0.222496822709218,0.91689465334639,0.343121848534793,0.986769541399553,0.357669972581789,0.469644746044651,0.673268547281623,0.67467062571086,0.373499832116067,0.69325647642836,0.0946404265705496,0.818531981203705,0.491609292570502,0.0283068343997002,0.140356610296294,0.980276824673638,0.998080723453313
3.076,'yes','375246 ',0,0.306158036924899,0.785123447654769,0.0246980050578713,0.601297381566837,0.786165369441733,0.239753521978855,0.239106593886390,0.549930473789573,0.837398616131395,0.734938020352274,0.889581110561267,0.155404159566388,0.838975744321942,0.666638803202659,0.362517962930724,0.144146534614265,0.417485296260566,0.818777301814407,0.749991784337908,0.45921561983414,0.315308578312397,0.889618501299992,0.212032930925488,0.661340713500977,0.514992131851614,0.82188591035083,0.2886258198414,0.600587697001174,0.608501580543816,0.732628202065825,0.742026543710381,0.0505861572455615
2.145,'no','294835  ',0,0.640311821829528,0.84390660468489,0.139002428390086,0.138180219801143,0.0317763951607049,0.411094262963161,0.976665839320049,0.148902206216007,0.0398175704758614,0.115713062928990,0.218924312153831,0.776870561297983,0.131956330966204,0.545048395870253,0.0504689533263445,0.0607600400689989,0.165125335566700,0.104233250720426,0.932135699084029,0.71056134509854,0.679424030939117,0.370586468139663,0.851376595906913,0.805118887452409,0.805530344834551,0.96317470818758,0.0204863585531712,0.0287520023994148,0.102768384618685,0.554935869527981,0.0241250968538225,0.0650092901196331
0.422,'no','148833  ',0,0.379447056213394,0.482253191526979,0.613775457488373,0.316431704210117,0.742532210424542,0.550830845488235,0.151476979255676,0.383837287314236,0.860214590793476,0.979979972355068,0.97139725391753,0.41851377626881,0.646030013682321,0.524959452683106,0.68660696526058,0.592728890944272,0.688560478389263,0.0814220602624118,0.490631253458560,0.527779577998444,0.0165473888628185,0.0764761783648282,0.114903798094019,0.729152311570942,0.869888151064515,0.825406519463286,0.0936168229673058,0.897499819286168,0.712636004434898,0.467936912318692,0.148539476562291,0.74619650375098
1.71,'yes','148646 ',0,0.990869662258774,0.0634745054412633,0.640304412925616,0.187872562557459,0.448046300094575,0.887158860452473,0.48519222647883,0.148532561492175,0.78424902097322,0.421615811064839,0.662436762824655,0.39773079007864,0.235255843261257,0.0712903523817658,0.140662224031985,0.999058517161757,0.0952036727685481,0.781099593266845,0.0553089913446456,0.52748802723363,0.221534865209833,0.335467711323872,0.514286787249148,0.92296087834984,0.878833707654849,0.66584666306153,0.139784300234169,0.316047405125573,0.456072971690446,0.814015905139968,0.808143136324361,0.783257722388953
2.1,'yes','336489 ',0,0.381572149228305,0.158625228097662,0.752993652131408,0.122625394724309,0.253832976100966,0.516312455758452,0.196777788456529,0.0363083656411618,0.98155321762897,0.93031559837982,0.820453790714964,0.157646587118506,0.506708310684189,0.102852127747610,0.68123075296171,0.861847192514688,0.362855194369331,0.382100498769432,0.695832653203979,0.390505160437897,0.748946873936802,0.862169773550704,0.76800458272919,0.324593739584088,0.980268210871145,0.881225835997611,0.452282574726269,0.296385272638872,0.770656659966335,0.0843215277418494,0.461417356738821,0.635788083542138
2.954,'yes','275087 ',0,0.0673594435211271,0.235000833868980,0.788713996997103,0.7830467550084,0.585523610701784,0.83408679207787,0.417837975779548,0.242632583715022,0.08330096793361,0.397931474726647,0.960185922449455,0.165355633944273,0.896502973744646,0.27426145831123,0.550421151565388,0.283078653272241,0.0382482439745218,0.641595688648522,0.632855182047933,0.4240303770639,0.804815960116684,0.0436303720343858,0.66528933797963,0.634860704885796,0.835105613106862,0.549660541350022,0.204739895416424,0.428825325565413,0.979174447013065,0.82617628783919,0.692347347037867,0.646050974959508
0.348,'yes','207399 ',0,0.860804631607607,0.680361438542604,0.0857314590830356,0.503456502221525,0.154468506108969,0.543426979333162,0.76384587935172,0.746558794984594,0.397799812024459,0.415928665082902,0.185218013124540,0.560370871098712,0.261227243347093,0.452926609897986,0.843676265329123,0.589007888222113,0.571765491506085,0.721843684324995,0.232012734748423,0.0496210197452456,0.132839149562642,0.33514425647445,0.826251126592979,0.636139401467517,0.492715243017301,0.86944643734023,0.0118859449867159,0.191785342991352,0.946520229335874,0.693464145762846,0.74403826193884,0.0238617609720677
4.27,'no','117504  ',0,0.978833027882501,0.538932931609452,0.686729041393846,0.310835614334792,0.467842551646754,0.45462585776113,0.639445033390075,0.779945021029562,0.055507333483547,0.686846132390201,0.874655382242054,0.418580855010077,0.439836148172617,0.815922514535487,0.0695896532852203,0.718332119518891,0.864209498045966,0.313499768963084,0.860176945338026,0.267731032567099,0.936321649700403,0.809429864864796,0.161452605621889,0.839594323188066,0.791490078670904,0.197746532037854,0.0196833296213299,0.37941719731316,0.362563288304955,0.0209740730933845,0.652503492776304,0.545506555587053
6.6,'no','177533  ',0,0.615802492946386,0.92979335016571,0.99002113332972,0.632250896655023,0.591907060239464,0.362428499851376,0.155995603417978,0.448676467873156,0.145525132538751,0.651393706910312,0.325156922917813,0.478105450980365,0.373444788856432,0.346705478383228,0.222832374274731,0.185834211064503,0.158563759876415,0.833262003725395,0.0872091306373477,0.937056266935542,0.775216097477823,0.452441340079531,0.957942678127438,0.00335429259575903,0.204519913764670,0.163049621507525,0.15679597761482,0.248476850101724,0.633437576936558,0.374368151649833,0.279234843095765,0.373777053551748
3.53,'no','177408  ',0,0.647050214698538,0.972690785536543,0.386138457572088,0.0665537870954722,0.815731414128095,0.102017525117844,0.208458941662684,0.133543580770493,0.45634688064456,0.569821395911276,0.686827739467844,0.89490778837353,0.880855986615643,0.927243154495955,0.352471258724108,0.632063059369102,0.454053382854909,0.664865391561761,0.299970565130934,0.429120145970955,0.324160893214867,0.612636721460149,0.40169556485489,0.328432665904984,0.382097995374352,0.79085792740807,0.5157007612288,0.274747754679993,0.698081239825115,0.438162289792672,0.485458694165573,0.752494840882719
0.767,'yes','310613 ',0,0.959410428535193,0.636695242719725,0.466822683112696,0.213618427049369,0.288430223008618,0.323199239326641,0.377140216296539,0.517612148774788,0.842391777550802,0.213991899276152,0.151353015098721,0.400303673697636,0.411284358240664,0.83046105550602,0.539401193615049,0.075819232268259,0.206272166455165,0.946665508206934,0.284322692314163,0.106685478007421,0.827557272277772,0.130542246624827,0.577406726311892,0.707696993369609,0.424193664686754,0.648313485551625,0.0751045276410878,0.283734537661076,0.660927772521973,0.352098163450137,0.503177596488968,0.0678561211097986
0.5295,'yes','330856 ',0,0.5182029241696,0.423748352564871,0.111582161858678,0.276862613158301,0.371546541806310,0.137029613601044,0.540907644433901,0.170474341139197,0.326636001933366,0.767731467727572,0.197385926963761,0.588839305564761,0.697295642225072,0.674700700445101,0.372692436911166,0.371340525336564,0.934307338204235,0.92837924999185,0.0879439013078809,0.92763790790923,0.570337045704946,0.86170617910102,0.82814238127321,0.498590196715668,0.650955700315535,0.951377706369385,0.569722303887829,0.127603732282296,0.671449455898255,0.596274544019252,0.135587691562250,0.783003527205437
