@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no','yes'}
@attribute triggerid_str {'103780  ','106709  ','111063  ','111529 ','111622 ','113120  ','114753 ','117504  ','130088 ','131560 ','147478  ','148225 ','148646 ','148833  ','150314  ','151207 ','151905 ','152113  ','153514  ','154112 ','156467 ','163136 ','163170  ','163438 ','174738  ','176453  ','177408  ','177533  ','178750 ','179968  ','180455 ','180977  ','191157 ','192059 ','205851 ','207399 ','208169 ','209352  ','209755 ','211117 ','211957 ','213486 ','213630 ','213823 ','214805 ','217704 ','217805 ','219101 ','221755 ','228006 ','228316  ','228581 ','229185 ','231231  ','231362  ','232339  ','232683 ','238108  ','238174  ','239899 ','240766 ','252593  ','255445 ','259714  ','263361  ','271019 ','275087 ','276205 ','278693 ','278854 ','279592 ','280706 ','282003 ','282066  ','284856 ','285654 ','286809  ','287364 ','292934  ','293707  ','293795  ','294835  ','295670 ','296805  ','297114 ','299787 ','301981  ','302888 ','305288 ','306757 ','306778 ','308041 ','309010 ','309096 ','309111 ','310613 ','312047 ','313087 ','313116 ','313299 ','313417 ','316204 ','316534 ','317508 ','319016 ','319036  ','319584 ','323898 ','324561  ','324895 ','326115 ','330856 ','331093 ','332851  ','332931 ','334877  ','335105 ','336489 ','337914 ','338895 ','342121  ','346386 ','349510 ','350184  ','350311 ','352190  ','352648  ','353540 ','355083 ','357512 ','358422 ','359530 ','359711 ','359951 ','370791  ','370846 ','373172 ','373458 ','373674  ','374210 ','375246 ','377179 ','378559 ','412982 ','414592  ','416103 ','416135  ','419797 ','420398  ','421814  ','425151 '}
@attribute useless numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@data
1.331,'no','296805  ',0,0.493337479652837,0.739384702173993,0.388246472692117,0.0135311500634998,0.431286514271051,0.46339133894071,0.0570007392670959,0.202472406439483,0.830811849562451,0.62506489851512,0.0404977332800627,0.931658378103748,0.838936698623002,0.547097272006795,0.753259120043367,0.0988577869720757
1.18,'yes','416103 ',0,0.313452953938395,0.0543577037751675,0.00692765461280942,0.87106875423342,0.279089179588482,0.932402129750699,0.438516559079289,0.339143009390682,0.116666435496882,0.964515357278287,0.879585173679516,0.800189823610708,0.598381987772882,0.091335677774623,0.438197587383911,0.913597790524364
0.059,'no','416135  ',0,0.387759931851178,0.357791652204469,0.322670734021813,0.960604587569833,0.349418400088325,0.905668146209791,0.292540586087853,0.509346850449219,0.245662221685052,0.899624476209283,0.966409341897815,0.33729982865043,0.442739937687293,0.532199058681726,0.25422658235766,0.108806237578392
1.16,'yes','279592 ',0,0.90672266529873,0.345715746516362,0.794814787339419,0.890415733214468,0.242174347862601,0.497362189460546,0.651750597404316,0.230769331334159,0.486625108169392,0.563505453057587,0.39148203167133,0.121202955022454,0.364475375972688,0.158837607363239,0.117352704983205,0.0771168814972043
1.547,'yes','338895 ',0,0.708982688607648,0.470466700382531,0.880674593616277,0.937838438665494,0.388042168226093,0.302273369394243,0.209067519754171,0.15744806593284,0.689315997296944,0.65213336981833,0.138860884821042,0.845418017124757,0.095872515346855,0.551060447935015,0.91459304629825,0.820729531580582
1.692,'yes','326115 ',0,0.307231802726164,0.428139545489103,0.525317694758996,0.69321302860044,0.153775027021766,0.162488843780011,0.0179600401315838,0.283876422559842,0.0127102858386934,0.700439248932526,0.010449810186401,0.897390691330656,0.617089363280684,0.48478695563972,0.798116785706952,0.882957438472658
3.85,'no','352648  ',0,0.149064116878435,0.797486297786236,0.0374375006649643,0.323610081570223,0.897259511519223,0.524024185491726,0.289774647448212,0.95705470140092,0.444285032572225,0.903236141661182,0.503121518529952,0.936499122297391,0.523127611493692,0.334531086264178,0.694937884109095,0.524388032732531
4.109,'no','352190  ',0,0.801620522979647,0.70914537878707,0.0559962133411318,0.598773025209084,0.98848188505508,0.86715479916893,0.433040962321684,0.520229970104992,0.554533856920898,0.558839497389272,0.695668544853106,0.667284068185836,0.157213150523603,0.102889843983576,0.724152188748121,0.82322073657997
2.296,'yes','178750 ',0,0.376488849520683,0.318218095693737,0.939945840276778,0.226970234420151,0.209785630227998,0.221015854040161,0.879620646126568,0.254556258209050,0.666251148330048,0.769873436307535,0.267470989841968,0.838848675601184,0.109724290901795,0.376036008121446,0.546275809640065,0.168983663665131
0.6535,'yes','114753 ',0,0.647020815871656,0.874196660937741,0.595685493666679,0.181478236103430,0.724499189294875,0.531958044273779,0.819796312367544,0.827989041572437,0.441603878280148,0.513024580199271,0.694778754143044,0.934346069581807,0.758930003503338,0.61166596179828,0.91328438022174,0.246600013459101
2.711,'yes','219101 ',0,0.333579793805256,0.467515317257494,0.719227620167658,0.354595487006009,0.402112351497635,0.850102991331369,0.817040363093838,0.675283994758502,0.938159423647448,0.516575995599851,0.884306186577305,0.288758846698329,0.356703234370798,0.753033460117877,0.571069384692237,0.463350006379187
2.452,'yes','359711 ',0,0.886038843542337,0.406172714428976,0.45352925057523,0.743021211819723,0.360514189582318,0.785810470581055,0.674601040314883,0.832987987902015,0.214708381798118,0.997019964037463,0.94003369170241,0.144370959606022,0.60458280169405,0.376004790887237,0.884193447651342,0.9571740294341
4.6497,'no','342121  ',0,0.310660993214697,0.435143063776195,0.437843622872606,0.187570178415626,0.526841350598261,0.375204212963581,0.0386976005975157,0.441717067267746,0.879707412561402,0.044911744305864,0.436511953128502,0.52053927234374,0.791293875314295,0.67211989290081,0.631144369253889,0.131143443053588
2.77,'yes','337914 ',0,0.70455843070522,0.438027461757883,0.732991340570152,0.484645939897746,0.121249641524628,0.821954646380618,0.742182298796251,0.896664929809049,0.330999813741073,0.61004679556936,0.488615970825776,0.960319643374532,0.930206500925124,0.295723570510745,0.75074387085624,0.460466989781708
4.772,'no','421814  ',0,0.122566528152674,0.616469144821167,0.691046302439645,0.106195410480723,0.661187796620652,0.902848557801917,0.0794048025272787,0.12419591890648,0.701560493558645,0.869992787949741,0.850662730168551,0.0527199485804886,0.767877847421914,0.78329592035152,0.264656113227829,0.419074551435187
2.58,'no','334877  ',0,0.0542094698175788,0.134936338290572,0.552402295172215,0.387076763203368,0.194933372084051,0.478751011192799,0.34411037969403,0.0608375552110374,0.0792980801779777,0.397010821849108,0.232512020505965,0.363075771834701,0.318100697128102,0.52696038945578,0.152419386664405,0.722029529511929
1.497,'no','263361  ',0,0.947782773291692,0.319413459394127,0.176725883968174,0.222785986494273,0.538291595177725,0.505484127672389,0.829164752271026,0.82388542755507,0.575382177252322,0.0102605537977070,0.0930451797321439,0.7229067645967,0.968318361323327,0.630525396903977,0.916632526554167,0.200538400793448
0.845,'yes','316534 ',0,0.533635420259088,0.479388454463333,0.316827145172283,0.511224480345845,0.884495977079496,0.556347943842411,0.63981946487911,0.0634656413458288,0.6263973119203,0.141070846235380,0.450418668799102,0.365174405276775,0.688055548584089,0.57849262515083,0.62736469344236,0.90288741257973
0.689,'yes','324895 ',0,0.857958320062608,0.504630178678781,0.861451915465295,0.342324171680957,0.473419422050938,0.016264530364424,0.764298133086413,0.427439814200625,0.705121940933168,0.617594838608056,0.112001765752211,0.529833844630048,0.506725902669132,0.0589346007909626,0.141431572381407,0.655706328339875
2.03,'no','176453  ',0,0.568315549520776,0.654666454065591,0.993158349767327,0.942926224786788,0.0482639251276851,0.605001263553277,0.838592818705365,0.921942612854764,0.584725586231798,0.772934049833566,0.31411843909882,0.727586110122502,0.384613636182621,0.888001434039325,0.906502997735515,0.564952987013385
3.076,'yes','375246 ',0,0.12874774960801,0.0570147070102394,0.982813582755625,0.559586907271296,0.793812186224386,0.812827039510012,0.437011402798817,0.508121816907078,0.432177510112524,0.247282117139548,0.113005300285295,0.0684403644409031,0.434834018349648,0.0182759375311434,0.115519179729745,0.629659559344873
2.145,'no','294835  ',0,0.438573617720976,0.686026437208056,0.970574782928452,0.731239260407165,0.910075220279396,0.361440612701699,0.148816667264327,0.794549064012244,0.837391232373193,0.151590013643727,0.0267933967988938,0.0709325999487191,0.302308302605525,0.776222564745694,0.0768780189100653,0.557888521347195
0.422,'no','148833  ',0,0.102633376605809,0.702359080314636,0.701535099418834,0.620803569443524,0.786236976739019,0.745494363829494,0.782551914220676,0.309743184829131,0.639958511805162,0.403679610928521,0.381436055293307,0.51353214122355,0.95008591376245,0.245005817385390,0.0532735474407673,0.750752842752263
1.71,'yes','148646 ',0,0.938515579793602,0.101275397464633,0.949698568787426,0.726340072695166,0.167434082832187,0.141692627919838,0.846891646273434,0.63995072664693,0.617529246257618,0.308412746060640,0.125436915317550,0.180278177838773,0.296449261484668,0.246133033651859,0.791470551397651,0.624488202854991
2.1,'yes','336489 ',0,0.47080451156944,0.893487743567675,0.0915205220226198,0.988682822789997,0.876467094523832,0.52239110134542,0.722857300192118,0.112974664429203,0.0985066581051797,0.503408382646739,0.123988857725635,0.0383951766416430,0.267315541626886,0.0155683436896652,0.624868048587814,0.954624658450484
2.954,'yes','275087 ',0,0.726152518531308,0.7373920858372,0.864851878490299,0.996530600590631,0.64097244432196,0.773867613635957,0.301256161183119,0.184650412062183,0.66742923646234,0.719807366840541,0.137649725424126,0.779311974765733,0.165972671471536,0.879332667216659,0.275943911401555,0.517995555419475
0.348,'yes','207399 ',0,0.664652410428971,0.695258720079437,0.232012905413285,0.646304591558874,0.606952165951952,0.623037022072822,0.243035813327879,0.684228769736364,0.928172804415226,0.155930053908378,0.497869827551767,0.273690453963354,0.496963831363246,0.850058713695034,0.103058546548709,0.599932695971802
4.27,'no','117504  ',0,0.604703359305859,0.00861101178452373,0.471919672098011,0.975979553768411,0.86161565897055,0.992736350279301,0.254335558740422,0.402070543728769,0.358087732922286,0.853005015756935,0.630784930661321,0.165328396717086,0.0456789906602353,0.587652910966426,0.464225133415312,0.245818308088928
6.6,'no','177533  ',0,0.221265144646168,0.0948395195882767,0.489007819676772,0.797056787880138,0.247444857144728,0.259222418535501,0.0183607949875295,0.805008073104545,0.708904792089015,0.753487473586574,0.984329859726131,0.318990320432931,0.279945991467685,0.371669310843572,0.580187182873487,0.866971054812893
3.53,'no','177408  ',0,0.580608517862856,0.773185174679384,0.194347663316876,0.882983540184796,0.675037962617353,0.538143689278513,0.126569181215018,0.123880296014249,0.74103938927874,0.762805665377527,0.0611869166605175,0.589464868418872,0.79540594574064,0.448728433577344,0.364680011058226,0.424176930915564
0.767,'yes','310613 ',0,0.797072564251721,0.464988799300045,0.0705414267722517,0.750772153725848,0.397625310579315,0.570401518139988,0.489733854075894,0.144194325665012,0.174087682971731,0.477609787136316,0.612078117905185,0.361101630609483,0.853046541567892,0.315593713894486,0.61135432147421,0.645529962610453
0.5295,'yes','330856 ',0,0.120803076773882,0.697380552999675,0.978786733932793,0.312941667856649,0.167119934922084,0.83008269732818,0.482652357080951,0.100736247841269,0.253556969109923,0.0579437098931521,0.172899424098432,0.983165223849937,0.408938409527764,0.452424834016711,0.572842522058636,0.327578817494214
2.4996,'yes','280706 ',0,0.208937424467877,0.936126503162086,0.345300352200866,0.74828534363769,0.726138944039121,0.508605892769992,0.492072755005211,0.205728786066175,0.43055609264411,0.814558039419353,0.67085901950486,0.0373299943748862,0.985830360557884,0.724417225923389,0.671034255065024,0.760160824749619
1.9685,'yes','331093 ',0,0.465278406161815,0.243827230762690,0.112148382700980,0.499604527372867,0.525451377499849,0.977303870022297,0.631158490898088,0.161266623297706,0.912370899459347,0.905136779416353,0.932190998923033,0.232460187515244,0.0235048735048622,0.0509134188760072,0.157481498084962,0.779898442560807
0.714,'no','174738  ',0,0.100834812736139,0.121879389043897,0.500021395971999,0.401663032360375,0.871209817240015,0.857684593647718,0.347221693024039,0.652646269882098,0.248371160356328,0.144028032897040,0.629137761425227,0.808931848732755,0.488626497564837,0.203990316251293,0.183210700284690,0.755416039377451
3.35,'yes','319584 ',0,0.86452136747539,0.00732641434296966,0.742396283894777,0.321452150354162,0.758256852859631,0.579164515947923,0.458101859549060,0.342482500243932,0.215942803071812,0.0372186496388167,0.0123169913422316,0.542814622167498,0.331322701647878,0.853732025949284,0.994500383501872,0.400339129380882
3.969,'yes','148225 ',0,0.188337705330923,0.830442647449672,0.325219569262117,0.430788133526221,0.413385667838156,0.216122225858271,0.544159614481032,0.45474654994905,0.832041661720723,0.984975540777668,0.0710813594050705,0.963121087756008,0.380035626934841,0.791615028167143,0.558723320951685,0.32604711339809
0.624,'yes','419797 ',0,0.859257791657,0.730458996491507,0.887593102874234,0.677266809623688,0.991453260183334,0.839948314242065,0.396565319038928,0.649628740502521,0.120436939178035,0.812519858358428,0.849956720136106,0.987891954602674,0.0318608449306339,0.432442618766800,0.397166498471051,0.0948289742227644
1.37,'yes','370846 ',0,0.125235226703808,0.331708838697523,0.243585980031639,0.364704763283953,0.240051416680217,0.116784516954795,0.178210884798318,0.877946590771899,0.468062239931896,0.228165104286745,0.783748993650079,0.226410848321393,0.377281390363351,0.166721362620592,0.600728727411479,0.235325105721131
1.063,'yes','378559 ',0,0.481071262154728,0.467493108939379,0.524448825977743,0.55269639682956,0.87056790618226,0.748288683826104,0.368847538484260,0.869614647701383,0.827464894391596,0.205130632501096,0.203360962681472,0.9312825279776,0.924922345438972,0.331101224757731,0.413732681423426,0.670088339131325
0.98,'no','293707  ',0,0.864012527745217,0.86544751143083,0.342811235226691,0.886040616082028,0.947001830674708,0.56333384430036,0.535310918465257,0.51355834142305,0.739175616996363,0.311275947606191,0.298107836395502,0.296178680146113,0.940496129449457,0.250337406294420,0.708461552858353,0.85994407790713
4.813,'no','414592  ',0,0.622419146588072,0.297258022008464,0.698005478363484,0.254333712626249,0.113116643857211,0.327482031192631,0.339729232946411,0.496260778279975,0.887901709415019,0.84985082410276,0.587831675074995,0.61579685867764,0.621343742357567,0.658382381079718,0.197636432945728,0.821283901575953
1.314,'yes','239899 ',0,0.476814122870564,0.891789632849395,0.125112941721454,0.67938643693924,0.509110373910517,0.668812770396471,0.456563776824623,0.975296668708324,0.839843803085387,0.112607933580875,0.748977194074541,0.240409193327650,0.364568145712838,0.080817109439522,0.59471670887433,0.800351119600236
1.159,'yes','240766 ',0,0.374534332891926,0.702358246548101,0.303441707277671,0.472785318968818,0.761920785298571,0.783641379559413,0.232561405748129,0.88629460753873,0.499772568698972,0.980057986220345,0.195299737388268,0.224772184155881,0.233602882362902,0.450530950445682,0.578900546533987,0.506412057904527
3,'yes','357512 ',0,0.496776102576405,0.701383903156966,0.890770902624354,0.615028631873429,0.118848383426666,0.753971805563197,0.34349636384286,0.836305741220713,0.68367310706526,0.119277403457090,0.800125780515373,0.350876978598535,0.259003248764202,0.88113082293421,0.54071306833066,0.321419338928536
6.7,'no','324561  ',0,0.0763476209249347,0.168676127213985,0.412219589343295,0.829978902824223,0.79288714332506,0.50171079323627,0.315791192930192,0.920022867852822,0.798294326290488,0.755313530564308,0.492834283271804,0.870712159434333,0.209535820875317,0.83412875677459,0.533779731020331,0.459712203824893
1.489,'yes','205851 ',0,0.738126662326977,0.449329754337668,0.0897791504394263,0.365510263713077,0.938843101495877,0.196929380530491,0.359722114866599,0.984885277226567,0.213598129572347,0.735080070793629,0.778824436245486,0.205502979690209,0.426248846342787,0.565166954416782,0.0640864751767367,0.371827599825338
2.625,'yes','353540 ',0,0.145353201776743,0.220733348513022,0.139594002859667,0.142543614609167,0.849527079612017,0.681770227150992,0.628794298507273,0.374636264052242,0.221395528875291,0.567966631380841,0.48361408454366,0.711722505511716,0.762813984649256,0.55884354468435,0.720314002828673,0.988209225935861
4.41,'yes','192059 ',0,0.205605742055923,0.875332107068971,0.950835724594072,0.972652973374352,0.375663396436721,0.430357412202284,0.798060803906992,0.858816912863404,0.971693500876427,0.270600037649274,0.640156644629315,0.770754130324349,0.760711489012465,0.254157407209277,0.648221430135891,0.160841188160703
5.11,'yes','211117 ',0,0.411751504521817,0.440283826319501,0.613871610490605,0.734038269612938,0.242429547244683,0.564344295533374,0.568525770911947,0.561127450782806,0.208671159576625,0.783615435706452,0.306779670994729,0.781529113650322,0.396209408529103,0.380562513135374,0.159517533611506,0.503335364162922
2.737,'yes','359530 ',0,0.811450919602066,0.227596509503201,0.431703911861405,0.790823948336765,0.838757538236678,0.609734923113137,0.409789063967764,0.748767078155652,0.260024242568761,0.6264230562374,0.415910596726462,0.900373879587278,0.86755838431418,0.672804803121835,0.593312919605523,0.0906786234118044
1.8,'yes','217805 ',0,0.125443373573944,0.99940858897753,0.603685270762071,0.600854423828423,0.858611591625959,0.336696385173127,0.68741603451781,0.427386406809092,0.17687760386616,0.567469700006768,0.909609027206898,0.633438015822321,0.834377757972106,0.9851550150197,0.897561272606254,0.759177225874737
3.425,'yes','217704 ',0,0.415278463857248,0.303212323458865,0.586691859643906,0.584797481074929,0.134946580743417,0.75579133653082,0.985257500084117,0.818827313603833,0.371807829476893,0.0526763494126499,0.803661960642785,0.133254972519353,0.724235761910677,0.900770492618904,0.918839880963787,0.168127594282851
2.4266,'yes','305288 ',0,0.000847386894747615,0.999670089688152,0.366559853078797,0.099268566351384,0.928840782726184,0.312632674118504,0.450000681681558,0.0293827797286212,0.78005957370624,0.536758757894859,0.110444221645594,0.0336036693770438,0.449965159408748,0.356528472155333,0.991266497410834,0.278098173905164
0.383,'yes','299787 ',0,0.986658332170919,0.665273017017171,0.138872467679903,0.909331423230469,0.655537402722985,0.000129576073959470,0.407002500258386,0.678523859940469,0.498737557325512,0.0862882183864713,0.438320672372356,0.56306926254183,0.0936082124244422,0.293651762418449,0.0034411228261888,0.164642041083425
0.617,'no','282066  ',0,0.64715184038505,0.0125614202115685,0.120896898442879,0.93785292818211,0.486659149872139,0.407260663807392,0.511807734612375,0.678536790190265,0.848496684338897,0.169483536621556,0.881008361000568,0.130792797543108,0.081709512276575,0.565404555760324,0.401620871154591,0.77534657297656
2.198,'yes','156467 ',0,0.428970229346305,0.52141784504056,0.196054836036637,0.719526212429628,0.522263062186539,0.268335540313274,0.524628119543195,0.402280462440103,0.275870333891362,0.623306668596342,0.700837612850592,0.0969597932416946,0.705622430890799,0.862101971171796,0.144805220654234,0.85075232037343
1.23,'yes','316204 ',0,0.24281275132671,0.422267170157284,0.189579242840409,0.488411357626319,0.720315126469359,0.0128102658782154,0.636183408088982,0.126034212298691,0.484618726419285,0.92884599789977,0.797208363423124,0.289926181780174,0.110239717178047,0.714878738392144,0.672240735962987,0.252202384872362
1.261,'yes','232683 ',0,0.068977405084297,0.149709777208045,0.973859743215144,0.6654317304492,0.321548840031028,0.683033037465066,0.517832417739555,0.26774591463618,0.59076721733436,0.477266685571522,0.086890856269747,0.290172275621444,0.240950702223927,0.088113799225539,0.94042607769370,0.241694264812395
2.374,'yes','323898 ',0,0.845316723687574,0.486957845045254,0.495800534030423,0.662854100344703,0.270434139994904,0.69488947163336,0.455501207849011,0.718731941189617,0.132671160623431,0.904978723730892,0.798869064776227,0.886765326140448,0.885352740995586,0.544948782306165,0.885749015724286,0.954948254395276
2.692,'yes','295670 ',0,0.276936097303405,0.638963194098324,0.567367668962106,0.737293053651229,0.0490828717593104,0.669437767704949,0.978610346792266,0.409147497965023,0.466495361179113,0.471482833148912,0.161423619138077,0.320207192795351,0.0417730354238302,0.0758311438839883,0.377948473207653,0.618419378064573
3.3,'no','232339  ',0,0.111032829619944,0.697394888382405,0.86345823481679,0.314266995061189,0.524235486751422,0.327629947336391,0.218244268093258,0.0261517968028784,0.764216517331079,0.332333466503769,0.00578533089719713,0.0297151291742921,0.212390467291698,0.542989158071578,0.420515239937231,0.778253922937438
0.703,'yes','228006 ',0,0.215778152924031,0.48419479932636,0.806232417235151,0.530884682899341,0.65453705843538,0.73027970106341,0.853201806545258,0.416811876930296,0.871563877677545,0.329341070260853,0.727118435082957,0.88220483949408,0.773990364745259,0.970341033069417,0.155001427978277,0.587385470513254
2.69,'yes','313087 ',0,0.686149595770985,0.790359047241509,0.239779537776485,0.486149271717295,0.689584747655317,0.472673889715225,0.0458852834999561,0.577850135974586,0.440245913807303,0.343286845833063,0.776468632277101,0.369205992668867,0.668170377146453,0.828498349059373,0.511085232021287,0.26852117665112
6.29,'no','153514  ',0,0.0713236278388649,0.69155212235637,0.997033849125728,0.0619342382997274,0.0229822143446654,0.677909594262019,0.655162739800289,0.851115472847596,0.623844064306468,0.50675705820322,0.689799803309143,0.359370798105374,0.966520162532106,0.244050936307758,0.626022614073008,0.183040127856657
3.35,'yes','154112 ',0,0.113041369942948,0.2468570638448,0.403115484165028,0.78519731014967,0.323649154510349,0.84648441313766,0.726616534637287,0.122143666725606,0.970882746390998,0.727659415220842,0.292812099913135,0.218600281747058,0.118879196234047,0.136283389292657,0.896705824416131,0.584362670779228
1.1,'yes','309111 ',0,0.887184652732685,0.237315780017525,0.273021914763376,0.766487747430801,0.933730782708153,0.346322598401457,0.836762604303658,0.926711994688958,0.596366970334202,0.733079673722386,0.719175233272836,0.337204115232453,0.0674284412525594,0.0614910365547985,0.257189080817625,0.341077516321093
2.433,'yes','309096 ',0,0.621657555922866,0.975828861119226,0.0696451817639172,0.607924563111737,0.245415484532714,0.766147593036294,0.208335933974013,0.939132117200643,0.128237074706703,0.134147411445156,0.104076279094443,0.290328691713512,0.0181948787067086,0.253617647336796,0.38923087134026,0.407010881695896
0.606,'yes','130088 ',0,0.604527234565467,0.591454746201634,0.0154722263105214,0.695255149388686,0.0532258416060358,0.105249077081680,0.951698587741703,0.0807654943782836,0.477964547229931,0.222957496298477,0.0549753692466766,0.292500314535573,0.646060857456177,0.342694412451237,0.473273345036432,0.231194107094780
0.4428,'yes','209755 ',0,0.783284008968621,0.666097610490397,0.761969920014963,0.0305853758472949,0.135430428665131,0.487063621403649,0.90981919458136,0.622500909958035,0.151121504604816,0.410848568892106,0.520386991091073,0.26762845297344,0.0730892636347562,0.462022771360353,0.747930933721364,0.554448122158647
1.545,'yes','312047 ',0,0.936725509585813,0.938751726411283,0.850016619311646,0.495865768985823,0.508161119185388,0.382679952774197,0.326821144437417,0.971169773722067,0.522239222191274,0.760277310619131,0.0994335822761059,0.615756260696799,0.863218424608931,0.908782461192459,0.985511305043474,0.564456888707355
0.783,'no','179968  ',0,0.697216958738863,0.866419439669698,0.77781575336121,0.563160142861307,0.155922472709790,0.497617224464193,0.627374059287831,0.316181361209601,0.101032330654562,0.575621433323249,0.670187240699306,0.312581748235971,0.169677996309474,0.76448740856722,0.200304760364816,0.0086005215998739
4.045,'yes','180455 ',0,0.0925841620191932,0.50419639237225,0.146797796245664,0.0752625095192343,0.595103357452899,0.71157623664476,0.326273316750303,0.0939963567070663,0.200474688550457,0.83393169939518,0.724695875775069,0.286781552247703,0.470432158559561,0.993041225941852,0.269618374994025,0.636521646054462
