@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no','yes'}
@attribute triggerid_str {'103780  ','106709  ','111063  ','111529 ','111622 ','113120  ','114753 ','117504  ','130088 ','131560 ','147478  ','148225 ','148646 ','148833  ','150314  ','151207 ','151905 ','152113  ','153514  ','154112 ','156467 ','163136 ','163170  ','163438 ','174738  ','176453  ','177408  ','177533  ','178750 ','179968  ','180455 ','180977  ','191157 ','192059 ','205851 ','207399 ','208169 ','209352  ','209755 ','211117 ','211957 ','213486 ','213630 ','213823 ','214805 ','217704 ','217805 ','219101 ','221755 ','228006 ','228316  ','228581 ','229185 ','231231  ','231362  ','232339  ','232683 ','238108  ','238174  ','239899 ','240766 ','252593  ','255445 ','259714  ','263361  ','271019 ','275087 ','276205 ','278693 ','278854 ','279592 ','280706 ','282003 ','282066  ','284856 ','285654 ','286809  ','287364 ','292934  ','293707  ','293795  ','294835  ','295670 ','296805  ','297114 ','299787 ','301981  ','302888 ','305288 ','306757 ','306778 ','308041 ','309010 ','309096 ','309111 ','310613 ','312047 ','313087 ','313116 ','313299 ','313417 ','316204 ','316534 ','317508 ','319016 ','319036  ','319584 ','323898 ','324561  ','324895 ','326115 ','330856 ','331093 ','332851  ','332931 ','334877  ','335105 ','336489 ','337914 ','338895 ','342121  ','346386 ','349510 ','350184  ','350311 ','352190  ','352648  ','353540 ','355083 ','357512 ','358422 ','359530 ','359711 ','359951 ','370791  ','370846 ','373172 ','373458 ','373674  ','374210 ','375246 ','377179 ','378559 ','412982 ','414592  ','416103 ','416135  ','419797 ','420398  ','421814  ','425151 '}
@attribute useless numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@data
1.497,'no','263361  ',0,0.906557029811665,0.601582641480491,0.254970169859007,0.804666682844982
0.845,'yes','316534 ',0,0.00580153707414865,0.714489663718268,0.488486899994314,0.136436413740739
0.689,'yes','324895 ',0,0.926724304677919,0.437598233344033,0.0322029797825962,0.638740726513788
2.03,'no','176453  ',0,0.807954078074545,0.824643689440563,0.514868473168463,0.204992548795417
3.076,'yes','375246 ',0,0.123113177716732,0.000792127568274736,0.485642143292353,0.574246649630368
2.145,'no','294835  ',0,0.81057794066146,0.85698872921057,0.182305317837745,0.583933267043903
0.422,'no','148833  ',0,0.954081059899181,0.637007035082206,0.516316854394972,0.731416997266933
1.71,'yes','148646 ',0,0.109573164023459,0.458985239733011,0.703909969422966,0.578750582877547
2.1,'yes','336489 ',0,0.291024901438504,0.53031401289627,0.695569616742432,0.759596945717931
2.954,'yes','275087 ',0,0.257711959769949,0.675201455364004,0.215055391658098,0.228455801494420
0.348,'yes','207399 ',0,0.881967232795432,0.387862195726484,0.915898232255131,0.554326191777363
4.27,'no','117504  ',0,0.437485847389325,0.0659157296177,0.279397104168311,0.399112457875162
6.6,'no','177533  ',0,0.857087411452085,0.723891329020262,0.0636744666844606,0.972434582188725
3.53,'no','177408  ',0,0.732190662063658,0.55456252139993,0.116507475031540,0.94894131552428
0.767,'yes','310613 ',0,0.251762383617461,0.0247022740077227,0.60064134793356,0.810119935078546
0.5295,'yes','330856 ',0,0.152003811206669,0.797349437139928,0.844995256280527,0.131123327417299
2.4996,'yes','280706 ',0,0.863117802422494,0.189904495608062,0.389370786491781,0.922692922875285
1.9685,'yes','331093 ',0,0.394445640733466,0.769060860853642,0.413960818899795,0.546994228847325
0.714,'no','174738  ',0,0.0440242250915617,0.0510489630978554,0.273481749230996,0.962087622610852
3.35,'yes','319584 ',0,0.561049761949107,0.325938974972814,0.804617842193693,0.410130860749632
3.969,'yes','148225 ',0,0.923386480892077,0.197550762444735,0.36972495354712,0.89190237200819
0.624,'yes','419797 ',0,0.675123438239098,0.986837822943926,0.179232793161646,0.776158401276916
1.37,'yes','370846 ',0,0.80875102779828,0.691334640374407,0.606725685764104,0.353622749913484
1.063,'yes','378559 ',0,0.76919274078682,0.726904759882018,0.39797027152963,0.0388365697581321
0.98,'no','293707  ',0,0.350609677610919,0.825580487493426,0.113588386913761,0.534335065400228
4.813,'no','414592  ',0,0.487620590487495,0.370237125782296,0.494348714593798,0.555569732328877
1.314,'yes','239899 ',0,0.345480832038447,0.553970478475094,0.32212543184869,0.449543416965753
1.159,'yes','240766 ',0,0.300555448047817,0.798252905951813,0.243931508157402,0.412085650721565
3,'yes','357512 ',0,0.78379457234405,0.4340677682776,0.107550581917167,0.510244272882119
6.7,'no','324561  ',0,0.579460685141385,0.87713449797593,0.554389437660575,0.567121539264917
1.489,'yes','205851 ',0,0.00852595991455019,0.154792635934427,0.083304317900911,0.296334840124473
2.625,'yes','353540 ',0,0.312374434666708,0.201132624177262,0.668762993300334,0.482382463989779
4.41,'yes','192059 ',0,0.583321182290092,0.104148378595710,0.141685481648892,0.127141419798136
5.11,'yes','211117 ',0,0.383501067757607,0.988789498107508,0.366823368472978,0.820574040059
2.737,'yes','359530 ',0,0.577353526139632,0.200409899465740,0.0736653117928654,0.759607328567654
1.8,'yes','217805 ',0,0.272282434161752,0.630333699285984,0.40624864702113,0.847401765873656
3.425,'yes','217704 ',0,0.298044373979792,0.159339791862294,0.981365628773347,0.976670880569145
2.4266,'yes','305288 ',0,0.109202860388905,0.197320833103731,0.707121152663603,0.718944864347577
0.383,'yes','299787 ',0,0.814074688358232,0.643209152156487,0.170936377253383,0.572340070502833
0.617,'no','282066  ',0,0.693967581959441,0.0559481990057975,0.362731165718287,0.400741365272552
2.198,'yes','156467 ',0,0.899904307210818,0.375779149355367,0.0979868357535452,0.972262288210914
1.23,'yes','316204 ',0,0.156006072647870,0.405622395453975,0.255409542005509,0.73197257751599
1.261,'yes','232683 ',0,0.195455863140523,0.773191172629595,0.192069039214402,0.889649900840595
2.374,'yes','323898 ',0,0.728061565198004,0.826321532949805,0.780609193490818,0.367839726386592
2.692,'yes','295670 ',0,0.99085546610877,0.304401255911216,0.581578707322478,0.938990904018283
3.3,'no','232339  ',0,0.600954866269603,0.685418888228014,0.678040869068354,0.539249823661521
0.703,'yes','228006 ',0,0.445643774000928,0.567632713587955,0.471413205610588,0.249108660267666
2.69,'yes','313087 ',0,0.351387076312676,0.650650165742263,0.173592376289889,0.430969866923988
6.29,'no','153514  ',0,0.103388296440244,0.298820003867149,0.0895265152212232,0.90822538593784
3.35,'yes','154112 ',0,0.668928971746936,0.367879239376634,0.829514417331666,0.863957248162478
1.1,'yes','309111 ',0,0.872435898985714,0.537920533679426,0.506539746653289,0.014108054805547
2.433,'yes','309096 ',0,0.938526451820508,0.417989826761186,0.792348633753136,0.347657227888703
0.606,'yes','130088 ',0,0.0752686597406864,0.370707151945680,0.647295006550848,0.505223834421486
0.4428,'yes','209755 ',0,0.923154147341847,0.312956843990833,0.856969343265519,0.0997238021809608
1.545,'yes','312047 ',0,0.445011341711506,0.51512779481709,0.172805977053940,0.128460361389443
0.783,'no','179968  ',0,0.863347693579271,0.943237029016018,0.69464857224375,0.561886175069958
4.045,'yes','180455 ',0,0.549510664539412,0.345057433238253,0.612038653343916,0.0279063442721963
0.947,'no','293795  ',0,0.764669677475467,0.866480846889317,0.471507465234026,0.127566627925262
3.221,'yes','211957 ',0,0.305508766556159,0.7319930375088,0.477769897552207,0.586527763865888
2.6147,'yes','151207 ',0,0.938022162532434,0.933871894376352,0.69411726645194,0.638129347935319
5.6,'no','231362  ',0,0.851390966912732,0.586252910783514,0.664588268380612,0.688761649187654
3.2,'no','231231  ',0,0.25759952981025,0.626811713445932,0.607826753985137,0.279752185102552
2.346,'yes','163136 ',0,0.531709947623312,0.610404583858326,0.465513058938086,0.177271202672273
0.08,'no','163170  ',0,0.803436564048752,0.922332299873233,0.97249621944502,0.596870564855635
4.349,'no','301981  ',0,0.753619194030762,0.779614092083648,0.00639821216464043,0.232611814280972
1.55,'yes','163438 ',0,0.0265562010463327,0.98360030935146,0.253420907771215,0.458592947339639
0.97,'yes','276205 ',0,0.760918751824647,0.885761396493763,0.999317230656743,0.705199116375297
1.605,'no','292934  ',0,0.613583195256069,0.342896765330806,0.0480237533338368,0.457454593619332
0.49,'yes','377179 ',0,0.88080994063057,0.355649918317795,0.194265266647562,0.218241888331249
1.24,'no','370791  ',0,0.622397544560954,0.481422592652962,0.0115879327058792,0.149768948787823
1.29,'no','103780  ',0,0.681570637971163,0.549040236510336,0.51236936962232,0.984564382350072
3.082,'yes','213823 ',0,0.420243372675031,0.49740379024297,0.444878404261544,0.737422369653359
1.03,'yes','309010 ',0,0.527767482679337,0.272134400438517,0.67757827276364,0.610707098152488
2.45,'no','286809  ',0,0.519100362667814,0.110513837775216,0.32086973823607,0.610100946156308
0.971,'yes','373172 ',0,0.149207709357142,0.846396571723744,0.477785466006026,0.621825154405087
3.24,'yes','111622 ',0,0.56872346973978,0.763441392919049,0.883540279930457,0.844748232280836
2.17,'yes','287364 ',0,0.789116023341194,0.597408196190372,0.496927235973999,0.73358286684379
4.667,'yes','412982 ',0,0.138396962545812,0.0461053675971925,0.00290789594873786,0.432411230634898
2.821,'yes','131560 ',0,0.612777899717912,0.642453419510275,0.879437267314643,0.396518690977246
0.5915,'no','106709  ',0,0.101793305715546,0.106329210335389,0.132954468252137,0.763505990616977
0.937,'yes','229185 ',0,0.538704365259036,0.932574623031542,0.908302158815786,0.590221712365746
2.68,'yes','213486 ',0,0.810801514424384,0.164532475871965,0.459986689733341,0.0984282698482275
3.78,'yes','213630 ',0,0.832215573871508,0.230292852269486,0.121218377258629,0.386606429237872
3.375,'yes','346386 ',0,0.571117737563327,0.204029000829905,0.512765046907589,0.94187334459275
0.836,'yes','271019 ',0,0.509132306091487,0.175635524559766,0.493764603277668,0.648781826486811
3.355,'no','252593  ',0,0.588349263416603,0.630494464421645,0.207235940732062,0.446411841316149
3.626,'yes','285654 ',0,0.687450617551804,0.531119083287194,0.041624475736171,0.470033603720367
2.641,'yes','302888 ',0,0.303668860113248,0.796599179506302,0.90172974858433,0.904315522639081
1.14,'yes','297114 ',0,0.549864551983774,0.850295666605234,0.0515969165135175,0.310561006190255
1.949,'no','111063  ',0,0.762756375363097,0.0602781942579895,0.352055372437462,0.845500821480528
1.755,'no','420398  ',0,0.857159728882834,0.335992790525779,0.398926529800519,0.592185873072594
1.44,'yes','111529 ',0,0.0186998499557376,0.181858680909500,0.468813613755628,0.845467995852232
1.416,'yes','313116 ',0,0.436117626260966,0.521406722953543,0.21427059173584,0.167530216043815
1.6398,'yes','313299 ',0,0.738113017985597,0.781468662433326,0.18880818458274,0.0589859469328076
3.036,'yes','313417 ',0,0.083260792074725,0.476580796064809,0.467452874174342,0.531505540944636
0.54,'yes','355083 ',0,0.832584185525775,0.3129304619506,0.554460156010464,0.50057945237495
3.038,'no','332851  ',0,0.137367268791422,0.87766351364553,0.473837642464787,0.758168892934918
2.352,'yes','255445 ',0,0.649232135387138,0.100984418764710,0.824397650780156,0.0277649753261358
4.9,'no','209352  ',0,0.348926455713809,0.268441284075379,0.883770804619417,0.66962652769871
2.71,'yes','358422 ',0,0.671546365600079,0.256517258007079,0.609803264960647,0.0132413629908115
0.82,'yes','278854 ',0,0.242973062908277,0.55334677384235,0.543118846602738,0.480054952669889
3.8479,'yes','332931 ',0,0.229931896086782,0.403475426835939,0.206849124748260,0.491076804464683
2.31,'yes','278693 ',0,0.295124974567443,0.417618544539437,0.870331005426124,0.0218095381278545
3.91,'no','180977  ',0,0.320580893196166,0.716110037406906,0.719163980567828,0.621551796328276
3.44,'no','238174  ',0,0.0177938279230148,0.335598414763808,0.0593491061590612,0.858762329211459
0.0331,'yes','191157 ',0,0.742173151113093,0.431522197788581,0.541162560461089,0.410550477448851
0.696,'yes','359951 ',0,0.219421776942909,0.0691311871632934,0.388012719573453,0.624910983722657
2.512,'yes','335105 ',0,0.20575424679555,0.57439178111963,0.6034077743534,0.242977576097474
0.83,'yes','151905 ',0,0.122607139637694,0.0316106393001974,0.521752773085609,0.998771260026842
1.165,'no','259714  ',0,0.861756479833275,0.159203140763566,0.0168313144240528,0.313737369375303
8.1,'no','350184  ',0,0.529716897057369,0.971123421331868,0.300596278626472,0.668044415302575
1.608,'yes','349510 ',0,0.521869512274861,0.700942598748952,0.263297916622832,0.29633252765052
2.04,'yes','282003 ',0,0.726396522019058,0.397302135126665,0.226764397928491,0.540770293213427
2.752,'yes','374210 ',0,0.963063704315573,0.472526337951422,0.0522055788896978,0.0521293606143445
1.092,'no','373674  ',0,0.115067008882761,0.462368842912838,0.406771875917912,0.803286261390895
0.54,'yes','221755 ',0,0.0337289206217974,0.863594103138894,0.684634895529598,0.86216719308868
1.71,'yes','373458 ',0,0.474123521707952,0.170234727440402,0.202784603694454,0.900735416449606
2.9,'no','113120  ',0,0.736822687787935,0.696153995813802,0.00294751720502973,0.137972780968994
5.3,'no','150314  ',0,0.630420109024271,0.89365321653895,0.199955423828214,0.360950471367687
0.937,'yes','306757 ',0,0.0138742283452302,0.719210171606392,0.649110906058922,0.0547543081920594
1.95,'yes','306778 ',0,0.317667486146092,0.558770903386176,0.788332575000823,0.412019634619355
1.51,'yes','208169 ',0,0.518399015301839,0.596829670947045,0.177217520307750,0.526638551382348
0.542,'yes','425151 ',0,0.619504140689969,0.196528605418280,0.517015653895214,0.793923636199906
0.544,'yes','350311 ',0,0.672381537500769,0.98942050919868,0.6453610972967,0.599658338353038
0.92,'yes','284856 ',0,0.698574336012825,0.81147354724817,0.100720464251935,0.621871785027906
