@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no ','yes'}
@attribute useless numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@data
1.545,'yes',0,0.770857721799985,0.920757573796436,0.783865998731926,0.575755094876513,0.138078658841550,0.514079969609156,0.640595475910231,0.765924701001495,0.445446894038469,0.2722887925338
0.783,'no ',0,0.0233882821630687,0.303425904130563,0.399179339874536,0.566593296127394,0.0754554783925414,0.67360553285107,0.851685205474496,0.604395634261891,0.650762659264728,0.544764435384423
4.045,'yes',0,0.987163922283798,0.47767518623732,0.714375810464844,0.360142890363932,0.331041589844972,0.60881076916121,0.866847221041098,0.281048838049173,0.939682578202337,0.437927429797128
0.947,'no ',0,0.174043424427509,0.53771969396621,0.954795781290159,0.364410429028794,0.639742084313184,0.788569079944864,0.560788629576564,0.501853645080701,0.746414720546454,0.784278293605894
3.221,'yes',0,0.312340929405764,0.330007641110569,0.936884404858574,0.919449269305915,0.685906785540283,0.793199174338952,0.636262119980529,0.801502572605386,0.996462571900338,0.376338890055194
2.6147,'yes',0,0.479238008148968,0.610421008896083,0.174942478071898,0.360713947564363,0.284353139810264,0.457117312587798,0.82849464355968,0.0737020447850227,0.165784591110423,0.207338412292302
5.6,'no ',0,0.853562528034672,0.205061605433002,0.0327353447210044,0.274221691768616,0.812203174456954,0.203915085410699,0.362852110993117,0.891427024034783,0.155757990200073,0.226281335577369
3.2,'no ',0,0.963010449660942,0.466290700715035,0.612731455592439,0.868931548902765,0.406813998473808,0.608700906392187,0.387781949248165,0.943423201795667,0.524879673495889,0.0585646007675678
2.346,'yes',0,0.404293269151822,0.480334904044867,0.982141012093052,0.00695755425840616,0.497335311258212,0.92929339921102,0.985105470987037,0.783852904802188,0.194281287491322,0.186987048946321
0.08,'no ',0,0.228100893553346,0.188628814648837,0.485786251258105,0.9550441254396,0.00327872787602246,0.747374032158405,0.688216534210369,0.400658700847998,0.362012384925038,0.876877980306745
4.349,'no ',0,0.65948475105688,0.480420462787151,0.912536927964538,0.101684868335724,0.915497238514945,0.591718138195574,0.816261733649299,0.192561972420663,0.199425644474104,0.341208304744214
1.55,'yes',0,0.160728837596253,0.327440209919587,0.164693044498563,0.656106420792639,0.489054526202381,0.304957134649158,0.798847400583327,0.734510608715937,0.14067716547288,0.120626081479713
0.97,'yes',0,0.942770288325846,0.674328339053318,0.412403677823022,0.808773181401193,0.921925975941122,0.977734807878733,0.637252853484824,0.527802779572085,0.89055962790735,0.350327151827514
1.605,'no ',0,0.0325203475076705,0.285584753146395,0.575059488648549,0.411060845479369,0.549893449293450,0.95163851720281,0.232378719141707,0.674316506832838,0.839710725238547,0.586633489234373
0.49,'yes',0,0.106125081190839,0.792372172465548,0.268138634739444,0.975513738347217,0.387610464822501,0.344137981301174,0.951696491334587,0.281053988263011,0.492232841439545,0.378817628137767
1.24,'no ',0,0.0811701803468168,0.972042388049886,0.166283716447651,0.219349360326305,0.945321454899386,0.53666375996545,0.183362918440253,0.873562089633197,0.829144418239594,0.889813670655712
1.29,'no ',0,0.204295164905488,0.880959313130006,0.844329732237384,0.349417700432241,0.498620759462938,0.33942062407732,0.613978899549693,0.939937202492729,0.805200051050633,0.715005909092724
3.082,'yes',0,0.651571046328172,0.0379288324620575,0.829165343893692,0.315649658441544,0.761400561779737,0.388438150752336,0.501561105716974,0.819218125892803,0.703456421848387,0.485467364545912
1.03,'yes',0,0.875912686111405,0.0372095068451017,0.240754400147125,0.0346138752065599,0.302457981742918,0.342919380636886,0.624183466425166,0.432333993492648,0.0620976109057665,0.96327649243176
2.45,'no ',0,0.465286802034825,0.911273390986025,0.0494654278736562,0.388829954434186,0.816744211362675,0.953194649890065,0.590971149737015,0.726188071304932,0.276665448676795,0.177065631374717
0.971,'yes',0,0.421636124840006,0.731601677602157,0.438572575105354,0.885495456401259,0.466710105538368,0.859674155712128,0.360944379586726,0.630231991410255,0.968150052707642,0.91216112836264
3.24,'yes',0,0.457218427909538,0.728974747937173,0.826772785745561,0.91516390396282,0.853511876659468,0.72975331172347,0.520159128587693,0.565288191894069,0.25818958459422,0.517007860122249
2.17,'yes',0,0.545719414018095,0.842035990441218,0.438230370637029,0.885986713459715,0.463323506293818,0.593443815363571,0.333834394579753,0.603568350197747,0.701749170897529,0.923420518403873
4.667,'yes',0,0.531949156196788,0.760280180256814,0.870720737846568,0.837046667933464,0.958832697244361,0.584850178332999,0.270056039094925,0.078713986556977,0.842895894311368,0.184830996440724
2.821,'yes',0,0.125156809343025,0.901769019896165,0.350334767019376,0.376146088819951,0.0594363419804722,0.132285520434380,0.870823707897216,0.262672912562266,0.818689581472427,0.455343835987151
0.5915,'no ',0,0.66417886223644,0.23998905508779,0.216889678267762,0.474437919678167,0.945854062912986,0.347979647805914,0.0367541653104126,0.318220216780901,0.322194847976789,0.934861453715712
0.937,'yes',0,0.739332759287208,0.358617515070364,0.336297687143087,0.223539627855644,0.87655336689204,0.935266113607213,0.493788861436769,0.594982975395396,0.426735369721428,0.55216673342511
2.68,'yes',0,0.542619968531653,0.853857189416885,0.202258099336177,0.262150537455454,0.297711834311485,0.0771874703932554,0.0478646522387862,0.936858876608312,0.78675749246031,0.771761669544503
3.78,'yes',0,0.793684735661373,0.720894277794287,0.458205502247438,0.660662405192852,0.801204780815169,0.778423160780221,0.0910673511680216,0.646968665532768,0.554203940555453,0.662074192427099
3.375,'yes',0,0.0997778729069978,0.983140570344403,0.763088521081954,0.550246261525899,0.49725422123447,0.880360018694773,0.539602174423635,0.789841089397669,0.76007357146591,0.934713610447943
0.836,'yes',0,0.288633390329778,0.0346786705777049,0.804475272540003,0.963651253143325,0.551878693280742,0.723822849104181,0.348031207220629,0.638865366112441,0.417740507051349,0.707250672392547
3.355,'no ',0,0.851281024049968,0.0689812910277396,0.0958237329032272,0.951496148016304,0.682235674234107,0.947049656650051,0.856227342039347,0.372291659936309,0.488460990833119,0.949658133322373
3.626,'yes',0,0.366201485972852,0.888175887055695,0.0158852476160973,0.90709277568385,0.743422766914591,0.788654341362417,0.739078670507297,0.0862302435562015,0.665178365074098,0.298782773781568
2.641,'yes',0,0.502133912872523,0.923471715999767,0.87477219151333,0.585137472487986,0.662593391723931,0.949733302928507,0.447504312731326,0.466791908256710,0.883053698576987,0.53400193946436
1.14,'yes',0,0.00976937846280634,0.0666545038111508,0.520343917887658,0.183786365203559,0.997936206869781,0.609798602759838,0.528635972877964,0.475962690077722,0.216870341682807,0.292087025474757
1.949,'no ',0,0.925962778972462,0.491592565085739,0.895663582719862,0.608540222980082,0.149975537322462,0.069924021139741,0.531274217180908,0.789736318401992,0.355328866513446,0.45029286830686
1.755,'no ',0,0.557264883536845,0.0603096508421004,0.65240124380216,0.361743748420849,0.986658372916281,0.87553663412109,0.722123373998329,0.908123376080766,0.974883168935776,0.0954569121822715
1.44,'yes',0,0.129820151487365,0.962761733680964,0.249841090291739,0.922446209704503,0.732292645610869,0.619334447430447,0.124790943693370,0.705515644745901,0.177262046374381,0.987079296726733
1.416,'yes',0,0.0619507369119674,0.421926152426749,0.793379473267123,0.83263619011268,0.565950847696513,0.83125013532117,0.328110822243616,0.363988236524165,0.342117060674354,0.263625967781991
1.6398,'yes',0,0.72574906446971,0.970787650207058,0.982903577852994,0.906488404376432,0.60104243340902,0.936091837706044,0.627312731230631,0.364560892106965,0.670867496402934,0.113453618017957
3.036,'yes',0,0.0642063533887267,0.665870673954487,0.585882392479107,0.328800873598084,0.908700651023537,0.631933403434232,0.572790282545611,0.0928514634724706,0.364047252805904,0.591512902174145
0.54,'yes',0,0.634156153537333,0.260217364644632,0.995395335834473,0.00424496550112963,0.119514550780877,0.980969922151417,0.112975010415539,0.180622316664085,0.835814741440117,0.874459280166775
3.038,'no ',0,0.122229420347139,0.542638999642804,0.548057022504508,0.666176794562489,0.204419779358432,0.527159374207258,0.757488931762055,0.72546585649252,0.439244265435264,0.096217960352078
2.352,'yes',0,0.169082878390327,0.926952132955194,0.824747507460415,0.442352191312239,0.0547102319542319,0.745062123285607,0.721430502831936,0.111363565549254,0.600967173697427,0.74934230116196
4.9,'no ',0,0.123641133308411,0.96711218287237,0.105085194576532,0.15027857106179,0.227975223213434,0.74051951779984,0.758929070550948,0.417403243249282,0.637819635681808,0.341990074375644
2.71,'yes',0,0.627435855334625,0.571883566910401,0.0942550851032138,0.808505232678726,0.700565647799522,0.526524956570938,0.00262389658018947,0.936950152507052,0.0239175159949809,0.731087543303147
0.82,'yes',0,0.322282227221876,0.726288217352703,0.487695686053485,0.72719520656392,0.347465383354574,0.280388492159545,0.432106526568532,0.865530734648928,0.377824479248375,0.676884420448914
3.8479,'yes',0,0.862182503798977,0.937153113773093,0.294193846406415,0.400571874342859,0.432482107542455,0.196105212438852,0.545542309992015,0.843863680725917,0.120275816181675,0.232436878606677
2.31,'yes',0,0.226097939768806,0.241697898833081,0.389686446171254,0.615496784681454,0.418005276005715,0.492567690555006,0.218076466117054,0.541264446917921,0.662512708222494,0.918374662054703
3.91,'no ',0,0.745923441136256,0.995991580421105,0.604995217872784,0.840857424074784,0.446915234904736,0.774474379839376,0.615312275476754,0.100285046966746,0.507292544003576,0.266487588407472
3.44,'no ',0,0.365247768582776,0.0434572852682322,0.648177874274552,0.378898380557075,0.874459229176864,0.96952872700058,0.683874626643956,0.635121003957465,0.634169666562229,0.261441002599895
0.0331,'yes',0,0.563982154941186,0.540937951998785,0.0373307128902525,0.252487587276846,0.246070925379172,0.911264223977923,0.134569399291649,0.380789353046566,0.612184138270095,0.206677926471457
0.696,'yes',0,0.670717071276158,0.581775784026831,0.0263326710555702,0.524050488136709,0.97064142045565,0.551527574658394,0.659335235133767,0.153487631585449,0.0519362522754818,0.615256724879146
2.512,'yes',0,0.0555627902504057,0.11023478070274,0.21477635926567,0.151367863873020,0.7958742484916,0.271630215924233,0.593712145462632,0.325045281555504,0.909458985785022,0.0737412944436073
0.83,'yes',0,0.739297571592033,0.525187687482685,0.863570467568934,0.754128001164645,0.511870856164023,0.648784240242094,0.49353831843473,0.140504784649238,0.00622435240074992,0.761419742135331
1.165,'no ',0,0.170136757427827,0.352265347028151,0.0369440405629575,0.975141538772732,0.43209907761775,0.0541946738958359,0.94807741465047,0.0534267844632268,0.941160665359348,0.254080947954208
8.1,'no ',0,0.236851979512721,0.694080135785043,0.408404170302674,0.133635698817670,0.907276021083817,0.559938014717773,0.772198776714504,0.798747862223536,0.736827127635479,0.0896566903684288
1.608,'yes',0,0.185877526411787,0.422644650796428,0.502946426859125,0.607338519999757,0.46170625416562,0.362802901305258,0.647609720472246,0.505023339297622,0.59445719467476,0.997692394070327
2.04,'yes',0,0.0236816182732582,0.476437546079978,0.346442137844861,0.800415565725416,0.35024978290312,0.629078577738255,0.781246389262378,0.126477313926443,0.708623388782144,0.378249854547903
2.752,'yes',0,0.226977795362473,0.670429290737957,0.780027606990188,0.717911272542551,0.09556071809493,0.182450162013993,0.292306953808293,0.296596907777712,0.836197674507275,0.644645788008347
1.092,'no ',0,0.358602703781798,0.743231393164024,0.694733842974529,0.795692002167925,0.859852522378787,0.122645675670356,0.92431720579043,0.151499358238652,0.0383536114823073,0.873805690091103
0.54,'yes',0,0.545513401739299,0.0500182290561497,0.474526418372989,0.400277195032686,0.503022646065801,0.6198723486159,0.279955055797473,0.112519868649542,0.93284957157448,0.599672846030444
1.71,'yes',0,0.895102133508772,0.0841180284041911,0.420284040039405,0.00509465322829783,0.72580761089921,0.0431976013351232,0.726450620684773,0.816719294060022,0.0176132309716195,0.228121491614729
2.9,'no ',0,0.874109670054168,0.76743065007031,0.102031592512503,0.392443690216169,0.203133915318176,0.670670411083847,0.574197180103511,0.177275205496699,0.241516686975956,0.25531975296326
5.3,'no ',0,0.342791855568066,0.83422629465349,0.698945974931121,0.873256335500628,0.858364283340052,0.424561369232833,0.0975984828546643,0.0079285076353699,0.100228395545855,0.843563275411725
0.937,'yes',0,0.0183211779221892,0.743937495397404,0.387492455774918,0.368909007171169,0.700398863991722,0.996993645559996,0.665668326430023,0.573368771700189,0.245597848435864,0.491132752969861
1.95,'yes',0,0.603128450224176,0.376956277294084,0.885398742277175,0.772753182565793,0.0531065773684531,0.100787332048640,0.99230334861204,0.577289237640798,0.56614446407184,0.584022647235543
1.51,'yes',0,0.47746307682246,0.364656883757561,0.191910195862874,0.196136511396617,0.152129008900374,0.689832659903914,0.143542211968452,0.639412749325857,0.095451299333945,0.87475588847883
0.542,'yes',0,0.0257822321727872,0.246510072145611,0.158582487842068,0.216048179427162,0.863311999710277,0.490275430725887,0.308938130736351,0.366017401451245,0.261148432968184,0.327909293584526
0.544,'yes',0,0.823967940406874,0.214022985892370,0.576055719284341,0.86532837152481,0.142787412041798,0.362086609937251,0.509239200269803,0.288466838654131,0.248661912512034,0.415415930561721
