@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no','yes'}
@attribute triggerid_str {'103780  ','106709  ','111063  ','111529 ','111622 ','113120  ','114753 ','117504  ','130088 ','131560 ','147478  ','148225 ','148646 ','148833  ','150314  ','151207 ','151905 ','152113  ','153514  ','154112 ','156467 ','163136 ','163170  ','163438 ','174738  ','176453  ','177408  ','177533  ','178750 ','179968  ','180455 ','180977  ','191157 ','192059 ','205851 ','207399 ','208169 ','209352  ','209755 ','211117 ','211957 ','213486 ','213630 ','213823 ','214805 ','217704 ','217805 ','219101 ','221755 ','228006 ','228316  ','228581 ','229185 ','231231  ','231362  ','232339  ','232683 ','238108  ','238174  ','239899 ','240766 ','252593  ','255445 ','259714  ','263361  ','271019 ','275087 ','276205 ','278693 ','278854 ','279592 ','280706 ','282003 ','282066  ','284856 ','285654 ','286809  ','287364 ','292934  ','293707  ','293795  ','294835  ','295670 ','296805  ','297114 ','299787 ','301981  ','302888 ','305288 ','306757 ','306778 ','308041 ','309010 ','309096 ','309111 ','310613 ','312047 ','313087 ','313116 ','313299 ','313417 ','316204 ','316534 ','317508 ','319016 ','319036  ','319584 ','323898 ','324561  ','324895 ','326115 ','330856 ','331093 ','332851  ','332931 ','334877  ','335105 ','336489 ','337914 ','338895 ','342121  ','346386 ','349510 ','350184  ','350311 ','352190  ','352648  ','353540 ','355083 ','357512 ','358422 ','359530 ','359711 ','359951 ','370791  ','370846 ','373172 ','373458 ','373674  ','374210 ','375246 ','377179 ','378559 ','412982 ','414592  ','416103 ','416135  ','419797 ','420398  ','421814  ','425151 '}
@attribute useless numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@data
2.58,'no','334877  ',0,0.867374728666618,0.150966952787712,0.736424072179943,0.591339917154983,0.379742472898215,0.424568359972909,0.795720659894869,0.122619369300082
1.497,'no','263361  ',0,0.812106360448524,0.850968114333227,0.593739728210494,0.85458451625891,0.850609399145469,0.791786193847656,0.411769806640223,0.133247792022303
0.845,'yes','316534 ',0,0.850925753125921,0.956036308780313,0.986256564036012,0.699027706170455,0.198170195566490,0.935685493284836,0.133816275745630,0.981247561285272
0.689,'yes','324895 ',0,0.846233911812305,0.477393189910799,0.483613553456962,0.845636688405648,0.586249229963869,0.881971082417294,0.193769663572311,0.938152237795293
2.03,'no','176453  ',0,0.625157080823556,0.81901967804879,0.627272893674672,0.923348773038015,0.0203063767403364,0.397622299380600,0.944268613588065,0.939160255948082
3.076,'yes','375246 ',0,0.99126861942932,0.344546860083938,0.968296521576121,0.246362648671493,0.179771997034550,0.501188515918329,0.282549988711253,0.963167972164229
2.145,'no','294835  ',0,0.528614823473617,0.781995397992432,0.415625881403685,0.0239343312568963,0.258865633513778,0.673406126443297,0.896483213407919,0.599547719815746
0.422,'no','148833  ',0,0.0898736673407257,0.185220675077289,0.341281403554603,0.485295686405152,0.708549583796412,0.868843656266108,0.170026736101136,0.953985545318574
1.71,'yes','148646 ',0,0.348438610555604,0.222636372316629,0.277806215919554,0.966756088193506,0.840306710684672,0.508266202406958,0.218310087919235,0.632039681309834
2.1,'yes','336489 ',0,0.855810733046383,0.12480338383466,0.614265772979707,0.21753487479873,0.110906091053039,0.941684952005744,0.364488378399983,0.188025498064235
2.954,'yes','275087 ',0,0.200328308390453,0.409798143198714,0.648551778867841,0.960418628994375,0.340496595716104,0.340282726800069,0.263872983166948,0.0312807904556394
0.348,'yes','207399 ',0,0.0414873640984297,0.696326257428154,0.809789157938212,0.673168919980526,0.780591893009841,0.0972832599654794,0.645145522430539,0.6429314580746
4.27,'no','117504  ',0,0.565550225554034,0.903412999585271,0.313750846544281,0.140886210370809,0.729294216027483,0.337003505090252,0.217289296211675,0.999613831285387
6.6,'no','177533  ',0,0.929105557268485,0.890945921652019,0.877823687391356,0.378579410724342,0.192019093083218,0.519353340147063,0.516288778046146,0.933820159174502
3.53,'no','177408  ',0,0.427651315229014,0.803039668826386,0.616773794405162,0.615318359807134,0.429821914294735,0.0523109452333301,0.0967998632695526,0.231648397631943
0.767,'yes','310613 ',0,0.0736867676023394,0.473865223582834,0.739103412954137,0.8714062939398,0.271328390575945,0.436041818466038,0.88529216661118,0.760164032690227
0.5295,'yes','330856 ',0,0.454151515150443,0.64285287540406,0.7923147554975,0.0403057145886123,0.826278249034658,0.630892984103411,0.0804804733488709,0.145428034709767
2.4996,'yes','280706 ',0,0.312961215386167,0.589917946839705,0.438683214830235,0.94286950211972,0.862859519198537,0.871094402624294,0.673667969414964,0.0369965850841254
1.9685,'yes','331093 ',0,0.698441481683403,0.26640477986075,0.812937008216977,0.183467375580221,0.403254274278879,0.377656189491972,0.141414373181760,0.259213293436915
0.714,'no','174738  ',0,0.52457092772238,0.102419990813360,0.987951309187338,0.895681167952716,0.926487291231751,0.986112729413435,0.320908804889768,0.116468285443261
3.35,'yes','319584 ',0,0.413782911607996,0.0421072125900537,0.651475344551727,0.66159961046651,0.203552503138781,0.149222086882219,0.275120521197096,0.551094435621053
3.969,'yes','148225 ',0,0.827096770051867,0.194616765948012,0.134890441782773,0.0826983458828181,0.302130960393697,0.0488936682231724,0.780945465434343,0.0307309716008604
0.624,'yes','419797 ',0,0.246100868331268,0.617624880978838,0.270724304020405,0.450789620634168,0.671356671955436,0.68531464994885,0.0944905856158584,0.48104583681561
1.37,'yes','370846 ',0,0.629259804729372,0.229918882483616,0.47359777870588,0.224610046017915,0.76778614684008,0.64417042536661,0.458061209646985,0.71448013256304
1.063,'yes','378559 ',0,0.458272143499926,0.764437171863392,0.0873226237017661,0.104983673198149,0.9987924748566,0.787449748022482,0.0472866867203265,0.991757558658719
0.98,'no','293707  ',0,0.664599746000022,0.532553394790739,0.632048503495753,0.0798528760205954,0.222108896123245,0.680151817854494,0.244717801455408,0.218814047519118
4.813,'no','414592  ',0,0.434342426946387,0.959038769360632,0.0129050745163113,0.508218293311074,0.433179727289826,0.52447650837712,0.943286186782643,0.562600940233096
1.314,'yes','239899 ',0,0.415022289846092,0.756236950866878,0.0782032147981226,0.511209304677323,0.393414708785713,0.851117020938545,0.216772797517478,0.879321844317019
1.159,'yes','240766 ',0,0.642514027655125,0.744498532731086,0.886771025834605,0.98718803958036,0.080262292176485,0.0608839034102857,0.71557893557474,0.968882017303258
3,'yes','357512 ',0,0.0253004590049386,0.631292049074546,0.0213299037422985,0.832214466761798,0.932295280741528,0.445412370376289,0.237609397387132,0.211408923380077
6.7,'no','324561  ',0,0.308824128238484,0.235779717098922,0.98267764504999,0.816713856300339,0.292050010059029,0.29925050935708,0.209786269580945,0.613120928173885
1.489,'yes','205851 ',0,0.78113429597579,0.182742882985622,0.0676116957329214,0.296865055803210,0.161929679103196,0.803279597312212,0.556017038179561,0.789292753208429
2.625,'yes','353540 ',0,0.890414560446516,0.915664752945304,0.274537959834561,0.964925503125414,0.722552482504398,0.616229991428554,0.62982838624157,0.701998956268653
4.41,'yes','192059 ',0,0.446830198634416,0.474398654652759,0.125283843837678,0.614804452983662,0.965045865857974,0.0942435134202242,0.979300945298746,0.231745592085645
5.11,'yes','211117 ',0,0.435816931538284,0.57331630634144,0.18131745303981,0.664034877205268,0.914900948759168,0.674229291733354,0.141712659271434,0.509284443687648
2.737,'yes','359530 ',0,0.845846734708175,0.408974124118686,0.402029884979129,0.236100223148242,0.617896928219125,0.310412635095417,0.313967321300879,0.799788577947766
1.8,'yes','217805 ',0,0.691398384049535,0.37054188689217,0.357586874160916,0.946480984333903,0.414255306357518,0.274509850190952,0.83973029255867,0.3935454597231
3.425,'yes','217704 ',0,0.678351920563728,0.347347085596994,0.980752187781036,0.0518572311848402,0.405161192640662,0.869304190156981,0.377458616159856,0.793581183068454
2.4266,'yes','305288 ',0,0.276992644881830,0.0334494942799211,0.441060841549188,0.484313891502097,0.0810383674688637,0.0712969112209976,0.391525120707229,0.0240209216717631
0.383,'yes','299787 ',0,0.276813095202670,0.95523282000795,0.155127167003229,0.947641676757485,0.396285316674039,0.599856617627665,0.807096603093669,0.543529088841751
0.617,'no','282066  ',0,0.420102223288268,0.188478044467047,0.147852641064674,0.0520768670830876,0.35971501795575,0.667811147170141,0.616969964234158,0.336104521760717
2.198,'yes','156467 ',0,0.379660673672333,0.0251416547689587,0.183282806305215,0.439844147767872,0.936559570487589,0.904839367605746,0.923214855603874,0.212248662253842
1.23,'yes','316204 ',0,0.136351744644344,0.866286884294823,0.437982865376398,0.311414941446856,0.534424495650455,0.185625705635175,0.100314264651388,0.134013864677399
1.261,'yes','232683 ',0,0.334864765405655,0.258421653183177,0.642801582580432,0.326441744109616,0.843646378722042,0.769903437234461,0.254229691345245,0.955248889513314
2.374,'yes','323898 ',0,0.715596423018724,0.52116557629779,0.329593985807151,0.381831376347691,0.586147729773074,0.786422913428396,0.403497091960162,0.209357256535441
2.692,'yes','295670 ',0,0.389688653172925,0.930450967047364,0.975583295105025,0.676422916352749,0.398251092759892,0.445147120393813,0.772321471711621,0.479086358798668
3.3,'no','232339  ',0,0.471187367103994,0.183594656409696,0.108850266784430,0.434357177931815,0.368115767138079,0.675965822068974,0.934067295864224,0.259542618412524
0.703,'yes','228006 ',0,0.26981441793032,0.369829658418894,0.82062684185803,0.180626321583986,0.65787638979964,0.594025289872661,0.601682631764561,0.634812815580517
2.69,'yes','313087 ',0,0.095010100165382,0.159799624234438,0.4972994630225,0.48417686461471,0.397443965543061,0.625051126582548,0.23646504804492,0.876705398783088
6.29,'no','153514  ',0,0.285895976936445,0.108554632635787,0.378108907490969,0.507856382057071,0.938013466773555,0.331290963571519,0.88748126430437,0.210758058121428
3.35,'yes','154112 ',0,0.896039634011686,0.253295283764601,0.0652479538694024,0.0877641818951815,0.819993680343032,0.418213408440351,0.322867754148319,0.048084962181747
1.1,'yes','309111 ',0,0.852977607399225,0.84954476961866,0.699191918363795,0.802918141009286,0.352228311123326,0.53940315451473,0.189770489931107,0.505802516825497
2.433,'yes','309096 ',0,0.724118618061766,0.314024444436654,0.99754217476584,0.565592555562034,0.0756344608962536,0.632569689070806,0.31714897765778,0.661574524827302
0.606,'yes','130088 ',0,0.0911388357635587,0.0440316966269165,0.777792050736025,0.62826267699711,0.300097916275263,0.838540301658213,0.490049461368471,0.482441332191229
0.4428,'yes','209755 ',0,0.480212285649031,0.258352976525202,0.454041010700166,0.893070618854836,0.516668944386765,0.374565902166069,0.311558988178149,0.037658229470253
1.545,'yes','312047 ',0,0.89661095594056,0.608259092550725,0.402692475356162,0.53497341228649,0.0239471897948533,0.300280365860090,0.950126263778657,0.0135144235100597
0.783,'no','179968  ',0,0.537627014098689,0.0754706284496933,0.099800998577848,0.121414301218465,0.829499384155497,0.357045232551172,0.1995386518538,0.981817791936919
4.045,'yes','180455 ',0,0.622218038653955,0.0209605593699962,0.985830175224692,0.289202357642353,0.198492016410455,0.910828824620694,0.470675512682647,0.379419727949426
0.947,'no','293795  ',0,0.0974109105300158,0.414477049605921,0.249257769668475,0.206122622825205,0.5571592268534,0.658458151388913,0.363344962708652,0.674291997216642
3.221,'yes','211957 ',0,0.097886046860367,0.86066319909878,0.206363510806113,0.51150215882808,0.825517512159422,0.479930259520188,0.766824207035825,0.937447750475258
2.6147,'yes','151207 ',0,0.771228355355561,0.900211218046024,0.392075509298593,0.823821024270728,0.0788678156677634,0.983364169020206,0.941982509801164,0.638074342394248
5.6,'no','231362  ',0,0.87077066511847,0.154719357378781,0.988625431898981,0.446119805099443,0.748071864712983,0.773177253315225,0.684000758221373,0.438948089955375
3.2,'no','231231  ',0,0.557907624868676,0.708241978194565,0.767569652758539,0.437955423956737,0.9908318920061,0.134714556392282,0.534576799720526,0.144939755788073
2.346,'yes','163136 ',0,0.437873254995793,0.985105589497834,0.352410215418786,0.725602813530713,0.210652473615482,0.588718307437375,0.423905168892816,0.164205392822623
0.08,'no','163170  ',0,0.887524374760687,0.358606826979667,0.656970368232578,0.562533170217648,0.500512038823217,0.221645350102335,0.444031273480505,0.53445821069181
4.349,'no','301981  ',0,0.988681573886424,0.553379913792014,0.817851622356102,0.254842845257372,0.93225249228999,0.247647642157972,0.914841046091169,0.0285780129488558
1.55,'yes','163438 ',0,0.466906917514279,0.139216954819858,0.413148330757394,0.508084474364296,0.840633843792602,0.657804565271363,0.0206105441320688,0.903070152271539
0.97,'yes','276205 ',0,0.313733942341059,0.397792934905738,0.19912510109134,0.720545270014554,0.0133896053303033,0.518207053188235,0.302001491189003,0.82507779658772
1.605,'no','292934  ',0,0.606043458217755,0.593234808184206,0.885288971709087,0.676441775634885,0.272848930209875,0.972928408766165,0.0119416909292340,0.00150917866267264
0.49,'yes','377179 ',0,0.998576933518052,0.406046862481162,0.851612172322348,0.589147922815755,0.175486882217228,0.94559618178755,0.380782500375062,0.699644465697929
1.24,'no','370791  ',0,0.859718246152624,0.968971030320972,0.716426025144756,0.598076233174652,0.78486471180804,0.00211999332532287,0.361794603057206,0.237071313429624
1.29,'no','103780  ',0,0.190408628899604,0.256625746143982,0.284926944645122,0.807557398453355,0.488439695211127,0.790407565888017,0.937848574947566,0.482288870494813
3.082,'yes','213823 ',0,0.879207110730931,0.36205713567324,0.0949151734821498,0.627857266925275,0.417895555030555,0.329982087714598,0.47498592804186,0.731683198129758
1.03,'yes','309010 ',0,0.377122614067048,0.922367432853207,0.971743642818183,0.768006730824709,0.230541559401900,0.295331596629694,0.819663863861933,0.413895476609468
2.45,'no','286809  ',0,0.107842995319515,0.394733472028747,0.0154143483377993,0.456180828390643,0.454385922290385,0.221006653038785,0.492641828022897,0.079914845759049
0.971,'yes','373172 ',0,0.566643895814195,0.649877798976377,0.83704612730071,0.0823978614062071,0.196910444879904,0.93594763497822,0.358497589360923,0.00895587028935552
3.24,'yes','111622 ',0,0.510893821483478,0.547924860846251,0.0867742309346795,0.0322176408953965,0.99514189059846,0.825649346224964,0.737148669315502,0.987364845583215
2.17,'yes','287364 ',0,0.26443424471654,0.678489066427574,0.737631455762312,0.172175117535517,0.350227026967332,0.0764128398150206,0.268389299511909,0.395334232598543
4.667,'yes','412982 ',0,0.202314311638474,0.218519101385027,0.606786428252235,0.124379126587883,0.359048864571378,0.197375869844109,0.182527314405888,0.506544256117195
2.821,'yes','131560 ',0,0.93694296805188,0.869255316676572,0.476700707571581,0.709850223502144,0.84056827495806,0.523835077183321,0.667443446116522,0.864999595331028
0.5915,'no','106709  ',0,0.134336123010144,0.0858455181587487,0.156228565378115,0.462611711351201,0.0388480690307915,0.402976305922493,0.535877947462723,0.211826129583642
0.937,'yes','229185 ',0,0.796222339384258,0.201815449167043,0.170909136533737,0.115709776757285,0.227489417884499,0.498179387301207,0.512169286841527,0.299807071918622
2.68,'yes','213486 ',0,0.767879092833027,0.36642180243507,0.753720714244992,0.901253076735884,0.611835572635755,0.382703016744927,0.379430931759998,0.715894903289154
3.78,'yes','213630 ',0,0.616326023358852,0.429530279012397,0.566175380256027,0.0558666279539466,0.053560784086585,0.861439955187961,0.786247705109417,0.0340885373298079
3.375,'yes','346386 ',0,0.648473731474951,0.855398228159174,0.631762087112293,0.204416773514822,0.927689655683935,0.314496607985348,0.359764806460589,0.5855409251526
0.836,'yes','271019 ',0,0.86419567768462,0.0474703065119684,0.796360322274268,0.0864090924151242,0.74530977755785,0.512034039013088,0.727930910652503,0.960894069168717
3.355,'no','252593  ',0,0.365324069280177,0.936902395216748,0.731230033095926,0.693810048745945,0.615348896244541,0.213168860413134,0.753909214632586,0.745980757055804
3.626,'yes','285654 ',0,0.192937802290544,0.337969810236245,0.69284799345769,0.0285017637070268,0.721988626755774,0.0408063281793147,0.426020625047386,0.780305741820484
2.641,'yes','302888 ',0,0.473673434695229,0.469356364337727,0.564458782784641,0.238270045723766,0.497681214474142,0.834951616590843,0.355364864692092,0.43849592958577
1.14,'yes','297114 ',0,0.0595490681007504,0.427587684942409,0.581451393896714,0.733063629362732,0.914184476714581,0.907132782507688,0.710095040034503,0.297095917165279
1.949,'no','111063  ',0,0.830547160934657,0.282915367512032,0.147036513546482,0.749936196254566,0.575558584649116,0.502462909789756,0.246249061077833,0.399891420034692
1.755,'no','420398  ',0,0.370983607368544,0.0327095205429941,0.46886507095769,0.109135658014566,0.686601686291397,0.732250018510967,0.312906803330407,0.449480377603322
1.44,'yes','111529 ',0,0.355640763416886,0.300921513000503,0.0423620780929923,0.453260735841468,0.692175561795011,0.341708796098828,0.564623429207131,0.256729437503964
1.416,'yes','313116 ',0,0.884031833847985,0.297515639802441,0.53798665269278,0.226537185022607,0.508014885243028,0.777535084402189,0.861931696534157,0.00207802723161876
1.6398,'yes','313299 ',0,0.0371677910443395,0.287347753066570,0.214335801545531,0.418579151621088,0.0257601113989949,0.243669591378421,0.875864149304107,0.419265840901062
3.036,'yes','313417 ',0,0.85121881752275,0.399194518337026,0.733291291864589,0.87789229140617,0.705368739785627,0.938953199191019,0.570111313601956,0.280144712887704
0.54,'yes','355083 ',0,0.8313604418654,0.747807286446914,0.998930051224306,0.980622098315507,0.264089296804741,0.340537692420185,0.685842705192044,0.625142658594996
3.038,'no','332851  ',0,0.572451322106645,0.574202526593581,0.0142025472596288,0.533825921826065,0.959552341140807,0.417684667743742,0.28412519255653,0.637623069807887
2.352,'yes','255445 ',0,0.417209236882627,0.241769760614261,0.870471516856924,0.620803142897785,0.0683709145523608,0.764029768994078,0.162942338269204,0.226143909152597
4.9,'no','209352  ',0,0.744724951917306,0.91384989861399,0.175993984099478,0.810840474441648,0.00761726684868336,0.465442475862801,0.0685173738747835,0.546051483601332
2.71,'yes','358422 ',0,0.200012979563326,0.201461814809591,0.166237107012421,0.648566614603624,0.93805881543085,0.137852647341788,0.169318588450551,0.886530235409737
0.82,'yes','278854 ',0,0.662197244586423,0.650715612107888,0.469195005251095,0.587592895841226,0.749189554713666,0.213699644897133,0.843888713279739,0.485431762645021
3.8479,'yes','332931 ',0,0.812433067243546,0.803722525481135,0.928025977918878,0.0472817705012858,0.649338665418327,0.379764955723658,0.175501913996413,0.95598000776954
2.31,'yes','278693 ',0,0.750966272316873,0.203260039445013,0.514731132192537,0.727696123532951,0.495200681500137,0.524589078268036,0.100028636865318,0.390314982272685
3.91,'no','180977  ',0,0.317453973460943,0.00512942206114531,0.848784609232098,0.415917528094724,0.880500161321834,0.267372153699398,0.402629265328869,0.407043178798631
3.44,'no','238174  ',0,0.111541370162740,0.744696108158678,0.456244557863101,0.0168089757207781,0.330361761152744,0.937292815186083,0.640020729508251,0.767536889994517
0.0331,'yes','191157 ',0,0.246709326049313,0.0290330776479095,0.0759906321763992,0.725199192063883,0.845284218201414,0.954205193324015,0.677526641404256,0.973018666729331
0.696,'yes','359951 ',0,0.201532152481377,0.0858054738491774,0.521885080030188,0.239321831613779,0.425972697325051,0.744316682685167,0.264657299499959,0.551532611018047
2.512,'yes','335105 ',0,0.592406230745837,0.313511101529002,0.965822023106739,0.343760387506336,0.982118628919125,0.05173674155958,0.00370695698074996,0.94685972831212
0.83,'yes','151905 ',0,0.298210022272542,0.781983323162422,0.799051553476602,0.397042500553653,0.189858449855819,0.71356825530529,0.53122610761784,0.618033940903842
1.165,'no','259714  ',0,0.916103787254542,0.759513466618955,0.973060577875003,0.763735576532781,0.710328134009615,0.155398993287235,0.755334827583283,0.0956675477791578
8.1,'no','350184  ',0,0.890314682153985,0.62495328229852,0.702895866939798,0.0446430160664022,0.133498606039211,0.255389294587076,0.462301409337670,0.730703274020925
1.608,'yes','349510 ',0,0.474410648224875,0.767576699377969,0.526586849475279,0.451774756191298,0.191134365275502,0.438281690701842,0.830458040814847,0.682875607395545
2.04,'yes','282003 ',0,0.701054473873228,0.278784783557057,0.840207677334547,0.0603722787927836,0.18349532247521,0.39759913738817,0.157876315759495,0.0903638047166169
2.752,'yes','374210 ',0,0.280667778570205,0.745962623972446,0.0722606051713228,0.380196721293032,0.395448681432754,0.480599121190608,0.292068424168974,0.717512842733413
1.092,'no','373674  ',0,0.479115904308856,0.35057753091678,0.9739485506434,0.0143265840597451,0.92332897381857,0.219440893270075,0.0763736022636294,0.748426871839911
0.54,'yes','221755 ',0,0.113700320478529,0.643544242484495,0.276955850422382,0.124856283422559,0.473335633752868,0.736607348546386,0.493017035070807,0.896289214724675
1.71,'yes','373458 ',0,0.821929731639102,0.105761030223221,0.901287592481822,0.0531038478948176,0.115359212271869,0.612409486668184,0.747182440711185,0.401901528937742
2.9,'no','113120  ',0,0.683273213217035,0.557899952400476,0.0914913467131555,0.948468150570989,0.417423116276041,0.0572420959360898,0.684154677437618,0.759695037268102
5.3,'no','150314  ',0,0.371306046145037,0.669885334558785,0.737964618951082,0.358095556730404,0.206059450050816,0.624076860724017,0.983906926121563,0.0575801299419254
0.937,'yes','306757 ',0,0.396194447297603,0.176495333435014,0.993119661929086,0.730036786291748,0.116662502521649,0.620877475943416,0.245957213453948,0.0171354222111404
1.95,'yes','306778 ',0,0.871423331322148,0.52472084783949,0.209054237464443,0.342076411703601,0.718112345319241,0.81616286165081,0.0711992997676134,0.123218022054061
1.51,'yes','208169 ',0,0.466358564561233,0.847628741059452,0.271884107962251,0.217268537962809,0.0175477715674788,0.736854022601619,0.625473968451843,0.546253604115918
0.542,'yes','425151 ',0,0.847373319556937,0.243646405404434,0.927612222032622,0.256225920747966,0.675196912139654,0.831250309478492,0.428694577421993,0.169818859547377
0.544,'yes','350311 ',0,0.646324958186597,0.758812339277938,0.554932142375037,0.37087004375644,0.972533990396187,0.793032410088927,0.849584622774273,0.702974382322282
0.92,'yes','284856 ',0,0.424482862697914,0.791803130414337,0.677956614643335,0.690973800839856,0.51400692272,0.832268548663706,0.235629001399502,0.139924773247913
