@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no','yes'}
@attribute triggerid_str {'103780  ','106709  ','111063  ','111529 ','111622 ','113120  ','114753 ','117504  ','130088 ','131560 ','147478  ','148225 ','148646 ','148833  ','150314  ','151207 ','151905 ','152113  ','153514  ','154112 ','156467 ','163136 ','163170  ','163438 ','174738  ','176453  ','177408  ','177533  ','178750 ','179968  ','180455 ','180977  ','191157 ','192059 ','205851 ','207399 ','208169 ','209352  ','209755 ','211117 ','211957 ','213486 ','213630 ','213823 ','214805 ','217704 ','217805 ','219101 ','221755 ','228006 ','228316  ','228581 ','229185 ','231231  ','231362  ','232339  ','232683 ','238108  ','238174  ','239899 ','240766 ','252593  ','255445 ','259714  ','263361  ','271019 ','275087 ','276205 ','278693 ','278854 ','279592 ','280706 ','282003 ','282066  ','284856 ','285654 ','286809  ','287364 ','292934  ','293707  ','293795  ','294835  ','295670 ','296805  ','297114 ','299787 ','301981  ','302888 ','305288 ','306757 ','306778 ','308041 ','309010 ','309096 ','309111 ','310613 ','312047 ','313087 ','313116 ','313299 ','313417 ','316204 ','316534 ','317508 ','319016 ','319036  ','319584 ','323898 ','324561  ','324895 ','326115 ','330856 ','331093 ','332851  ','332931 ','334877  ','335105 ','336489 ','337914 ','338895 ','342121  ','346386 ','349510 ','350184  ','350311 ','352190  ','352648  ','353540 ','355083 ','357512 ','358422 ','359530 ','359711 ','359951 ','370791  ','370846 ','373172 ','373458 ','373674  ','374210 ','375246 ','377179 ','378559 ','412982 ','414592  ','416103 ','416135  ','419797 ','420398  ','421814  ','425151 '}
@attribute useless numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@attribute useless33 numeric
@attribute useless34 numeric
@attribute useless35 numeric
@attribute useless36 numeric
@attribute useless37 numeric
@attribute useless38 numeric
@attribute useless39 numeric
@attribute useless40 numeric
@attribute useless41 numeric
@attribute useless42 numeric
@attribute useless43 numeric
@attribute useless44 numeric
@attribute useless45 numeric
@attribute useless46 numeric
@attribute useless47 numeric
@attribute useless48 numeric
@attribute useless49 numeric
@attribute useless50 numeric
@attribute useless51 numeric
@attribute useless52 numeric
@attribute useless53 numeric
@attribute useless54 numeric
@attribute useless55 numeric
@attribute useless56 numeric
@attribute useless57 numeric
@attribute useless58 numeric
@attribute useless59 numeric
@attribute useless60 numeric
@attribute useless61 numeric
@attribute useless62 numeric
@attribute useless63 numeric
@attribute useless64 numeric
@data
1.331,'no','296805  ',0,0.0882621684577316,0.63444794435054,0.195572168333456,0.307382157072425,0.575805999105796,0.876803417922929,0.629548505879939,0.735067270928994,0.588103086920455,0.988950272323564,0.111586178652942,0.902423415333033,0.834646474570036,0.415785478893667,0.331376275513321,0.952110890066251,0.193362680496648,0.4969018464908,0.195404762635008,0.832211529370397,0.408556301146746,0.392886245856062,0.063794513931498,0.925402319990098,0.555214830674231,0.766606331802905,0.565952950390056,0.377810334786773,0.507359697716311,0.219437336549163,0.212301472667605,0.743466017534956,0.466470004525036,0.508553615771234,0.706042612204328,0.498919295612723,0.509821868967265,0.0845257891342044,0.833101890515536,0.0257796694058925,0.852704697754234,0.181915686931461,0.839916840195656,0.0815247360151261,0.0416544822510332,0.328675254248083,0.635369492927566,0.713975274702534,0.932761207222939,0.0721131036989391,0.851204282604158,0.729166461154819,0.0844009188003838,0.962833220604807,0.632717987056822,0.484484271612018,0.187812834512442,0.344078572234139,0.74695548787713,0.126919617177919,0.143113539554179,0.236323123332113,0.873646078864112,0.46343997027725
1.18,'yes','416103 ',0,0.763275024248287,0.782869189977646,0.280320696532726,0.923911185702309,0.574034586083144,0.658258118433878,0.96752194990404,0.170342417899519,0.407341295387596,0.267102290410548,0.791401723399758,0.0106689315289259,0.070048640249297,0.930817308370024,0.0246895065065473,0.959181359503418,0.273955350276083,0.75955948070623,0.51584398560226,0.705852517159656,0.421747124753892,0.787290911190212,0.963117999723181,0.138695862144232,0.391915933927521,0.934167305007577,0.266814646543935,0.122329861158505,0.668111486593261,0.673192038666457,0.224528562743217,0.689936206676066,0.76029416336678,0.142589705996215,0.985544143477455,0.810768514638767,0.87096095760353,0.594721077475697,0.26879672287032,0.53423112956807,0.780779072083533,0.949026180431247,0.877254192018881,0.156450330978259,0.760448738699779,0.109027505386621,0.394734418252483,0.852879049023613,0.720546120777726,0.176783155184239,0.326541932765394,0.0227618934586644,0.97152085392736,0.44760702829808,0.90317559055984,0.786588290473446,0.0330570901278406,0.312032731017098,0.184806882636622,0.486616390990093,0.216399739962071,0.3698137588799,0.481140695512295,0.440839449642226
0.059,'no','416135  ',0,0.824539692373946,0.709451087052003,0.377921891631559,0.801766512217,0.26817339961417,0.370517628500238,0.158687066053972,0.426998098846525,0.792166914558038,0.031942228320986,0.268318205606192,0.926058882847428,0.00106081296689808,0.870626542717218,0.262893536826596,0.386613884242252,0.993357635568827,0.230748337693512,0.0391827807761729,0.478735387092456,0.0248939234297723,0.622031303588301,0.184028312796727,0.388394934125245,0.485671117901802,0.33168065152131,0.492842573206872,0.175313390791416,0.287553814938292,0.0509176671039313,0.465937587199733,0.69088662113063,0.156889705918729,0.424667345127091,0.862471326487139,0.250758126378059,0.433979575289413,0.623395380796865,0.758714036084712,0.388175501488149,0.957445808919147,0.562705489108339,0.976820731069893,0.744983343407512,0.256515135057271,0.662014675326645,0.840619027381763,0.751933045685291,0.528918129624799,0.509777847444639,0.792452402645722,0.826875478029251,0.740079918410629,0.385485934093595,0.415199691429734,0.80397548736073,0.13720234320499,0.772395128849894,0.214569369098172,0.311078440165147,0.643474304117262,0.888160578906536,0.189534928649664,0.150832075159997
1.16,'yes','279592 ',0,0.320075392024592,0.362799490103498,0.128066199831665,0.944965664297342,0.337902026483789,0.103764912579209,0.926642154809088,0.707466741325334,0.939625580562279,0.854044115403667,0.650971246650442,0.326698084827513,0.652752237627283,0.0672956390772015,0.880291528301314,0.0571265607140958,0.0473129800520837,0.400420669000596,0.332303023198619,0.0423140674829483,0.298293723491952,0.78713305410929,0.67971723456867,0.389861799310893,0.431975509505719,0.0832506481092423,0.0888546330388635,0.675480797886848,0.430863243062049,0.0270423709880561,0.193897135322914,0.241689031012356,0.0566068247426301,0.888538012746722,0.806704620597884,0.682034093188122,0.259964326629415,0.589664927916601,0.152557564899325,0.571976462379098,0.567319921217859,0.94000830478035,0.335615107556805,0.0151414677966386,0.504405637038872,0.153640514938161,0.427802220219746,0.871696889400482,0.646111424081028,0.256563257193193,0.282000704435632,0.282001458574086,0.754318731836975,0.115939982933924,0.341915574856102,0.0800830754451454,0.522687281714752,0.458110741106793,0.217047190293670,0.837246177718043,0.882550702430308,0.58691740129143,0.775991675443947,0.116308394586667
1.547,'yes','338895 ',0,0.704381408402696,0.0588351548649371,0.305763629265130,0.901991359889507,0.203643552260473,0.726530166342854,0.647631292231381,0.00111089297570288,0.32873326423578,0.508773340610787,0.658703359309584,0.0586766581982374,0.0699866756331176,0.439090817933902,0.201779834693298,0.661248918855563,0.69858547556214,0.887287123827264,0.175052505685017,0.453240084229037,0.434296244522557,0.101216304581612,0.452589809428900,0.0617731472011656,0.20765412109904,0.0856897288467735,0.942246870603412,0.56245802808553,0.65648956852965,0.666669429512694,0.125422065379098,0.855490700341761,0.625038657104596,0.293686282122508,0.212515623541549,0.166048542596400,0.312505414476618,0.111907457234338,0.418060881318524,0.732628665864468,0.87712528090924,0.639885139418766,0.83139316109009,0.0132536496967077,0.927882570540532,0.622254148125648,0.724827488418669,0.219934761058539,0.476440524682403,0.293767500203103,0.265880243852735,0.671022536465898,0.822674660710618,0.314724979456514,0.0376516035757959,0.777356082340702,0.850474051665515,0.454243863234296,0.134906555060297,0.320784423500299,0.977595718810335,0.625521905254573,0.97567772725597,0.56239124853164
1.692,'yes','326115 ',0,0.92336354451254,0.0281971266958863,0.77145709702745,0.331232830183581,0.330362330423668,0.0822170071769506,0.0246131499297917,0.4252140133176,0.754161088261753,0.0171839932445437,0.623490147758275,0.62985069793649,0.695559612475336,0.656776610994712,0.489479886600748,0.998573982156813,0.654475898016244,0.932531552854925,0.104246339760721,0.828694665338844,0.244941659504548,0.939546395326033,0.433127886150032,0.551303422311321,0.697659784462303,0.0218454475980252,0.25509679177776,0.721034035785124,0.404866589931771,0.165126939071342,0.0108518481720239,0.369981121970341,0.0594243067316711,0.891409198986366,0.792489522369578,0.540916288504377,0.0850785560905933,0.70065813860856,0.0914465205278248,0.00727036921307445,0.859710162505507,0.781116580124944,0.236158666899428,0.448388607939705,0.287798547884449,0.47347299545072,0.221634652232751,0.811504831537604,0.331582146696746,0.110645129578188,0.641804224113002,0.730408005882055,0.279631705023348,0.866676395526156,0.715027692960575,0.160929332254454,0.530429768841714,0.80713981995359,0.648424717364833,0.735710615757853,0.0365739252883941,0.613120525842533,0.900761084398255,0.725722774164751
3.85,'no','352648  ',0,0.312153435312212,0.707955674035475,0.422371721593663,0.39125715312548,0.907320670317858,0.28341400064528,0.0114027056843042,0.411897359183058,0.0503792727831751,0.0857563039753586,0.334597459994256,0.862334361532703,0.0902430969290435,0.485319416970015,0.246253884863108,0.260497346054763,0.997292533051223,0.388712413609028,0.835682493401691,0.0634452837985009,0.748135230503976,0.131455894326791,0.783400506246835,0.0115787212271243,0.31397823872976,0.296773060690612,0.619004053529352,0.530199129367247,0.854661421151832,0.646265846677125,0.841884484514594,0.385137104894966,0.940115048317239,0.0318649136461318,0.616715976037085,0.931186450179666,0.304382254136726,0.407942949794233,0.588759833015501,0.391229735454544,0.380267431493849,0.967290909495205,0.246954337926582,0.0192797102499753,0.0835482163820416,0.168249908834696,0.116942370543256,0.00486034923233092,0.145135600818321,0.691172632621601,0.283967141062021,0.118476344738156,0.705649363575503,0.97956785117276,0.0378234989475459,0.850023736944422,0.162525636376813,0.183897686656564,0.0995751160662621,0.967006190447137,0.640476624947041,0.569313308922574,0.663730004103854,0.454446546500549
4.109,'no','352190  ',0,0.617221190826967,0.661042392486706,0.350378246977925,0.554407072486356,0.485425614053383,0.595393291441724,0.370257751317695,0.57569434447214,0.0703535990323871,0.312149905599654,0.730196077609435,0.497250696644187,0.0903235988225788,0.140163356903940,0.795548839494586,0.0353146591223776,0.187025993596762,0.904775075381622,0.248882381478325,0.868117058183998,0.328247450292110,0.87166618811898,0.172182083362713,0.962124431040138,0.58424198650755,0.229462488787249,0.981085485080257,0.367612200090662,0.95702309301123,0.596975299529731,0.216610145522282,0.181325964163989,0.124554865993559,0.651430075755343,0.589971207547933,0.786031567957252,0.744762101676315,0.0222245254553854,0.0707581590395421,0.7571560528595,0.468712073285133,0.938904176466167,0.0161964553408325,0.498044398380443,0.00812485115602612,0.975415320368484,0.230877709807828,0.145984387025237,0.677957026055083,0.183970626676455,0.924055934185162,0.777595256455243,0.876245507970452,0.531485869782045,0.729331895476207,0.318507329327986,0.287201072322205,0.403711423510686,0.18490195623599,0.055441306438297,0.691590045113117,0.708317390177399,0.279788315529004,0.523686992470175
2.296,'yes','178750 ',0,0.698579101124778,0.711895775748417,0.0463259911630303,0.435164144262671,0.889060033252463,0.114951639436185,0.787646701093763,0.66673906869255,0.325296827824786,0.619803693844005,0.072967407759279,0.288687925320119,0.942332201637328,0.962771064136177,0.715934119187295,0.504678007215261,0.0967633209656924,0.187520009465516,0.221001820405945,0.951799558242783,0.776352819055319,0.769927376881242,0.468535953201354,0.0227257192600518,0.136511002667248,0.516981689026579,0.730472932802513,0.569033997366205,0.386038476135582,0.262056442676112,0.132075834786519,0.676140389405191,0.532532144803554,0.936412821523845,0.129993186565116,0.382738491520286,0.752935018856078,0.580926325172186,0.937807224923745,0.841317581944168,0.244425919605419,0.203848133096471,0.188787964638323,0.0254810045007616,0.67891082749702,0.557526073185727,0.664175932761282,0.979784456081688,0.754300551954657,0.539558965014294,0.775932949734852,0.0456907879561186,0.415069801267236,0.915137067437172,0.672133533516899,0.263270949246362,0.82690061815083,0.680148020852357,0.443149738479406,0.693930248962715,0.437551824143156,0.929629145655781,0.436263306299224,0.558124400442466
0.6535,'yes','114753 ',0,0.273308944655582,0.107497713761404,0.994959305273369,0.209743658313528,0.0690307279583067,0.348903802921996,0.344634530832991,0.0111604598350823,0.702818983001634,0.414046945981681,0.301036298507825,0.861973273567855,0.439427072182298,0.144931815797463,0.973200662527233,0.0250241300091147,0.142812332836911,0.497936117695644,0.220292398007587,0.904362493660301,0.517697562230751,0.371486801886931,0.41078399354592,0.254848155891523,0.136032636975870,0.123106305021793,0.57479409663938,0.854522425681353,0.287200481630862,0.58963490370661,0.638209874508902,0.490146086085588,0.963962197303772,0.461631164886057,0.337800117209554,0.867882698541507,0.90352352662012,0.0600673365406692,0.0122923916205764,0.717322643613443,0.293072699103504,0.903000460006297,0.558679756708443,0.956653567031026,0.565015776082873,0.469465752597898,0.775784183759242,0.74432600592263,0.65886309556663,0.129327000351623,0.320551966316998,0.416590590029955,0.678993804147467,0.541408856865019,0.140560442116112,0.408378770807758,0.759861337952316,0.443540303967893,0.154214004287496,0.206075570546091,0.326105783227831,0.331110135186464,0.211290228180587,0.0457719685509801
