@relation input_data
@attribute Z numeric
@attribute A numeric
@attribute B numeric
@attribute EP0 numeric
@attribute FL numeric
@attribute FLX_PC_LATE numeric
@attribute GAM_PC numeric
@attribute MAX_SNR numeric
@attribute NH_PC numeric
@attribute T90 numeric
@attribute bat_image_signif numeric
@attribute bat_img_peak numeric
@attribute bat_trigger_dur numeric
@attribute PROB_Z_GT_4 numeric
@attribute bat_is_rate_trig {'no','yes'}
@attribute uvot_detection {'no','yes'}
@attribute triggerid_str {'103780','106709','111063','111529','111622','113120','114753','117504','130088','131560','147478','148225','148646','148833','150314','151207','151905','152113','153514','154112','156467','163136','163170','163438','174738','176453','177408','177533','178750','179968','180455','180977','191157','192059','205851','207399','208169','209352','209755','211117','211957','213486','213630','213823','214805','217704','217805','219101','221755','228006','228316','228581','229185','231231','231362','232339','232683','238108','238174','239899','240766','252593','255445','259714','263361','271019','275087','276205','278693','278854','279592','280706','282003','282066','284856','285654','286809','287364','292934','293707','293795','294835','295670','296805','297114','299787','301981','302888','305288','306757','306778','308041','309010','309096','309111','310613','312047','313087','313116','313299','313417','316204','316534','317508','319016','319036','319584','323898','324561','324895','326115','330856','331093','332851','332931','334877','335105','336489','337914','338895','342121','346386','349510','350184','350311','352190','352648','353540','355083','357512','358422','359530','359711','359951','370791','370846','373172','373458','373674','374210','375246','377179','378559','412982','414592','416103','416135','419797','420398','421814','425151'}
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@data
1.547,-1.3593,?,182.27,1.4244e-05,6.504e-05,1.7717,35.5,?,30.69,9.37,239,2.048,0.0797668,'yes','yes','338895',0.883053698576987,0.53400193946436,0.320086103165522,0.9886804476846,0.776383894495666,0.111334601650015,0.223571001552045,0.790987000800669,0.648943374631926,0.678209247067571,0.640506917377934,0.177766357315704,0.565854861866683,0.267028382048011,0.0146383503451943,0.689928701147437,0.708202640060335,0.232244940940291,0.596237359801307,0.325768041890115,0.710575457429513,0.419658061582595,0.873987229075283,0.613910339539871,0.294774146517739,0.130548542831093,0.0145217091776431,0.464096758281812,0.843937958357856,0.823861883953214,0.542044006520882,0.80217743688263
1.692,-1.7327,?,63.3245,3.9593e-06,0.0001098,2.1169,39.8,?,284.9,8.92,2444,112,0.202398,'no','yes','326115',0.216870341682807,0.292087025474757,0.592439091997221,0.391484313411638,0.781830042367801,0.509938302915543,0.707226895028725,0.54101794725284,0.617513010045514,0.703785215038806,0.952323897043243,0.495762760750949,0.812907445477322,0.650725300656632,0.246171754552051,0.889985770452768,0.531786602456123,0.130240422673523,0.706347058760002,0.381181885953993,0.64063193066977,0.887072054902092,0.00887020560912788,0.520879621617496,0.782246174989268,0.884873105911538,0.252203417709097,0.351100192638114,0.763587177265435,0.286628388334066,0.231927987653762,0.594740659696981
3.85,-0.981,?,128.993,3.254e-06,?,1.7634,15.2,-0.032,81.77,8.61,647,12.16,0.108463,'yes','no','352648',0.355328866513446,0.45029286830686,0.903061388526112,0.434001963818446,0.0501143406145275,0.357328536920249,0.0142853185534477,0.00560990790836513,0.102919898228720,0.498578283935785,0.421655622078106,0.808235976612195,0.625197465298697,0.573162759421393,0.898484115954489,0.103500211844221,0.995024787960574,0.530149213504046,0.551104528829455,0.539448228664696,0.0690032900311053,0.602498593740165,0.201354995835572,0.513257250655442,0.461459770100191,0.620344824623317,0.552153116324916,0.573079527821392,0.923946323106065,0.236545465188101,0.563249519327655,0.671380360843614
4.109,-1.5604,?,101.184,1.4903e-05,0.0001171,2.1406,24,?,228.48,8.83,554,26.88,0.154407,'yes','no','352190',0.974883168935776,0.0954569121822715,0.553384443046525,0.0172777369152755,0.228887938661501,0.902035180479288,0.0120398513972759,0.763015926349908,0.423331475583836,0.341677732765675,0.482390005141497,0.977368894265965,0.710523034911603,0.803163969190791,0.743362304754555,0.0811679805628955,0.233552679186687,0.58071990753524,0.232975247548893,0.480738466605544,0.307050098665059,0.0155496997758746,0.305339247919619,0.701718773227185,0.962002645246685,0.547654886497185,0.968295837752521,0.870166295208037,0.898270626552403,0.746789189986885,0.931833687704057,0.150245000608265
2.296,?,-2.0001,29.6428,4.7567e-07,0.0001794,2.0113,5.4,0.058,8.16,6.59,166,1.024,0.125147,'yes','yes','178750',0.177262046374381,0.987079296726733,0.46694369870238,0.144155010115355,0.81124603538774,0.0461737609002739,0.126309832558036,0.682647388894111,0.0348947772290558,0.69111917889677,0.125543923350051,0.578330078395084,0.584190621040761,0.776692670071498,0.129548610188067,0.0489749652333558,0.390068474458531,0.0186117582488805,0.254310119198635,0.71473486837931,0.51983366208151,0.108484014868736,0.233001819811761,0.953749967738986,0.19952503987588,0.698702243389562,0.0456882156431675,0.201349204871804,0.446747489506379,0.631811251165345,0.744715805863962,0.625665870960802
0.6535,-0.864,?,24.1774,3.5115e-07,2.559e-05,2.076,17.5,0.234,2.91,11,?,0.512,0.00434538,'yes','yes','114753',0.342117060674354,0.263625967781991,0.778587023494765,0.145762114552781,0.511629218701273,0.667867238400504,0.574664493324235,0.347245301352814,0.616356817539781,0.64283856167458,0.536331296432763,0.893371249781922,0.959839622257277,0.132331844884902,0.962874167365953,0.112805140903220,0.55936001194641,0.0779183960985392,0.997496667085215,0.623103574151173,0.81561214569956,0.7173414635472,0.831738024950027,0.239353893324733,0.863970847101882,0.863205023808405,0.288708905456588,0.160507053602487,0.40177866932936,0.465909701539204,0.204126946162432,0.605677651474252
2.711,-1.9028,?,?,4.2985e-06,1.251e-05,2.0368,44,?,118.72,8.78,363,4.096,0.146599,'yes','yes','219101',0.670867496402934,0.113453618017957,0.332698347745463,0.40832112939097,0.800973732024431,0.0680166357196867,0.96369996201247,0.938744686543941,0.0568764568306506,0.930878688581288,0.916172998491675,0.534184756223112,0.274416683474556,0.467182388994843,0.65185362752527,0.502796486485749,0.370460005942732,0.675336421467364,0.7435865374282,0.962578464765102,0.0857306150719523,0.530671745538712,0.935307956999168,0.534838701132685,0.0594685170799494,0.993112589698285,0.909805601229891,0.592321699019521,0.082030477002263,0.499369743047282,0.765895634423941,0.779096526326612
2.452,-1.2922,?,151.459,1.1726e-05,0.000124,1.8173,78.5,?,99.76,10.25,260,1.024,0.128584,'yes','yes','359711',0.364047252805904,0.591512902174145,0.254230907885358,0.621866688365117,0.194656504783779,0.757976674940437,0.80378961050883,0.2282076892443,0.00135056930594146,0.861280440818518,0.416478963568807,0.319233483169228,0.433928111102432,0.0935933745931834,0.190684061031789,0.464491062331945,0.509871708927676,0.221694677835330,0.209761032834649,0.575826491694897,0.0847061488311738,0.980021446244791,0.598442200105637,0.524524636100978,0.0886895258445293,0.81985143525526,0.276772381504998,0.100779221393168,0.816878559766337,0.733525196556002,0.250025730347261,0.568029635120183
4.6497,-0.8902,?,44.9122,1.9228e-07,?,2.0445,13,?,10.68,8.16,397,4.096,0.125617,'yes','no','342121',0.835814741440117,0.874459280166775,0.987498932750896,0.297212991630659,0.892401390010491,0.00420628883875906,0.596981226233765,0.171574337175116,0.108114482136443,0.489953022450209,0.530489709461108,0.0662299660034478,0.203870502766222,0.943716572131962,0.273498731432483,0.063208031700924,0.0298605698626488,0.967576273716986,0.933743515983224,0.311249632854015,0.158417776226997,0.98257444263436,0.83112502261065,0.301445957273245,0.625838422449306,0.285765667213127,0.806159005267546,0.988071990665048,0.203539798269048,0.201360054779798,0.0592488320544362,0.00359848397783935
2.77,-1.0366,?,?,7.3056e-06,9.527e-05,2.0069,147.6,?,33.48,8.08,115,0.256,0.0565464,'yes','yes','337914',0.439244265435264,0.096217960352078,0.859452047385275,0.366661801468581,0.0844270766247064,0.748592023272067,0.519837915897369,0.75075828959234,0.651509369723499,0.587763421470299,0.776937908958644,0.0175343141891062,0.197440890828148,0.2964452651795,0.115014121634886,0.784741161158308,0.409606700297445,0.858244294999167,0.106940236873925,0.342969069024548,0.162634404376149,0.31161654018797,0.966289142146707,0.866308647673577,0.242111126426607,0.381395531352609,0.920937075978145,0.822268535383046,0.871650490211323,0.0898542869836092,0.779903699411079,0.0495542462449521
4.772,-1.6523,?,64.5207,2.0753e-06,2.559e-05,2.2197,23.3,?,65.1,10.4,928,12.16,0.227631,'yes','no','421814',0.600967173697427,0.74934230116196,0.514117668848485,0.442724567605183,0.162787706591189,0.899622086901218,0.487194705288857,0.702998874243349,0.750233161728829,0.559846085729077,0.354295888217166,0.467340083559975,0.914517660392448,0.0964903077110648,0.873389502521604,0.649211454670876,0.148456845199689,0.073257974581793,0.82950992253609,0.653265210101381,0.903558460297063,0.446006167912856,0.0723412481602281,0.90402862103656,0.569837713846937,0.757794521516189,0.696939147310331,0.300504951970652,0.749086623778567,0.177195492200553,0.720475618727505,0.315065645147115
2.58,?,-2.1383,51.8109,1.5737e-06,?,?,19.8,-0.041,66.55,?,?,?,0.153556,?,'no','334877',0.637819635681808,0.341990074375644,0.833854381460696,0.126981394831091,0.775531851453707,0.597572523867711,0.00415490893647075,0.789435930550098,0.574651244562119,0.44901551771909,0.489379329606891,0.0208393204957247,0.466469709062949,0.582440092228353,0.980006239609793,0.326466761063784,0.0799523270688951,0.412070201709867,0.871378652285784,0.912917349487543,0.611028694314882,0.553683337522671,0.799555505625904,0.183371388586238,0.0829503731802106,0.162400797009468,0.609417477389798,0.09836236666888,0.163638436468318,0.359660685062408,0.254155113827437,0.967026594094932
1.497,-1.671,?,105.029,9.0434e-06,8.937e-05,2.0101,85.4,0.316,261.36,9.85,705,12.16,0.126068,'yes','no','263361',0.0239175159949809,0.731087543303147,0.203729472588748,0.640155386878178,0.7261381263379,0.63506820006296,0.810785037698224,0.405074097216129,0.0270471211988479,0.965770585928112,0.96572577371262,0.0799563627224416,0.575671509606764,0.176982447272167,0.398247953969985,0.453145215753466,0.877928921021521,0.850805059773847,0.901469566160813,0.400201787007973,0.516334922751412,0.545085531892255,0.502668212167919,0.456404466880485,0.361355747794732,0.527604514267296,0.550184234743938,0.125367907574400,0.851475106785074,0.655197163578123,0.291731717064977,0.608104000799358
0.845,-1.26,?,80.5384,3.2424e-06,6.028e-05,1.9986,12.6,?,139.05,8.57,387,4.096,0.177203,'yes','yes','316534',0.377824479248375,0.676884420448914,0.971807218156755,0.20408691954799,0.453212472144514,0.114750310080126,0.464307793881744,0.0062939205672592,0.664044652599841,0.400484721409157,0.304433406097814,0.238817187491804,0.119385517435148,0.431977814296260,0.613299812655896,0.480849898187444,0.703279306180775,0.333863698644564,0.480892942054197,0.839759883936495,0.412244851933792,0.581000896869227,0.446367796510458,0.492423055460677,0.822962766746059,0.762598242145032,0.0554072407539934,0.311544419964775,0.882538171950728,0.671234014211223,0.973275844473392,0.82508125482127
0.689,-1.0842,?,?,5.551e-06,2.176e-05,1.9171,89.3,0.184,62.53,20.32,860,1.024,0.140844,'yes','yes','324895',0.120275816181675,0.232436878606677,0.210305523127317,0.689149758778512,0.622775001917034,0.701823121868074,0.219500000588596,0.417176966788247,0.100626038387418,0.819358897395432,0.706364652374759,0.227839682716876,0.840295150876045,0.655394479632378,0.725312181515619,0.353754990501329,0.96305740927346,0.904778642812744,0.522210805676877,0.382644380675629,0.0857263875659555,0.46420220262371,0.714673621812835,0.558264130260795,0.78908391483128,0.457081584958360,0.738877958385274,0.763924395199865,0.426766369724646,0.107579174218699,0.0643043178133667,0.760451729176566
2.03,?,-2.0098,432.891,5.1194e-07,2.395e-05,2.1024,20.5,?,15.28,8.51,242,1.024,0.141504,'yes','no','176453',0.662512708222494,0.918374662054703,0.995496761286631,0.8554741977714,0.791405432159081,0.405662418575957,0.750143244164065,0.0885183615610003,0.413302711909637,0.582597682718188,0.48238654457964,0.578691501636058,0.645629178965464,0.654531760606915,0.187033347086981,0.414948514895514,0.646112935617566,0.167024058056995,0.106149697676301,0.600110039114952,0.600937651703134,0.173961760243401,0.890670246211812,0.640692613786086,0.784880777122453,0.959089806303382,0.317931488156319,0.143158738035709,0.584959571016952,0.418687863275409,0.734385162824765,0.112967242253944
3.076,-1.2316,?,200.427,3.6249e-06,?,2.1504,13,?,49.68,7.64,494,16.384,0.101077,'yes','yes','375246',0.507292544003576,0.266487588407472,0.747274056077003,0.639640856534243,0.133152296766639,0.522615214576945,0.844891050131992,0.668204658897594,0.681004296522588,0.642229270655662,0.863095298409462,0.833681168733165,0.858101516030729,0.388866278808564,0.259438360575587,0.604020649101585,0.70064874063246,0.862487697042525,0.112884792033583,0.991862256778404,0.704252604395151,0.0717225829139352,0.706373841734603,0.515767918899655,0.578738904558122,0.867815220495686,0.0122614544816315,0.949478543596342,0.468627495225519,0.204394664848223,0.965243713231757,0.997315067099407
2.145,-1.0514,?,224.352,5.6228e-06,3.638e-05,1.7495,100.3,?,4.4,22.19,1245,0.512,0.0362426,'yes','no','294835',0.634169666562229,0.261441002599895,0.174115923698992,0.368858276167884,0.232408221578225,0.18488797894679,0.0618229452520609,0.554221868282184,0.835853502620012,0.601758009986952,0.683205242967233,0.166018283227459,0.434427012456581,0.469880843535066,0.350193673511967,0.82649808540009,0.197535571409389,0.278669897466898,0.504855365026742,0.666051383828744,0.656429505674168,0.215315364534035,0.269945116946474,0.832531083840877,0.994767223484814,0.701834842795506,0.341584430541843,0.00994697562418878,0.519934923155233,0.665387805784121,0.46586045762524,0.591783082811162
0.422,-1.3283,?,122.613,4.4233e-06,5.242e-05,1.9686,19.9,0.129,88.2,7.61,1450,72,0.144508,'no','no','148833',0.612184138270095,0.206677926471457,0.221807640278712,0.782637767959386,0.34090384375304,0.282259161351249,0.442404915811494,0.591227354714647,0.262868599733338,0.569010230014101,0.875807985430583,0.76412682980299,0.00538197252899408,0.726463769795373,0.837214690400288,0.727626463165507,0.556561892153695,0.783984368201345,0.375037539051846,0.381832138868049,0.390435140114278,0.516180323204026,0.200861755991355,0.148033638019115,0.85462548956275,0.71038925088942,0.545233337208629,0.950278184609488,0.682115662842989,0.00985778635367751,0.944131267024204,0.131777625298128
1.71,-1.5861,?,71.1226,?,3.886e-05,1.8295,18.6,?,14.25,8.05,206,1.024,0.128117,'yes','yes','148646',0.0519362522754818,0.615256724879146,0.0110901668667793,0.398837392916903,0.851206664461643,0.64000778296031,0.0633971248753369,0.439624621998519,0.214508446864784,0.111377039924264,0.66110564256087,0.240918613504618,0.572171390755102,0.409061986254528,0.355689099058509,0.531387518858537,0.317326373187825,0.66164990584366,0.531601281836629,0.328337881714106,0.720575025305152,0.548982601845637,0.959244507132098,0.0576443683821708,0.921267952304333,0.151571439579129,0.665575160877779,0.726844575954601,0.799028943059966,0.838340596528724,0.918140599038452,0.755573766538873
2.1,-1.4359,?,128.046,1.3558e-05,6.028e-05,2.0223,80.3,?,254.28,7.56,187,1.024,0.158196,'yes','yes','336489',0.909458985785022,0.0737412944436073,0.131250255508348,0.25217675534077,0.114111288916320,0.980621611699462,0.917860094923526,0.169527872465551,0.0823598308488727,0.450386033160612,0.335788029944524,0.424982250900939,0.108702809317037,0.000850773183628917,0.100730090867728,0.706670446554199,0.518849215237424,0.951404623221606,0.520006932551041,0.641514449846,0.23417169903405,0.72327140532434,0.767857456114143,0.516320590628311,0.185652746818960,0.901508072158322,0.94529265142046,0.80141161964275,0.00409903307445347,0.0642377582844347,0.608190073631704,0.505917852278799
2.954,-1.7048,?,107.752,4.2299e-06,2.118e-05,2.0629,30.4,-0.028,108.56,10.52,600,4.096,0.216848,'yes','yes','275087',0.00622435240074992,0.761419742135331,0.441250496078283,0.941639472264796,0.815292306244373,0.495267069898546,0.194825278129429,0.421959812752903,0.669997587567195,0.974331561243162,0.700260990066454,0.335475409170613,0.572198326699436,0.372884819284081,0.399271253729239,0.732867680955678,0.774080361472443,0.602430732920766,0.416516353841871,0.15047463378869,0.288508599624038,0.868530653649941,0.186470070388168,0.536091075278819,0.517397286370397,0.100223547080532,0.863238747930154,0.804350124439225,0.577819083351642,0.65116108302027,0.241793723544106,0.682675040327013
