@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no ','yes'}
@attribute useless numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@data
0.059,'no ',0,0.142449678154662,0.360936695476994,0.435250075301155,0.699162424309179,0.118659514002502,0.347149705514312,0.933930538129061,0.71385492826812,0.607005610829219,0.638317740987986,0.918145513627678,0.490117875859141,0.811312843114138,0.426242194138467,0.984777245670557,0.293048613471910,0.128183245426044,0.332853691652417,0.433025798061863,0.324338126927614,0.870204911800101,0.919594189152122,0.391723378794268,0.277479032985866,0.278551068389788,0.142893891781569,0.792889664880931,0.171420061495155,0.51682864758186,0.614639616571367
1.16,'yes',0,0.91649803868495,0.305209633661434,0.69185112323612,0.334569804370403,0.986055732471868,0.509511560667306,0.219823545543477,0.301685928599909,0.473507374990731,0.498649316374213,0.406526320846751,0.902715617790818,0.96999182458967,0.231056032003835,0.055435512913391,0.963664161972702,0.141060896916315,0.489937056321651,0.86980042164214,0.806694123661146,0.765490508172661,0.732710855314508,0.620246180100366,0.701892908662558,0.789154773810878,0.552383766043931,0.102755677653477,0.284484070725739,0.677869072183967,0.856549185235053
1.547,'yes',0,0.0258174750488251,0.553274329518899,0.829056931193918,0.544962885556743,0.506423421436921,0.0616561111528426,0.537130326032639,0.797083753626794,0.630312562920153,0.76876584184356,0.214445082703605,0.157604695763439,0.407606509979814,0.633726506261155,0.544970005517825,0.0739883780479431,0.206321162637323,0.789973720908165,0.361362433293834,0.267016020370647,0.738051210530102,0.000397807685658336,0.372182882390916,0.676599162165076,0.273989040637389,0.712534868856892,0.313908167649060,0.238744468661025,0.534246663097292,0.677698965650052
1.692,'yes',0,0.79821348353289,0.266103059286252,0.141600490082055,0.594114889623597,0.854483301751316,0.433171512559056,0.171012295642868,0.418362352065742,0.164468746865168,0.358769355574623,0.315965392161161,0.493884457042441,0.391895829699934,0.0570936661679298,0.95843360107392,0.710688511142507,0.277534887893125,0.711560971103609,0.379762763157487,0.71486125770025,0.453427213011310,0.75554704782553,0.0718948820140213,0.492565165273845,0.568823892856017,0.309400982223451,0.602132617263123,0.00472451653331518,0.855160329025239,0.414331818232313
3.85,'no ',0,0.509860837366432,0.120846905978397,0.830668100854382,0.111834016162902,0.815270704915747,0.98837787960656,0.692315339343622,0.607914472697303,0.364261728944257,0.294277710840106,0.401025224942714,0.508929252624512,0.643187835114077,0.609639468602836,0.99836437171325,0.117011766415089,0.698621645569801,0.553168583661318,0.0116387919988483,0.0813465097453445,0.666677023749799,0.484198268502951,0.97904647095129,0.327092909952626,0.700647536898032,0.888047144981101,0.541486368747428,0.649090965744108,0.820592985255644,0.700044107390568
4.109,'no ',0,0.418726886389777,0.110217189416289,0.886115462053567,0.827580529265106,0.280249575385824,0.54038573987782,0.0728680193424225,0.337933933362365,0.121407398022711,0.79361468879506,0.172013523522764,0.220136616611853,0.216236178064719,0.739715117262676,0.0985737356822938,0.249382417649031,0.453008488286287,0.606654797913507,0.258306684438139,0.700749291107059,0.428134521469474,0.482404066016898,0.126606198493391,0.951931197894737,0.641061539296061,0.956459470558912,0.309185932390392,0.75926967523992,0.524585938779637,0.0315101095475256
2.296,'yes',0,0.245691274525598,0.564270676579326,0.027821411145851,0.00409354525618255,0.304182450287044,0.654474698239937,0.211483989842236,0.194539026590064,0.159516287501901,0.132153548998758,0.138498935615644,0.823418635409325,0.934055644320324,0.243756233481690,0.495663573266938,0.942549072438851,0.49834488844499,0.636080240365118,0.15223349025473,0.34295529127121,0.998620602767915,0.431687293108553,0.0270366589538753,0.49486150755547,0.732103451620787,0.0704500712454319,0.118132711388171,0.664607366081327,0.634207065450028,0.169072740478441
0.6535,'yes',0,0.136689635692164,0.0866714781150222,0.0720148938708007,0.635606972733513,0.321469307644293,0.504225841490552,0.0767009363044053,0.812964806566015,0.984735870268196,0.782866986701265,0.741139045916498,0.292699363781139,0.728876121342182,0.0752631283830851,0.0382445664145052,0.452807090943679,0.544637965038419,0.150986907072365,0.157174063846469,0.6206984447781,0.862350749550387,0.902603801339865,0.786922036670148,0.204368860926479,0.736574567854404,0.212605853797868,0.179616772569716,0.583473361097276,0.356678304960951,0.302335530752316
2.711,'yes',0,0.78562437556684,0.624107010662556,0.184684019302949,0.220757591305301,0.0231756896246225,0.842414270853624,0.362759008770809,0.315329895820469,0.899531706003472,0.123432121705264,0.455329048447311,0.436174734029919,0.0709053254686296,0.0096149097662419,0.796408331254497,0.959179708734155,0.742647927254438,0.814324289793149,0.719222230371088,0.812802070751786,0.348627635743469,0.554285573074594,0.354280545143411,0.43631017813459,0.877476691268384,0.362060030223802,0.856674537993968,0.755786950467154,0.516070695593953,0.309101419523358
2.452,'yes',0,0.188446905231103,0.877254249993712,0.266069697914645,0.289476173231378,0.70935571170412,0.58515110379085,0.850922267185524,0.821831023320556,0.657179369125515,0.00632778485305607,0.798386317212135,0.0259377467446029,0.910473563941196,0.518387776101008,0.096848817775026,0.318072457564995,0.393650576705113,0.431610162369907,0.513068389613181,0.806751606054604,0.866737716598436,0.919488756684586,0.661323099164292,0.298599732108414,0.701990333152935,0.537375623825938,0.0230601958464831,0.699634853983298,0.662405450362712,0.593490799656138
4.6497,'no ',0,0.666754807345569,0.255721711786464,0.188700364204124,0.769661467056721,0.735245579155162,0.292809447040781,0.787780867423862,0.849061483051628,0.959214969305322,0.802325562108308,0.161256371065974,0.135706358356401,0.239080983214080,0.755082975141704,0.0968834043014795,0.105251368135214,0.205500067910179,0.355438701342791,0.269004832720384,0.423225193051621,0.389192219125107,0.700681938324124,0.988234602147713,0.154945334885269,0.291358663700521,0.322891117539257,0.892411734210327,0.0121824569068849,0.417269214289263,0.932005234993994
2.77,'yes',0,0.453114320291206,0.514594335574657,0.500269243493676,0.523625838104635,0.243832923006266,0.0451556534972042,0.223081344738603,0.104150871746242,0.0822679216507822,0.590069492580369,0.934224610915408,0.831851576222107,0.535195716656744,0.99139037868008,0.419811128405854,0.862925680587068,0.484904328361154,0.417872360907495,0.57793691335246,0.254479693481699,0.679280784213915,0.749031801242381,0.600650077918544,0.505335581023246,0.190261017531157,0.743625603383407,0.638258505612612,0.845371039118618,0.574879174586385,0.076708996668458
4.772,'no ',0,0.158254360547289,0.24701436702162,0.785837596748024,0.804947662167251,0.491012686630711,0.203820168040693,0.917522988282144,0.36942029139027,0.493150150869042,0.595355347730219,0.898661106126383,0.595115181524307,0.82932832883671,0.698602500837296,0.492321074707434,0.79859831277281,0.418385676573962,0.707529362291098,0.90747246099636,0.602903312072158,0.199500288115814,0.266320996452123,0.239993936382234,0.779217862291262,0.230246533639729,0.257649693172425,0.836890129838139,0.284699993673712,0.93432580307126,0.706805186579004
2.58,'no ',0,0.151158118154854,0.0384453637525439,0.8174903485924,0.886516365688294,0.11186822806485,0.329034745926037,0.543111982522532,0.5180662360508,0.341148308943957,0.47187710320577,0.0951352803967893,0.902533068554476,0.841251657577232,0.619799370178953,0.181039585731924,0.791887444444,0.901222201064229,0.697878860868514,0.251281527569517,0.495865328935906,0.0593676285352558,0.653437362285331,0.00591584271751344,0.295575389871374,0.94137071003206,0.963044673204422,0.856896907789633,0.875504528405145,0.996639774180949,0.6718770256266
1.497,'no ',0,0.190111035481095,0.503819362027571,0.922545892186463,0.1373609774746,0.57852727570571,0.703132203314453,0.0424883689265698,0.808983412804082,0.0267140327487141,0.323016971582547,0.192926046904176,0.400689605856314,0.64959013974294,0.0706683942116797,0.221132109640166,0.454351550200954,0.705795878078789,0.90636249887757,0.989789257990196,0.0317124989815056,0.521788291400298,0.998123823897913,0.481397109571844,0.663719745818526,0.702238123863935,0.606066488660872,0.321908362209797,0.815676582278684,0.796925366856158,0.97475673747249
0.845,'yes',0,0.438173864968121,0.0147421890869737,0.41833323193714,0.831681752111763,0.494036068674177,0.306600932730362,0.823444973910227,0.385587808676064,0.872519795550033,0.441518530715257,0.0799870525952429,0.196455601602793,0.265053120674565,0.409237151034176,0.765015092445537,0.597508568316698,0.127628707559779,0.618052536156029,0.905446312157437,0.959154354408383,0.626492829993367,0.644554030615836,0.188519455725327,0.051945589017123,0.646141774952412,0.264539015246555,0.282335555180907,0.891818792326376,0.364979239879176,0.955409050686285
0.689,'yes',0,0.596394402906299,0.726110136834905,0.0848866023588926,0.192411837168038,0.429333516629413,0.892053232062608,0.761000619735569,0.720315363956615,0.56281297840178,0.756496485322714,0.72708315658383,0.217292765853927,0.655282948864624,0.441603624261916,0.987448182655498,0.195533787366003,0.712677194736898,0.471293154871091,0.80370279867202,0.63033815426752,0.703595092287287,0.312653207918629,0.533142897998914,0.0813636507373303,0.116109053837135,0.0436504979152232,0.0733556828927249,0.736313679488376,0.586671411059797,0.545062506105751
2.03,'no ',0,0.921123242471367,0.202068712795153,0.828179006231949,0.795335890725255,0.571704697562382,0.874166786670685,0.956055712187663,0.387782756239176,0.274543132167310,0.0596513871569186,0.625717058079317,0.973012099973857,0.213203341467306,0.849768428364769,0.68191888765432,0.654470757348463,0.846059417817742,0.304954759543762,0.281695604557171,0.802707332186401,0.0328250338789076,0.37519494863227,0.511993691790849,0.863062121672556,0.660109737422317,0.958529165480286,0.0629250591155142,0.191424150485545,0.605289952130988,0.735175690846518
3.076,'yes',0,0.830408209003508,0.885828108759597,0.608112740097567,0.384281150996685,0.0141693127807230,0.0664478323888034,0.88456037081778,0.450615529203787,0.672010008478537,0.39377224072814,0.28531374107115,0.064621586818248,0.420469553209841,0.531201732810587,0.487989700166509,0.137930046999827,0.677847120445222,0.833998570684344,0.866066141985357,0.0844391423743218,0.96566833741963,0.210246192757040,0.783773802919313,0.404949145391583,0.982757995836437,0.566924237413332,0.977085195248947,0.454624110367149,0.862212582491338,0.150432449067011
2.145,'no ',0,0.153337529860437,0.0789989833720028,0.761881545418873,0.888020361540839,0.411752418614924,0.903560726437718,0.141996234655380,0.262568876380101,0.800078980391845,0.306881641503423,0.861774403601885,0.269722692202777,0.275691484566778,0.169812983134761,0.645730460295454,0.209610081976280,0.596320495242253,0.223150768550113,0.368192325579002,0.234545712126419,0.604857947444543,0.128771779825911,0.171518959803507,0.882358116330579,0.888856163015589,0.133310226956382,0.834516719914973,0.810003733728081,0.720640922198072,0.36816466669552
0.422,'no ',0,0.855526334606111,0.358170483494177,0.197038860293105,0.6231199267786,0.531339566456154,0.4416463393718,0.957024523522705,0.142843744019046,0.529574322979897,0.322382048470899,0.733682558173314,0.476347789634019,0.447285323170945,0.567854987457395,0.252924206200987,0.85897982120514,0.79234150215052,0.314975266344845,0.7091699691955,0.860658555058762,0.575453349156305,0.927235441515222,0.633850706275553,0.818275813711807,0.653602303471416,0.33539293310605,0.39916540007107,0.58341000485234,0.979847344337031,0.895775203825906
1.71,'yes',0,0.350969024002552,0.712865284411237,0.613237995421514,0.526911116205156,0.318080246681347,0.321542868157849,0.871942649362609,0.291108744218946,0.478679041843861,0.838304193224758,0.856098376447335,0.462330949725583,0.550702255452052,0.0608766402583569,0.0637245438992977,0.429495088057593,0.281271689338610,0.835357536096126,0.314600510522723,0.293267498956993,0.855749634793028,0.220951257972047,0.773124895291403,0.784349237801507,0.901231319177896,0.63428333774209,0.260043287882581,0.555289538577199,0.151979379588738,0.349213081179187
2.1,'yes',0,0.285270976601169,0.262258266098797,0.813958106096834,0.224749162094668,0.578432457288727,0.63794797193259,0.737297978485003,0.910838319687173,0.38086306466721,0.33467935747467,0.544263433897868,0.677366758231074,0.182578784413636,0.655408353311941,0.334943453781307,0.832083560759202,0.289139991160482,0.941918669268489,0.647663914831355,0.370434279320762,0.214859149651602,0.879637875361368,0.850142745766789,0.924003437859938,0.482042860006914,0.940976867685094,0.324326136382297,0.828561442438513,0.693864052416757,0.838551669381559
2.954,'yes',0,0.118846063502133,0.30068798456341,0.516789485234767,0.80393764260225,0.339054547483101,0.0933770323172212,0.168841524980962,0.577275441028178,0.369287881534547,0.793220851337537,0.259484678739682,0.876767083769664,0.557432844536379,0.778916507260874,0.606629892485216,0.502410172484815,0.230426221387461,0.415014753350988,0.363382995128632,0.0275897225365043,0.637517346302047,0.586183390347287,0.840934442123398,0.46145408693701,0.78557260800153,0.721026965649799,0.475361103657633,0.581778070423752,0.765718906652182,0.268887126818299
0.348,'yes',0,0.439330836059526,0.672727382974699,0.703459877986461,0.879469169303775,0.949059849139303,0.0125516937114298,0.613876452436671,0.926009735558182,0.942936463747174,0.447049155365676,0.237657227320597,0.22508750972338,0.681295129703358,0.366464820224792,0.293079680297524,0.939383264165372,0.828723794780672,0.054037862457335,0.544832132058218,0.728720267768949,0.327559341676533,0.685562835540622,0.926250633550808,0.471967324148864,0.85781835578382,0.960956507828087,0.286356393247843,0.0207375369500369,0.230943182483315,0.935134939150885
4.27,'no ',0,0.500430850312114,0.574985100189224,0.319934891304001,0.691766925854608,0.818773690843955,0.940526364604011,0.7515275394544,0.9979355877731,0.362123623490334,0.346946965204552,0.405714571708813,0.968682032311335,0.722232511732727,0.393766390392557,0.0117546948604286,0.896217851201072,0.790563117247075,0.261497155297548,0.0931714412290603,0.125504990341142,0.0649324811529368,0.550616419874132,0.7722323006019,0.191585103049874,0.6623579938896,0.410190849564970,0.925526566104963,0.303046587621793,0.658576520625502,0.239927386399359
6.6,'no ',0,0.604054456343874,0.88557931385003,0.108717643423006,0.42368458234705,0.416108809644356,0.122280440060422,0.615643777418882,0.598323858343065,0.871740572853014,0.799564560875297,0.672103686491027,0.943445652956143,0.566226071678102,0.109059332171455,0.568949806503952,0.496290124719962,0.760765811195597,0.98902106913738,0.0179614957887679,0.411706001730636,0.478985835565254,0.714821041561663,0.0382185541093349,0.650185015518218,0.807967320783064,0.398227691184729,0.361566772451624,0.823871164349839,0.98179669980891,0.200913048349321
3.53,'no ',0,0.892745761200786,0.80603243666701,0.0419325234834105,0.546827791258693,0.881326450500637,0.833312773611397,0.83161756885238,0.531093969009817,0.360473764361814,0.0490281421225518,0.795270922826603,0.186216161586344,0.82074600434862,0.287187437759712,0.877511143917218,0.694651741301641,0.278531075688079,0.715261594159529,0.953965408727527,0.497714477824047,0.878445155918598,0.00928317033685744,0.604634995106608,0.127083136234432,0.323406421113759,0.60975903342478,0.484551978530362,0.187684302218258,0.708823888329789,0.941450853366405
0.767,'yes',0,0.655154853127897,0.37478724331595,0.976175997871906,0.0407399910036474,0.655106985941529,0.177460454637185,0.132720805238932,0.342836719937623,0.0112672944087535,0.591451430227607,0.0154383806511760,0.40163680142723,0.934470379725099,0.180602881824598,0.375929476926103,0.529696713201702,0.184199487557635,0.313691338291392,0.0435281493701041,0.200371365761384,0.338681341614574,0.00252486276440322,0.83545232983306,0.720529311569408,0.085146939381957,0.907745218835771,0.744035840965807,0.0728725569788367,0.550098684849218,0.265453804517165
0.5295,'yes',0,0.621897774282843,0.378000898519531,0.801927519962192,0.411855477374047,0.282222528476268,0.14548200648278,0.414314149646088,0.305972469737753,0.666161193978041,0.0531442232895643,0.189388283761218,0.622739032376558,0.305160278687254,0.586333304643631,0.135069634998217,0.871454918058589,0.51661547482945,0.771940778940916,0.870119160274044,0.562793496763334,0.209861884126440,0.624628631863743,0.0455879643559456,0.802796565694734,0.80234725982882,0.403833447257057,0.316070928238332,0.945139412768185,0.984962555579841,0.508311129407957
2.4996,'yes',0,0.399081004085019,0.952712102560326,0.88387416745536,0.597696708748117,0.198934946209192,0.465655330801383,0.174251276068389,0.60196562553756,0.909435361623764,0.840929999947548,0.73240509792231,0.262177092954516,0.228232701541856,0.814638562267646,0.111063636373729,0.210476583335549,0.388344607781619,0.909053679322824,0.293519075494260,0.548036910127848,0.92179349786602,0.788798490306363,0.845541809452698,0.097352321492508,0.46803701040335,0.773925590794533,0.421291442820802,0.878357960376889,0.571190779330209,0.0761161807458848
1.9685,'yes',0,0.333301196573302,0.799872359260917,0.0583473041187972,0.230255404021591,0.670193266356364,0.994277559919283,0.4876282971818,0.58807042427361,0.954933755565435,0.586402885150164,0.70986231090501,0.157150275073946,0.440186296356842,0.0915022979024798,0.597412436502054,0.88229447696358,0.821897602872923,0.526499706087634,0.668003959581256,0.455510331550613,0.915635533863679,0.5558505973313,0.170019230339676,0.0328878662548959,0.0774018003139645,0.840510464971885,0.95174311264418,0.121896558674052,0.969154654070735,0.586904748575762
0.714,'no ',0,0.142247082199901,0.628879028838128,0.973295510513708,0.552295333705842,0.0433322226163,0.359354867367074,0.911185281351209,0.533706249203533,0.705819021910429,0.324956772150472,0.182334331097081,0.434826818527654,0.396428348030895,0.813053784193471,0.200936701847240,0.115975724998862,0.000640130136162043,0.0811293644364923,0.716993764741346,0.08290403499268,0.984939309302717,0.0790781055111438,0.508066099602729,0.796904619084671,0.84192583616823,0.6425939144101,0.157701628748327,0.603112930199131,0.562218492617831,0.234148818533868
3.35,'yes',0,0.96029555494897,0.386533485958353,0.299122775206342,0.903482047142461,0.29904752667062,0.927918952424079,0.71106683742255,0.450262676691636,0.768873733002692,0.946103569120169,0.0664951929356903,0.8172525849659,0.130684896372259,0.796319293323904,0.854599796468392,0.035727177048102,0.71527793770656,0.537092475919053,0.496464472264051,0.309330320684239,0.233555249636993,0.112267147516832,0.410508155124262,0.0237589534372091,0.151008606655523,0.769906461471692,0.819505921564996,0.47029184200801,0.9472268614918,0.0837050161790103
3.969,'yes',0,0.857651523780078,0.774618038441986,0.990680736722425,0.0214468769263476,0.649500665720552,0.341091186739504,0.625208170386031,0.900536300148815,0.621666476596147,0.658503063721582,0.75270981201902,0.767935601994395,0.856484826654196,0.232665926683694,0.524969403631985,0.325761109823361,0.0612652061972767,0.581791222793981,0.261812108568847,0.180310806958005,0.637389306444675,0.858537963358685,0.681217763572931,0.83154839137569,0.587541304063052,0.89165722951293,0.133831210434437,0.929080015979707,0.78729762416333,0.985795707674697
0.624,'yes',0,0.0554850408807397,0.466970559675246,0.377932366449386,0.682962574530393,0.903410689206794,0.840789402136579,0.874807069543749,0.686342627275735,0.901324034668505,0.120065853931010,0.553495730971918,0.755842300597578,0.0287576115224510,0.261825743597001,0.600113939959556,0.551909434376284,0.550001861294731,0.0748651057947427,0.699073194991797,0.88369191903621,0.451090922812,0.700247828150168,0.93172943382524,0.707587339915335,0.45583099196665,0.473821143619716,0.102404479403049,0.973783700494096,0.131093312753364,0.78224889584817
1.37,'yes',0,0.0978341677691787,0.418191452510655,0.97344180685468,0.777670489391312,0.846554325893521,0.884451835416257,0.709428796777502,0.298072869656608,0.0830504382029176,0.604798739543185,0.881178044714034,0.478965403046459,0.101379133528098,0.400541700189933,0.114161646924913,0.68113628635183,0.322085369611159,0.491364045999944,0.0673537333495915,0.363086725352332,0.241736610652879,0.771875415463,0.930843621259555,0.901873160619289,0.263262571301311,0.130990238627419,0.0308838193304837,0.940444175852463,0.693494057515636,0.651757409563288
1.063,'yes',0,0.58839220344089,0.232298305025324,0.693862946238369,0.602299917023629,0.626934715546668,0.41745805949904,0.284244866576046,0.638762649847195,0.0283670255448669,0.624242458259687,0.213687281357124,0.220523005351424,0.517863800749183,0.255091890459880,0.19847235805355,0.0871390923857689,0.74371884460561,0.147879093186930,0.178941426100209,0.559438574360684,0.61467455024831,0.357450864044949,0.919608563417569,0.915266066323966,0.368702662177384,0.237800849368796,0.267048049718142,0.895000110380352,0.551542213885114,0.0590180521830916
0.98,'no ',0,0.620013006497175,0.633878426393494,0.308747926494107,0.626462555956095,0.199737608665600,0.117623367113993,0.148440197343007,0.671263328520581,0.635689459275454,0.795027691172436,0.307848027674481,0.697729849722236,0.821588259190321,0.29938946175389,0.528318114811555,0.510436872253194,0.336464597145095,0.613979897229001,0.924342388520017,0.187509957235307,0.418058562092483,0.79616156895645,0.830064674606547,0.118999470956624,0.228433004114777,0.152663697022945,0.216318200808018,0.518318565795198,0.758607603376731,0.443980164825916
4.813,'no ',0,0.423178323078901,0.815507139079273,0.668118762550876,0.0782571884337813,0.500835215672851,0.75375857274048,0.576632191892713,0.687056003836915,0.67553339060396,0.668789602583274,0.101247693877667,0.558144192909822,0.286945981672034,0.175364172551781,0.755973698105663,0.420131426071748,0.365484256530181,0.86816031485796,0.151631649350747,0.514113654382527,0.340034039691091,0.781000537099317,0.833996187197044,0.310821971856058,0.296565485885367,0.879606263712049,0.278934386326,0.460993096698076,0.484546424821019,0.0897677631583065
