@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no ','yes'}
@attribute useless numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@attribute useless33 numeric
@attribute useless34 numeric
@attribute useless35 numeric
@attribute useless36 numeric
@attribute useless37 numeric
@attribute useless38 numeric
@attribute useless39 numeric
@attribute useless40 numeric
@attribute useless41 numeric
@attribute useless42 numeric
@attribute useless43 numeric
@attribute useless44 numeric
@attribute useless45 numeric
@attribute useless46 numeric
@attribute useless47 numeric
@attribute useless48 numeric
@attribute useless49 numeric
@attribute useless50 numeric
@data
1.331,'no ',0,0.318494007224217,0.582366255810484,0.639914425555617,0.52116756234318,0.038639600854367,0.121865969151258,0.72873123199679,0.750266078161076,0.458893777104095,0.384515616111457,0.200002082623541,0.633996390737593,0.242946458980441,0.39286763058044,0.831414121203125,0.178530865348876,0.313784769969061,0.259214030811563,0.234052067855373,0.130796052282676,0.602638018317521,0.0789778458420187,0.112948346650228,0.809700357262045,0.663261429406703,0.283106074202806,0.533794722519815,0.573639522539452,0.932204409036785,0.666501936968416,0.962096414994448,0.770492593757808,0.33553272834979,0.392456928733736,0.0396602186374366,0.490093777887523,0.960330729139969,0.869699768256396,0.486016543582082,0.564686994533986,0.240926031721756,0.376287588151172,0.515633317874745,0.521476747235283,0.293682061135769,0.225209491094574,0.130115764215589,0.720452279085293,0.458741706097499,0.979900402249768
1.18,'yes',0,0.907287576934323,0.464160577161238,0.779721014900133,0.948248439235613,0.773602774599567,0.720173127250746,0.714777556015179,0.463263310026377,0.271055136574432,0.806274823145941,0.0189710611011833,0.745096351252869,0.896273483755067,0.424367820378393,0.128578157396987,0.739359602332115,0.180754210567102,0.641792725306004,0.980718513717875,0.32660391042009,0.661201160168275,0.728852234547958,0.573853960260749,0.81341000716202,0.711204320192337,0.308199576567858,0.671079934109002,0.646764073055238,0.616662244312465,0.536390053806826,0.0517569715157151,0.72667405474931,0.974875418003649,0.256458098301664,0.123337441356853,0.535740597406402,0.794832022394985,0.900363469263539,0.0783655340783298,0.0643882404547185,0.269795986823738,0.324796539498493,0.680807626107708,0.758924838155508,0.44135266286321,0.475173094309866,0.108194771222770,0.223135099513456,0.2135229264386,0.207514411304146
0.059,'no ',0,0.705445712199435,0.352448800113052,0.89785587694496,0.0435788377653807,0.99467262881808,0.550290196901187,0.520195795223117,0.740122531540692,0.701682849787176,0.69526654528454,0.669194579822943,0.44227094296366,0.502289659809321,0.207672407152131,0.328910694923252,0.115022948011756,0.26993921212852,0.990907921921462,0.512055678991601,0.121822987683117,0.0719443941488862,0.757093549473211,0.90177312749438,0.456546975765377,0.521473530679941,0.24834869033657,0.542736105853692,0.532728603109717,0.191804802510887,0.566322091035545,0.769103910541162,0.0459827710874379,0.297078845091164,0.493258009431884,0.473535103956237,0.80684476182796,0.385882108239457,0.182804228039458,0.414674463681877,0.443935204297304,0.791829308262095,0.0427940492518246,0.00897193234413862,0.111808507703245,0.388828950701281,0.121178058208898,0.585881218547001,0.73469150508754,0.597983043408021,0.201518470887095
1.16,'yes',0,0.272643474629149,0.603746586712077,0.590716245351359,0.882579426281154,0.5803563517984,0.823642939329147,0.437890741275623,0.545616377145052,0.966683628968894,0.644597089383751,0.512839597417042,0.439197427360341,0.118370909942314,0.0461774638388306,0.815270063700154,0.0628405548632145,0.430582059314474,0.79730988596566,0.6151761142537,0.221536657074466,0.963314860593528,0.0488593133632094,0.276081324322149,0.943593216594309,0.223670090548694,0.190616710809991,0.586623552953824,0.875246776733547,0.756664839806035,0.546439290279523,0.609238389413804,0.393892041640356,0.835903902770951,0.7023414473515,0.744586320128292,0.0697524009738117,0.241018211469054,0.99782309611328,0.964533511782065,0.496377085801214,0.220668655587360,0.740332154091448,0.777476754970849,0.205203636549413,0.803273956757039,0.662430115509778,0.236896438058466,0.795806062174961,0.851019921014085,0.00904217967763543
1.547,'yes',0,0.656344728544354,0.413003318011761,0.409302450483665,0.755681227659807,0.213564786361530,0.539077593712136,0.0115628328640014,0.972846378572285,0.149027690058574,0.750227831769735,0.133344163652509,0.666338816285133,0.197760507464409,0.745014664717019,0.687240505591035,0.69879519380629,0.685990414582193,0.96702545019798,0.923569532809779,0.0303602898493409,0.500392068875954,0.940772084984928,0.525526964804158,0.038947120308876,0.598928103223443,0.878964052535594,0.40217852871865,0.698476473568007,0.347482855897397,0.286777583416551,0.708255554083735,0.175086667295545,0.642488160170615,0.611040631774813,0.107242717873305,0.874703812645748,0.0292753363028169,0.531774978619069,0.0834044027142227,0.27990199951455,0.129807580728084,0.100145504809916,0.381078067468479,0.989613760262728,0.259539852384478,0.909626524429768,0.508937434758991,0.982769983820617,0.804773904616013,0.500452030217275
1.692,'yes',0,0.404443153413013,0.384772275108844,0.707214864902198,0.665487876394764,0.715628657955676,0.760274552274495,0.758179769618437,0.909692737739533,0.105423746397719,0.103373561054468,0.375162198906764,0.770556238247082,0.327278331620619,0.508845260133967,0.346456069964916,0.74561731168069,0.277714797994122,0.357634411891922,0.267387573141605,0.251336339861155,0.330783447017893,0.711265608901158,0.606075944378972,0.889792125904933,0.754436471033841,0.277506279991940,0.215416196035221,0.260412466013804,0.038973598042503,0.919962123036385,0.664980109781027,0.122829722939059,0.835066048661247,0.116604750510305,0.957803702680394,0.602108401944861,0.576786519726738,0.572985718026757,0.950470314361155,0.881889147916809,0.6012854417786,0.62380802584812,0.469289497239515,0.226872470695525,0.377424651756883,0.731823716545478,0.16983673395589,0.327728827949613,0.527962422929704,0.269401635741815
3.85,'no ',0,0.915521155111492,0.0532654812559485,0.857254676055163,0.543989377329126,0.520206407178193,0.827247589826584,0.96764477249235,0.304848996223882,0.855941261164844,0.95926739834249,0.469286459032446,0.532044833060354,0.358236820902675,0.742071327520534,0.323031047126278,0.89642378478311,0.000213214894756675,0.609999492764473,0.938380635809153,0.293614382855594,0.575036872411147,0.465163032291457,0.695113730384037,0.968973061302677,0.777114692376927,0.173808343941346,0.312962971162051,0.877236828673631,0.538829257013276,0.869688869221136,0.461145035224035,0.780990759609267,0.863878190051764,0.00186106236651540,0.113130637444556,0.683537839446217,0.257870453642681,0.976231086067855,0.73309658584185,0.434148088330403,0.93335094791837,0.123444928321987,0.654699124628678,0.0589659863617271,0.474692839430645,0.237259772606194,0.34519425756298,0.104943040059879,0.389463427942246,0.318876064848155
4.109,'no ',0,0.894313506782055,0.110956629738212,0.86479365453124,0.282548603368923,0.0523527895566076,0.34242366021499,0.658016911940649,0.9146554809995,0.673021252732724,0.746951760025695,0.932067725574598,0.597840483300388,0.591332712443545,0.275605193106458,0.0172116707544774,0.753009612672031,0.682822947623208,0.403221035609022,0.949285713024437,0.341827530413866,0.347734710667282,0.208673702785745,0.480159592814744,0.563649390591308,0.87908713822253,0.571588481776416,0.093880310188979,0.870042372494936,0.409647220512852,0.127749196952209,0.254325891379267,0.929799505509436,0.445525988005102,0.105688207317144,0.100937754847109,0.892515895422548,0.608896743971854,0.420038402080536,0.682193514192477,0.859678040491417,0.98052359605208,0.467955664265901,0.333265678724274,0.397470924304798,0.34482590155676,0.455571909435093,0.627020014217123,0.757103244541213,0.49677756219171,0.52291703177616
2.296,'yes',0,0.620932316873223,0.506421582307667,0.194259855663404,0.00333547894842923,0.40526342112571,0.466371444519609,0.914743598084897,0.61501219519414,0.222207627724856,0.604217525338754,0.989835088141263,0.729914092924446,0.333734165644273,0.334800159092993,0.227745456155390,0.498717036098242,0.92911123437807,0.414284087717533,0.375948520144448,0.5510459986981,0.582850792678073,0.128194014076144,0.523621694883332,0.497057299595326,0.557749988976866,0.941915224306285,0.628729135729373,0.148326448863372,0.3418165568728,0.872470072703436,0.821415418060496,0.320286334725097,0.66262557846494,0.802019614260644,0.264559731585905,0.572529818862677,0.564607964130118,0.0880568558350205,0.485377673059702,0.292726560728624,0.31236653868109,0.300007871119305,0.720215138280764,0.295013612369075,0.126821449026465,0.306694992585108,0.0716555162798613,0.596453106263652,0.66113131516613,0.118154917610809
0.6535,'yes',0,0.92897689063102,0.306482774205506,0.447319668717682,0.692571155494079,0.454016298288479,0.168153837323189,0.00777816330082715,0.700030894717202,0.131272392580286,0.752402325160801,0.021889656316489,0.72585473023355,0.0484621857758611,0.186035122489557,0.405161594040692,0.111735576996580,0.707093495642766,0.901787878246978,0.351254367968068,0.0651080997195095,0.151861460646614,0.865313589805737,0.789297226583585,0.00827213213779032,0.319581632036716,0.551944491453469,0.285947374068201,0.70169716863893,0.259876090800390,0.615262799663469,0.783067791257054,0.378478314727545,0.0768784082029015,0.952674106694758,0.198700738139451,0.402089628623798,0.397094101179391,0.408557539572939,0.00560521893203259,0.253637684276327,0.589376063784584,0.343148458516225,0.11537925619632,0.0324535267427564,0.669029942713678,0.749262039549649,0.109967391705140,0.839671247405931,0.00771369878202677,0.163235824787989
2.711,'yes',0,0.40723751229234,0.457923218375072,0.132767602568492,0.57915144530125,0.423707900103182,0.0438634981401265,0.458856821293011,0.413147622719407,0.285129722906277,0.227435769280419,0.397673175437376,0.468012291705236,0.26465170760639,0.98675999371335,0.416592916706577,0.623408428393304,0.380080355331302,0.502053233794868,0.67328577931039,0.505978842964396,0.654551342828199,0.465308452723548,0.459373796591535,0.954433625098318,0.437072381610051,0.332196107134223,0.506829962600023,0.331287250621244,0.230395979946479,0.0632847954984754,0.320790614699945,0.758956372737885,0.203017496503890,0.795393255306408,0.692320267669857,0.110248859738931,0.251900552073494,0.22109442204237,0.140904463361949,0.573774406453595,0.7892784003634,0.588788950582966,0.613413942279294,0.511877654585987,0.510753684677184,0.706210147822276,0.960667580598965,0.0730895572341979,0.45196797256358,0.8429510302376
2.452,'yes',0,0.948591037420556,0.104477160843089,0.213293335167691,0.887397664831951,0.673130871728063,0.433083404088393,0.680858118692413,0.865362567827106,0.9996259433683,0.931521674152464,0.778785858070478,0.161571850767359,0.641438235528767,0.645746206631884,0.0122915860265493,0.0489406704436988,0.196791026508436,0.83902483386919,0.4648379732389,0.438020515721291,0.68621959653683,0.63294122973457,0.814038213575259,0.00907055870629847,0.097313780337572,0.489832557039335,0.759440272348002,0.793357088929042,0.550890270620584,0.351362229557708,0.19982726755552,0.0377392512746155,0.534843617817387,0.0273097907193005,0.87210102356039,0.789888465078548,0.989988575922325,0.888346250867471,0.00472712051123381,0.541665623895824,0.583470250712708,0.759772532852367,0.586770782014355,0.736454021185637,0.274050319567323,0.294462339486927,0.902554054744542,0.732249164720997,0.685914472909644,0.251188740134239
4.6497,'no ',0,0.206093473592773,0.231745297554880,0.341827161144465,0.623155262088403,0.491819697665051,0.562628491315991,0.732445309171453,0.130606569815427,0.610427565174177,0.179839635035023,0.547599926358089,0.163978715194389,0.582463601371273,0.185168741736561,0.534744841512293,0.324718771269545,0.743557098321617,0.615065433550626,0.643926213029772,0.108330617425963,0.235400163801387,0.593166487524286,0.111402544192970,0.870538386283442,0.735114186769351,0.29184927046299,0.705867209238932,0.266925661126152,0.984428824391216,0.931673060636967,0.427337101427838,0.215858896030113,0.513881218619645,0.558590873843059,0.89733423339203,0.97994830692187,0.353962738066912,0.00705732149071991,0.200978399952874,0.774250780930743,0.361204542918131,0.471506362315267,0.812994107604027,0.393736314959824,0.982961795525625,0.804834623588249,0.0494192673359066,0.279221920529380,0.0118032661266625,0.821297119371593
2.77,'yes',0,0.343218649039045,0.601759331766516,0.481559128733352,0.942344164010137,0.641975931590423,0.744312883820385,0.331162240123376,0.97961930395104,0.405086716171354,0.44107676949352,0.998949406901374,0.233099941397086,0.72395894723013,0.919821919640526,0.378949433332309,0.446651258738711,0.699126997496933,0.350634500384331,0.468700168188661,0.431853322777897,0.45175527757965,0.902769377455115,0.269928274676204,0.240467176306993,0.140590618364513,0.0223669959232211,0.990559474332258,0.332024773815647,0.762602792819962,0.297044308390468,0.269093640381470,0.227620951831341,0.386623542290181,0.0366442042868584,0.888679541414604,0.0736758224666119,0.481040990678594,0.730704695917666,0.455137700308114,0.320762591203675,0.9979701442644,0.0653705890290439,0.249064061790705,0.876406182767823,0.531655463390052,0.618442436447367,0.299926207400858,0.809679891215637,0.293253384297714,0.052714663092047
4.772,'no ',0,0.504344616783783,0.311837772838771,0.327129160519689,0.502821694361046,0.36311944690533,0.275197361130267,0.225624793674797,0.573969556950033,0.57215670007281,0.0553560596890748,0.512969728093594,0.512831914238632,0.0294958727899939,0.99137558741495,0.44422789150849,0.655486463336274,0.373788543744013,0.91271479614079,0.228126486996189,0.4315024104435,0.562121933791786,0.376602555857971,0.210242622531950,0.291153046535328,0.239342930959538,0.285281311720610,0.300568566191941,0.457162813283503,0.430079441983253,0.618722541024908,0.115565796848387,0.529125380329788,0.908060637069866,0.802058418048546,0.957058093510568,0.187784866197035,0.063579135807231,0.276830333983526,0.328693936113268,0.836020443588495,0.0506839472800493,0.350745768286288,0.57067994098179,0.206498458981514,0.137721517821774,0.231191548751667,0.972937087528408,0.184592214412987,0.970641802996397,0.55870643351227
2.58,'no ',0,0.181105434894562,0.684486191952601,0.718889897456393,0.937939117196947,0.762174346717075,0.910502043785527,0.562918587122113,0.0594584648497403,0.625945527106524,0.283158163540065,0.692921813577414,0.99877570825629,0.303668283624575,0.284527178620920,0.42479540174827,0.227842162130401,0.0450034239329398,0.591118832118809,0.95116171729751,0.942095928825438,0.91424726229161,0.874178137630224,0.177967168623582,0.994687574915588,0.0156034505926073,0.0801821409258991,0.0123235643841326,0.505410158541054,0.506062850821763,0.797730286139995,0.0379663484636694,0.0354686114005744,0.466204252559692,0.668897249968722,0.984084008261561,0.117534877033904,0.0889506514649838,0.155055127106607,0.851916073122993,0.403872963273898,0.767077868338674,0.55064877262339,0.817547239828855,0.932698759250343,0.395637059817091,0.21367735019885,0.504403853556141,0.377358000492677,0.155020652338862,0.374298942973837
1.497,'no ',0,0.81986880581826,0.312339418800548,0.93111628619954,0.34037040383555,0.420863195322454,0.952944023068994,0.0451101218350232,0.307244815863669,0.963899308582768,0.373608088586479,0.631517548114061,0.304910071892664,0.542660125298426,0.490036647766829,0.258136674994603,0.156282097334042,0.314973708009347,0.904247333062813,0.707964956527576,0.141158795915544,0.480486375046894,0.663547439267859,0.76346897543408,0.795481401728466,0.824325910070911,0.0723367899190634,0.458051311783493,0.351324566407129,0.112917533842847,0.210209888173267,0.155949998414144,0.809210912324488,0.182281858753413,0.0899363136850297,0.902962541673332,0.204811382107437,0.743247939040884,0.322882529580966,0.182838380336761,0.460445260861889,0.105270160594955,0.80922020948492,0.844859829172492,0.627843066584319,0.549315015552565,0.378305707825348,0.793395975371823,0.176859285216779,0.424346230924129,0.501958640990779
0.845,'yes',0,0.678814677055925,0.0413454212248325,0.694359458982944,0.221536882920191,0.537302424898371,0.6283177328296,0.372516282834113,0.110049121780321,0.797042567515746,0.560013194801286,0.198215932818130,0.422532370546833,0.457198723684996,0.412962354719639,0.926648617954925,0.756663754349574,0.610865379218012,0.666114367544651,0.0369518180377781,0.194023298565298,0.904981395462528,0.322063267696649,0.552721191896126,0.177260591415688,0.169976216508076,0.709854517597705,0.640873817494139,0.354298581602052,0.57178257824853,0.837774331215769,0.195524952607229,0.00229166098870337,0.705724081490189,0.410740849329159,0.621771957958117,0.179508522152901,0.234149357769638,0.0588939201552421,0.109376561827958,0.384424000745639,0.437205124879256,0.662655089749023,0.246422965545207,0.988408257020637,0.515878853853792,0.11221735435538,0.473695776425302,0.123734357533976,0.431288802297786,0.56628917506896
0.689,'yes',0,0.348485376918688,0.186082237865776,0.209354298887774,0.813180939061567,0.982895201770589,0.839537987019867,0.436603022972122,0.0559558100067079,0.356513349805027,0.0586918815970421,0.00678690429776907,0.558462242363021,0.350820884807035,0.407667943509296,0.571521568112075,0.958931506844237,0.892556410748512,0.962578779319301,0.0377728804014623,0.809029893949628,0.652482330566272,0.609323759563267,0.136219225591049,0.762124575674534,0.313404577551410,0.0650442666374147,0.211923377588391,0.393784253159538,0.897792047820985,0.869727094192058,0.73598369746469,0.607723087538034,0.76456049690023,0.0777821901720017,0.569361570989713,0.911430192179978,0.723552348325029,0.907076521543786,0.342113339807838,0.15635957964696,0.539981351466849,0.475429850863293,0.0791023578494787,0.775190231623128,0.153697296744213,0.658570638857782,0.96416180068627,0.126365544740111,0.674547233153135,0.65965038514696
2.03,'no ',0,0.894484448013827,0.807076257420704,0.131996776908636,0.314427504315972,0.57413358357735,0.599564162548631,0.820078409276903,0.290760370902717,0.823871006257832,0.074692560127005,0.608970259549096,0.306642187060788,0.629652481526136,0.236730293137953,0.802879853639752,0.160201532766223,0.605452530551702,0.232828267617151,0.34295548661612,0.547208121977746,0.638513503596187,0.850738134933636,0.0960490289144218,0.6569340438582,0.703954828437418,0.173417223850265,0.499651064863428,0.315255219582468,0.562330180779099,0.427577633410692,0.0726177678443491,0.99644889193587,0.822179422713816,0.364926277659833,0.422337819589302,0.519536622101441,0.733694560127333,0.756801643874496,0.893337139161304,0.812537051504478,0.629273267928511,0.864267039578408,0.613363878335804,0.334519583266228,0.84300869726576,0.822528668679297,0.68368715280667,0.479412818793207,0.272859905613586,0.577376167755574
