@relation input_data
@attribute Z numeric
@attribute A numeric
@attribute B numeric
@attribute EP0 numeric
@attribute FL numeric
@attribute FLX_PC_LATE numeric
@attribute GAM_PC numeric
@attribute MAX_SNR numeric
@attribute NH_PC numeric
@attribute T90 numeric
@attribute bat_image_signif numeric
@attribute bat_img_peak numeric
@attribute bat_trigger_dur numeric
@attribute PROB_Z_GT_4 numeric
@attribute bat_is_rate_trig {'no','yes'}
@attribute uvot_detection {'no','yes'}
@attribute triggerid_str {'103780','106709','111063','111529','111622','113120','114753','117504','130088','131560','147478','148225','148646','148833','150314','151207','151905','152113','153514','154112','156467','163136','163170','163438','174738','176453','177408','177533','178750','179968','180455','180977','191157','192059','205851','207399','208169','209352','209755','211117','211957','213486','213630','213823','214805','217704','217805','219101','221755','228006','228316','228581','229185','231231','231362','232339','232683','238108','238174','239899','240766','252593','255445','259714','263361','271019','275087','276205','278693','278854','279592','280706','282003','282066','284856','285654','286809','287364','292934','293707','293795','294835','295670','296805','297114','299787','301981','302888','305288','306757','306778','308041','309010','309096','309111','310613','312047','313087','313116','313299','313417','316204','316534','317508','319016','319036','319584','323898','324561','324895','326115','330856','331093','332851','332931','334877','335105','336489','337914','338895','342121','346386','349510','350184','350311','352190','352648','353540','355083','357512','358422','359530','359711','359951','370791','370846','373172','373458','373674','374210','375246','377179','378559','412982','414592','416103','416135','419797','420398','421814','425151'}
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@attribute useless33 numeric
@attribute useless34 numeric
@attribute useless35 numeric
@attribute useless36 numeric
@attribute useless37 numeric
@attribute useless38 numeric
@attribute useless39 numeric
@attribute useless40 numeric
@attribute useless41 numeric
@attribute useless42 numeric
@attribute useless43 numeric
@attribute useless44 numeric
@attribute useless45 numeric
@attribute useless46 numeric
@attribute useless47 numeric
@attribute useless48 numeric
@attribute useless49 numeric
@attribute useless50 numeric
@attribute useless51 numeric
@attribute useless52 numeric
@attribute useless53 numeric
@attribute useless54 numeric
@attribute useless55 numeric
@attribute useless56 numeric
@attribute useless57 numeric
@attribute useless58 numeric
@attribute useless59 numeric
@attribute useless60 numeric
@attribute useless61 numeric
@attribute useless62 numeric
@attribute useless63 numeric
@attribute useless64 numeric
@data
3.53,-1.1476,?,?,1.8733e-06,?,2.1864,27.4,-0.048,109.89,10.48,775,8.192,0.217816,'yes','no','177408',0.847187783801928,0.0012445617467165,0.75417773029767,0.109788863454014,0.818097439128906,0.62907826481387,0.110830585006624,0.909653519047424,0.615851145004854,0.0194817930459976,0.793428645702079,0.55552138062194,0.52022165292874,0.303972806083038,0.63758641667664,0.158006312325597,0.983948230277747,0.798833130858839,0.0958465011790395,0.216119134565815,0.407607681117952,0.783307117177173,0.965187826193869,0.785160602536052,0.557089183945209,0.764816054375842,0.474316763924435,0.300672518555075,0.215460120467469,0.753818854456767,0.861249167704955,0.821624220814556,0.430921619059518,0.990355170797557,0.953928366769105,0.483674399089068,0.626841671066359,0.79211167898029,0.137681082822382,0.186615142039955,0.83656809781678,0.671431686496362,0.367901562713087,0.162841885117814,0.989319131476805,0.00156039651483297,0.639973552664742,0.61850779177621,0.786535550607368,0.777271188329905,0.74631385365501,0.228960467269644,0.478517861338332,0.0823425457347184,0.614755036309361,0.474527280777693,0.157844822388142,0.085450382437557,0.604237018385902,0.505469987634569,0.628801199607551,0.295039761113003,0.848576398566365,0.470025294227526
0.767,-1.7404,?,113.124,1.8591e-06,4.772e-05,2.0446,52.7,0.148,16.2,10.83,262,0.512,0.10734,'yes','yes','310613',0.878226690925658,0.448243871796876,0.815313208848238,0.0879691080190241,0.639542643213645,0.113378744572401,0.979424074525014,0.436920766253024,0.0938168563880026,0.99198015453294,0.723751745652407,0.956712935585529,0.188228802289814,0.0718997758813202,0.914598965551704,0.861001471290365,0.0433880304917693,0.910547552164644,0.996690606931224,0.361420975998044,0.790838637389243,0.907103025820106,0.159076516749337,0.881940802326426,0.229753777151927,0.435450185788795,0.364177129697055,0.83414162765257,0.31677569122985,0.868463473161682,0.0307048638351262,0.651417616056278,0.703076909994707,0.558773295255378,0.710304812993854,0.710051700472832,0.163745087571442,0.72703567543067,0.813818083144724,0.908474886789918,0.714072356466204,0.804240008816123,0.397020890377462,0.325220905477181,0.877640480641276,0.575353170279413,0.41257737041451,0.732875231886283,0.471984493313357,0.136666144244373,0.208224035566673,0.541295196628198,0.245809817221016,0.277507768478245,0.604673287831247,0.0608520412351936,0.285163386026397,0.78535317699425,0.594645243603736,0.854103574063629,0.285773632815108,0.119122945005074,0.271105021471158,0.414545508101583
0.5295,-1.3529,?,35.3059,5.9087e-07,3.431e-05,2.1188,19.6,0.267,5.55,9.43,221,1.024,0.0255989,'yes','yes','330856',0.0154545207042247,0.880295402137563,0.397730845026672,0.619452902814373,0.116213298635557,0.467377026798204,0.447268113493919,0.829913459252566,0.805513530736789,0.274629936087877,0.209874662570655,0.0236229680012912,0.245725787710398,0.608686716994271,0.785781444748864,0.717791445553303,0.774996353778988,0.046403372194618,0.763389383908361,0.633371143601835,0.454514155164361,0.26091391639784,0.519774331478402,0.0335901414509863,0.435763939749449,0.57807700172998,0.0920893070288002,0.624855984468013,0.912947569740936,0.511491540353745,0.0995320659130812,0.58321269787848,0.618268808815628,0.0390734705142677,0.805872680619359,0.50537730124779,0.125561929773539,0.441164965275675,0.595487103099003,0.826301814988256,0.270927079487592,0.0837946156971157,0.0715112229809165,0.628577477298677,0.396467274986207,0.162391154561192,0.429218317847699,0.316188165685162,0.555161731084809,0.199541233247146,0.769893890013918,0.765303269959986,0.482836628565565,0.132873405003920,0.836712766438723,0.675515713170171,0.960421417374164,0.597711097216234,0.405753883300349,0.0283877265173942,0.921228046296164,0.272148066433147,0.925625088391826,0.712731372797862
2.4996,-1.3456,?,124.439,5.22e-06,?,1.8739,13.5,?,112.21,6.76,419,12.16,0.162741,'yes','yes','280706',0.384440575959161,0.481759641319513,0.354002423817292,0.0504754723515362,0.499945451738313,0.541842008708045,0.977427841862664,0.730127771850675,0.277272885898128,0.0107245552353561,0.781614517327398,0.222214433131739,0.841837832704186,0.302746976958588,0.122542662080377,0.81804770999588,0.666559534147382,0.256846725707874,0.308167787035927,0.247878896538168,0.327590307220817,0.927844259422272,0.3568215360865,0.0949501257855445,0.715780174359679,0.785837361821905,0.0807273716200143,0.588842830155045,0.627893315861002,0.0936994950752705,0.79471027944237,0.157150463201106,0.973091850290075,0.340658183209598,0.330181986093521,0.134120989358053,0.0522812816780061,0.672819148283452,0.953805146738887,0.795192999765277,0.296910980250686,0.529843021184206,0.917792754480615,0.172015256714076,0.473659824114293,0.622344478033483,0.150612795958295,0.340576317161322,0.217460631392896,0.792059094645083,0.710689400788397,0.639809204265475,0.843207052908838,0.151669112499803,0.910629003075883,0.619718739762902,0.0753448465839028,0.629019408719614,0.637864541029558,0.509183449903503,0.162573620444164,0.802638542372733,0.926533668767661,0.912999157328159
1.9685,-1.3028,?,?,5.6132e-06,4.207e-05,2.0758,50.7,?,199.32,10,382,2.048,0.206132,'yes','yes','331093',0.742350924061611,0.501167163485661,0.807297268649563,0.0548155149444938,0.238569168839604,0.0811377356294543,0.0492480387911201,0.269878189079463,0.85442932904698,0.724625783972442,0.819789618020877,0.417956846766174,0.712460074108094,0.727085000602528,0.0894677436444908,0.674691757420078,0.177904645213857,0.936706940177828,0.634482868481427,0.211180228507146,0.386853398988023,0.546737675787881,0.388611020287499,0.800679300446063,0.0253193872049451,0.107830690918490,0.656203977996483,0.0795446855481714,0.279384205583483,0.339090131921694,0.253930076491088,0.398599405307323,0.644920801278204,0.238315538037568,0.577172097517177,0.824523611692712,0.498829032760113,0.982097264379263,0.5475904927589,0.969645169563591,0.0290884776040912,0.482949713012204,0.104343104176223,0.937942339340225,0.365923746023327,0.870116794016212,0.847106172237545,0.79736832040362,0.386527107097208,0.942726177629083,0.98449477716349,0.611215118085966,0.492517120670527,0.669015063671395,0.958561116131023,0.101490506902337,0.651785348309204,0.245637606130913,0.653335447888821,0.0670990983489901,0.79009343800135,0.636985352262855,0.503398089436814,0.772364652017131
0.714,-1.0884,?,92.025,4.4323e-07,?,1.652,12.5,?,4.3,10.59,323,1.024,0.0488872,'yes','no','174738',0.246850416297093,0.629468448925763,0.182424652623013,0.953889686148614,0.976533117471263,0.87133277230896,0.491895634215325,0.382566510699689,0.0545181259512901,0.870413777418435,0.915673731360584,0.081056657480076,0.780141020892188,0.308523603249341,0.598291869042441,0.891358274267986,0.236669740406796,0.212267383700237,0.88186855847016,0.616902407025918,0.368111660936847,0.70666869636625,0.75999760767445,0.623972296481952,0.294091272167861,0.697177588706836,0.584658336592838,0.463286745361984,0.0473188103642315,0.226885618409142,0.877657182980329,0.555552097037435,0.978846593759954,0.139076684135944,0.976484642829746,0.914193075383082,0.246637195814401,0.732606719015166,0.453096295008436,0.298166120657697,0.8659352355171,0.0783071897458285,0.109440892236307,0.191668204264715,0.0184373923111707,0.0401180768385530,0.0540625762660056,0.301617461722344,0.843878509709612,0.741113929543644,0.491963346954435,0.605361820431426,0.324187290854752,0.932442675344646,0.985545640345663,0.352764084003866,0.00631384295411408,0.758600274566561,0.367189066950232,0.705865103052929,0.0789066795259714,0.323957800166681,0.540840717032552,0.0686758148949593
3.35,-1.3129,?,174.457,9.7053e-06,4.212e-05,2.1127,57.9,?,453.15,7.59,196,1.024,0.154869,'yes','yes','319584',0.603448298992589,0.549774369690567,0.141756470315158,0.551933841314167,0.94848389341496,0.411973346024752,0.195332961622626,0.112909946823493,0.585631905589253,0.322145002195612,0.334985069930553,0.256135782925412,0.885963419917971,0.50033967406489,0.111987871350721,0.753796235425398,0.157527500065044,0.645990886259824,0.574617831967771,0.409250659169629,0.185139094479382,0.672553293872625,0.28642910416238,0.0713713576551527,0.535321388859302,0.73507323837839,0.355996164027601,0.552813416346908,0.141238380456343,0.87045134138316,0.389914158964530,0.521653153700754,0.124162576161325,0.9251382232178,0.411390017485246,0.281692938180640,0.286365999374539,0.679226444102824,0.0525930621661246,0.273419809993356,0.95578402839601,0.402550077298656,0.675971978344023,0.839355810079724,0.151624845806509,0.109500596066937,0.742428208468482,0.883247860707343,0.441005912609398,0.49127552146092,0.156087447190657,0.401360040763393,0.150964508997276,0.0214762992691249,0.438995926640928,0.781322116497904,0.264326797565445,0.0101324662100524,0.847433043876663,0.614095104858279,0.628619506955147,0.787238670978695,0.731792702106759,0.586462490260601
3.969,-1.3747,?,110.99,2.6093e-06,0.0002541,1.6063,13.2,?,60.48,10.96,1019,12.16,0.174661,'yes','yes','148225',0.465026816120371,0.042643238324672,0.183729249518365,0.207917452789843,0.702328177634627,0.0216293719131500,0.85488182795234,0.50230396608822,0.47154403780587,0.334389950847253,0.742213517427444,0.480332218576223,0.890761245042086,0.106778077781200,0.970927488291636,0.444845862686634,0.627598948776722,0.306277292314917,0.479732830775902,0.355271904962137,0.835875150049105,0.72930675605312,0.551080449018627,0.991445450810716,0.750902227824554,0.67932570585981,0.707439633086324,0.100692267995328,0.333406562684104,0.668254600372165,0.592066674493253,0.700493433047086,0.99021731177345,0.397431700257584,0.565565613098443,0.0618937730323523,0.183653279440477,0.922479541739449,0.204815884819254,0.0837495282758027,0.272374764550477,0.334491858957335,0.31482642237097,0.0874896461609751,0.328442229423672,0.127639519050717,0.324820622801781,0.114427171414718,0.693818559404463,0.972895208047703,0.565000338479877,0.141643064562231,0.96669479436241,0.0190730432514101,0.865304462611675,0.417414488038048,0.0248435018584132,0.600763542577624,0.846257251920179,0.91397616523318,0.0606313680764288,0.68733020266518,0.166074720211327,0.952896530041471
0.624,?,-2.0605,25.9683,4.777e-07,1.147e-05,1.9581,13.3,?,9.63,7.06,177,1.024,0.103983,'yes','yes','419797',0.0468818452209234,0.281369491945952,0.356115973321721,0.280296137090772,0.31023589335382,0.957901125773787,0.337152670836076,0.867240279912949,0.334188803331926,0.741016880609095,0.495176872704178,0.810830665752292,0.945032254327089,0.44890824216418,0.671424807514995,0.278220852138475,0.525596564635634,0.0791989027056843,0.77009970904328,0.291934173321351,0.464723719516769,0.418094160035253,0.50016412883997,0.912276501534507,0.66622000420466,0.426938977325335,0.58342895610258,0.662924677599221,0.724186876555905,0.111646000761539,0.458913351176307,0.382023722166196,0.295660195406526,0.808912656037137,0.771952729206532,0.392793104751036,0.28905759844929,0.284097854513675,0.77627673652023,0.807581093395129,0.489680524449795,0.104633948532864,0.325258559081703,0.956482734531164,0.83553477190435,0.936584948329255,0.041968077654019,0.845440667355433,0.561805276898667,0.464306443929672,0.386011428898200,0.843822328839451,0.103251006454229,0.24930092622526,0.50135388947092,0.161045183194801,0.745465710293502,0.823156123282388,0.809371974784881,0.545842236606404,0.160233251284808,0.00498022022657096,0.930732358479872,0.575645470293239
1.37,-1.7718,?,?,4.936e-07,2.256e-05,2.1949,14.3,?,18.36,11.42,236,0.512,0.0804666,'yes','yes','370846',0.674436974339187,0.164613153086975,0.549102689838037,0.946598584530875,0.641377376159653,0.73885542107746,0.786638447316363,0.494117838563398,0.781695945654064,0.0987797130364925,0.125571963610128,0.52568597625941,0.279911806574091,0.196268722647801,0.103148723253980,0.189919081283733,0.0616169578861445,0.665873263031244,0.670416683657095,0.415117407450452,0.829160326858982,0.690898164641112,0.972551044309512,0.372566303471103,0.271292336750776,0.309732811059803,0.701089689973742,0.320036604534835,0.138070511631668,0.231741147115827,0.0217950914520770,0.696902480907738,0.459247355349362,0.809359105071053,0.81956041464582,0.700860808836296,0.768130400683731,0.959027821198106,0.374132811557502,0.235600520623848,0.438377470476553,0.927258335985243,0.474679140141234,0.475976007059216,0.94565651472658,0.667848786106333,0.797487233998254,0.0511954459361732,0.196182866580784,0.909365987405181,0.109311461914331,0.881128858076409,0.543973028194159,0.86707292846404,0.242346777347848,0.796924045309424,0.332990045659244,0.589402384357527,0.960993361426517,0.499610044294968,0.139930028701201,0.150622720830142,0.485612522345036,0.293447230244055
1.063,-1.284,?,?,3.8255e-06,5.425e-05,2.1102,29.5,0.219,15.21,9.31,168,1.024,0.0332424,'yes','yes','378559',0.285799761069939,0.890813717152923,0.246696259360760,0.360935188364238,0.305868502706289,0.82788035646081,0.955554502783343,0.94522158941254,0.133187162457034,0.372674451675266,0.400269387988374,0.394181207520887,0.47707632323727,0.859441957436502,0.460616180440411,0.50162739912048,0.102896658703685,0.684548291843385,0.836798744276166,0.444433613913134,0.386688609840348,0.171415078220889,0.0808040467090905,0.97559743700549,0.230152980890125,0.892126125283539,0.570972707588226,0.379297105595469,0.683375731809065,0.671407574322075,0.0857216690201312,0.640454943059012,0.118136479752138,0.0996918673627079,0.486817730823532,0.738130433252081,0.604807810857892,0.46035602199845,0.888090019347146,0.205727684544399,0.37631871085614,0.842831769725308,0.122384879272431,0.104701298056170,0.619326908374205,0.961077676620334,0.271224246593192,0.0933550836052746,0.437449454097077,0.902827884769067,0.856635518139228,0.630435492144898,0.62587247393094,0.491121630184352,0.958647304680198,0.418531277682632,0.782211522571743,0.519051722949371,0.264594996348023,0.255477090831846,0.970882111461833,0.77161116246134,0.561077932361513,0.95723708695732
0.98,?,-2.1079,42.0614,4.7308e-07,?,2.2627,7.5,?,22.4,7.17,374,4.096,0.104866,'yes','no','293707',0.99533041426912,0.694204321596771,0.58247902104631,0.465666647534817,0.416222619125620,0.716521881287917,0.811864921357483,0.230254930444062,0.759625621140003,0.568056542659178,0.640134211163968,0.858323038555682,0.800499256001785,0.255845436360687,0.777154894545674,0.75446744193323,0.970719095086679,0.183782122796401,0.251999463653192,0.842407558578998,0.111554513219744,0.426291747950017,0.733297890750691,0.342927042627707,0.0293544318992645,0.156708796508610,0.901210507610813,0.886659647338092,0.301331921014935,0.941493265330791,0.927754631265998,0.236796955345199,0.703065127367154,0.513035817071795,0.99671604204923,0.308437316445634,0.608927701832727,0.837377679767087,0.748130284482613,0.713895930442959,0.458448824007064,0.902450588066131,0.00345772039145231,0.360412423266098,0.230581576004624,0.580595356179401,0.349213595269248,0.915615069447085,0.643331542145461,0.383823449024931,0.964340547798201,0.415034304838628,0.162829266861081,0.886398310773075,0.68299470236525,0.812747714109719,0.122230771463364,0.0733684387523681,0.908535834401846,0.869096376933157,0.681221995968372,0.581376770278439,0.674398193135858,0.352484962204471
4.813,?,-2.0298,268.926,5.3188e-07,1.327e-05,2.0006,15.2,?,31.72,7.73,1502,64,0.194801,'no','no','414592',0.570304835215211,0.221393095795065,0.0211720103397965,0.285414123209193,0.916980488691479,0.139791031833738,0.663447638740763,0.217783499509096,0.862574119353667,0.105774926254526,0.0907030859962106,0.298456884454936,0.634151178877801,0.0948410064447671,0.00639476394280791,0.890064199222252,0.759715989697725,0.483471647370607,0.059372054412961,0.5080222398974,0.510317967040464,0.788815719308332,0.057690697722137,0.697280115447938,0.941322110593319,0.0512309384066612,0.118697956670076,0.254957486176863,0.507928913692012,0.420876971911639,0.352362385485321,0.77486148942262,0.455988178262487,0.644899336388335,0.276854961644858,0.764820327050984,0.816731723258272,0.796556677203625,0.692989001283422,0.662717116530985,0.072110672481358,0.0717338845133781,0.95507384906523,0.307537742424756,0.96768446918577,0.241003266070038,0.291913454886526,0.414235946955159,0.733649475499988,0.135756514267996,0.806821555132046,0.0977244738023728,0.81608090014197,0.235616527264938,0.436673076823354,0.463292835047469,0.196485748048872,0.453872754005715,0.257597213378176,0.416921621421352,0.749426814960316,0.218844180461019,0.594795506214723,0.281461968552321
1.314,-1.3748,?,230.426,2.792e-05,8.25e-05,1.9035,273.8,0.118,83,8.08,110,0.256,0.0321642,'yes','yes','239899',0.554272041190416,0.127151316031814,0.836831571999937,0.187508313916624,0.101767046377063,0.524648366495967,0.318515552673489,0.69884129264392,0.847104642307386,0.249084170907736,0.152142299339175,0.93136826204136,0.634227825561538,0.333593551535159,0.173443985171616,0.451879893662408,0.840490496018901,0.367810452356935,0.678851899458095,0.739890814991668,0.892698284704238,0.293521266197786,0.281588830752298,0.877616628305987,0.0238759485073388,0.880945721175522,0.524750038282946,0.651180552318692,0.649929267121479,0.64927728055045,0.0108542309608310,0.919836844317615,0.624844329198822,0.155050842091441,0.529238123213872,0.592218088451773,0.528599910438061,0.427615926600993,0.374234470305964,0.558150363620371,0.594816567143425,0.277195282978937,0.178816439816728,0.57046444923617,0.857881253119558,0.768639145651832,0.78152559697628,0.869253187673166,0.760333030950278,0.986508124973625,0.0312596303410828,0.0253010164014995,0.703229252016172,0.196347070857882,0.428861823864281,0.655378283234313,0.99699434149079,0.187923693098128,0.484744019107893,0.135592729318887,0.197831495897844,0.391790543915704,0.950902055716142,0.0673296130262315
1.159,-1.1593,?,223.072,1.3868e-05,6.159e-05,1.8631,85.7,0.133,26.78,8.76,219,1.024,0.064142,'yes','yes','240766',0.709978081984445,0.7505179469008,0.731990315252915,0.295452414080501,0.865021040895954,0.913613256532699,0.920602430356666,0.826567653566599,0.0973817219492048,0.11793217738159,0.971506190951914,0.921583762625232,0.775530122453347,0.243090750416741,0.8344979560934,0.196366030955687,0.74046042887494,0.99617211194709,0.330540068214759,0.043205447960645,0.521734441397712,0.0131623880006373,0.692563110496849,0.708276745164767,0.946196693228558,0.163950755726546,0.704989023506641,0.0218009403906763,0.360272432444617,0.101344156311825,0.350785793270916,0.00450856983661652,0.301335813710466,0.99496826948598,0.103035565465689,0.417550434824079,0.00926066003739834,0.8553662460763,0.800627197138965,0.177207087166607,0.181399550056085,0.638127306941897,0.40880784811452,0.686951281037182,0.351454624906182,0.95371270691976,0.762792431749403,0.352629233617336,0.419388227397576,0.958216510014609,0.529243209632114,0.740303166210651,0.636103468481451,0.655322576407343,0.361545529216528,0.710653667571023,0.896129033062607,0.687374228611588,0.869755518622696,0.908999236766249,0.416081103729084,0.867012027418241,0.863838107790798,0.760885252384469
3,-1.6129,?,130.059,8.9949e-06,3.213e-05,2.1317,84.9,?,267.54,11.48,332,1.024,0.121287,'yes','yes','357512',0.296450786991045,0.291708660079166,0.144277536775917,0.146041097119451,0.608993965666741,0.310303729726002,0.0203324062749743,0.250779540510848,0.25819505774416,0.51852140435949,0.830707755638286,0.361330290790647,0.747496691299602,0.819039492635056,0.0338698867708445,0.618279409362003,0.653074767906219,0.573094174033031,0.0149310275446624,0.99146097409539,0.233401433797553,0.372701977612451,0.82601345423609,0.203533307416365,0.289408774580806,0.585761341266334,0.777853599283844,0.422952543012798,0.0145211392082274,0.829238659935072,0.998425227822736,0.448580807307735,0.421943126013502,0.629690057132393,0.482028550701216,0.388994159176946,0.514782456913963,0.332692726980895,0.968377362471074,0.564523857785389,0.740681479452178,0.573555974755436,0.337379744974896,0.207609883276746,0.612473327666521,0.803268311079592,0.620709739392623,0.685726242838427,0.698090151418,0.672789130825549,0.612274718238041,0.842331177555025,0.318227311596274,0.9336257528048,0.708466534735635,0.630135861458257,0.894547556061298,0.727104956284165,0.89593996014446,0.89763904362917,0.418152537662536,0.567728468915448,0.838175669079646,0.994838329032063
6.7,-0.4048,?,?,7.5965e-07,?,1.7619,16.7,?,8.19,9.39,200,1.024,0.0952019,'yes','no','324561',0.753517857054248,0.467123795067891,0.323726147646084,0.142848122632131,0.612084342632443,0.497129841707647,0.828105106949806,0.59327444806695,0.196239036042243,0.607812997186556,0.331107623176649,0.951675993623212,0.532501605339348,0.441991399042308,0.306884614285082,0.678302412154153,0.188350005075336,0.755785519490018,0.5934255621396,0.597598983673379,0.252494021318853,0.558424008544534,0.123776246560737,0.222837710985914,0.688828977290541,0.0408864833880216,0.833077001851052,0.361161907203496,0.921058539999649,0.771668255096301,0.919960147934034,0.661967070074752,0.171531674917787,0.353274764027447,0.0316020038444549,0.799521971028298,0.254438004689291,0.639411506475881,0.238834229530767,0.447021908359602,0.247667076531798,0.494231487624347,0.248896465171129,0.407782989554107,0.917020987020805,0.571925077354535,0.38263944699429,0.326906474772841,0.753619848983362,0.283767114160582,0.847621707245708,0.920432123588398,0.495615044143051,0.378178118495271,0.0613164310343564,0.715116267558187,0.529409016715363,0.896484698168933,0.198129591997713,0.823464307468385,0.298222874058411,0.393762656254694,0.576142837759107,0.196325982455164
1.489,-1.5457,?,146.355,1.3632e-05,?,1.9074,80.6,?,103.24,10.8,295,1.024,0.0942382,'yes','yes','205851',0.747398321516812,0.710302993189543,0.356661086436361,0.93236399255693,0.110297309234738,0.067386033013463,0.307385813910514,0.430719253607094,0.855862748110667,0.984453457873315,0.218465884216130,0.134338332107291,0.424995347857475,0.501589656341821,0.0451832562685013,0.913818300934508,0.865861610276625,0.258598414249718,0.622999913990498,0.203028021380305,0.659998671384528,0.9995475304313,0.948366991011426,0.333072343142703,0.379477156791836,0.700052520493045,0.302643666509539,0.585221989545971,0.84852425660938,0.3593871940393,0.25508649693802,0.880353286629543,0.4688153071329,0.596758828032762,0.00137312593869865,0.963596509769559,0.590379568049684,0.723867259453982,0.398301685927436,0.494934852700680,0.635006861994043,0.916137259220704,0.201424556551501,0.192320443922654,0.154891357757151,0.594787226989865,0.712633090326563,0.519981902558357,0.65644731442444,0.958844747161493,0.179251321824268,0.652948694303632,0.396109529770911,0.598709526704624,0.90608127322048,0.111627076053992,0.292539152549580,0.386856900993735,0.0109397999476641,0.480937552638352,0.428539470070973,0.475728834513575,0.738087217556313,0.858897268073633
2.625,-0.8031,?,?,1.0975e-06,8.603e-06,2.1515,17.7,?,79.79,8.87,1732,64,0.200246,'no','yes','353540',0.935516599565744,0.162865709979087,0.760178414639086,0.00674010603688657,0.635834467131644,0.757041723234579,0.0540340980514884,0.430912602925673,0.972677737707272,0.717907524202019,0.438507241662592,0.240059393923730,0.478568884544075,0.657991480315104,0.95116684329696,0.630750966956839,0.44607274280861,0.610059579601511,0.358443512348458,0.64947769860737,0.57754724053666,0.456839643418789,0.472424150910228,0.934278617613018,0.88776655914262,0.937387579819188,0.84931919281371,0.495437496108934,0.860778801841661,0.29885152191855,0.451829304918647,0.969977651489899,0.718789350707084,0.0938135557807982,0.0908942995592952,0.00294642359949648,0.401985381962731,0.857720740139484,0.588770556729287,0.233404764672741,0.787588756298646,0.466071516042575,0.177680161083117,0.670735766878352,0.419297811109573,0.2880749697797,0.4963677120395,0.387686535948887,0.212619623402134,0.315394549397752,0.0360373214352876,0.346033522160724,0.585272010182962,0.51561912894249,0.172800693195313,0.309596862178296,0.200927241938189,0.187026771251112,0.46489568403922,0.375201412243769,0.677978489082307,0.157213409431279,0.899750316282734,0.0203291648067534
4.41,-1.008,?,?,6.7621e-07,?,2.0258,18,-0.015,8.4,9.99,269,1.024,0.140174,'yes','yes','192059',0.919768173014745,0.158478854922578,0.271058855112642,0.573743025772274,0.779858893249184,0.693881417158991,0.448644538642839,0.384956924011931,0.79723714501597,0.225368922576308,0.312312758760527,0.137391607742757,0.283893112791702,0.571391797857359,0.64615651150234,0.890276907710359,0.61740725603886,0.0107312386389822,0.528625778621063,0.301893631927669,0.269223091658205,0.39040642650798,0.216591266915202,0.00694868504069746,0.0633537168614566,0.772933663101867,0.587490728823468,0.225063290214166,0.342314602108672,0.789445340633392,0.235511075472459,0.897263394668698,0.427692742552608,0.691857010591775,0.101700046798214,0.0316013775300235,0.542951641837135,0.674225858878344,0.400122914230451,0.279419367434457,0.192222241777927,0.27500743791461,0.417226784396917,0.0607276558876038,0.862169545842335,0.84109749365598,0.361704895505682,0.831569099100307,0.92982234316878,0.092234038747847,0.0333837354555726,0.445315035991371,0.919513072120026,0.188203149242327,0.612909998977557,0.423302383162081,0.231600790983066,0.816191852558404,0.305746144149452,0.481773097533733,0.0930672271642834,0.82176913577132,0.444435722660273,0.82449633651413
5.11,-0.6852,?,?,1.2156e-06,?,2.0031,16.5,-0.001,74.1,13.36,3110,64,0.227997,'no','yes','211117',0.105463688494638,0.498241241788492,0.798952915240079,0.698376142419875,0.555973610142246,0.95310501055792,0.0831347778439522,0.460985875921324,0.165834300220013,0.382199772866443,0.0105160244274884,0.196447844151407,0.352400274248794,0.62832913454622,0.871043043909594,0.265256642829627,0.906857901951298,0.417444906430319,0.636910252273083,0.825846151681617,0.981832332909107,0.873658715514466,0.0806863547768444,0.576325343456119,0.253268202766776,0.0950885687489063,0.0836205738596618,0.156251159263775,0.134813797194511,0.145801160251722,0.0123539099004120,0.656983403256163,0.555069340858608,0.990446901181713,0.61680294573307,0.512281417613849,0.801068193744868,0.947835088474676,0.541596592636779,0.744973374065012,0.420800130348653,0.551860141567886,0.833466686774045,0.99516135524027,0.92953608254902,0.685751263052225,0.520758029306307,0.460040096193552,0.284198900451884,0.694021423347294,0.941566862398759,0.498018296202645,0.954950999934226,0.835743781644851,0.844484217930585,0.876241918187588,0.153444636845961,0.89326667203568,0.738607203122228,0.686273355735466,0.127869804855436,0.423980788094923,0.267813093960285,0.30792604200542
